치매안심센터명,종류,가족교실명,운영시작일,운영종료일,운영시작시간,운영종료시간,정원,강사구분,운영회기,수료기준,보호서비스제공여부,만족도조사여부
서울특별시강남구치매안심센터,헤아림,2025년 치매가족교실 '헤아림'-2기,2025-09-11,2025-11-13,13:30,15:30,8,내부인력,10,6,N,N
서울특별시강남구치매안심센터,헤아림,2025년 치매가족교실 '헤아림'-1기,2025-08-29,2025-10-31,15:00,17:00,9,내부인력,8,6,N,Y
서울특별시강남구치매안심센터,희망다이어리,2025년 상반기 치매가족교실 '오프라인 희망다이어리ver2.0',2025-05-26,2025-07-14,14:00,16:00,10,내부인력,8,6,N,Y
서울특별시강남구치매안심센터,희망다이어리,2024년 하반기 치매가족교실 ‘오프라인 희망다이어리ver2.0’-오전반,2024-08-05,2024-09-25,09:30,11:30,7,내부인력,8,5,N,Y
서울특별시강남구치매안심센터,희망다이어리,2024년 하반기 치매가족교실 ‘오프라인 희망다이어리ver2.0’-오후반,2024-08-02,2024-09-23,13:30,15:30,7,내부인력,8,5,N,Y
서울특별시강남구치매안심센터,희망다이어리,2024년 세곡동 치매안심마을 가족교실 희망다이어리 2.0,2024-04-24,2024-06-26,09:30,11:30,7,내부인력,8,5,N,Y
서울특별시강남구치매안심센터,희망다이어리,2023년 하반기 치매가족교실 ‘오프라인 희망다이어리ver2.0’-오전반,2023-09-06,2023-10-25,09:30,11:30,5,내부인력,8,5,N,Y
서울특별시강남구치매안심센터,희망다이어리,2023년 하반기 치매가족교실 ‘오프라인 희망다이어리ver2.0’-오후반,2023-09-05,2023-10-31,14:30,16:30,5,내부인력,8,5,N,Y
서울특별시강남구치매안심센터,희망다이어리,2023년 치매가족교실 '희망다이어리ver2.0' 오프라인 프로그램,2023-06-12,2023-07-31,13:30,15:30,6,내부인력,8,5,N,Y
서울특별시강남구치매안심센터,헤아림,2023 가족교실 헤아림,2023-04-04,2023-05-23,10:00,12:00,7,내부인력,8,5,N,Y
서울특별시강남구치매안심센터,희망다이어리,2022년 치매가족교실 '희망다이어리ver2.0' 오프라인 프로그램,2022-08-29,2022-10-28,16:00,18:00,7,내부인력,8,6,N,Y
서울특별시강남구치매안심센터,헤아림,2022년 가족교실 '헤아림',2022-05-13,2022-07-08,10:00,12:00,8,내부인력,8,6,N,Y
서울특별시강남구치매안심센터,희망다이어리,2021~2022년 치매가족교실 '희망다이어리 ver2.0'_온라인 프로그램,2021-12-09,2022-02-10,14:00,16:00,6,내부인력,8,6,N,Y
서울특별시강남구치매안심센터,희망다이어리,2021년 희망다이어리 ver2.0,2021-09-03,2021-10-22,14:00,15:30,4,내부인력,8,8,N,Y
서울특별시강남구치매안심센터,기타,2021년 일상의 회복 시범운영,2021-06-25,2021-07-09,10:00,12:00,6,내부인력,4,3,Y,N
서울특별시강남구치매안심센터,헤아림,2021년 비대면 가족교실 '헤아림',2021-06-08,2021-07-27,10:00,11:00,6,내부인력,8,4,N,Y
서울특별시강남구치매안심센터,헤아림,치매가족교육 '헤아림',2019-09-10,2019-10-29,10:00,11:30,15,내부인력,8,4,Y,Y
서울특별시강남구치매안심센터,희망다이어리,치매가족교육 '희망다이어리',2019-04-02,2019-06-14,10:00,11:30,12,내부인력,11,4,Y,N
서울특별시강남구치매안심센터,헤아림,헤아림가족교실,2018-09-07,2018-10-31,14:00,15:30,15,내부인력,8,4,Y,Y
서울특별시강남구치매안심센터,희망다이어리,희망다이어리가족교실,2018-03-06,2018-05-29,14:00,15:30,10,내부인력,11,6,Y,Y
서울특별시강동구치매안심센터,희망다이어리,2025 희망다이어리2기,2025-10-10,2025-12-05,14:00,15:30,7,내부인력,8,6,N,N
서울특별시강동구치매안심센터,헤아림,2025 헤아림 2기,2025-03-31,2025-05-26,14:00,16:00,10,내부인력,8,6,Y,Y
서울특별시강동구치매안심센터,희망다이어리,2025 희망다이어리1기,2025-03-10,2025-04-28,10:00,12:00,8,내부인력,8,6,N,Y
서울특별시강동구치매안심센터,헤아림,2025 헤아림 1기,2025-02-03,2025-03-24,14:00,16:00,8,내부인력,8,6,N,Y
서울특별시강동구치매안심센터,희망다이어리,2024년 희망다이어리 3기,2024-08-14,2024-10-23,14:00,15:30,8,내부인력,11,6,N,Y
서울특별시강동구치매안심센터,희망다이어리,2024년  희망다이어리 2기,2024-03-28,2024-05-31,10:00,11:30,8,내부인력,8,6,N,Y
서울특별시강동구치매안심센터,희망다이어리,2024년 희망다이어리 1기,2024-02-20,2024-04-09,14:00,15:30,8,내부인력,8,6,N,Y
서울특별시강동구치매안심센터,헤아림,2023 헤아림,2023-08-29,2023-10-31,10:00,11:30,10,내부인력,8,6,Y,Y
서울특별시강동구치매안심센터,기타,2023 가치돌봄,2023-06-14,2023-08-11,14:00,15:30,8,내부인력,9,6,N,Y
서울특별시강동구치매안심센터,희망다이어리,2023 희망다이어리 2기,2023-06-13,2023-08-03,10:00,11:30,8,내부인력,8,6,Y,Y
서울특별시강동구치매안심센터,희망다이어리,2023 희망다이어리,2023-04-10,2023-05-31,10:00,11:30,8,내부인력,8,6,N,Y
서울특별시강동구치매안심센터,희망다이어리,2022 희망다이어리,2022-08-23,2022-10-14,10:00,11:30,6,내부인력,8,6,Y,Y
서울특별시강동구치매안심센터,헤아림,22년 헤아림,2022-06-15,2022-08-05,14:00,15:30,6,내부인력,8,6,N,Y
서울특별시강동구치매안심센터,희망다이어리,2022년 온라인 희망다이어리,2022-01-04,2022-02-25,10:00,11:20,7,내부인력,8,6,N,Y
서울특별시강동구치매안심센터,희망다이어리,21'년 희망다이어리 가족교실,2021-05-04,2021-06-22,14:00,16:00,5,내부인력,8,4,N,Y
서울특별시강동구치매안심센터,헤아림,21'년 헤아림 가족교실,2021-02-23,2021-04-13,10:00,12:00,5,내부인력,8,4,N,Y
서울특별시강동구치매안심센터,헤아림,20'년 헤아림 가족교실,2020-11-03,2020-12-22,10:00,12:00,5,내부인력,8,4,Y,Y
서울특별시강동구치매안심센터,희망다이어리,2019년 희망다이어리,2019-08-19,2019-10-21,10:00,12:00,13,내부인력,10,5,Y,Y
서울특별시강동구치매안심센터,헤아림,헤아림 가족교실 2기,2019-08-20,2019-10-08,10:00,12:00,7,내부인력,8,4,Y,Y
서울특별시강동구치매안심센터,헤아림,헤아림 가족교실 1기,2019-03-05,2019-04-23,10:00,12:00,8,내부인력,8,4,Y,Y
서울특별시강동구치매안심센터,헤아림,헤아림 가족교실 3기,2018-09-04,2018-10-30,10:00,12:00,7,내부인력,8,4,Y,Y
서울특별시강동구치매안심센터,헤아림,헤아림 가족교실 2기,2018-07-17,2018-09-04,10:00,12:00,6,내부인력,8,4,Y,Y
서울특별시강동구치매안심센터,헤아림,헤아림 가족교실 1기,2018-02-20,2018-04-10,10:00,12:00,5,내부인력,8,4,Y,Y
서울특별시강북구치매안심센터,희망다이어리,2025 희망다이어리 교육 2,2025-11-04,2025-11-28,14:00,15:00,10,내부인력,8,6,N,N
서울특별시강북구치매안심센터,희망다이어리,2025 희망다이어리 교육 1,2025-03-06,2025-04-24,14:00,15:30,6,내부인력,8,6,N,Y
서울특별시강북구치매안심센터,희망다이어리,2024 희망다이어리 교육 3,2024-10-08,2024-10-31,14:00,16:00,6,내부인력,8,6,N,Y
서울특별시강북구치매안심센터,희망다이어리,2024 희망다이어리 교육 2,2024-08-29,2024-10-24,14:00,16:00,5,내부인력,8,6,N,Y
서울특별시강북구치매안심센터,희망다이어리,2024 희망다이어리 교육 1,2024-04-04,2024-05-23,14:00,16:00,6,내부인력,8,6,N,Y
서울특별시강북구치매안심센터,헤아림,2023 헤아림2,2023-10-04,2023-10-30,14:00,17:00,5,내부인력,4,6,N,Y
서울특별시강북구치매안심센터,헤아림,2023 헤아림1,2023-09-05,2023-09-26,15:00,17:50,5,내부인력,8,6,N,Y
서울특별시강북구치매안심센터,희망다이어리,2023 오프라인 희망다이어리 ver2.0 2,2023-08-01,2023-09-19,14:00,15:30,5,내부인력,8,6,N,Y
서울특별시강북구치매안심센터,희망다이어리,2023 오프라인 희망다이어리 ver2.0 1,2023-04-04,2023-05-23,14:00,15:30,5,내부인력,8,6,N,N
서울특별시강북구치매안심센터,희망다이어리,2022 희망다이어리 ver 2.0,2022-09-22,2022-10-31,14:00,15:30,5,내부인력,8,5,N,Y
서울특별시강북구치매안심센터,헤아림,2022 헤아림,2022-06-16,2022-07-07,14:00,17:00,6,내부인력,8,5,N,Y
서울특별시강북구치매안심센터,희망다이어리,2022 온라인 희망다이어리 ver 2.0,2022-02-03,2022-03-10,14:00,16:00,4,내부인력,8,5,N,N
서울특별시강북구치매안심센터,희망다이어리,2021 희망다이어리,2021-06-08,2021-07-27,14:00,16:00,4,내부인력,8,4,N,N
서울특별시강북구치매안심센터,희망다이어리,희망다이어리,2019-07-16,2019-09-03,14:00,16:00,8,내부인력,10,5,Y,Y
서울특별시강북구치매안심센터,헤아림,두번째 헤아림,2019-05-07,2019-06-25,14:00,16:00,7,내부인력,8,4,Y,Y
서울특별시강북구치매안심센터,헤아림,첫 번째 헤아림,2019-02-26,2019-04-16,14:00,16:00,11,내부인력,8,4,Y,Y
서울특별시강북구치매안심센터,희망다이어리,두번째 희망다이어리,2018-05-30,2018-07-18,14:00,16:00,8,내부인력,10,5,Y,Y
서울특별시강북구치매안심센터,헤아림,헤아림,2018-09-07,2018-10-26,14:00,16:00,5,내부인력,8,4,Y,Y
서울특별시강북구치매안심센터,희망다이어리,첫번째 희망다이어리,2018-02-21,2018-05-02,14:00,16:00,10,내부인력,10,5,Y,Y
서울특별시강서구치매안심센터,헤아림,헤아림 16기(MCI),2025-09-03,2025-09-26,14:30,16:30,10,내부인력,8,6,N,Y
서울특별시강서구치매안심센터,일상의 회복,일상의 회복 6기,2025-06-20,2025-07-11,14:30,16:30,10,내부인력,4,3,N,Y
서울특별시강서구치매안심센터,희망다이어리,희망다이어리 25기,2025-04-18,2025-06-13,14:00,16:00,10,내부인력,9,6,N,Y
서울특별시강서구치매안심센터,헤아림,헤아림 15기,2025-02-21,2025-04-11,14:30,16:30,10,내부인력,8,6,N,Y
서울특별시강서구치매안심센터,일상의 회복,일상의 회복 5기,2024-07-17,2024-08-07,14:30,16:00,10,내부인력,4,3,N,Y
서울특별시강서구치매안심센터,희망다이어리,희망다이어리 24기,2024-05-22,2024-07-10,14:30,16:30,10,내부인력,8,6,N,Y
서울특별시강서구치매안심센터,희망다이어리,희망다이어리 23기,2024-05-10,2024-06-28,13:30,15:30,10,내부인력,8,6,N,Y
서울특별시강서구치매안심센터,헤아림,헤아림 14기,2024-03-08,2024-04-26,13:30,15:30,11,내부인력,8,6,N,Y
서울특별시강서구치매안심센터,헤아림,헤아림 13기,2024-03-06,2024-05-08,14:30,16:30,10,내부인력,8,6,N,Y
서울특별시강서구치매안심센터,기타,2023토닥토닥 10기,2023-10-30,2023-10-30,00:00,00:00,12,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,기타,2023토닥토닥 9기,2023-09-13,2023-09-13,00:00,00:00,15,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,기타,2023 토닥토닥 8기,2023-08-23,2023-08-23,00:00,00:00,15,내부인력,1,1,N,Y
서울특별시강서구치매안심센터,일상의 회복,2023년 일상의 회복 2기,2023-08-11,2023-09-01,14:00,14:00,5,내부인력,4,2,Y,Y
서울특별시강서구치매안심센터,기타,단계별치매환자돌봄을위한 가족프로그램(실험군),2023-07-21,2023-09-08,13:30,15:30,9,내부인력,8,6,N,N
서울특별시강서구치매안심센터,기타,2023 토닥토닥 7기,2023-07-19,2023-07-19,00:00,00:00,10,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,기타,2023 토닥토닥 6기,2023-06-28,2023-06-28,00:00,00:00,6,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,기타,2023 토닥토닥 5기,2023-05-17,2023-05-17,00:00,00:00,9,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,희망다이어리,22기 희망다이어리,2023-05-12,2023-06-30,13:30,15:30,7,내부인력,8,6,N,N
서울특별시강서구치매안심센터,일상의 회복,2023년 일상의회복 1기,2023-04-17,2023-05-15,13:30,15:30,5,내부인력,4,2,Y,Y
서울특별시강서구치매안심센터,기타,2023토닥토닥 4기,2023-04-19,2023-04-19,00:00,00:00,10,내부인력,1,1,N,Y
서울특별시강서구치매안심센터,기타,2023 토닥토닥 3기,2023-03-22,2023-03-22,00:00,00:00,6,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,헤아림,헤아림 12기 (등촌3동),2023-02-17,2023-04-07,14:00,16:00,8,내부인력,8,6,N,Y
서울특별시강서구치매안심센터,기타,2023 토닥토닥 2기,2023-02-15,2023-02-15,15:30,17:30,14,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,희망다이어리,21기 희망다이어리(등촌3동),2023-02-13,2023-04-03,14:00,16:00,7,내부인력,8,6,Y,N
서울특별시강서구치매안심센터,기타,2023 토닥토닥 1기,2023-01-18,2023-01-18,00:00,00:00,13,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,일상의 회복,2022 일상의 회복 2기,2022-11-25,2022-12-23,11:00,13:00,5,내부인력,5,3,Y,Y
서울특별시강서구치매안심센터,희망다이어리,20기 희망다이어리(등촌3동),2022-08-25,2022-09-22,14:00,16:00,5,내부인력,8,4,Y,Y
서울특별시강서구치매안심센터,기타,2022 토닥토닥 4기,2022-07-20,2022-07-20,15:30,17:00,8,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,기타,2022 토닥토닥 3기,2022-05-25,2022-05-25,00:00,00:00,18,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,기타,2022 토닥토닥 2기,2022-04-27,2022-04-27,15:00,16:30,11,내부인력,1,1,Y,N
서울특별시강서구치매안심센터,기타,2022 일상의 회복 1기,2022-04-13,2022-05-04,15:00,17:00,5,내부인력,4,3,Y,Y
서울특별시강서구치매안심센터,기타,2022 토닥토닥 1기,2022-03-30,2022-03-30,15:00,16:30,11,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,헤아림,헤아림11기,2022-04-01,2022-05-27,15:00,16:00,5,내부인력,8,6,Y,Y
서울특별시강서구치매안심센터,희망다이어리,온라인희망다이어리19기,2022-01-05,2022-02-18,14:00,15:30,8,내부인력,14,4,N,Y
서울특별시강서구치매안심센터,휴식공간,아이러브우드캠페인-산림청,2021-06-16,2021-06-18,10:00,11:30,15,내부인력,1,1,N,N
서울특별시강서구치매안심센터,기타,온라인토닥토닥3회,2021-09-24,2021-09-28,16:00,16:40,30,내부인력,1,1,N,N
서울특별시강서구치매안심센터,기타,온라인 토닥토닥2기,2021-09-09,2021-09-09,17:00,17:40,60,내부인력,1,1,N,N
서울특별시강서구치매안심센터,기타,온라인 토닥토닥 1기,2021-08-27,2021-08-31,12:00,13:00,20,내부인력,1,1,N,N
서울특별시강서구치매안심센터,희망다이어리,온라인희망다이어리18기,2021-07-06,2021-08-05,14:00,15:30,8,내부인력,8,4,N,Y
서울특별시강서구치매안심센터,휴식공간,토닥토닥3기,2021-06-23,2021-06-28,16:00,18:00,13,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,휴식공간,토닥토닥2기,2021-06-11,2021-06-11,16:00,17:00,10,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,기타,2021 일상의 회복 시범 운영,2021-05-27,2021-06-18,09:30,11:30,5,내부인력,4,3,Y,N
서울특별시강서구치매안심센터,휴식공간,토닥토닥1기,2021-05-24,2021-05-24,16:00,17:00,20,내부인력,1,1,Y,Y
서울특별시강서구치매안심센터,희망다이어리,희망다이어리17기,2021-05-12,2021-07-28,13:30,15:30,5,내부인력,8,4,Y,Y
서울특별시강서구치매안심센터,헤아림,21헤아림10기,2021-02-17,2021-04-28,13:30,15:30,8,내부인력,11,4,N,Y
서울특별시강서구치매안심센터,희망다이어리,희망다이어리16기-시범교육,2020-11-05,2020-12-18,09:30,11:30,10,내부인력,8,4,N,N
서울특별시강서구치매안심센터,헤아림,헤아림 9기,2020-01-16,2020-09-15,13:30,15:30,15,내부인력,35,4,N,Y
서울특별시강서구치매안심센터,희망다이어리,희망다이어리 15기,2019-10-10,2019-12-12,13:30,15:20,12,내부인력,10,5,Y,Y
서울특별시강서구치매안심센터,헤아림,헤아림8기,2019-07-18,2019-09-12,13:30,15:30,12,내부인력,1,4,Y,N
서울특별시강서구치매안심센터,희망다이어리,희망다이어리 14기,2019-04-18,2019-07-11,13:30,15:20,12,내부인력,10,5,Y,Y
서울특별시강서구치매안심센터,휴식공간,토닥토닥,2019-03-25,2019-12-31,14:00,16:00,100,내부인력,10,1,Y,N
서울특별시강서구치매안심센터,헤아림,헤아림7기,2019-02-21,2019-04-11,13:30,15:30,12,내부인력,8,4,Y,Y
서울특별시강서구치매안심센터,헤아림,헤아림6기,2018-10-30,2018-12-18,14:00,15:00,12,내부인력,8,5,Y,Y
서울특별시강서구치매안심센터,희망다이어리,희망다이어리 13기,2018-07-17,2018-09-18,14:00,15:00,12,내부인력,10,7,Y,Y
서울특별시강서구치매안심센터,헤아림,헤아림5기,2018-04-17,2018-07-03,13:30,14:30,12,내부인력,10,7,Y,Y
서울특별시강서구치매안심센터,희망다이어리,희망다이어리 12기,2018-02-06,2018-04-10,13:30,14:30,12,내부인력,10,7,Y,N
서울특별시관악구치매안심센터,희망다이어리,2025 하반기 희망다이어리 가족교육,2025-09-10,2025-11-05,14:00,15:30,10,내부인력,8,6,N,N
서울특별시관악구치매안심센터,헤아림,2025년 하반기 헤아림 가족교실,2025-08-06,2025-09-24,10:00,12:00,15,내부인력,8,6,Y,Y
서울특별시관악구치매안심센터,헤아림,2025년 상반기 헤아림 가족교실,2025-04-01,2025-05-27,14:00,16:00,8,내부인력,8,6,N,Y
서울특별시관악구치매안심센터,희망다이어리,2024 하반기 희망다이어리 가족교육,2024-08-28,2024-10-30,14:00,15:30,8,내부인력,8,6,N,Y
서울특별시관악구치매안심센터,헤아림,2024년 하반기 헤아림 가족교실,2024-08-07,2024-08-28,09:00,12:00,9,내부인력,8,6,N,Y
서울특별시관악구치매안심센터,헤아림,2024년 상반기 헤아림 가족교실,2024-05-07,2024-06-25,10:00,12:00,9,내부인력,8,6,N,Y
서울특별시관악구치매안심센터,희망다이어리,2024 상반기 희망다이어리 가족교육,2024-04-24,2024-06-19,14:00,15:30,10,내부인력,8,6,N,Y
서울특별시관악구치매안심센터,희망다이어리,희망다이어리 ver2.0(하반기),2023-09-12,2023-10-12,14:00,15:30,9,내부인력,8,7,N,Y
서울특별시관악구치매안심센터,헤아림,2023 하반기 헤아림 가족교실,2023-08-17,2023-09-07,13:20,16:00,9,내부인력,8,6,N,Y
서울특별시관악구치매안심센터,헤아림,2023 상반기 헤아림 가족교실,2023-06-01,2023-07-20,10:00,12:00,7,내부인력,8,6,N,Y
서울특별시관악구치매안심센터,희망다이어리,희망다이어리 ver2.0(상반기),2023-05-12,2023-06-30,14:00,15:30,8,내부인력,8,7,N,Y
서울특별시관악구치매안심센터,헤아림,2022 헤아림가족교실,2022-05-20,2022-07-08,13:30,15:30,8,내부인력,8,6,Y,Y
서울특별시관악구치매안심센터,희망다이어리,희망다이어리ver2.0,2022-03-18,2022-05-06,13:30,15:00,7,내부인력,8,7,Y,Y
서울특별시관악구치매안심센터,희망다이어리,온라인희망다이어리 ver2.0,2022-01-11,2022-02-11,14:00,15:30,7,내부인력,8,7,Y,N
서울특별시관악구치매안심센터,희망다이어리,희망다이어리ver2.0,2021-08-24,2021-10-19,14:00,15:30,4,내부인력,8,7,N,Y
서울특별시관악구치매안심센터,헤아림,헤아림가족교실,2021-08-27,2021-10-22,13:30,15:30,4,내부인력,8,6,Y,Y
서울특별시관악구치매안심센터,희망다이어리,2019 하반기 희망다이어리,2019-10-08,2019-12-03,13:30,15:30,10,내부인력,10,7,Y,N
서울특별시관악구치매안심센터,헤아림,2019. 헤아림 하반기,2019-08-13,2019-10-01,13:30,15:30,10,내부인력,8,6,Y,Y
서울특별시관악구치매안심센터,희망다이어리,2019 상반기 희망다이어리,2019-05-07,2019-07-09,13:30,15:30,12,내부인력,10,7,Y,Y
서울특별시관악구치매안심센터,헤아림,2019 헤아림 상반기,2019-03-12,2019-05-07,13:30,15:30,13,내부인력,8,4,Y,Y
서울특별시관악구치매안심센터,헤아림,2018 헤아림 상반기,2018-03-06,2018-04-24,14:30,16:30,9,내부인력,8,4,Y,N
서울특별시관악구치매안심센터,헤아림,2018 헤아림 하반기,2018-09-04,2018-11-06,14:30,16:30,9,내부인력,8,6,Y,Y
서울특별시관악구치매안심센터,희망다이어리,상반기 희망다이어리,2018-03-19,2018-05-28,13:00,14:30,12,내부인력,10,7,Y,Y
서울특별시광진구치매안심센터,가치돌봄(집중),2025 자양동 치매안심마을 가치돌봄(1차),2025-09-03,2025-10-29,14:00,15:30,10,내부인력,8,6,N,N
서울특별시광진구치매안심센터,희망다이어리,2025 자양동 치매안심마을 오프라인 희망다이어리 (1차),2025-03-18,2025-05-13,09:30,11:30,10,내부인력,8,6,N,Y
서울특별시광진구치매안심센터,희망다이어리,2024 중곡동 치매안심마을 오프라인 희망다이어리 (3차),2024-08-27,2024-10-29,14:00,16:00,12,내부인력,8,6,N,Y
서울특별시광진구치매안심센터,희망다이어리,2024 자양동 치매안심마을 오프라인 희망다이어리 (2차),2024-06-19,2024-08-07,09:30,11:30,13,내부인력,8,6,N,Y
서울특별시광진구치매안심센터,희망다이어리,2024 중곡동 치매안심마을 오프라인 희망다이어리 (1차),2024-04-02,2024-05-21,14:00,16:00,11,내부인력,8,6,N,Y
서울특별시광진구치매안심센터,희망다이어리,2023 중곡동 치매안심마을 오프라인 희망다이어리(3차),2023-08-10,2023-10-05,14:00,16:00,12,내부인력,8,6,N,N
서울특별시광진구치매안심센터,희망다이어리,23년 자양동 치매안심마을 오프라인 희망다이어리 (2차),2023-05-17,2023-07-05,09:30,11:00,10,내부인력,8,5,N,Y
서울특별시광진구치매안심센터,기타,23년 자양동 치매안심마을 신규가족을 위한 희망네비게이션 1차,2023-05-12,2023-05-12,09:30,11:30,10,내부인력,1,1,N,N
서울특별시광진구치매안심센터,희망다이어리,2023 자양동 치매안심마을 오프라인 희망다이어리 (1차),2023-02-02,2023-03-23,14:00,16:00,10,내부인력,9,6,N,N
서울특별시광진구치매안심센터,기타,22년 자양동 치매안심마을 신규가족을 위한 희망네비게이션 3차,2022-09-20,2022-09-20,14:30,16:30,4,내부인력,1,1,N,N
서울특별시광진구치매안심센터,희망다이어리,22년 중곡동 치매안심마을 희망다이어리 교육 (오프라인),2022-08-30,2022-10-18,14:00,16:00,8,내부인력,8,6,Y,N
서울특별시광진구치매안심센터,기타,22년 중곡동 치매안심마을 희망메신저(YOUYOU),2022-08-01,2022-10-31,15:00,16:30,1,내부인력,12,10,Y,Y
서울특별시광진구치매안심센터,기타,22년 신규가족을 위한 희망네비게이션 2차,2022-06-24,2022-07-15,17:00,18:00,10,내부인력,4,1,N,N
서울특별시광진구치매안심센터,희망다이어리,광진구 희망다이어리 교육(온라인),2022-05-24,2022-06-24,14:00,16:00,10,내부인력,10,4,Y,N
서울특별시광진구치매안심센터,기타,22년 자양동 치매안심마을 신규가족을 위한 희망네비게이션,2022-05-04,2022-05-11,00:00,00:00,10,내부인력,1,1,N,N
서울특별시광진구치매안심센터,기타,중곡동 치매안심마을 보호자맞춤형 일대일 프로그램(YOU YOU),2022-03-29,2022-06-14,14:00,15:00,1,내부인력,12,10,Y,Y
서울특별시광진구치매안심센터,희망다이어리,광진구 희망다이어리 교육(온라인),2021-12-16,2022-02-03,10:00,12:00,10,내부인력,8,4,Y,N
서울특별시광진구치매안심센터,기타,신규치매가족교육프로그램 ' 희망네비게이션',2021-01-01,2021-12-31,09:00,18:00,15,내부인력,3,1,N,N
서울특별시광진구치매안심센터,희망다이어리,광진구 희망다이어리 교육,2021-05-13,2021-07-01,14:00,16:00,6,내부인력,8,4,Y,N
서울특별시광진구치매안심센터,헤아림,광진구 헤아림 교육,2021-01-26,2021-03-16,14:00,16:00,6,내부인력,8,6,Y,N
서울특별시광진구치매안심센터,희망다이어리,광진구 희망다이어리 가족교실,2019-07-18,2019-08-23,16:00,17:00,9,내부인력,10,7,Y,Y
서울특별시광진구치매안심센터,헤아림,광진구 헤아림 가족교실,2019-05-08,2019-05-31,15:30,17:30,7,내부인력,8,6,Y,Y
서울특별시광진구치매안심센터,희망다이어리,광진구 희망다이어리 가족교실,2018-08-02,2018-08-31,16:00,17:30,7,내부인력,10,7,Y,Y
서울특별시광진구치매안심센터,헤아림,광진구 헤아림 가족교실,2018-06-11,2018-07-03,10:00,12:00,7,내부인력,8,6,Y,Y
서울특별시구로구치매안심센터,헤아림,2025년 헤아림가족교실 2기,2025-09-08,2025-09-29,13:00,16:00,8,내부인력,8,6,Y,Y
서울특별시구로구치매안심센터,헤아림,2025년 헤아림 가족 교실 1기,2025-05-12,2025-06-30,13:30,15:00,8,내부인력,8,6,N,Y
서울특별시구로구치매안심센터,희망다이어리,2025년 희망다이어리 가족교실 1기,2025-02-17,2025-04-14,13:30,15:00,6,내부인력,8,6,N,Y
서울특별시구로구치매안심센터,희망다이어리,2024년 희망다이어리 3기 가족교실,2024-07-10,2024-08-28,14:00,15:30,8,내부인력,8,6,N,Y
서울특별시구로구치매안심센터,희망다이어리,2024년 희망다이어리 2기 가족교실,2024-05-02,2024-05-23,13:00,16:00,8,내부인력,8,6,Y,Y
서울특별시구로구치매안심센터,희망다이어리,2024년 희망다이어리 가족교육,2024-02-22,2024-04-11,13:30,15:00,8,내부인력,8,6,N,Y
서울특별시구로구치매안심센터,헤아림,2023년 헤아림 가족교실 2기,2023-09-14,2023-10-12,13:00,16:00,8,내부인력,8,6,N,Y
서울특별시구로구치매안심센터,희망다이어리,2023년 희망다이어리 2기 가족 교육,2023-06-22,2023-07-20,13:00,15:00,8,내부인력,8,6,N,N
서울특별시구로구치매안심센터,희망다이어리,2023년 희망다이어리 가족 교육,2023-04-13,2023-06-08,13:30,15:30,8,내부인력,8,6,N,Y
서울특별시구로구치매안심센터,헤아림,2023년 헤아림 가족교실,2023-02-01,2023-03-29,13:30,15:30,8,내부인력,8,6,N,Y
서울특별시구로구치매안심센터,희망다이어리,희망다이어리2.0,2022-07-13,2022-08-31,13:00,15:00,8,내부인력,8,6,N,N
서울특별시구로구치매안심센터,헤아림,2022년 헤아림 가족교실,2022-04-13,2022-06-08,13:00,15:00,5,내부인력,8,6,N,Y
서울특별시구로구치매안심센터,희망다이어리,2022 희망다이어리(온라인),2022-01-25,2022-02-22,14:00,15:30,9,내부인력,8,6,Y,Y
서울특별시구로구치매안심센터,희망다이어리,2021년 희망다이어리,2021-08-24,2021-10-19,14:00,15:30,5,내부인력,8,5,N,Y
서울특별시구로구치매안심센터,헤아림,2021년 헤아림,2021-04-20,2021-06-08,14:00,15:30,10,내부인력,8,5,N,Y
서울특별시구로구치매안심센터,헤아림,2020년 헤아림,2020-09-21,2020-10-19,14:00,16:00,7,내부인력,8,6,N,Y
서울특별시구로구치매안심센터,헤아림,2019헤아림2기,2019-08-23,2019-10-18,10:00,12:00,10,내부인력,8,6,Y,N
서울특별시구로구치매안심센터,희망다이어리,희망다이어리,2019-04-17,2019-06-26,14:00,16:00,15,내부인력,10,7,Y,N
서울특별시구로구치매안심센터,헤아림,2019헤아림1기,2019-03-08,2019-04-26,10:00,12:00,10,내부인력,8,6,Y,Y
서울특별시구로구치매안심센터,헤아림,헤아림,2018-08-29,2018-10-31,13:30,15:30,10,내부인력,8,7,Y,Y
서울특별시구로구치매안심센터,희망다이어리,희망다이어리,2018-04-04,2018-06-20,10:00,11:30,15,내부인력,10,7,Y,Y
