시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
충청남도,서천군,감경,여자,75-79세,123,*,*,15,60,18,8,*,*,0
충청남도,서천군,감경,여자,80-84세,323,9,11,58,156,65,7,0,0,*
충청남도,서천군,감경,여자,85세이상,732,19,52,163,385,82,10,*,*,0
충청남도,청양군,일반,남자,65세미만,10,0,0,*,*,0,0,*,*,*
충청남도,청양군,일반,남자,65-69세,17,0,0,*,5,0,*,*,*,0
충청남도,청양군,일반,남자,70-74세,38,*,*,10,*,*,*,5,7,0
충청남도,청양군,일반,남자,75-79세,44,*,*,*,9,7,*,*,6,*
충청남도,청양군,일반,남자,80-84세,85,*,*,10,28,10,*,9,10,*
충청남도,청양군,일반,남자,85세이상,132,*,9,21,52,13,*,12,7,*
충청남도,청양군,일반,여자,65세미만,5,0,0,0,0,0,0,*,0,*
충청남도,청양군,일반,여자,65-69세,22,0,0,*,0,0,0,*,*,*
충청남도,청양군,일반,여자,70-74세,57,0,*,5,10,*,*,9,7,*
충청남도,청양군,일반,여자,75-79세,108,0,*,8,29,9,0,11,7,5
충청남도,청양군,일반,여자,80-84세,200,*,*,23,75,24,*,17,23,*
충청남도,청양군,일반,여자,85세이상,292,*,13,47,121,34,6,19,8,0
충청남도,청양군,기초,남자,65세미만,13,0,*,*,*,*,0,*,0,0
충청남도,청양군,기초,남자,65-69세,14,0,*,*,6,0,0,*,*,0
충청남도,청양군,기초,남자,70-74세,12,*,0,*,*,*,0,0,0,0
충청남도,청양군,기초,남자,75-79세,10,0,0,*,*,0,0,*,0,*
충청남도,청양군,기초,남자,80-84세,*,0,0,*,*,0,0,0,0,0
충청남도,청양군,기초,남자,85세이상,*,0,*,0,*,0,0,0,0,0
충청남도,청양군,기초,여자,65세미만,7,0,0,*,0,0,0,*,*,*
충청남도,청양군,기초,여자,65-69세,12,*,0,*,*,0,0,0,*,*
충청남도,청양군,기초,여자,70-74세,16,0,*,*,*,*,0,*,*,*
충청남도,청양군,기초,여자,75-79세,15,0,0,*,6,*,*,*,0,0
충청남도,청양군,기초,여자,80-84세,30,0,*,7,11,*,*,*,0,*
충청남도,청양군,기초,여자,85세이상,37,0,5,11,11,5,*,*,0,0
충청남도,청양군,의료,남자,65-69세,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,의료,남자,70-74세,*,0,0,0,0,0,0,*,0,0
충청남도,청양군,의료,남자,75-79세,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,의료,남자,80-84세,*,0,0,0,*,0,0,0,0,0
충청남도,청양군,의료,남자,85세이상,*,0,0,*,0,*,0,0,0,0
충청남도,청양군,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,의료,여자,70-74세,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,의료,여자,75-79세,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,의료,여자,80-84세,5,0,*,*,*,0,0,0,*,0
충청남도,청양군,의료,여자,85세이상,6,0,*,*,*,*,0,0,0,0
충청남도,청양군,감경,남자,65세미만,8,0,0,*,*,*,0,0,0,0
충청남도,청양군,감경,남자,65-69세,7,0,*,*,*,0,*,0,0,0
충청남도,청양군,감경,남자,70-74세,18,0,*,*,9,0,0,0,0,*
충청남도,청양군,감경,남자,75-79세,26,*,*,10,9,*,0,0,0,0
충청남도,청양군,감경,남자,80-84세,46,0,5,8,27,5,0,0,0,0
충청남도,청양군,감경,남자,85세이상,95,0,7,31,43,11,*,0,0,0
충청남도,청양군,감경,여자,65세미만,*,0,*,*,0,*,0,0,0,0
충청남도,청양군,감경,여자,65-69세,12,0,*,*,7,0,0,*,0,0
충청남도,청양군,감경,여자,70-74세,19,*,*,*,8,*,0,0,*,0
충청남도,청양군,감경,여자,75-79세,61,0,*,19,21,6,*,0,0,0
충청남도,청양군,감경,여자,80-84세,173,8,7,31,83,28,*,0,0,0
충청남도,청양군,감경,여자,85세이상,349,7,19,104,150,57,*,0,0,0
충청남도,홍성군,일반,남자,65세미만,25,0,*,*,6,0,*,5,*,*
충청남도,홍성군,일반,남자,65-69세,56,*,*,10,8,*,0,12,6,*
충청남도,홍성군,일반,남자,70-74세,73,*,*,10,16,8,*,10,*,*
충청남도,홍성군,일반,남자,75-79세,134,*,*,21,38,18,*,8,*,8
충청남도,홍성군,일반,남자,80-84세,174,5,10,31,56,17,6,12,8,9
충청남도,홍성군,일반,남자,85세이상,269,6,10,55,105,35,6,11,7,6
충청남도,홍성군,일반,여자,65세미만,20,*,0,*,*,*,*,*,*,*
충청남도,홍성군,일반,여자,65-69세,49,*,*,5,13,*,*,8,*,*
충청남도,홍성군,일반,여자,70-74세,127,*,*,12,24,11,*,22,8,7
충청남도,홍성군,일반,여자,75-79세,246,6,9,35,67,23,9,30,13,8
충청남도,홍성군,일반,여자,80-84세,453,9,17,78,159,63,11,35,18,9
충청남도,홍성군,일반,여자,85세이상,693,20,40,162,283,76,9,27,15,7
충청남도,홍성군,기초,남자,65세미만,37,*,*,10,12,*,*,*,*,*
충청남도,홍성군,기초,남자,65-69세,50,*,*,10,11,5,*,*,*,7
충청남도,홍성군,기초,남자,70-74세,35,0,*,*,20,6,*,*,*,0
충청남도,홍성군,기초,남자,75-79세,25,0,0,6,7,*,*,0,*,*
충청남도,홍성군,기초,남자,80-84세,23,0,0,6,9,6,0,0,0,0
충청남도,홍성군,기초,남자,85세이상,18,0,*,*,7,*,0,0,0,0
충청남도,홍성군,기초,여자,65세미만,18,*,*,*,5,*,0,*,*,0
충청남도,홍성군,기초,여자,65-69세,48,*,*,6,16,*,*,6,*,*
충청남도,홍성군,기초,여자,70-74세,42,*,*,8,14,5,*,*,*,*
충청남도,홍성군,기초,여자,75-79세,60,7,*,10,21,10,*,*,0,*
충청남도,홍성군,기초,여자,80-84세,80,*,5,12,36,*,5,6,*,0
충청남도,홍성군,기초,여자,85세이상,111,*,16,29,41,6,*,6,*,0
충청남도,홍성군,의료,남자,65-69세,0,0,0,0,0,0,0,0,0,0
충청남도,홍성군,의료,남자,70-74세,*,0,0,0,*,0,0,0,0,0
충청남도,홍성군,의료,남자,75-79세,*,0,0,0,0,*,0,*,0,0
충청남도,홍성군,의료,남자,80-84세,*,0,0,0,*,0,0,0,0,0
충청남도,홍성군,의료,남자,85세이상,*,0,0,0,*,0,0,0,*,0
충청남도,홍성군,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
충청남도,홍성군,의료,여자,70-74세,*,0,0,0,0,0,0,*,0,0
충청남도,홍성군,의료,여자,75-79세,*,0,0,0,*,0,0,*,*,0
충청남도,홍성군,의료,여자,80-84세,6,0,0,*,*,*,0,0,0,0
충청남도,홍성군,의료,여자,85세이상,15,0,*,6,*,*,0,0,*,0
충청남도,홍성군,감경,남자,65세미만,12,0,*,*,5,*,0,0,0,*
충청남도,홍성군,감경,남자,65-69세,30,*,*,8,12,5,0,0,0,*
충청남도,홍성군,감경,남자,70-74세,54,*,*,15,23,*,5,0,0,0
충청남도,홍성군,감경,남자,75-79세,86,*,0,16,39,15,*,0,*,0
충청남도,홍성군,감경,남자,80-84세,105,*,*,32,46,9,6,*,0,0
충청남도,홍성군,감경,남자,85세이상,236,5,13,60,122,25,6,0,0,*
충청남도,홍성군,감경,여자,65세미만,17,*,0,6,5,*,*,*,0,0
충청남도,홍성군,감경,여자,65-69세,42,*,*,12,19,*,0,*,0,0
충청남도,홍성군,감경,여자,70-74세,69,*,7,18,26,6,*,0,0,0
충청남도,홍성군,감경,여자,75-79세,162,5,8,40,59,30,*,*,0,0
충청남도,홍성군,감경,여자,80-84세,402,10,23,108,184,53,10,0,0,0
충청남도,홍성군,감경,여자,85세이상,835,34,69,241,376,86,9,*,0,0
충청남도,예산군,일반,남자,65세미만,18,0,0,*,*,*,0,5,*,*
충청남도,예산군,일반,남자,65-69세,57,*,*,5,14,*,*,5,10,8
충청남도,예산군,일반,남자,70-74세,90,*,*,14,22,12,*,13,6,*
충청남도,예산군,일반,남자,75-79세,133,0,8,16,36,16,6,14,7,*
충청남도,예산군,일반,남자,80-84세,152,0,*,10,53,22,9,13,8,7
충청남도,예산군,일반,남자,85세이상,273,*,8,38,95,52,19,16,6,5
충청남도,예산군,일반,여자,65세미만,20,0,0,*,5,*,0,8,*,*
충청남도,예산군,일반,여자,65-69세,63,*,*,8,9,*,*,9,*,*
충청남도,예산군,일반,여자,70-74세,123,0,*,11,25,10,6,18,13,*
충청남도,예산군,일반,여자,75-79세,239,*,5,24,60,23,9,30,13,12
충청남도,예산군,일반,여자,80-84세,414,7,11,48,143,64,19,33,27,6
충청남도,예산군,일반,여자,85세이상,652,10,25,110,236,101,20,36,30,6
충청남도,예산군,기초,남자,65세미만,35,*,5,6,14,*,*,*,*,0
충청남도,예산군,기초,남자,65-69세,37,*,*,*,13,*,*,5,*,*
충청남도,예산군,기초,남자,70-74세,27,*,0,5,*,*,*,*,*,6
충청남도,예산군,기초,남자,75-79세,24,*,0,*,8,*,*,*,*,*
충청남도,예산군,기초,남자,80-84세,28,0,*,7,7,6,*,0,*,0
충청남도,예산군,기초,남자,85세이상,19,0,*,5,8,*,*,0,0,0
충청남도,예산군,기초,여자,65세미만,25,*,0,*,*,0,*,*,*,5
충청남도,예산군,기초,여자,65-69세,39,*,*,*,13,0,*,6,5,*
충청남도,예산군,기초,여자,70-74세,33,*,*,7,12,*,*,*,*,*
충청남도,예산군,기초,여자,75-79세,51,*,*,*,17,14,*,*,*,*
충청남도,예산군,기초,여자,80-84세,85,*,*,9,37,10,*,8,*,*
충청남도,예산군,기초,여자,85세이상,116,*,6,29,42,18,5,*,*,*
충청남도,예산군,의료,남자,70-74세,*,0,0,0,*,0,0,*,0,0
충청남도,예산군,의료,남자,80-84세,*,0,0,0,0,0,0,*,0,0
충청남도,예산군,의료,남자,85세이상,*,0,0,0,*,0,0,0,0,0
충청남도,예산군,의료,여자,65세미만,*,0,0,0,0,0,0,*,0,0
충청남도,예산군,의료,여자,65-69세,*,0,0,0,0,0,0,0,0,0
충청남도,예산군,의료,여자,70-74세,0,0,0,0,0,0,0,0,0,0
충청남도,예산군,의료,여자,75-79세,*,0,0,*,0,*,0,0,0,0
충청남도,예산군,의료,여자,80-84세,*,*,0,0,*,*,0,0,0,0
충청남도,예산군,의료,여자,85세이상,12,0,0,*,*,*,0,0,0,0
충청남도,예산군,감경,남자,65세미만,12,0,*,*,6,*,*,0,0,0
충청남도,예산군,감경,남자,65-69세,32,*,0,7,14,5,*,0,0,0
충청남도,예산군,감경,남자,70-74세,47,*,*,10,17,12,*,0,*,0
충청남도,예산군,감경,남자,75-79세,58,*,*,12,27,9,*,0,0,*
충청남도,예산군,감경,남자,80-84세,101,*,5,14,38,26,8,*,0,*
충청남도,예산군,감경,남자,85세이상,164,*,9,27,73,40,10,0,0,0
충청남도,예산군,감경,여자,65세미만,14,0,*,6,5,*,0,0,0,*
충청남도,예산군,감경,여자,65-69세,29,*,*,5,15,*,0,0,0,*
충청남도,예산군,감경,여자,70-74세,53,*,*,14,17,7,*,*,0,0
충청남도,예산군,감경,여자,75-79세,160,*,6,27,65,35,11,*,0,0
충청남도,예산군,감경,여자,80-84세,309,8,19,55,129,63,18,*,0,*
충청남도,예산군,감경,여자,85세이상,675,20,59,155,291,106,29,0,0,*
충청남도,태안군,일반,남자,65세미만,8,0,0,*,*,0,0,*,*,0
충청남도,태안군,일반,남자,65-69세,49,*,0,*,9,*,*,8,*,*
충청남도,태안군,일반,남자,70-74세,83,*,*,12,21,*,*,11,5,*
충청남도,태안군,일반,남자,75-79세,103,*,*,16,21,11,*,8,8,5
충청남도,태안군,일반,남자,80-84세,158,*,7,17,48,10,5,12,8,6
충청남도,태안군,일반,남자,85세이상,148,0,5,21,55,15,*,9,9,*
충청남도,태안군,일반,여자,65세미만,13,0,0,*,*,*,*,0,*,0
충청남도,태안군,일반,여자,65-69세,60,0,*,6,13,0,*,6,6,*
충청남도,태안군,일반,여자,70-74세,116,*,*,14,22,5,*,13,5,*
충청남도,태안군,일반,여자,75-79세,213,*,9,19,51,12,*,27,17,*
충청남도,태안군,일반,여자,80-84세,341,6,7,45,133,19,10,29,10,7
충청남도,태안군,일반,여자,85세이상,420,7,19,91,179,31,9,23,8,*
충청남도,태안군,기초,남자,65세미만,21,0,*,*,6,*,*,0,*,*
충청남도,태안군,기초,남자,65-69세,34,0,*,5,12,*,0,5,0,5
충청남도,태안군,기초,남자,70-74세,37,*,*,*,9,*,*,*,*,*
충청남도,태안군,기초,남자,75-79세,21,0,*,6,5,*,*,0,0,*
충청남도,태안군,기초,남자,80-84세,21,*,0,*,9,*,*,*,*,0
충청남도,태안군,기초,남자,85세이상,20,0,*,6,9,*,0,*,0,0
충청남도,태안군,기초,여자,65세미만,8,*,*,*,0,0,0,*,0,*
충청남도,태안군,기초,여자,65-69세,25,*,0,*,5,*,0,*,*,*
충청남도,태안군,기초,여자,70-74세,25,*,*,*,11,0,*,*,0,*
충청남도,태안군,기초,여자,75-79세,42,*,*,5,18,*,*,*,0,0
충청남도,태안군,기초,여자,80-84세,55,*,*,6,25,*,*,0,6,0
충청남도,태안군,기초,여자,85세이상,82,*,5,23,44,*,0,*,*,0
충청남도,태안군,의료,남자,70-74세,*,0,0,0,*,0,0,0,0,0
충청남도,태안군,의료,남자,75-79세,*,0,0,0,*,0,0,0,0,0
충청남도,태안군,의료,남자,85세이상,*,0,0,0,*,0,0,0,*,0
충청남도,태안군,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
충청남도,태안군,의료,여자,70-74세,*,0,0,*,0,0,0,*,0,0
충청남도,태안군,의료,여자,75-79세,*,0,0,*,0,0,0,0,0,0
충청남도,태안군,의료,여자,80-84세,*,0,0,0,*,0,0,0,*,0
충청남도,태안군,의료,여자,85세이상,12,0,0,5,5,0,0,*,0,0
충청남도,태안군,감경,남자,65세미만,11,*,*,*,*,*,0,0,0,0
충청남도,태안군,감경,남자,65-69세,16,0,*,5,5,*,*,*,0,0
충청남도,태안군,감경,남자,70-74세,36,*,*,8,19,*,0,0,0,0
충청남도,태안군,감경,남자,75-79세,62,*,*,14,33,6,0,*,0,*
충청남도,태안군,감경,남자,80-84세,76,*,*,25,36,7,*,0,0,0
충청남도,태안군,감경,남자,85세이상,119,*,8,33,60,13,*,0,0,0
충청남도,태안군,감경,여자,65세미만,*,0,0,0,*,0,0,*,0,0
충청남도,태안군,감경,여자,65-69세,19,*,*,8,6,0,*,0,0,0
충청남도,태안군,감경,여자,70-74세,49,*,0,12,24,*,*,*,0,0
충청남도,태안군,감경,여자,75-79세,91,*,*,13,54,10,*,0,0,0
충청남도,태안군,감경,여자,80-84세,209,*,9,42,118,25,*,0,0,0
충청남도,태안군,감경,여자,85세이상,544,13,48,137,282,34,7,0,*,0
충청남도,당진군,일반,남자,65세미만,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,일반,남자,65-69세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,일반,남자,70-74세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,일반,남자,75-79세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,일반,여자,65세미만,*,0,0,0,0,0,0,0,0,0
충청남도,당진군,일반,여자,65-69세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,일반,여자,70-74세,*,0,0,0,0,0,0,0,0,0
충청남도,당진군,일반,여자,75-79세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,일반,여자,80-84세,*,0,0,0,0,0,0,0,0,0
충청남도,당진군,일반,여자,85세이상,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,기초,남자,65세미만,*,0,0,0,0,0,0,0,0,0
충청남도,당진군,기초,남자,65-69세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,기초,남자,70-74세,*,0,0,0,0,0,0,0,0,0
충청남도,당진군,기초,여자,65-69세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,기초,여자,70-74세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,기초,여자,75-79세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,기초,여자,80-84세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,기초,여자,85세이상,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,의료,여자,75-79세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,감경,여자,65세미만,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,감경,여자,75-79세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,감경,여자,80-84세,0,0,0,0,0,0,0,0,0,0
충청남도,당진군,감경,여자,85세이상,0,0,0,0,0,0,0,0,0,0
전라남도,목포시,일반,남자,65세미만,59,*,*,*,10,*,0,20,8,*
전라남도,목포시,일반,남자,65-69세,105,*,6,15,15,7,*,23,7,10
전라남도,목포시,일반,남자,70-74세,146,*,9,18,37,18,*,10,12,*
전라남도,목포시,일반,남자,75-79세,238,8,6,30,65,30,7,26,16,*
전라남도,목포시,일반,남자,80-84세,277,9,10,42,77,41,8,19,12,7
전라남도,목포시,일반,남자,85세이상,237,*,12,45,86,32,8,11,7,*
전라남도,목포시,일반,여자,65세미만,46,*,*,6,8,*,0,8,5,5
전라남도,목포시,일반,여자,65-69세,129,0,*,11,24,9,*,25,11,*
전라남도,목포시,일반,여자,70-74세,190,*,*,25,38,20,*,25,21,7
전라남도,목포시,일반,여자,75-79세,380,9,8,41,98,36,12,56,20,6
전라남도,목포시,일반,여자,80-84세,565,14,30,66,183,82,11,53,15,8
전라남도,목포시,일반,여자,85세이상,552,17,45,100,199,66,7,35,14,*
전라남도,목포시,기초,남자,65세미만,128,5,7,16,29,9,*,18,11,13
전라남도,목포시,기초,남자,65-69세,168,*,8,16,55,19,5,13,12,9
전라남도,목포시,기초,남자,70-74세,122,9,6,10,40,19,*,9,7,*
전라남도,목포시,기초,남자,75-79세,96,0,*,13,27,24,*,7,*,*
전라남도,목포시,기초,남자,80-84세,75,0,*,10,25,19,*,0,*,0
전라남도,목포시,기초,남자,85세이상,59,*,5,7,26,12,*,0,0,0
전라남도,목포시,기초,여자,65세미만,67,7,*,9,18,5,*,10,*,7
전라남도,목포시,기초,여자,65-69세,114,*,*,9,36,16,8,11,6,7
전라남도,목포시,기초,여자,70-74세,125,5,5,16,49,16,*,5,6,5
전라남도,목포시,기초,여자,75-79세,195,8,12,27,76,31,6,7,12,*
전라남도,목포시,기초,여자,80-84세,233,9,15,51,78,28,6,14,12,*
전라남도,목포시,기초,여자,85세이상,292,13,31,59,111,37,5,6,*,*
전라남도,목포시,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
전라남도,목포시,의료,남자,65-69세,6,0,*,*,0,0,0,0,0,*
전라남도,목포시,의료,남자,70-74세,*,0,*,0,0,0,0,0,0,0
전라남도,목포시,의료,남자,75-79세,11,*,0,*,0,*,*,0,0,0
전라남도,목포시,의료,남자,80-84세,14,0,0,*,*,*,*,0,0,0
전라남도,목포시,의료,남자,85세이상,8,0,*,0,*,0,0,0,0,0
전라남도,목포시,의료,여자,65세미만,*,*,0,0,0,0,0,0,0,0
전라남도,목포시,의료,여자,65-69세,*,0,0,0,*,0,0,0,0,0
전라남도,목포시,의료,여자,70-74세,12,0,0,*,8,*,0,0,0,0
전라남도,목포시,의료,여자,75-79세,17,*,*,*,5,*,*,0,*,0
전라남도,목포시,의료,여자,80-84세,14,0,0,6,*,*,0,*,0,0
전라남도,목포시,의료,여자,85세이상,53,*,*,9,24,7,*,*,0,0
전라남도,목포시,감경,남자,65세미만,55,5,5,14,13,*,*,7,*,0
전라남도,목포시,감경,남자,65-69세,96,9,8,30,33,*,*,*,0,0
전라남도,목포시,감경,남자,70-74세,132,5,10,32,59,13,*,*,0,0
전라남도,목포시,감경,남자,75-79세,213,12,11,45,95,27,10,0,*,0
전라남도,목포시,감경,남자,80-84세,264,6,24,60,125,36,*,0,0,*
전라남도,목포시,감경,남자,85세이상,244,9,23,58,106,32,*,0,*,0
전라남도,목포시,감경,여자,65세미만,47,5,6,8,19,5,*,0,0,0
전라남도,목포시,감경,여자,65-69세,113,6,10,28,39,11,5,*,*,0
전라남도,목포시,감경,여자,70-74세,229,8,14,42,93,47,8,*,*,0
전라남도,목포시,감경,여자,75-79세,432,7,43,81,174,71,19,6,*,*
전라남도,목포시,감경,여자,80-84세,858,29,77,189,368,117,23,6,*,*
전라남도,목포시,감경,여자,85세이상,1106,54,145,275,474,115,9,*,*,0
전라남도,여수시,일반,남자,65세미만,60,*,*,6,6,0,0,12,8,10
전라남도,여수시,일반,남자,65-69세,159,*,5,12,38,8,0,28,18,9
전라남도,여수시,일반,남자,70-74세,187,5,9,18,41,15,*,32,12,11
전라남도,여수시,일반,남자,75-79세,294,5,11,33,95,33,9,27,22,7
전라남도,여수시,일반,남자,80-84세,365,6,14,35,137,55,7,19,17,8
전라남도,여수시,일반,남자,85세이상,342,*,6,40,145,47,*,22,17,10
전라남도,여수시,일반,여자,65세미만,53,*,*,7,*,*,*,14,6,*
전라남도,여수시,일반,여자,65-69세,170,*,*,8,30,5,0,31,21,9
전라남도,여수시,일반,여자,70-74세,319,6,6,23,71,26,8,48,32,12
전라남도,여수시,일반,여자,75-79세,557,*,16,58,164,63,10,67,38,11
전라남도,여수시,일반,여자,80-84세,761,7,36,86,269,101,20,79,31,14
전라남도,여수시,일반,여자,85세이상,874,24,40,149,357,97,15,47,25,6
전라남도,여수시,기초,남자,65세미만,110,5,6,14,10,12,*,19,17,15
전라남도,여수시,기초,남자,65-69세,162,*,*,17,50,12,7,21,18,8
전라남도,여수시,기초,남자,70-74세,111,*,5,16,39,21,*,7,5,*
전라남도,여수시,기초,남자,75-79세,104,*,0,13,38,17,*,7,9,*
전라남도,여수시,기초,남자,80-84세,70,0,*,10,38,9,*,*,*,0
전라남도,여수시,기초,남자,85세이상,55,0,*,9,28,8,*,*,0,0
전라남도,여수시,기초,여자,65세미만,59,*,*,6,9,*,0,14,8,8
전라남도,여수시,기초,여자,65-69세,107,*,*,13,30,9,0,16,11,8
전라남도,여수시,기초,여자,70-74세,115,*,5,11,39,11,*,14,11,5
전라남도,여수시,기초,여자,75-79세,173,*,*,21,68,20,*,18,10,*
전라남도,여수시,기초,여자,80-84세,214,*,8,24,107,27,5,7,9,*
전라남도,여수시,기초,여자,85세이상,279,9,27,57,137,27,*,*,*,*
전라남도,여수시,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
전라남도,여수시,의료,남자,65-69세,0,0,0,0,0,0,0,0,0,0
전라남도,여수시,의료,남자,70-74세,*,0,0,0,*,0,0,*,0,0
전라남도,여수시,의료,남자,75-79세,12,0,*,*,*,*,*,*,0,0
전라남도,여수시,의료,남자,80-84세,6,0,0,0,5,0,0,*,0,0
전라남도,여수시,의료,남자,85세이상,11,0,0,*,5,*,0,0,0,0
전라남도,여수시,의료,여자,65세미만,0,0,0,0,0,0,0,0,0,0
전라남도,여수시,의료,여자,65-69세,*,*,0,0,*,0,0,0,0,0
전라남도,여수시,의료,여자,70-74세,8,*,*,0,5,0,0,0,*,0
전라남도,여수시,의료,여자,75-79세,11,0,*,*,5,*,0,0,0,0
전라남도,여수시,의료,여자,80-84세,14,0,*,0,7,*,*,*,*,0
전라남도,여수시,의료,여자,85세이상,52,0,*,6,27,*,*,*,*,0
전라남도,여수시,감경,남자,65세미만,35,*,*,7,14,5,0,0,0,*
전라남도,여수시,감경,남자,65-69세,88,5,5,17,44,10,*,*,*,0
전라남도,여수시,감경,남자,70-74세,147,5,*,23,80,21,*,*,*,0
전라남도,여수시,감경,남자,75-79세,205,*,15,34,101,33,*,*,*,0
전라남도,여수시,감경,남자,80-84세,278,*,21,47,128,67,*,*,*,*
전라남도,여수시,감경,남자,85세이상,317,*,8,65,185,45,*,0,0,0
전라남도,여수시,감경,여자,65세미만,29,5,*,5,11,*,0,*,*,0
전라남도,여수시,감경,여자,65-69세,94,*,*,17,35,13,*,*,*,*
전라남도,여수시,감경,여자,70-74세,197,7,10,37,85,25,6,*,*,0
전라남도,여수시,감경,여자,75-79세,425,7,20,72,218,63,9,*,0,0
전라남도,여수시,감경,여자,80-84세,917,15,58,173,454,157,15,5,*,*
전라남도,여수시,감경,여자,85세이상,1465,29,115,336,773,154,12,*,*,*
전라남도,순천시,일반,남자,65세미만,54,*,*,5,11,*,0,15,*,5
전라남도,순천시,일반,남자,65-69세,124,*,*,13,24,11,*,19,12,8
전라남도,순천시,일반,남자,70-74세,179,*,15,28,40,9,*,26,10,8
전라남도,순천시,일반,남자,75-79세,261,*,12,41,82,29,*,31,16,5
전라남도,순천시,일반,남자,80-84세,334,*,9,42,134,36,6,30,12,8
전라남도,순천시,일반,남자,85세이상,409,7,22,65,160,56,7,23,21,7
전라남도,순천시,일반,여자,65세미만,42,*,0,9,*,*,0,13,*,*
전라남도,순천시,일반,여자,65-69세,150,5,5,14,27,7,*,21,18,7
전라남도,순천시,일반,여자,70-74세,270,9,8,38,66,25,5,29,21,6
전라남도,순천시,일반,여자,75-79세,561,14,15,48,142,51,8,81,60,20
전라남도,순천시,일반,여자,80-84세,854,23,31,91,293,112,20,88,55,6
전라남도,순천시,일반,여자,85세이상,1015,30,53,149,414,114,9,67,35,8
전라남도,순천시,기초,남자,65세미만,81,*,5,9,27,5,*,9,5,5
전라남도,순천시,기초,남자,65-69세,101,5,*,8,31,15,6,8,6,5
전라남도,순천시,기초,남자,70-74세,101,*,8,13,35,10,*,5,6,*
전라남도,순천시,기초,남자,75-79세,52,0,*,5,16,7,*,8,*,*
전라남도,순천시,기초,남자,80-84세,45,0,0,9,18,6,*,*,*,*
전라남도,순천시,기초,남자,85세이상,44,*,*,7,22,7,*,0,*,0
전라남도,순천시,기초,여자,65세미만,36,*,*,*,16,*,*,*,*,*
전라남도,순천시,기초,여자,65-69세,101,*,7,11,29,5,6,9,14,*
전라남도,순천시,기초,여자,70-74세,89,*,7,13,27,13,0,*,5,*
전라남도,순천시,기초,여자,75-79세,97,*,9,17,35,5,5,*,7,0
전라남도,순천시,기초,여자,80-84세,149,*,12,21,57,16,*,7,8,*
전라남도,순천시,기초,여자,85세이상,280,18,29,44,124,30,*,7,6,*
전라남도,순천시,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
전라남도,순천시,의료,남자,65-69세,*,0,*,*,*,0,0,0,0,0
전라남도,순천시,의료,남자,70-74세,5,*,*,*,0,0,0,*,0,*
전라남도,순천시,의료,남자,75-79세,8,0,*,*,*,0,0,0,0,*
전라남도,순천시,의료,남자,80-84세,8,0,0,*,5,*,0,0,0,0
전라남도,순천시,의료,남자,85세이상,8,0,*,*,*,*,0,0,0,0
전라남도,순천시,의료,여자,65세미만,0,0,0,0,0,0,0,0,0,0
전라남도,순천시,의료,여자,65-69세,*,0,0,*,0,0,0,*,0,0
전라남도,순천시,의료,여자,70-74세,*,0,*,*,*,0,0,0,0,0
전라남도,순천시,의료,여자,75-79세,11,0,*,*,*,*,*,*,*,0
전라남도,순천시,의료,여자,80-84세,8,0,0,*,*,*,0,0,*,0
전라남도,순천시,의료,여자,85세이상,75,*,5,26,30,*,0,0,0,0
전라남도,순천시,감경,남자,65세미만,45,*,5,14,10,*,*,*,0,*
전라남도,순천시,감경,남자,65-69세,80,*,*,26,28,7,*,*,*,*
전라남도,순천시,감경,남자,70-74세,99,5,8,20,43,13,*,0,0,0
전라남도,순천시,감경,남자,75-79세,141,5,9,26,60,27,*,*,0,*
전라남도,순천시,감경,남자,80-84세,209,5,6,44,107,35,7,*,0,0
전라남도,순천시,감경,남자,85세이상,326,10,19,72,168,44,5,0,*,0
전라남도,순천시,감경,여자,65세미만,36,*,7,9,10,0,*,*,*,0
