시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
서울,영등포구,기초,남자,80-84세,63,*,*,6,25,5,*,*,*,*
서울,영등포구,기초,남자,85세이상,40,*,*,14,18,*,0,0,0,0
서울,영등포구,기초,여자,65세미만,29,*,*,6,8,*,0,*,*,*
서울,영등포구,기초,여자,65-69세,60,0,*,10,16,0,0,12,5,*
서울,영등포구,기초,여자,70-74세,76,*,5,10,42,0,*,*,5,*
서울,영등포구,기초,여자,75-79세,124,*,5,18,46,10,*,9,7,*
서울,영등포구,기초,여자,80-84세,155,*,6,34,65,12,*,10,*,*
서울,영등포구,기초,여자,85세이상,186,5,14,55,77,9,*,*,*,0
서울,영등포구,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,영등포구,의료,남자,65-69세,0,0,0,0,0,0,0,0,0,0
서울,영등포구,의료,남자,70-74세,*,0,0,0,*,0,0,0,0,0
서울,영등포구,의료,남자,75-79세,*,0,0,*,0,0,0,0,0,0
서울,영등포구,의료,남자,80-84세,0,0,0,0,0,0,0,0,0,0
서울,영등포구,의료,남자,85세이상,*,0,0,0,*,0,0,0,0,0
서울,영등포구,의료,여자,65세미만,*,*,0,0,0,0,0,0,0,0
서울,영등포구,의료,여자,70-74세,*,0,0,0,*,0,0,0,0,0
서울,영등포구,의료,여자,75-79세,*,0,0,0,0,*,0,*,0,0
서울,영등포구,의료,여자,80-84세,5,0,*,*,*,0,0,0,0,0
서울,영등포구,의료,여자,85세이상,17,0,7,5,*,*,0,0,0,0
서울,영등포구,감경,남자,65세미만,33,*,*,5,15,*,0,0,*,0
서울,영등포구,감경,남자,65-69세,66,5,6,15,30,*,0,*,0,0
서울,영등포구,감경,남자,70-74세,83,*,5,31,30,6,*,0,0,0
서울,영등포구,감경,남자,75-79세,112,6,6,29,51,12,*,0,0,0
서울,영등포구,감경,남자,80-84세,104,*,9,33,35,14,*,*,0,0
서울,영등포구,감경,남자,85세이상,106,5,11,27,49,11,*,0,0,0
서울,영등포구,감경,여자,65세미만,18,*,*,*,6,*,0,0,0,0
서울,영등포구,감경,여자,65-69세,62,8,*,13,18,*,*,*,0,0
서울,영등포구,감경,여자,70-74세,91,*,9,15,41,6,6,*,0,0
서울,영등포구,감경,여자,75-79세,169,7,11,38,80,12,*,*,*,0
서울,영등포구,감경,여자,80-84세,355,16,31,72,174,35,8,*,0,0
서울,영등포구,감경,여자,85세이상,520,23,70,153,226,31,*,*,0,0
서울,동작구,일반,남자,65세미만,81,6,*,11,14,*,0,16,5,6
서울,동작구,일반,남자,65-69세,131,6,8,24,27,*,0,20,*,5
서울,동작구,일반,남자,70-74세,185,6,6,26,68,10,*,18,5,*
서울,동작구,일반,남자,75-79세,283,10,15,62,85,19,*,14,7,8
서울,동작구,일반,남자,80-84세,449,12,19,78,161,45,9,18,11,9
서울,동작구,일반,남자,85세이상,555,16,25,118,206,48,10,24,10,8
서울,동작구,일반,여자,65세미만,71,5,*,*,9,*,*,11,7,7
서울,동작구,일반,여자,65-69세,192,8,10,25,35,5,*,22,16,6
서울,동작구,일반,여자,70-74세,261,*,8,40,65,11,*,27,16,6
서울,동작구,일반,여자,75-79세,617,18,27,88,170,64,17,51,19,14
서울,동작구,일반,여자,80-84세,1009,22,35,187,365,106,13,71,29,14
서울,동작구,일반,여자,85세이상,1284,52,93,319,515,99,19,41,20,7
서울,동작구,기초,남자,65세미만,54,*,*,5,12,*,0,12,*,6
서울,동작구,기초,남자,65-69세,71,*,*,7,26,*,*,10,5,*
서울,동작구,기초,남자,70-74세,42,0,5,5,14,*,0,6,*,*
서울,동작구,기초,남자,75-79세,53,*,0,9,21,5,0,*,5,*
서울,동작구,기초,남자,80-84세,51,*,*,12,19,*,*,*,*,*
서울,동작구,기초,남자,85세이상,36,0,*,*,15,*,0,*,*,*
서울,동작구,기초,여자,65세미만,31,*,*,5,11,*,0,5,*,0
서울,동작구,기초,여자,65-69세,59,*,*,6,18,6,0,6,*,*
서울,동작구,기초,여자,70-74세,102,*,6,12,26,5,0,13,6,10
서울,동작구,기초,여자,75-79세,119,*,*,17,38,13,*,10,*,*
서울,동작구,기초,여자,80-84세,151,*,*,25,54,11,*,13,6,*
서울,동작구,기초,여자,85세이상,216,8,25,50,84,12,*,5,*,*
서울,동작구,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,동작구,의료,남자,65-69세,*,0,*,0,0,0,0,0,*,*
서울,동작구,의료,남자,70-74세,*,0,*,*,0,0,0,0,0,0
서울,동작구,의료,남자,75-79세,*,0,0,*,0,0,0,0,0,0
서울,동작구,의료,남자,80-84세,*,0,0,*,*,*,0,0,0,0
서울,동작구,의료,남자,85세이상,*,0,0,0,*,0,0,0,0,0
서울,동작구,의료,여자,65세미만,*,0,0,0,*,0,0,0,0,0
서울,동작구,의료,여자,70-74세,5,0,*,0,*,0,0,0,0,0
서울,동작구,의료,여자,75-79세,*,0,0,*,0,0,0,*,0,0
서울,동작구,의료,여자,80-84세,*,0,0,*,*,*,0,0,0,0
서울,동작구,의료,여자,85세이상,14,0,*,*,5,*,0,0,0,0
서울,동작구,감경,남자,65세미만,20,*,0,8,5,*,*,0,0,0
서울,동작구,감경,남자,65-69세,38,*,*,9,14,5,*,0,0,0
서울,동작구,감경,남자,70-74세,61,*,6,16,26,*,0,*,0,0
서울,동작구,감경,남자,75-79세,92,0,7,33,31,13,*,*,0,*
서울,동작구,감경,남자,80-84세,107,8,7,26,48,7,*,*,0,0
서울,동작구,감경,남자,85세이상,138,*,18,28,64,13,*,0,0,0
서울,동작구,감경,여자,65세미만,22,*,*,9,*,*,*,0,0,*
서울,동작구,감경,여자,65-69세,47,*,*,10,14,6,*,*,*,*
서울,동작구,감경,여자,70-74세,72,*,7,19,28,9,*,0,*,0
서울,동작구,감경,여자,75-79세,140,10,6,32,62,17,*,0,0,0
서울,동작구,감경,여자,80-84세,305,9,25,79,137,31,*,*,0,*
서울,동작구,감경,여자,85세이상,509,28,57,144,231,32,*,*,0,0
서울,관악구,일반,남자,65세미만,91,8,*,11,16,0,*,17,5,6
서울,관악구,일반,남자,65-69세,165,10,11,20,31,5,*,29,9,*
서울,관악구,일반,남자,70-74세,253,7,11,56,56,18,5,35,9,5
서울,관악구,일반,남자,75-79세,398,12,10,86,132,45,11,22,11,*
서울,관악구,일반,남자,80-84세,550,13,40,124,152,50,15,35,9,10
서울,관악구,일반,남자,85세이상,589,13,32,144,198,57,10,29,15,8
서울,관악구,일반,여자,65세미만,81,9,*,10,9,*,*,14,6,9
서울,관악구,일반,여자,65-69세,200,7,9,23,38,7,5,27,10,6
서울,관악구,일반,여자,70-74세,372,12,10,46,77,24,14,45,16,5
서울,관악구,일반,여자,75-79세,750,15,27,121,209,61,38,75,30,13
서울,관악구,일반,여자,80-84세,1149,28,54,205,406,114,28,74,39,14
서울,관악구,일반,여자,85세이상,1132,40,96,302,411,78,30,56,20,*
서울,관악구,기초,남자,65세미만,106,8,7,17,31,*,*,12,10,*
서울,관악구,기초,남자,65-69세,137,*,*,19,41,12,*,19,9,7
서울,관악구,기초,남자,70-74세,114,0,*,17,40,9,*,9,10,7
서울,관악구,기초,남자,75-79세,126,0,*,25,47,10,*,11,10,6
서울,관악구,기초,남자,80-84세,110,*,5,19,43,15,6,7,*,*
서울,관악구,기초,남자,85세이상,71,*,*,18,30,6,0,*,0,*
서울,관악구,기초,여자,65세미만,52,6,*,14,7,*,0,7,*,*
서울,관악구,기초,여자,65-69세,116,*,*,16,36,5,5,14,10,*
서울,관악구,기초,여자,70-74세,130,*,7,18,52,6,*,12,11,*
서울,관악구,기초,여자,75-79세,206,*,14,32,79,19,*,12,15,*
서울,관악구,기초,여자,80-84세,302,11,16,63,116,26,9,17,13,5
서울,관악구,기초,여자,85세이상,329,11,40,82,137,20,*,11,*,*
서울,관악구,의료,남자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,관악구,의료,남자,65-69세,*,*,0,*,0,0,0,*,*,0
서울,관악구,의료,남자,70-74세,*,0,0,0,*,0,0,0,0,0
서울,관악구,의료,남자,75-79세,*,0,0,0,*,*,0,0,0,*
서울,관악구,의료,남자,80-84세,6,0,0,*,*,*,0,0,0,0
서울,관악구,의료,남자,85세이상,*,0,0,*,*,0,0,0,0,0
서울,관악구,의료,여자,65세미만,0,0,0,0,0,0,0,0,0,0
서울,관악구,의료,여자,65-69세,*,0,0,0,*,0,*,0,0,0
서울,관악구,의료,여자,70-74세,*,0,*,0,*,0,0,0,0,0
서울,관악구,의료,여자,75-79세,8,0,*,*,*,0,0,0,*,0
서울,관악구,의료,여자,80-84세,7,0,0,*,*,0,0,0,0,0
서울,관악구,의료,여자,85세이상,19,0,*,*,11,*,0,*,0,0
서울,관악구,감경,남자,65세미만,47,8,5,12,12,*,*,0,*,0
서울,관악구,감경,남자,65-69세,95,6,8,24,37,10,0,0,*,*
서울,관악구,감경,남자,70-74세,129,5,6,39,57,9,*,*,*,*
서울,관악구,감경,남자,75-79세,172,6,6,68,67,18,*,*,0,0
서울,관악구,감경,남자,80-84세,190,*,9,53,85,23,8,*,*,0
서울,관악구,감경,남자,85세이상,191,*,14,58,94,14,*,*,0,0
서울,관악구,감경,여자,65세미만,31,*,*,13,*,*,*,*,0,*
서울,관악구,감경,여자,65-69세,80,*,*,12,40,5,*,*,0,*
서울,관악구,감경,여자,70-74세,144,6,6,39,61,9,*,*,*,0
서울,관악구,감경,여자,75-79세,284,12,14,71,115,31,13,5,*,0
서울,관악구,감경,여자,80-84세,538,19,37,132,247,61,19,7,*,*
서울,관악구,감경,여자,85세이상,748,43,111,219,307,38,12,*,*,0
서울,서초구,일반,남자,65세미만,51,9,*,7,*,*,0,9,*,8
서울,서초구,일반,남자,65-69세,100,8,*,22,19,*,*,14,*,*
서울,서초구,일반,남자,70-74세,180,12,13,33,45,5,*,15,*,*
서울,서초구,일반,남자,75-79세,288,22,18,49,83,22,8,21,13,*
서울,서초구,일반,남자,80-84세,402,30,29,83,93,46,17,15,9,9
서울,서초구,일반,남자,85세이상,667,33,74,132,227,53,16,34,5,*
서울,서초구,일반,여자,65세미만,64,8,5,11,*,*,*,10,10,6
서울,서초구,일반,여자,65-69세,148,15,14,22,19,*,*,13,6,7
서울,서초구,일반,여자,70-74세,279,24,18,34,66,10,13,23,10,7
서울,서초구,일반,여자,75-79세,578,37,31,79,152,42,19,51,16,8
서울,서초구,일반,여자,80-84세,871,50,63,151,259,76,36,47,29,13
서울,서초구,일반,여자,85세이상,1352,135,154,280,471,96,21,36,12,*
서울,서초구,기초,남자,65세미만,34,*,*,6,*,0,0,10,*,5
서울,서초구,기초,남자,65-69세,24,0,*,*,10,*,*,*,0,*
서울,서초구,기초,남자,70-74세,37,*,*,7,11,*,0,*,*,0
서울,서초구,기초,남자,75-79세,19,*,*,*,7,*,*,0,*,0
서울,서초구,기초,남자,80-84세,11,0,0,*,*,0,*,*,0,0
서울,서초구,기초,남자,85세이상,9,*,0,*,*,0,*,*,0,0
서울,서초구,기초,여자,65세미만,28,*,0,*,6,*,*,6,*,*
서울,서초구,기초,여자,65-69세,30,*,*,*,*,*,0,8,*,*
서울,서초구,기초,여자,70-74세,43,*,0,6,18,*,*,*,*,*
서울,서초구,기초,여자,75-79세,52,*,*,6,16,6,*,*,*,*
서울,서초구,기초,여자,80-84세,64,*,7,8,16,8,*,*,*,*
서울,서초구,기초,여자,85세이상,110,*,8,34,44,6,0,*,*,*
서울,서초구,의료,남자,65-69세,*,0,0,0,0,0,0,0,0,0
서울,서초구,의료,남자,75-79세,*,0,0,0,0,0,0,*,0,0
서울,서초구,의료,남자,80-84세,*,0,0,*,*,0,0,0,0,0
서울,서초구,의료,남자,85세이상,*,0,0,0,0,0,0,0,0,0
서울,서초구,의료,여자,75-79세,*,0,0,*,*,0,0,0,0,0
서울,서초구,의료,여자,80-84세,0,0,0,0,0,0,0,0,0,0
서울,서초구,의료,여자,85세이상,10,*,0,*,*,0,0,*,0,0
서울,서초구,감경,남자,65세미만,10,0,0,*,*,*,0,0,*,0
서울,서초구,감경,남자,65-69세,27,*,*,6,11,*,0,0,0,0
서울,서초구,감경,남자,70-74세,33,*,*,10,12,*,*,0,0,0
서울,서초구,감경,남자,75-79세,42,*,*,10,20,*,*,0,0,0
서울,서초구,감경,남자,80-84세,32,0,*,9,14,*,*,0,0,0
서울,서초구,감경,남자,85세이상,59,*,6,8,34,*,*,0,0,0
서울,서초구,감경,여자,65세미만,18,6,*,*,*,*,0,*,0,0
서울,서초구,감경,여자,65-69세,16,*,*,7,*,*,*,0,*,0
서울,서초구,감경,여자,70-74세,32,*,5,9,7,*,*,*,0,0
서울,서초구,감경,여자,75-79세,69,*,6,11,26,12,*,*,0,0
서울,서초구,감경,여자,80-84세,114,7,9,31,40,14,6,0,*,*
서울,서초구,감경,여자,85세이상,284,23,35,82,103,26,*,*,0,0
서울,강남구,일반,남자,65세미만,79,8,*,13,15,*,0,12,6,10
서울,강남구,일반,남자,65-69세,150,10,16,32,34,*,*,12,*,7
서울,강남구,일반,남자,70-74세,240,27,22,57,54,10,*,12,*,*
서울,강남구,일반,남자,75-79세,363,31,33,70,95,27,5,25,*,5
서울,강남구,일반,남자,80-84세,529,32,53,103,174,35,8,18,8,5
서울,강남구,일반,남자,85세이상,733,58,73,162,248,63,*,28,16,*
서울,강남구,일반,여자,65세미만,93,12,5,16,10,*,*,13,7,14
서울,강남구,일반,여자,65-69세,189,21,5,20,42,*,*,27,12,*
서울,강남구,일반,여자,70-74세,362,20,27,48,75,17,10,28,10,9
서울,강남구,일반,여자,75-79세,692,57,49,95,184,61,20,55,17,6
서울,강남구,일반,여자,80-84세,1021,74,75,192,307,89,28,42,24,11
서울,강남구,일반,여자,85세이상,1706,162,218,400,555,110,14,60,14,*
서울,강남구,기초,남자,65세미만,96,*,5,7,20,*,0,20,17,14
서울,강남구,기초,남자,65-69세,154,6,5,19,52,*,0,22,12,7
서울,강남구,기초,남자,70-74세,106,*,*,12,50,5,0,9,6,*
서울,강남구,기초,남자,75-79세,101,0,*,25,29,7,*,10,*,5
서울,강남구,기초,남자,80-84세,73,*,5,17,31,*,0,*,*,0
서울,강남구,기초,남자,85세이상,54,*,6,5,24,*,0,5,5,0
서울,강남구,기초,여자,65세미만,58,*,*,5,7,*,0,11,11,10
서울,강남구,기초,여자,65-69세,123,*,*,23,33,*,*,19,15,7
서울,강남구,기초,여자,70-74세,134,*,*,21,37,5,*,20,9,*
서울,강남구,기초,여자,75-79세,176,*,5,35,64,7,*,20,5,5
서울,강남구,기초,여자,80-84세,199,*,11,41,79,10,*,7,*,*
서울,강남구,기초,여자,85세이상,242,10,26,62,93,12,*,*,6,*
서울,강남구,의료,남자,65세미만,*,0,0,0,0,0,0,0,0,0
서울,강남구,의료,남자,65-69세,*,0,0,*,0,0,0,0,0,0
서울,강남구,의료,남자,70-74세,*,0,0,0,*,0,0,*,0,0
서울,강남구,의료,남자,75-79세,6,0,0,0,*,*,0,0,0,*
서울,강남구,의료,남자,80-84세,*,0,0,*,*,0,0,0,0,0
서울,강남구,의료,남자,85세이상,*,0,0,0,*,0,0,0,0,0
서울,강남구,의료,여자,65-69세,*,0,*,0,0,0,0,0,*,0
서울,강남구,의료,여자,70-74세,*,0,0,*,0,0,0,0,0,0
서울,강남구,의료,여자,75-79세,*,0,0,0,*,0,0,0,0,0
서울,강남구,의료,여자,80-84세,5,0,*,*,0,*,0,0,*,0
서울,강남구,의료,여자,85세이상,15,0,*,5,*,0,0,*,0,0
서울,강남구,감경,남자,65세미만,12,*,*,*,5,0,0,0,0,*
서울,강남구,감경,남자,65-69세,27,0,6,10,9,*,0,*,0,0
서울,강남구,감경,남자,70-74세,45,*,5,15,13,0,0,*,*,0
서울,강남구,감경,남자,75-79세,53,*,*,17,17,*,*,*,*,*
서울,강남구,감경,남자,80-84세,58,*,*,19,23,6,*,0,0,0
서울,강남구,감경,남자,85세이상,63,*,9,21,25,*,0,0,*,0
서울,강남구,감경,여자,65세미만,14,*,0,*,5,0,0,0,0,0
서울,강남구,감경,여자,65-69세,42,*,*,10,17,*,0,*,*,0
서울,강남구,감경,여자,70-74세,66,*,*,16,22,5,*,*,0,0
서울,강남구,감경,여자,75-79세,124,6,5,24,48,14,5,*,*,0
서울,강남구,감경,여자,80-84세,185,10,20,45,70,21,*,*,*,*
서울,강남구,감경,여자,85세이상,339,33,40,92,135,26,5,0,0,0
서울,송파구,일반,남자,65세미만,102,10,*,12,16,0,*,22,7,5
서울,송파구,일반,남자,65-69세,206,11,15,46,37,11,*,26,5,10
서울,송파구,일반,남자,70-74세,323,16,20,70,98,16,*,19,9,*
서울,송파구,일반,남자,75-79세,460,17,28,107,145,29,10,17,12,5
서울,송파구,일반,남자,80-84세,610,28,39,131,211,55,7,38,9,9
서울,송파구,일반,남자,85세이상,815,33,57,190,332,73,10,21,9,11
서울,송파구,일반,여자,65세미만,103,9,11,15,10,*,0,20,9,5
서울,송파구,일반,여자,65-69세,243,15,11,49,49,6,5,20,9,7
서울,송파구,일반,여자,70-74세,402,10,18,58,111,31,9,29,17,9
서울,송파구,일반,여자,75-79세,829,40,47,128,264,69,18,54,18,7
서울,송파구,일반,여자,80-84세,1317,47,80,252,490,135,25,62,20,9
서울,송파구,일반,여자,85세이상,1976,122,206,533,756,121,17,48,9,7
서울,송파구,기초,남자,65세미만,70,6,8,12,23,*,0,*,6,5
서울,송파구,기초,남자,65-69세,99,5,6,12,34,*,*,9,7,*
서울,송파구,기초,남자,70-74세,89,*,6,13,36,5,*,5,*,5
서울,송파구,기초,남자,75-79세,62,*,6,10,23,7,0,*,*,5
서울,송파구,기초,남자,80-84세,61,*,*,14,21,5,0,*,*,*
서울,송파구,기초,남자,85세이상,53,*,*,11,26,*,*,*,0,*
서울,송파구,기초,여자,65세미만,40,*,*,*,9,0,*,6,5,*
서울,송파구,기초,여자,65-69세,89,6,*,18,32,*,0,*,*,7
서울,송파구,기초,여자,70-74세,97,*,9,12,31,8,*,6,6,0
서울,송파구,기초,여자,75-79세,143,*,6,28,55,11,*,10,5,*
서울,송파구,기초,여자,80-84세,201,7,8,49,86,20,5,9,*,0
서울,송파구,기초,여자,85세이상,256,13,27,72,112,14,*,*,*,0
서울,송파구,의료,남자,65-69세,0,0,0,0,0,0,0,0,0,0
서울,송파구,의료,남자,70-74세,*,0,0,0,*,0,0,0,*,0
서울,송파구,의료,남자,75-79세,*,0,0,0,*,0,0,*,*,0
서울,송파구,의료,남자,80-84세,*,0,0,0,*,0,0,0,0,0
서울,송파구,의료,남자,85세이상,*,0,0,0,*,0,0,0,0,0
서울,송파구,의료,여자,65세미만,*,0,0,*,0,0,0,*,0,0
서울,송파구,의료,여자,65-69세,*,0,0,0,*,*,0,0,0,0
서울,송파구,의료,여자,70-74세,*,0,0,0,*,0,0,0,0,0
서울,송파구,의료,여자,75-79세,7,0,0,*,*,*,0,0,0,0
서울,송파구,의료,여자,80-84세,7,0,0,0,*,*,0,0,0,0
서울,송파구,의료,여자,85세이상,25,*,5,6,8,*,0,0,0,0
서울,송파구,감경,남자,65세미만,34,*,*,12,14,0,*,0,0,0
서울,송파구,감경,남자,65-69세,70,8,*,23,24,0,*,*,0,0
서울,송파구,감경,남자,70-74세,104,*,10,27,49,7,*,0,*,0
서울,송파구,감경,남자,75-79세,135,*,13,38,58,16,*,0,0,*
서울,송파구,감경,남자,80-84세,133,*,10,43,57,17,*,*,*,0
서울,송파구,감경,남자,85세이상,143,*,12,39,73,12,0,0,*,0
서울,송파구,감경,여자,65세미만,27,*,*,10,6,*,*,*,0,0
서울,송파구,감경,여자,65-69세,63,*,10,14,22,*,*,*,0,*
서울,송파구,감경,여자,70-74세,120,9,*,22,58,14,6,*,0,0
서울,송파구,감경,여자,75-79세,213,9,13,57,97,17,6,*,*,0
서울,송파구,감경,여자,80-84세,408,19,32,117,201,22,7,*,0,0
서울,송파구,감경,여자,85세이상,744,34,104,245,297,40,7,0,0,0
서울,강동구,일반,남자,65세미만,107,14,*,18,9,*,*,14,7,8
서울,강동구,일반,남자,65-69세,190,19,13,41,45,7,0,18,8,*
서울,강동구,일반,남자,70-74세,321,18,18,55,97,19,*,17,9,*
서울,강동구,일반,남자,75-79세,540,37,37,113,161,43,8,30,*,5
서울,강동구,일반,남자,80-84세,581,36,48,110,192,48,9,32,6,5
서울,강동구,일반,남자,85세이상,606,24,64,137,206,47,7,33,5,*
서울,강동구,일반,여자,65세미만,102,7,*,18,18,6,*,19,6,7
서울,강동구,일반,여자,65-69세,234,14,12,31,60,10,*,28,5,*
서울,강동구,일반,여자,70-74세,366,22,27,62,84,19,13,28,8,*
서울,강동구,일반,여자,75-79세,767,26,49,119,224,73,18,60,25,8
서울,강동구,일반,여자,80-84세,1079,53,65,213,345,111,22,67,19,5
서울,강동구,일반,여자,85세이상,1460,81,173,393,525,92,16,35,14,*
서울,강동구,기초,남자,65세미만,78,6,7,16,21,*,*,7,*,7
서울,강동구,기초,남자,65-69세,105,*,*,16,28,10,*,11,11,*
서울,강동구,기초,남자,70-74세,89,*,5,15,39,*,*,*,8,*
서울,강동구,기초,남자,75-79세,79,*,5,15,35,*,*,6,*,*
서울,강동구,기초,남자,80-84세,73,5,*,15,26,5,*,*,*,*
서울,강동구,기초,남자,85세이상,48,0,*,9,21,6,0,*,0,*
서울,강동구,기초,여자,65세미만,41,*,*,*,5,*,0,9,5,*
서울,강동구,기초,여자,65-69세,89,*,6,14,28,*,*,9,*,*
서울,강동구,기초,여자,70-74세,85,*,*,11,37,*,0,5,6,*
서울,강동구,기초,여자,75-79세,135,5,*,24,54,6,*,13,*,*
서울,강동구,기초,여자,80-84세,191,*,13,46,79,14,*,*,*,*
서울,강동구,기초,여자,85세이상,271,11,38,76,105,14,5,6,*,0
서울,강동구,의료,남자,65세미만,*,0,0,0,0,*,0,0,0,0
서울,강동구,의료,남자,65-69세,0,0,0,0,0,0,0,0,0,0
서울,강동구,의료,남자,70-74세,*,0,0,*,*,0,0,0,0,0
서울,강동구,의료,남자,75-79세,8,*,*,*,*,0,0,0,*,0
서울,강동구,의료,남자,80-84세,5,*,0,*,*,0,0,0,0,0
서울,강동구,의료,남자,85세이상,10,*,*,*,*,0,0,0,0,0
서울,강동구,의료,여자,70-74세,*,0,*,0,*,0,0,0,0,0
서울,강동구,의료,여자,75-79세,8,*,*,0,*,0,0,*,0,0
서울,강동구,의료,여자,80-84세,11,*,*,0,*,*,0,*,0,0
서울,강동구,의료,여자,85세이상,38,*,*,11,14,*,0,0,0,*
서울,강동구,감경,남자,65세미만,50,*,5,19,10,*,5,*,*,0
서울,강동구,감경,남자,65-69세,77,*,*,27,28,5,0,*,0,0
서울,강동구,감경,남자,70-74세,120,8,9,35,52,9,0,*,0,0
서울,강동구,감경,남자,75-79세,166,14,15,54,64,10,*,*,0,*
서울,강동구,감경,남자,80-84세,192,12,15,45,83,24,5,0,0,0
서울,강동구,감경,남자,85세이상,189,14,16,45,85,18,*,0,*,0
서울,강동구,감경,여자,65세미만,41,6,*,11,10,*,*,*,*,*
서울,강동구,감경,여자,65-69세,84,6,*,30,27,6,*,0,*,0
서울,강동구,감경,여자,70-74세,113,8,9,18,48,18,5,*,0,*
서울,강동구,감경,여자,75-79세,230,23,15,48,94,21,9,*,5,*
서울,강동구,감경,여자,80-84세,439,22,32,107,213,42,7,*,*,0
서울,강동구,감경,여자,85세이상,753,44,99,216,324,48,*,*,0,*
부산,중구,일반,남자,65세미만,10,*,0,0,0,0,0,*,*,0
부산,중구,일반,남자,65-69세,17,0,*,*,*,*,0,*,*,*
부산,중구,일반,남자,70-74세,32,0,*,*,10,*,*,*,0,*
부산,중구,일반,남자,75-79세,39,*,0,*,8,*,*,6,*,*
부산,중구,일반,남자,80-84세,61,*,*,7,20,7,0,7,*,*
부산,중구,일반,남자,85세이상,48,*,*,11,15,*,0,7,*,0
부산,중구,일반,여자,65세미만,6,0,0,0,*,0,0,*,*,0
부산,중구,일반,여자,65-69세,21,0,0,*,*,0,0,7,5,0
부산,중구,일반,여자,70-74세,69,0,*,6,15,5,*,5,*,*
부산,중구,일반,여자,75-79세,82,0,*,12,21,7,0,7,7,*
부산,중구,일반,여자,80-84세,134,*,6,19,32,13,*,20,8,0
부산,중구,일반,여자,85세이상,146,*,13,35,58,7,0,7,*,*
부산,중구,기초,남자,65세미만,24,*,*,5,5,*,*,*,*,*
부산,중구,기초,남자,65-69세,40,0,*,5,11,5,0,*,*,*
부산,중구,기초,남자,70-74세,29,*,*,*,6,*,*,*,*,*
부산,중구,기초,남자,75-79세,28,0,*,*,8,*,*,*,0,0
부산,중구,기초,남자,80-84세,23,*,*,*,8,*,0,0,*,*
부산,중구,기초,남자,85세이상,17,*,0,*,10,*,*,0,0,0
부산,중구,기초,여자,65세미만,12,0,*,*,*,*,0,*,*,0
부산,중구,기초,여자,65-69세,22,0,0,*,*,*,*,*,*,*
부산,중구,기초,여자,70-74세,45,*,0,7,11,*,*,*,6,0
부산,중구,기초,여자,75-79세,60,*,*,8,20,7,*,6,*,*
부산,중구,기초,여자,80-84세,73,*,6,10,27,*,*,*,5,0
부산,중구,기초,여자,85세이상,98,6,11,22,39,*,*,*,*,0
부산,중구,의료,남자,75-79세,*,0,0,0,0,0,0,0,0,0
부산,중구,의료,여자,65세미만,0,0,0,0,0,0,0,0,0,0
부산,중구,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
부산,중구,의료,여자,70-74세,*,0,0,0,*,0,0,0,0,0
부산,중구,의료,여자,75-79세,*,0,0,*,0,0,0,0,0,0
부산,중구,의료,여자,80-84세,*,0,0,0,0,0,0,*,0,0
부산,중구,의료,여자,85세이상,5,0,*,*,0,0,0,*,0,0
부산,중구,감경,남자,65세미만,5,0,*,*,*,0,0,0,0,0
부산,중구,감경,남자,65-69세,18,*,0,6,6,*,0,0,0,0
부산,중구,감경,남자,70-74세,31,*,*,7,13,5,0,*,0,0
부산,중구,감경,남자,75-79세,44,5,*,9,15,9,*,0,0,0
부산,중구,감경,남자,80-84세,43,*,*,7,24,*,*,0,*,0
부산,중구,감경,남자,85세이상,55,*,*,9,25,9,*,*,0,0
부산,중구,감경,여자,65세미만,7,*,*,*,*,*,0,0,0,0
부산,중구,감경,여자,65-69세,18,0,*,*,5,*,0,0,0,0
부산,중구,감경,여자,70-74세,55,*,5,5,29,*,*,*,*,0
부산,중구,감경,여자,75-79세,76,*,*,13,36,10,*,*,*,0
부산,중구,감경,여자,80-84세,126,*,9,21,69,12,*,*,0,*
부산,중구,감경,여자,85세이상,171,5,16,53,79,8,*,0,0,0
부산,서구,일반,남자,65세미만,15,0,*,*,*,0,0,*,*,*
부산,서구,일반,남자,65-69세,64,*,*,7,13,*,0,10,7,*
부산,서구,일반,남자,70-74세,91,*,*,12,16,10,0,16,*,*
부산,서구,일반,남자,75-79세,140,*,*,22,38,5,*,17,6,*
부산,서구,일반,남자,80-84세,146,*,9,14,44,18,*,19,10,*
부산,서구,일반,남자,85세이상,169,*,11,27,64,21,*,13,6,*
부산,서구,일반,여자,65세미만,13,0,0,*,0,0,0,7,*,0
부산,서구,일반,여자,65-69세,76,5,6,*,14,0,*,13,5,*
부산,서구,일반,여자,70-74세,144,6,5,16,25,7,*,26,13,*
부산,서구,일반,여자,75-79세,266,9,14,40,63,13,7,41,21,6
부산,서구,일반,여자,80-84세,345,10,11,41,121,27,5,46,16,*
부산,서구,일반,여자,85세이상,406,17,25,83,160,17,6,35,11,*
부산,서구,기초,남자,65세미만,39,*,*,*,9,*,0,9,*,*
부산,서구,기초,남자,65-69세,80,*,*,6,34,8,*,7,7,*
부산,서구,기초,남자,70-74세,65,0,*,9,20,5,*,9,*,*
