장기요양기관코드,장기요양기관이름,우편번호,시도코드,시군구코드,법정동코드,시도 시군구 법정동명,지정일자,설치신고일자
21138000438,다솜실버데이케어센터,03426,11,380,105,서울특별시 은평구 구산동,2022-06-01,2022-06-01
21138000439,우리들재가복지센터,03499,11,380,110,서울특별시 은평구 증산동,2022-08-01,2022-08-01
21138000440,다정방문요양센터,03424,11,380,105,서울특별시 은평구 구산동,2022-09-01,2022-09-01
21138000441,서울주간보호센터,03382,11,380,102,서울특별시 은평구 녹번동,2022-09-01,2022-08-03
21138000443,명지노인복지센터,03407,11,380,108,서울특별시 은평구 역촌동,2022-12-01,2022-12-01
21138000444,브니엘재가노인복지센터,03499,11,380,110,서울특별시 은평구 증산동,2022-12-01,2022-12-01
21138000445,늘봄방문요양센터,03487,11,380,101,서울특별시 은평구 수색동,2022-12-01,2022-12-01
21138000446,정다운방문요양센터,03480,11,380,107,서울특별시 은평구 응암동,2022-12-01,2022-12-01
21138000448,(A)+기쁨드림방문요양센터,03416,11,380,108,서울특별시 은평구 역촌동,2023-02-01,2023-02-01
21138000449,홍익인간방문요양센터,03320,11,380,104,서울특별시 은평구 갈현동,2023-02-01,2023-02-01
21138000450,우리케어,03428,11,380,105,서울특별시 은평구 구산동,2023-03-01,2023-03-01
21138000451,서울재가노인복지센터,03471,11,380,107,서울특별시 은평구 응암동,2023-04-01,2023-04-01
21138000452,신복지고향마을재가센터,03392,11,380,106,서울특별시 은평구 대조동,2023-03-01,2023-03-01
21138000453,우리케어,03428,11,380,105,서울특별시 은평구 구산동,2023-05-01,2023-05-01
21138000454,실버벨방문요양센터,03489,11,380,101,서울특별시 은평구 수색동,2023-04-01,2023-04-01
21138000455,보아드림노인복지센터,03356,11,380,103,서울특별시 은평구 불광동,2023-04-01,2023-04-01
21138000456,스마일시니어 가온재가복지센터,03460,11,380,107,서울특별시 은평구 응암동,2023-05-01,2023-05-01
21138000457,서울재가노인복지센터,03471,11,380,107,서울특별시 은평구 응암동,2023-05-01,2023-05-01
21138000458,효누리재가복지센터,03325,11,380,104,서울특별시 은평구 갈현동,2023-06-01,2023-06-01
21138000459,또바기재가복지센터,03351,11,380,103,서울특별시 은평구 불광동,2023-06-01,2023-06-01
21138000460,오월방문요양센터,03467,11,380,107,서울특별시 은평구 응암동,2023-06-01,2023-06-01
21138000461,반짝반짝재가방문복지센터,03365,11,380,103,서울특별시 은평구 불광동,2023-07-01,2023-07-01
21138000462,참좋은 데이케어센터,03452,11,380,109,서울특별시 은평구 신사동,2023-09-01,2023-09-01
21138000463,실버도움재가복지센터,03388,11,380,106,서울특별시 은평구 대조동,2023-08-01,2023-08-01
21138000464,(주)대교뉴이프 방문요양센터 은평센터,03402,11,380,108,서울특별시 은평구 역촌동,2023-09-01,2023-09-01
21138000465,로뎀홈케어,03377,11,380,102,서울특별시 은평구 녹번동,2023-10-01,2023-10-01
21138000466,등불재가복지센터,03505,11,380,110,서울특별시 은평구 증산동,2023-12-01,2023-12-01
21138000468,바른케어재가복지센터,03301,11,380,114,서울특별시 은평구 진관동,2024-01-01,2024-01-01
21138000469,올사랑재가방문복지센터,03344,11,380,103,서울특별시 은평구 불광동,2023-12-01,2023-12-01
21138000470,다사랑섬김재가복지센터,03377,11,380,102,서울특별시 은평구 녹번동,2024-03-01,2023-12-01
21138000471,재가나눔복지용구센터,03397,11,380,106,서울특별시 은평구 대조동,2023-12-01,2023-12-01
21138000472,온뜰재가복지센터,03349,11,380,103,서울특별시 은평구 불광동,2024-01-01,2024-01-01
21138000474,A+가득한재가복지센터,03302,11,380,114,서울특별시 은평구 진관동,2024-03-01,2024-01-01
21138000475,은평시민데이케어센터,03333,11,380,104,서울특별시 은평구 갈현동,2024-04-01,2024-04-01
21138000476,은평복지용구,03485,11,380,107,서울특별시 은평구 응암동,2024-04-01,2024-03-01
21138000477,꽃길재가복지센터,03349,11,380,103,서울특별시 은평구 불광동,2024-04-01,2024-04-01
21141000013,효림데이케어센터,03746,11,410,102,서울특별시 서대문구 충정로3가,2008-06-19,2005-10-18
21141000015,홍은데이케어센터,03602,11,410,118,서울특별시 서대문구 홍은동,2008-06-19,2003-04-20
21141000044,시립서대문노인종합복지관데이케어센터,03745,11,410,106,서울특별시 서대문구 천연동,2008-10-31,2008-10-31
21141000072,구립서대문데이케어센터,03608,11,410,118,서울특별시 서대문구 홍은동,2009-08-18,2009-08-18
21141000141,홍광데이케어센터,03637,11,410,111,서울특별시 서대문구 홍제동,2012-03-30,2012-03-30
21141000161,"""행복드림복지협동조합""",03679,11,410,119,서울특별시 서대문구 북가좌동,2013-08-09,2013-08-09
21141000185,여민데이케어센터,03664,11,410,118,서울특별시 서대문구 홍은동,2014-07-14,2014-07-14
21141000220,굿 데이케어센터,03699,11,410,117,서울특별시 서대문구 연희동,2017-09-01,2017-09-01
21141000222,남가좌데이케어센터,03672,11,410,120,서울특별시 서대문구 남가좌동,2017-09-29,2017-09-29
21141000229,구세군홍제데이케어센터,03602,11,410,118,서울특별시 서대문구 홍은동,2018-01-12,2018-01-12
21141000245,더봄데이케어센터,03709,11,410,119,서울특별시 서대문구 북가좌동,2019-01-10,2019-01-10
21141000248,연희데이케어센터,03706,11,410,117,서울특별시 서대문구 연희동,2019-02-11,2019-02-11
21141000261,DMC실버케어,03683,11,410,119,서울특별시 서대문구 북가좌동,2019-06-03,2019-06-03
21141000276,홍제천데이케어센터,03660,11,410,117,서울특별시 서대문구 연희동,2020-01-07,2020-01-07
21141000278,부모사랑 노인복지센터,03633,11,410,111,서울특별시 서대문구 홍제동,2020-02-18,2020-02-18
21141000279,희망드림 노인재가복지센터,03640,11,410,111,서울특별시 서대문구 홍제동,2020-10-27,2020-10-27
21141000280,봄재가센터,03676,11,410,119,서울특별시 서대문구 북가좌동,2020-11-25,2020-11-25
21141000281,서울시사회서비스원 서북모두돌봄센터,03723,11,410,117,서울특별시 서대문구 연희동,2021-01-01,2021-01-01
21141000282,서대문한마음돌봄 사회적협동조합 장기요양센터,03769,11,410,110,서울특별시 서대문구 북아현동,2021-01-01,2021-01-01
21141000283,유한헬스케어,03659,11,410,118,서울특별시 서대문구 홍은동,2021-01-27,2021-01-27
21141000284,서대문희망누리 사회적협동조합 재가복지센터,03715,11,410,120,서울특별시 서대문구 남가좌동,2021-01-27,2021-01-27
21141000285,함께하는 재가복지센터,03747,11,410,110,서울특별시 서대문구 북아현동,2021-04-29,2021-04-29
21141000286,베스트시니어 복지용구,03784,11,410,116,서울특별시 서대문구 창천동,2021-04-29,2021-04-29
21141000287,소망재가복지센터,03734,11,410,106,서울특별시 서대문구 천연동,2021-06-01,2021-06-01
21141000288,산돌재가노인복지센터,03615,11,410,118,서울특별시 서대문구 홍은동,2021-07-01,2021-07-01
21141000289,감사방문요양센터,03635,11,410,111,서울특별시 서대문구 홍제동,2021-08-25,2021-08-25
21141000290,뉴라이프복지센터,03648,11,410,118,서울특별시 서대문구 홍은동,2021-10-07,2021-10-07
21141000291,동방데이케어센터,03784,11,410,116,서울특별시 서대문구 창천동,2021-12-10,2021-12-10
21141000294,호은방문요양센터,03691,11,410,119,서울특별시 서대문구 북가좌동,2021-12-14,2021-12-14
21141000295,굿모닝의료기,03736,11,410,101,서울특별시 서대문구 충정로2가,2021-12-14,2021-12-14
21141000296,든든 재가복지센터,03667,11,410,119,서울특별시 서대문구 북가좌동,2022-01-07,2022-01-07
21141000297,홍제방문요양센터,03630,11,410,111,서울특별시 서대문구 홍제동,2022-01-07,2022-01-07
21141000298,나래데이케어센터,03664,11,410,118,서울특별시 서대문구 홍은동,2022-02-15,2022-02-15
21141000299,이화재가복지센터,03641,11,410,111,서울특별시 서대문구 홍제동,2022-04-20,2022-04-20
21141000300,어울림재가복지센터,03712,11,410,120,서울특별시 서대문구 남가좌동,2022-05-20,2022-05-20
21141000302,서대문 시니어 재가복지센터,03657,11,410,118,서울특별시 서대문구 홍은동,2022-07-18,2022-07-18
21141000303,문화촌데이케어센터,03619,11,410,111,서울특별시 서대문구 홍제동,2022-08-12,2022-08-12
21141000304,구립연희안산데이케어센터,03697,11,410,117,서울특별시 서대문구 연희동,2023-04-03,2023-04-03
21141000305,온유재가복지센터,03632,11,410,111,서울특별시 서대문구 홍제동,2023-03-15,2023-03-15
21141000306,건강한 재가복지센터,03639,11,410,111,서울특별시 서대문구 홍제동,2023-04-13,2023-04-13
21141000307,서대문효드림재가노인복지센터,03619,11,410,111,서울특별시 서대문구 홍제동,2023-04-13,2023-04-13
21141000308,서대문효드림 재가노인복지센터,03619,11,410,111,서울특별시 서대문구 홍제동,2023-04-26,2023-04-26
21141000309,건강한 재가복지센터,03639,11,410,111,서울특별시 서대문구 홍제동,2023-04-25,2023-04-25
21141000310,엘림재가복지센터,03685,11,410,119,서울특별시 서대문구 북가좌동,2023-07-04,2023-07-04
21141000311,간호사가여는 올래방문요양센터,03612,11,410,118,서울특별시 서대문구 홍은동,2023-09-11,2023-09-11
21141000312,행복드림노인복지센터,03690,11,410,119,서울특별시 서대문구 북가좌동,2023-09-11,2023-09-11
21141000313,효담방문간호,03614,11,410,118,서울특별시 서대문구 홍은동,2023-09-11,2023-09-11
21141000314,미소데이케어,03676,11,410,119,서울특별시 서대문구 북가좌동,2023-12-12,2023-12-12
21141000315,사랑복지센터,03657,11,410,118,서울특별시 서대문구 홍은동,2023-12-13,2023-12-13
21141000316,가나안재가복지센터,03715,11,410,120,서울특별시 서대문구 남가좌동,2023-12-13,2023-12-13
21141000317,캥거루방문요양센터,03671,11,410,119,서울특별시 서대문구 북가좌동,2024-02-08,2024-02-08
21141000318,서대문재가복지센터,03630,11,410,111,서울특별시 서대문구 홍제동,2024-02-08,2024-02-08
21141000319,명지재가노인복지센터,03659,11,410,118,서울특별시 서대문구 홍은동,2024-02-08,2024-02-08
21141000321,부모님재가복지센터,03717,11,410,117,서울특별시 서대문구 연희동,2024-04-29,2024-04-29
21141000322,사랑마을재가방문요양센터,03654,11,410,118,서울특별시 서대문구 홍은동,2024-04-29,2024-04-29
21141000323,보듬방문요양센터,03625,11,410,111,서울특별시 서대문구 홍제동,2024-04-29,2024-04-29
21144000006,아현 노인복지센터,04201,11,440,101,서울특별시 마포구 아현동,2008-05-28,2008-05-23
21144000009,마포노인복지센터,04208,11,440,102,서울특별시 마포구 공덕동,2008-05-30,2008-05-30
21144000011,시립서부데이케어센터,03937,11,440,125,서울특별시 마포구 성산동,2008-05-30,2008-05-30
21144000013,보사노인케어센터,03984,11,440,124,서울특별시 마포구 연남동,2008-06-04,2008-06-04
21144000015,마포노인데이케어센터,04208,11,440,102,서울특별시 마포구 공덕동,2008-06-09,2008-06-09
21144000024,마포 데이케어센터,04099,11,440,114,서울특별시 마포구 창전동,2008-07-08,2008-07-08
21144000036,서교 노인복지센터,04029,11,440,120,서울특별시 마포구 서교동,2008-09-29,2008-09-29
21144000087,망원데이케어센터,04018,11,440,123,서울특별시 마포구 망원동,2010-02-24,2010-02-19
21144000097,창전데이케어센터,04065,11,440,114,서울특별시 마포구 창전동,2010-06-07,2010-06-03
21144000108,한서재가노인복지센터,04010,11,440,123,서울특별시 마포구 망원동,2011-01-18,2011-01-14
21144000117,아현실버데이케어센터,04199,11,440,101,서울특별시 마포구 아현동,2011-07-25,2011-07-22
21144000120,우리마포데이케어센터,04103,11,440,110,서울특별시 마포구 노고산동,2012-02-13,2012-02-13
21144000151,서울종합데이케어센터,04138,11,440,109,서울특별시 마포구 염리동,2014-06-27,2014-06-27
21144000152,성산노인복지센터,03972,11,440,125,서울특별시 마포구 성산동,2008-08-08,2008-08-08
21144000174,마포봄데이케어센터,04159,11,440,108,서울특별시 마포구 대흥동,2018-05-18,2018-05-18
21144000179,상암데이케어센터,03906,11,440,127,서울특별시 마포구 상암동,2019-01-03,2019-01-03
21144000198,초록숲데이케어센터,04128,11,440,101,서울특별시 마포구 아현동,2020-05-29,2020-05-29
21144000199,그린방문요양재가센터,04015,11,440,123,서울특별시 마포구 망원동,2020-05-29,2020-05-29
21144000204,재활앤데이케어센터,03946,11,440,125,서울특별시 마포구 성산동,2020-11-05,2020-11-05
21144000205,어르신돌봄재가방문요양센터,03934,11,440,126,서울특별시 마포구 중동,2020-09-25,2020-09-25
21144000206,우리실버복지센터,04025,11,440,122,서울특별시 마포구 합정동,2021-01-07,2021-01-07
21144000207,아리아케어 재가방문요양 마포 공덕센터,04183,11,440,102,서울특별시 마포구 공덕동,2021-01-07,2021-01-07
21144000210,A+와우주야간보호센터,04106,11,440,108,서울특별시 마포구 대흥동,2021-04-26,2021-04-26
21144000213,푸른재가복지센터,04101,11,440,110,서울특별시 마포구 노고산동,2021-08-18,2021-08-18
21144000214,미소요양재가센터,03994,11,440,121,서울특별시 마포구 동교동,2021-08-18,2021-08-18
21144000215,효도방문재가센터,03996,11,440,125,서울특별시 마포구 성산동,2021-08-18,2021-08-18
21144000216,참사랑재가센터,04007,11,440,123,서울특별시 마포구 망원동,2021-08-18,2021-08-18
21144000217,염리데이케어센터,04123,11,440,109,서울특별시 마포구 염리동,2021-10-14,2021-10-14
21144000220,서울특별시립마포실버케어센터 병설 데이케어,04147,11,440,102,서울특별시 마포구 공덕동,2022-04-28,2022-04-28
21144000222,이로운재가요양센터 마포지점,04157,11,440,104,서울특별시 마포구 도화동,2022-03-16,2022-03-16
21144000223,선오재가,04148,11,440,102,서울특별시 마포구 공덕동,2022-03-16,2022-03-16
21144000225,새롬케어 재가복지센터,04154,11,440,109,서울특별시 마포구 염리동,2022-09-28,2022-09-28
21144000226,(A+)성산방문요양센터,03962,11,440,123,서울특별시 마포구 망원동,2023-03-24,2023-03-24
21144000227,마포어르신방문재가센터,03936,11,440,125,서울특별시 마포구 성산동,2023-03-27,2023-03-27
21144000229,마포요양병원 병설 방문간호센터,03965,11,440,125,서울특별시 마포구 성산동,2023-03-27,2023-03-27
21144000230,큰사랑나눔방문요양센터,04164,11,440,106,서울특별시 마포구 토정동,2023-05-04,2023-04-28
21144000231,서울시니어홈케어,04157,11,440,104,서울특별시 마포구 도화동,2023-05-01,2023-05-01
21144000232,케어닥 재가방문요양돌봄센터 구수파트너점,04093,11,440,113,서울특별시 마포구 구수동,2023-07-01,2023-07-01
21144000233,효사랑재가복지센터,03964,11,440,123,서울특별시 마포구 망원동,2023-09-25,2023-08-18
21144000234,여러분의재가복지센터,03949,11,440,125,서울특별시 마포구 성산동,2023-09-13,2023-08-18
21144000235,지성재가복지센터,04158,11,440,104,서울특별시 마포구 도화동,2024-03-01,2024-02-02
21147000009,사단법인나눔과보람복지회양천재가노인복지센터,07938,11,470,101,서울특별시 양천구 신정동,2008-06-16,2008-06-11
21147000011,한빛데이케어센터,08031,11,470,103,서울특별시 양천구 신월동,2008-06-16,2007-02-05
21147000060,양천어르신종합복지관병설양천데이케어센터,08098,11,470,101,서울특별시 양천구 신정동,2009-01-29,2009-01-29
21147000092,신목행복자리 데이케어센터,08008,11,470,101,서울특별시 양천구 신정동,2009-08-25,2009-08-25
21147000176,목동종합사회복지관병설목동데이케어센터,07949,11,470,102,서울특별시 양천구 목동,2023-01-26,2023-01-26
21147000184,구립양천데이케어센터,08051,11,470,101,서울특별시 양천구 신정동,2011-04-01,2011-04-01
21147000207,새마음데이케어센터,07919,11,470,103,서울특별시 양천구 신월동,2011-11-18,2011-11-18
21147000288,참마음노인복지센터,08037,11,470,103,서울특별시 양천구 신월동,2014-11-10,2014-11-10
21147000297,밝은내데이케어센터,08061,11,470,103,서울특별시 양천구 신월동,2015-07-01,2015-07-01
21147000299,목동실버데이케어센터,158817,11,470,102,서울특별시 양천구 목동,2015-07-28,2015-07-28
21147000309,목동중앙데이케어센터,07946,11,470,102,서울특별시 양천구 목동,2015-12-04,2015-12-04
21147000323,나이팅게일데이케어센터,08082,11,470,101,서울특별시 양천구 신정동,2016-11-29,2016-11-29
21147000349,목동굿모닝데이케어센터 목동굿모닝방문요양센터,07947,11,470,102,서울특별시 양천구 목동,2018-01-23,2018-01-23
21147000356,우리실버홈케어복지센터,07905,11,470,103,서울특별시 양천구 신월동,2018-04-11,2018-04-11
21147000358,목동 연세데이케어센터,07960,11,470,102,서울특별시 양천구 목동,2018-06-18,2018-06-18
21147000376,가가호호데이케어센터,07930,11,470,103,서울특별시 양천구 신월동,2019-01-01,2019-01-01
21147000385,에이원데이케어센터,08019,11,470,101,서울특별시 양천구 신정동,2019-04-16,2019-04-16
21147000388,(협)사랑방데이케어센터,07917,11,470,103,서울특별시 양천구 신월동,2019-05-07,2019-05-07
21147000390,늘봄데이케어센터,07959,11,470,102,서울특별시 양천구 목동,2019-05-24,2019-05-24
21147000393,강서목동재가복지센터,07937,11,470,101,서울특별시 양천구 신정동,2019-08-28,2019-08-28
21147000394,봄날재가복지센터,08028,11,470,103,서울특별시 양천구 신월동,2019-08-28,2019-08-28
21147000395,하나재가복지센터,08047,11,470,103,서울특별시 양천구 신월동,2019-08-28,2019-08-28
21147000396,에스더블유135재가요양센터,07915,11,470,103,서울특별시 양천구 신월동,2019-08-29,2019-08-29
21147000399,서서울어르신복지관병설서서울데이케어센터,07911,11,470,103,서울특별시 양천구 신월동,2019-09-27,2019-09-27
21147000401,곰달래복지센터,07925,11,470,103,서울특별시 양천구 신월동,2019-10-28,2019-10-28
21147000404,아리아케어 주야간보호 신월센터,07917,11,470,103,서울특별시 양천구 신월동,2019-11-14,2019-11-14
21147000405,(A+)은혜방문요양센터,07944,11,470,101,서울특별시 양천구 신정동,2019-11-19,2019-11-19
21147000410,효드림재가복지센터,07912,11,470,103,서울특별시 양천구 신월동,2019-12-06,2019-12-06
21147000411,임사랑방문재가센터,07956,11,470,102,서울특별시 양천구 목동,2019-12-09,2019-12-09
21147000413,유진실버방문요양센터,07938,11,470,101,서울특별시 양천구 신정동,2019-12-12,2019-12-12
21147000415,부모사랑복지센터,08100,11,470,101,서울특별시 양천구 신정동,2019-12-13,2019-12-13
21147000416,보람방문복지센터,07928,11,470,103,서울특별시 양천구 신월동,2019-12-13,2019-12-13
21147000418,양천나루재가복지센터,07918,11,470,103,서울특별시 양천구 신월동,2019-12-16,2019-12-16
21147000419,(A+)시니어스힐링재가요양센터,07946,11,470,102,서울특별시 양천구 목동,2019-12-16,2019-12-16
21147000420,고은재가복지센터,07958,11,470,102,서울특별시 양천구 목동,2019-12-18,2019-12-18
21147000426,목동효사랑데이케어센터,07944,11,470,101,서울특별시 양천구 신정동,2020-05-20,2020-05-20
21147000428,A+효담라이프케어 목동데이케어센터,08087,11,470,101,서울특별시 양천구 신정동,2020-07-31,2020-07-31
21147000429,연세사랑복지센터,08110,11,470,101,서울특별시 양천구 신정동,2020-08-28,2020-08-28
21147000430,실버플러스양천복지센터,08025,11,470,101,서울특별시 양천구 신정동,2020-08-28,2020-08-28
21147000432,이레재가센터,08041,11,470,103,서울특별시 양천구 신월동,2020-09-29,2020-09-29
21147000433,예사랑복지용구,08100,11,470,101,서울특별시 양천구 신정동,2020-09-29,2020-09-29
21147000434,늘푸른한가족데이케어센터,07944,11,470,101,서울특별시 양천구 신정동,2020-09-29,2020-09-29
21147000436,서서울어르신재가요양센터,07924,11,470,103,서울특별시 양천구 신월동,2020-09-29,2020-09-29
21147000437,재단법인 서울시사회서비스원 서남모두돌봄센터,08022,11,470,101,서울특별시 양천구 신정동,2020-09-29,2020-09-29
21147000439,정성가득재가노인복지센터,07943,11,470,101,서울특별시 양천구 신정동,2020-10-05,2020-10-05
21147000441,이음 재가복지센터,08082,11,470,101,서울특별시 양천구 신정동,2020-11-30,2020-11-30
21147000442,수정실버케어센터,08026,11,470,101,서울특별시 양천구 신정동,2020-12-01,2020-12-01
21147000443,기쁨으로재가복지센터,08075,11,470,101,서울특별시 양천구 신정동,2021-01-12,2021-01-12
21147000444,신정종합사회복지관병설신정데이케어센터,07940,11,470,101,서울특별시 양천구 신정동,2020-12-22,2020-12-22
21147000445,무궁화방문재가센터,07951,11,470,102,서울특별시 양천구 목동,2021-02-09,2021-02-09
21147000447,어르신돌봄 재가노인복지센터,07944,11,470,101,서울특별시 양천구 신정동,2021-04-29,2021-04-29
21147000448,소망재가복지센터,08104,11,470,101,서울특별시 양천구 신정동,2021-05-28,2021-05-28
21147000449,엘림재가복지센터,08025,11,470,101,서울특별시 양천구 신정동,2021-06-25,2021-06-25
21147000450,가족사랑 재가복지센터,08024,11,470,101,서울특별시 양천구 신정동,2021-07-30,2021-07-30
21147000454,양천재가복지센터,07971,11,470,102,서울특별시 양천구 목동,2021-07-30,2021-07-30
21147000455,나누리재가노인복지센터,07959,11,470,102,서울특별시 양천구 목동,2021-07-30,2021-07-30
21147000456,재원노인재가복지센터,08015,11,470,101,서울특별시 양천구 신정동,2021-08-27,2021-08-27
21147000457,이든샘힐링재가복지센터,07958,11,470,102,서울특별시 양천구 목동,2021-10-05,2021-10-05
21147000458,다올방문요양센터,08023,11,470,101,서울특별시 양천구 신정동,2021-11-26,2021-11-26
21147000459,모부사랑방문요양센터,08028,11,470,103,서울특별시 양천구 신월동,2021-11-26,2021-11-26
21147000460,하사랑노인요양복지센터,07950,11,470,102,서울특별시 양천구 목동,2022-01-21,2022-01-21
21147000462,케어닥 방문요양센터 양천점,07970,11,470,102,서울특별시 양천구 목동,2022-04-01,2022-04-01
21147000464,효담재가복지센터,07911,11,470,103,서울특별시 양천구 신월동,2022-04-27,2022-04-27
21147000465,빛과사랑데이케어센터,07923,11,470,103,서울특별시 양천구 신월동,2022-05-01,2022-05-01
21147000467,가자 하나로 재가복지센터,08027,11,470,101,서울특별시 양천구 신정동,2022-06-02,2022-06-02
21147000468,가온사회서비스 재가센터,07948,11,470,102,서울특별시 양천구 목동,2022-06-02,2022-06-02
21147000469,이화의료기,07984,11,470,102,서울특별시 양천구 목동,2022-06-02,2022-06-02
21147000470,빛과 사랑데이케어 센터,07923,11,470,103,서울특별시 양천구 신월동,2022-06-02,2022-06-02
21147000471,사랑초 데이케어센터,08033,11,470,103,서울특별시 양천구 신월동,2022-07-01,2022-07-01
21147000472,목동어머니재가센터,08037,11,470,103,서울특별시 양천구 신월동,2022-07-01,2022-07-01
21147000474,굿케어재가복지센터,08017,11,470,101,서울특별시 양천구 신정동,2022-07-20,2022-07-20
21147000475,미소재가복지센터,07912,11,470,103,서울특별시 양천구 신월동,2022-07-20,2022-07-20
21147000477,성주데이케어센터,07923,11,470,103,서울특별시 양천구 신월동,2022-08-01,2022-08-01
21147000478,알콩달콩데이케어센터,07923,11,470,103,서울특별시 양천구 신월동,2022-08-01,2022-08-01
21147000482,담다노인재가복지센터,08087,11,470,101,서울특별시 양천구 신정동,2022-11-11,2022-11-11
21147000484,두드림복지재가센터,08039,11,470,103,서울특별시 양천구 신월동,2023-01-06,2023-01-06
21147000485,따뜻한 손길,08026,11,470,101,서울특별시 양천구 신정동,2023-02-24,2023-02-24
21147000486,목동효사랑데이케어센터 방문요양센터,07944,11,470,101,서울특별시 양천구 신정동,2023-02-24,2023-02-24
21147000487,연세휴데이케어센터,07915,11,470,103,서울특별시 양천구 신월동,2023-02-24,2023-02-24
21147000488,사랑가득 재가복지센터,07928,11,470,103,서울특별시 양천구 신월동,2023-03-31,2023-03-31
21147000489,더나은노인재가복지센터,07938,11,470,101,서울특별시 양천구 신정동,2023-03-31,2023-03-31
21147000490,목동재가노인복지센터,07947,11,470,102,서울특별시 양천구 목동,2023-04-17,2023-04-17
21147000491,양천효사랑재가복지센터,08028,11,470,103,서울특별시 양천구 신월동,2023-04-17,2023-04-17
21147000492,A+굿뉴스 재가복지센터,07970,11,470,102,서울특별시 양천구 목동,2023-05-15,2023-05-15
21147000493,온누리재가복지센터,07951,11,470,102,서울특별시 양천구 목동,2023-05-15,2023-05-15
21147000494,A+굿뉴스 재가복지센터,07970,11,470,102,서울특별시 양천구 목동,2023-06-16,2023-06-16
21147000495,늘푸른재가복지센터,08104,11,470,101,서울특별시 양천구 신정동,2023-06-16,2023-06-16
21147000496,초롱이 방문요양센터,08014,11,470,101,서울특별시 양천구 신정동,2023-06-16,2023-06-16
21147000497,대한재가복지센터,07945,11,470,101,서울특별시 양천구 신정동,2023-08-11,2023-08-11
21147000498,우리동네재가복지센터,08031,11,470,103,서울특별시 양천구 신월동,2023-08-11,2023-08-11
21147000499,(주)대교뉴이프데이케어센터목동센터,08015,11,470,101,서울특별시 양천구 신정동,2023-09-01,2023-09-01
21147000500,다솜재가복지센터,07969,11,470,102,서울특별시 양천구 목동,2023-08-11,2023-08-11
21147000501,밝은샘주간보호센터,08041,11,470,103,서울특별시 양천구 신월동,2023-08-11,2023-08-11
21147000502,나눔방문요양센터,07929,11,470,103,서울특별시 양천구 신월동,2023-10-13,2023-10-13
21147000503,해오름노인복지센터,07902,11,470,103,서울특별시 양천구 신월동,2023-10-13,2023-10-13
21147000504,효도랑재가방문요양센터,07925,11,470,103,서울특별시 양천구 신월동,2023-10-13,2023-10-13
21147000505,(주)대교뉴이프데이케어센터 목동센터,08015,11,470,101,서울특별시 양천구 신정동,2023-10-13,2023-10-13
21147000506,영주재가복지센터,07911,11,470,103,서울특별시 양천구 신월동,2023-12-22,2023-12-22
21147000507,시니어사랑 재가복지센터,07960,11,470,102,서울특별시 양천구 목동,2023-12-22,2023-12-22
21147000508,늘봄복지센터,07923,11,470,103,서울특별시 양천구 신월동,2024-01-26,2024-01-26
21147000509,장수재가복지센터,08033,11,470,103,서울특별시 양천구 신월동,2024-01-26,2024-01-26
21147000510,국민주야간보호센터,07993,11,470,102,서울특별시 양천구 목동,2024-01-26,2024-01-26
21147000511,좋은사람들재가요양복지센터,08104,11,470,101,서울특별시 양천구 신정동,2024-01-26,2024-01-26
21147000512,조은복지용구의료기,08009,11,470,101,서울특별시 양천구 신정동,2024-03-22,2024-03-22
21147000514,햇살로뎀 재가복지센터,07956,11,470,102,서울특별시 양천구 목동,2024-03-22,2024-03-22
21147000515,기쁨주는복지 사회적협동조합 양천재가센터,07911,11,470,103,서울특별시 양천구 신월동,2024-03-22,2024-03-22
21147000516,햇살로뎀 재가복지센터,07956,11,470,102,서울특별시 양천구 목동,2024-03-22,2024-03-22
21150000004,우리모두데이케어센터,07577,11,500,102,서울특별시 강서구 등촌동,2008-06-09,1995-08-03
21150000005,한마음방문요양센터,07722,11,500,103,서울특별시 강서구 화곡동,2008-06-11,2008-06-11
21150000087,시립 강서노인복지관 데이케어센터,07590,11,500,102,서울특별시 강서구 등촌동,2009-03-31,2009-03-31
21150000101,가양5데이케어센터,07526,11,500,104,서울특별시 강서구 가양동,2009-05-22,2009-05-22
21150000160,서울시니어스타워(주),07550,11,500,102,서울특별시 강서구 등촌동,2010-06-09,2010-06-09
21150000169,훼미피아데이케어센터,07585,11,500,102,서울특별시 강서구 등촌동,2010-07-30,2010-07-30
21150000181,강서구립 연지데이케어센터,07657,11,500,103,서울특별시 강서구 화곡동,2010-11-12,2010-11-12
21150000192,강서구립 봉제산데이케어센터,07676,11,500,103,서울특별시 강서구 화곡동,2011-03-11,2011-03-11
21150000303,화곡본동성당데이케어센터,07730,11,500,103,서울특별시 강서구 화곡동,2015-05-01,2015-05-01
21150000326,국민재가복지센터,07586,11,500,102,서울특별시 강서구 등촌동,2015-11-02,2015-11-02
21150000333,강서힐링데이케어센터,07635,11,500,106,서울특별시 강서구 내발산동,2016-01-05,2016-01-05
21150000335,사회적협동조합 강서나눔돌봄재가센터,07680,11,500,106,서울특별시 강서구 내발산동,2016-02-01,2016-02-01
21150000366,(weforyou)위포유재활데이케어센터,07590,11,500,102,서울특별시 강서구 등촌동,2016-11-01,2016-11-01
21150000404,엔젤리아데이케어센터,07587,11,500,102,서울특별시 강서구 등촌동,2017-09-28,2017-09-28
21150000417,아름다운은빛재가노인복지센터,07592,11,500,109,서울특별시 강서구 방화동,2018-04-16,2018-04-16
