장기요양기관코드,장기요양기관이름,우편번호,시도코드,시군구코드,법정동코드,시도 시군구 법정동명,지정일자,설치신고일자
24889000095,굿모닝의료기,50233,48,890,250,경상남도 합천군 합천읍,2021-02-08,2021-01-10
24889000096,따스한 주야간 보호센터,50246,48,890,360,경상남도 합천군 초계면,2021-02-08,2021-01-25
24889000097,연우실버케어주간보호센터,50229,48,890,250,경상남도 합천군 합천읍,2021-07-26,2021-07-15
24889000098,더나은재가노인복지센터,50201,48,890,330,경상남도 합천군 가야면,2021-10-12,2021-09-27
24889000100,합천군 재가방문간호센터,50242,48,890,350,경상남도 합천군 율곡면,2022-01-03,2022-01-03
24889000101,오래오래 재가복지센터,50231,48,890,250,경상남도 합천군 합천읍,2022-01-24,2022-01-24
24889000102,승화 누리방문요양센터,50232,48,890,250,경상남도 합천군 합천읍,2022-07-11,2022-07-11
24889000103,해바라기 재가복지센터,50233,48,890,250,경상남도 합천군 합천읍,2022-07-30,2022-07-30
24889000104,행복나눔재가복지센터,50236,48,890,250,경상남도 합천군 합천읍,2022-07-30,2022-07-30
24889000105,가야숭산 재가복지센터,50202,48,890,330,경상남도 합천군 가야면,2023-04-18,2023-04-18
24889000106,참좋은실버주간보호센터,50208,48,890,320,경상남도 합천군 묘산면,2023-07-11,2023-07-07
24889000107,노블하임 주간보호센터,50212,48,890,460,경상남도 합천군 용주면,2023-08-25,2023-08-25
25011000002,한경원광소규모요양시설,63008,50,110,310,제주특별자치도 제주시 한경면,2008-05-09,2007-06-15
25011000003,동제주노인복지센터,63360,50,110,256,제주특별자치도 제주시 구좌읍,2008-05-26,2006-01-06
25011000004,은빛마을노인복지센터,63333,50,110,259,제주특별자치도 제주시 조천읍,2008-05-29,2006-06-01
25011000008,제주원광재가노인복지센터,63051,50,110,253,제주특별자치도 제주시 애월읍,2008-06-02,1996-09-06
25011000022,국제사회복지회(부설)노인복지센터,63159,50,110,109,제주특별자치도 제주시 용담이동,2008-06-13,1997-10-01
25011000023,국제사회복지회(부설)야곱노인복지센터,63014,50,110,250,제주특별자치도 제주시 한림읍,2008-06-13,2003-06-24
25011000026,제주노인복지센터,63076,50,110,138,제주특별자치도 제주시 도평동,2008-06-19,2004-09-15
25011000036,삼양소규모노인종합센터,63314,50,110,113,제주특별자치도 제주시 삼양일동,2008-06-24,2007-10-11
25011000080,제광원소규모요양시설,63144,50,110,120,제주특별자치도 제주시 오라이동,2009-01-14,2009-01-14
25011000082,주사랑소규모요양원,63044,50,110,253,제주특별자치도 제주시 애월읍,2009-02-05,2009-02-05
25011000087,성안노인복지센터,63236,50,110,117,제주특별자치도 제주시 아라일동,2009-04-01,2009-04-01
25011000091,노인복지센터 연화원,63145,50,110,120,제주특별자치도 제주시 오라이동,2009-04-22,2009-04-22
25011000124,전원요양원,63246,50,110,118,제주특별자치도 제주시 아라이동,2010-03-23,2010-03-23
25011000208,성가정노인복지센터,63305,50,110,112,제주특별자치도 제주시 화북이동,2013-10-04,2013-10-04
25011000298,한림주간보호센터,63014,50,110,250,제주특별자치도 제주시 한림읍,2019-05-09,2019-05-09
25011000305,대한노인복지센터,63232,50,110,104,제주특별자치도 제주시 이도이동,2019-10-01,2019-10-01
25011000309,제주인복지센터,63182,50,110,105,제주특별자치도 제주시 삼도일동,2019-12-13,2019-12-13
25011000314,한울재가복지센터,63118,50,110,137,제주특별자치도 제주시 연동,2020-05-21,2020-05-04
25011000315,늘도움재가방문요양센터,63209,50,110,104,제주특별자치도 제주시 이도이동,2021-01-29,2020-12-09
25011000316,다온실버케어센터,63024,50,110,250,제주특별자치도 제주시 한림읍,2021-03-16,2021-01-26
25011000317,섬김재가복지센터,63211,50,110,104,제주특별자치도 제주시 이도이동,2021-03-15,2021-01-09
25011000318,선한나눔재가복지센터,63265,50,110,102,제주특별자치도 제주시 일도이동,2021-04-16,2021-03-09
25011000319,행복드림재가복지센터,63163,50,110,109,제주특별자치도 제주시 용담이동,2021-05-10,2021-03-08
25011000323,길재가복지센터,63154,50,110,108,제주특별자치도 제주시 용담일동,2021-06-11,2021-04-19
25011000326,평강노인복지센터,63261,50,110,102,제주특별자치도 제주시 일도이동,2021-07-20,2021-06-30
25011000328,제주특별자치도립노인요양원 부설 주야간보호센터,63243,50,110,117,제주특별자치도 제주시 아라일동,2021-08-01,2021-08-01
25011000329,혼디노인복지센터,63076,50,110,138,제주특별자치도 제주시 도평동,2021-08-01,2021-08-01
25011000331,신촌실버재가복지센터,63337,50,110,259,제주특별자치도 제주시 조천읍,2021-08-19,2021-06-28
25011000332,일도주야간보호센터,63255,50,110,102,제주특별자치도 제주시 일도이동,2021-08-19,2021-06-28
25011000333,우리재가노인복지센터,63275,50,110,102,제주특별자치도 제주시 일도이동,2021-09-09,2021-07-27
25011000334,한라복지용구센터,63316,50,110,113,제주특별자치도 제주시 삼양일동,2021-11-02,2021-09-01
25011000335,우리실버방문요양복지센터,63231,50,110,104,제주특별자치도 제주시 이도이동,2022-01-05,2021-11-16
25011000336,해안노인주간보호센터,63077,50,110,139,제주특별자치도 제주시 해안동,2022-02-22,2022-01-10
25011000340,중앙노인복지센터,63259,50,110,102,제주특별자치도 제주시 일도이동,2022-02-22,2022-01-10
25011000341,김녕반석주간보호센터,63348,50,110,256,제주특별자치도 제주시 구좌읍,2022-02-22,2022-02-07
25011000342,올레재가복지센터,63174,50,110,108,제주특별자치도 제주시 용담일동,2022-03-31,2022-02-18
25011000344,맨도롱 재가방문 노인복지센터,63275,50,110,102,제주특별자치도 제주시 일도이동,2022-03-31,2022-02-18
25011000346,설문대 복지용구,63175,50,110,108,제주특별자치도 제주시 용담일동,2022-04-29,2022-04-19
25011000347,해미재가복지센터,63070,50,110,123,제주특별자치도 제주시 외도일동,2022-05-01,2022-04-30
25011000348,나눔복지용구센터,63210,50,110,104,제주특별자치도 제주시 이도이동,2022-05-30,2022-04-29
25011000349,외도노인복지센터,63070,50,110,123,제주특별자치도 제주시 외도일동,2022-06-01,2022-05-31
25011000350,제주시종합재가센터,63144,50,110,120,제주특별자치도 제주시 오라이동,2022-05-30,2022-05-06
25011000351,시니어재가복지센터,63212,50,110,104,제주특별자치도 제주시 이도이동,2022-06-24,2022-05-18
25011000352,사랑모아재가복지센터,63167,50,110,106,제주특별자치도 제주시 삼도이동,2022-09-23,2022-08-17
25011000353,하나노인복지센터,63216,50,110,104,제주특별자치도 제주시 이도이동,2022-09-23,2022-08-24
25011000356,제주두성통합재가센터,63176,50,110,105,제주특별자치도 제주시 삼도일동,2022-10-31,2022-09-23
25011000357,아라동행주간보호센터,63249,50,110,117,제주특별자치도 제주시 아라일동,2022-10-31,2022-09-23
25011000358,올리사랑재가복지센터,63336,50,110,259,제주특별자치도 제주시 조천읍,2023-01-13,2022-12-16
25011000359,원당주간보호센터,63317,50,110,113,제주특별자치도 제주시 삼양일동,2023-01-13,2022-10-25
25011000360,중앙로복지용구센터,63192,50,110,103,제주특별자치도 제주시 이도일동,2023-02-27,2023-02-02
25011000361,제주온정재가복지센터,63139,50,110,137,제주특별자치도 제주시 연동,2023-04-01,2023-02-16
25011000363,효방문요양센터,63209,50,110,104,제주특별자치도 제주시 이도이동,2023-04-01,2023-02-27
25011000364,꽃길노인요양복지센터,63153,50,110,108,제주특별자치도 제주시 용담일동,2023-04-01,2023-02-28
25011000365,이어도재가노인요양센터,63146,50,110,119,제주특별자치도 제주시 오라일동,2023-04-01,2023-03-31
25011000366,제주굿모닝케어센터(복지용구종합센터),63236,50,110,117,제주특별자치도 제주시 아라일동,2023-04-01,2023-03-14
25011000367,청춘노인복지센터,63357,50,110,256,제주특별자치도 제주시 구좌읍,2023-05-11,2023-03-07
25011000368,다사랑노인복지센터,63176,50,110,105,제주특별자치도 제주시 삼도일동,2023-05-11,2023-03-29
25011000369,제민주야간보호센터,63077,50,110,139,제주특별자치도 제주시 해안동,2023-05-11,2023-04-14
25011000372,그린메디복지용구,63105,50,110,122,제주특별자치도 제주시 노형동,2023-06-09,2023-05-04
25011000373,나누리재가복지센터,63184,50,110,105,제주특별자치도 제주시 삼도일동,2023-07-06,2023-06-02
25011000374,늘행복노인복지센터,63174,50,110,108,제주특별자치도 제주시 용담일동,2023-07-06,2023-06-02
25011000375,건강한재가노인복지센터,63326,50,110,131,제주특별자치도 제주시 도련이동,2023-07-06,2023-06-13
25011000376,우리동네 재가복지센터,63076,50,110,138,제주특별자치도 제주시 도평동,2023-07-28,2023-06-26
25011000377,휴(休)타운주간보호센터,63311,50,110,135,제주특별자치도 제주시 월평동,2023-07-28,2023-06-29
25011000378,한결같은 노인주간보호센터,63326,50,110,130,제주특별자치도 제주시 도련일동,2023-07-28,2023-07-11
25011000379,중앙로 재가복지센터,63192,50,110,103,제주특별자치도 제주시 이도일동,2023-07-28,2023-06-29
25011000380,봄빛재가복지센터,63293,50,110,111,제주특별자치도 제주시 화북일동,2023-08-28,2023-07-28
25011000381,화북노인복지센터,63292,50,110,111,제주특별자치도 제주시 화북일동,2023-08-28,2023-07-28
25011000382,다은재가노인복지센터,63115,50,110,109,제주특별자치도 제주시 용담이동,2023-08-28,2023-08-08
25011000383,제주케어메디칼,63268,50,110,102,제주특별자치도 제주시 일도이동,2023-09-22,2023-08-30
25011000384,재가노인요양센터 선아,63114,50,110,110,제주특별자치도 제주시 용담삼동,2023-09-22,2023-09-06
25011000385,더 미소천사주간보호센터,63319,50,110,114,제주특별자치도 제주시 삼양이동,2023-10-25,2023-09-22
25011000386,우리마을돌봄센터(주간보호센터),63005,50,110,310,제주특별자치도 제주시 한경면,2023-10-25,2023-09-21
25011000387,새봄노인복지센터,63062,50,110,253,제주특별자치도 제주시 애월읍,2023-10-25,2023-09-21
25011000388,이행복주간보호센터(방문요양),63236,50,110,117,제주특별자치도 제주시 아라일동,2023-10-25,2023-09-19
25011000389,성심재가노인복지센터,63327,50,110,116,제주특별자치도 제주시 봉개동,2023-10-25,2023-09-19
25011000390,굿모닝재가노인복지센터,63248,50,110,117,제주특별자치도 제주시 아라일동,2023-11-29,2023-10-24
25011000391,제주 진심돌봄 통합재가복지센터,63248,50,110,117,제주특별자치도 제주시 아라일동,2023-12-22,2023-11-21
25011000392,고운재가복지센터,63181,50,110,105,제주특별자치도 제주시 삼도일동,2023-12-28,2023-12-28
25011000393,햇살노인복지센터,63095,50,110,122,제주특별자치도 제주시 노형동,2024-02-02,2023-12-12
25011000394,이정미재가복지센터,63096,50,110,122,제주특별자치도 제주시 노형동,2024-02-02,2024-01-04
25013000002,서귀원광노인복지센터,63583,50,130,106,제주특별자치도 서귀포시 서홍동,2008-05-28,1999-05-21
25013000003,성산원광소규모요양시설,63640,50,130,259,제주특별자치도 서귀포시 성산읍,2008-05-29,2007-06-19
25013000007,남제주재가복지센터,63509,50,130,250,제주특별자치도 서귀포시 대정읍,2008-06-20,2004-04-13
25013000013,에덴노인복지센터,63611,50,130,253,제주특별자치도 서귀포시 남원읍,2008-07-04,2008-03-13
25013000107,예담재가복지센터,63604,50,130,111,제주특별자치도 서귀포시 토평동,2017-01-01,2017-01-01
25013000109,평안재가노인복지센터,63603,50,130,111,제주특별자치도 서귀포시 토평동,2017-07-01,2017-07-01
25013000124,임마누엘 노인주간보호센터,63587,50,130,105,제주특별자치도 서귀포시 동홍동,2020-12-02,2020-11-03
25013000125,정다운재가복지센터,63621,50,130,253,제주특별자치도 서귀포시 남원읍,2021-10-01,2021-10-01
25013000126,은혜재가방문요양센터,63601,50,130,108,제주특별자치도 서귀포시 하효동,2021-12-27,2021-12-02
25013000127,서귀포공립요양원 주간보호센터,63619,50,130,253,제주특별자치도 서귀포시 남원읍,2022-03-02,2022-02-22
25013000128,서귀포시종합재가센터,63586,50,130,105,제주특별자치도 서귀포시 동홍동,2022-06-10,2022-05-09
25013000129,관심재활노인복지센터,63501,50,130,250,제주특별자치도 서귀포시 대정읍,2022-06-30,2022-06-07
25013000130,늘푸른재가복지센터,63629,50,130,320,제주특별자치도 서귀포시 표선면,2023-01-31,2023-01-12
25013000131,성산효담재가복지센터,63630,50,130,259,제주특별자치도 서귀포시 성산읍,2023-01-31,2023-01-12
25013000132,온누리재가복지센터,63595,50,130,101,제주특별자치도 서귀포시 서귀동,2023-04-10,2023-03-17
25013000133,강평재가노인복지센터,63502,50,130,250,제주특별자치도 서귀포시 대정읍,2023-08-14,2023-07-25
25013000134,성읍제일노인복지센터,63624,50,130,320,제주특별자치도 서귀포시 표선면,2023-09-20,2023-08-16
25013000135,일출노인복지센터,63643,50,130,259,제주특별자치도 서귀포시 성산읍,2023-09-22,2023-09-05
25013000136,다함께한마음재가센터,63621,50,130,253,제주특별자치도 서귀포시 남원읍,2023-12-21,2023-11-27
25013000138,이화대정노인복지센터,63507,50,130,250,제주특별자치도 서귀포시 대정읍,2024-01-25,2024-01-10
25111000524,다올재가노인복지센터,24370,51,110,123,강원특별자치도 춘천시 퇴계동,2023-08-01,2023-08-01
25111000527,푸른재가복지센터,24300,51,110,120,강원특별자치도 춘천시 후평동,2023-09-01,2023-09-01
25111000528,e편한노인복지센터,24366,51,110,112,강원특별자치도 춘천시 효자동,2023-09-01,2023-09-01
25111000530,부모사랑재가복지센터,24281,51,110,120,강원특별자치도 춘천시 후평동,2023-11-01,2023-11-01
25111000532,드림복지센터,24324,51,110,124,강원특별자치도 춘천시 석사동,2023-11-01,2023-11-01
25111000533,길벗재가노인복지센터,24253,51,110,120,강원특별자치도 춘천시 후평동,2023-11-01,2023-11-01
25111000534,노인과 바다,24284,51,110,120,강원특별자치도 춘천시 후평동,2023-11-01,2023-11-01
25111000535,행복드림재가복지센터,24272,51,110,114,강원특별자치도 춘천시 소양로2가,2024-01-01,2024-01-01
25111000536,등불재가노인복지센터,24301,51,110,120,강원특별자치도 춘천시 후평동,2024-01-01,2024-01-01
25111000537,다오래재가복지센터,24397,51,110,124,강원특별자치도 춘천시 석사동,2024-02-01,2024-02-01
25111000539,효림재가복지센터,24355,51,110,109,강원특별자치도 춘천시 죽림동,2024-03-01,2024-03-01
25111000541,믿음재가방문요양센터,24441,51,110,123,강원특별자치도 춘천시 퇴계동,2024-04-01,2024-04-01
25111000542,미래노인복지센터,24384,51,110,124,강원특별자치도 춘천시 석사동,2024-04-01,2024-04-01
25113000431,원주연세재가복지센터,26403,51,130,370,강원특별자치도 원주시 흥업면,2023-08-01,2023-08-01
25113000432,도움주간보호센터,26428,51,130,101,강원특별자치도 원주시 중앙동,2023-07-01,2023-07-01
25113000435,큰나무재가복지센터,26399,51,130,380,강원특별자치도 원주시 판부면,2023-08-01,2023-08-01
25113000436,김민세방문요양센터,26370,51,130,250,강원특별자치도 원주시 문막읍,2023-08-01,2023-08-01
25113000437,온누리방문요양센터,26327,51,130,112,강원특별자치도 원주시 태장동,2023-09-01,2023-09-01
25113000439,딩동재가노인복지센터,26408,51,130,110,강원특별자치도 원주시 단계동,2023-11-01,2023-11-01
25113000441,연희통합복지센터,26387,51,130,115,강원특별자치도 원주시 무실동,2023-11-01,2023-11-01
25113000442,믿음실버복지(주),26385,51,130,115,강원특별자치도 원주시 무실동,2023-12-01,2023-12-01
25113000443,믿음재가방문요양센터,26448,51,130,105,강원특별자치도 원주시 개운동,2023-12-01,2023-12-01
25113000444,원주돌봄센터,26425,51,130,108,강원특별자치도 원주시 일산동,2023-12-01,2023-12-01
25113000445,포근한재가복지센터,26378,51,130,110,강원특별자치도 원주시 단계동,2023-12-01,2023-12-01
25113000446,한마음재가복지센터,26382,51,130,110,강원특별자치도 원주시 단계동,2023-12-01,2023-12-01
25113000448,우리방문요양돌봄센터,26383,51,130,115,강원특별자치도 원주시 무실동,2024-01-01,2024-01-01
25113000449,은혜방문요양돌봄센터,26428,51,130,101,강원특별자치도 원주시 중앙동,2024-01-01,2024-01-01
25113000451,섬김재활인지센터,26392,51,130,115,강원특별자치도 원주시 무실동,2024-02-01,2024-02-01
25113000453,에이스재가노인복지센터,26479,51,130,106,강원특별자치도 원주시 명륜동,2024-03-01,2024-03-01
25113000454,(주)대교뉴이프 방문요양센터 원주센터,26441,51,130,106,강원특별자치도 원주시 명륜동,2024-04-01,2024-04-01
25113000455,딸내미장기요양기관,26446,51,130,105,강원특별자치도 원주시 개운동,2024-04-01,2024-04-01
25113000456,노인생협복지용구센터,26336,51,130,111,강원특별자치도 원주시 우산동,2024-04-01,2024-04-01
25115000399,옥계농협재가노인복지센터,25634,51,150,350,강원특별자치도 강릉시 옥계면,2023-08-01,2023-08-01
25115000400,햇살재가복지센터,25420,51,150,250,강원특별자치도 강릉시 주문진읍,2023-09-01,2023-09-01
25115000401,해오름방문요양센터,25486,51,150,111,강원특별자치도 강릉시 포남동,2023-09-01,2023-09-01
25115000402,보듬재가복지센터,25419,51,150,250,강원특별자치도 강릉시 주문진읍,2023-10-01,2023-10-01
25115000403,강릉방문간호센터,25489,51,150,110,강원특별자치도 강릉시 교동,2023-10-01,2023-10-01
25115000404,다정재가복지센터,25564,51,150,111,강원특별자치도 강릉시 포남동,2023-11-13,2023-11-13
25115000406,좋은복지센터,25612,51,150,122,강원특별자치도 강릉시 유산동,2024-01-01,2023-12-07
25115000407,섬결재가복지센터,25476,51,150,110,강원특별자치도 강릉시 교동,2024-02-01,2024-01-08
25115000408,정한방문요양센터Ⅱ,25484,51,150,111,강원특별자치도 강릉시 포남동,2024-02-01,2024-01-08
25115000409,노아재가복지센터,25565,51,150,111,강원특별자치도 강릉시 포남동,2024-03-01,2024-02-06
25115000410,다누리재가복지센터,25484,51,150,111,강원특별자치도 강릉시 포남동,2024-03-01,2024-02-06
25115000411,좋은복지센터,25612,51,150,122,강원특별자치도 강릉시 유산동,2024-03-01,2024-02-06
25115000412,고마운재가복지센터,25477,51,150,111,강원특별자치도 강릉시 포남동,2024-04-01,2024-03-09
25115000413,(Ⅰ)에이플러스홈 재가복지센터,25520,51,150,101,강원특별자치도 강릉시 홍제동,2024-04-01,2024-03-09
25117000128,효심재가복지센터,25766,51,170,101,강원특별자치도 동해시 천곡동,2023-06-20,2023-06-15
25117000129,사랑꽃노인복지센터,25805,51,170,109,강원특별자치도 동해시 쇄운동,2023-07-27,2023-07-24
25117000130,바른섬김요양센터,25723,51,170,111,강원특별자치도 동해시 발한동,2023-07-27,2023-07-24
25117000132,A+동해노인돌봄통합센터,25721,51,170,111,강원특별자치도 동해시 발한동,2023-12-27,2023-12-15
25117000133,다올방문요양센터,25722,51,170,111,강원특별자치도 동해시 발한동,2024-02-29,2024-02-29
25117000134,편안주야간보호센터,25805,51,170,109,강원특별자치도 동해시 쇄운동,2024-04-24,2024-04-24
25121000105,설빛재가복지센터,24842,51,210,104,강원특별자치도 속초시 금호동,2023-10-01,2023-09-11
25121000107,돌봄재가복지센터,24853,51,210,106,강원특별자치도 속초시 교동,2024-02-07,2024-02-01
25121000109,다솜재가복지센터,24825,51,210,102,강원특별자치도 속초시 동명동,2024-04-25,2024-03-06
25123000121,공감재가노인복지센터,25906,51,230,116,강원특별자치도 삼척시 오사동,2023-06-26,2023-05-30
25123000122,굿해피니스사회복지센터,25956,51,230,253,강원특별자치도 삼척시 원덕읍,2023-06-26,2023-05-30
25123000123,햇살요양재가센터,25915,51,230,106,강원특별자치도 삼척시 교동,2023-07-26,2023-07-26
25123000124,행복재가센터,25947,51,230,250,강원특별자치도 삼척시 도계읍,2023-07-26,2023-07-26
25123000125,한울재가복지센터,25918,51,230,118,강원특별자치도 삼척시 원당동,2023-10-18,2023-10-18
25123000126,좋은재가방문요양센터,25920,51,230,120,강원특별자치도 삼척시 남양동,2023-10-18,2023-10-18
25172000106,강원사랑재가센터,25128,51,720,250,강원특별자치도 홍천군 홍천읍,2023-11-30,2023-10-20
25172000108,효플러스재가복지센터,25121,51,720,250,강원특별자치도 홍천군 홍천읍,2023-12-29,2023-12-14
25172000109,홍천사랑재가노인복지센터,25150,51,720,250,강원특별자치도 홍천군 홍천읍,2024-03-07,2024-02-07
25173000088,고려요양협동조합,25234,51,730,250,강원특별자치도 횡성군 횡성읍,2023-11-15,2023-08-07
25176000079,평창방문요양센터,25358,51,760,330,강원특별자치도 평창군 대화면,2023-10-01,2023-10-01
25176000080,동행재가복지센터,25312,51,760,350,강원특별자치도 평창군 용평면,2023-12-01,2024-12-01
25177000045,수호천사방문요양센터,26101,51,770,340,강원특별자치도 정선군 북평면,2023-10-04,2023-09-25
25177000046,여량방문요양센터,26106,51,770,370,강원특별자치도 정선군 여량면,2023-12-08,2023-11-13
25178000057,한가족재가노인복지센터,24029,51,780,253,강원특별자치도 철원군 김화읍,2023-08-23,2023-08-23
25178000058,만남방문요양센터,24031,51,780,256,강원특별자치도 철원군 갈말읍,2024-03-12,2024-01-10
25179000028,동행재가복지센터 사내지점,24154,51,790,340,강원특별자치도 화천군 사내면,2023-11-06,2023-11-06
25181000017,내린천노인복지센타,24632,51,810,250,강원특별자치도 인제군 인제읍,2023-09-27,2023-09-27
25182000042,늘품재가노인복지센터,24765,51,820,330,강원특별자치도 고성군 토성면,2023-07-13,2023-06-13
25183000052,참조은재가노인복지센터,25019,51,830,250,강원특별자치도 양양군 양양읍,2024-01-01,2023-12-18
25211000805,아빠랑재가복지센터,54911,52,113,115,전북특별자치도 전주시 덕진구 우아동3가,2024-04-01,2024-04-01
25211000806,송천실버케어재가센터,54822,52,113,122,전북특별자치도 전주시 덕진구 송천동2가,2024-04-01,2024-04-01
25213000424,구암동산재가노인복지센터,54044,52,130,137,전북특별자치도 군산시 구암동,2024-02-01,2024-02-01
25213000428,큰사랑재가노인복지센터,54120,52,130,111,전북특별자치도 군산시 삼학동,2024-04-02,2024-03-21
25214000525,하나재가복지센터,54511,52,140,250,전북특별자치도 익산시 함열읍,2024-02-29,2024-01-08
25214000526,동산 헬스케어,54676,52,140,111,전북특별자치도 익산시 동산동,2024-02-29,2024-01-12
25214000527,정원재가복지센터,54555,52,140,134,전북특별자치도 익산시 부송동,2024-01-29,2023-12-27
25214000528,사랑해엄마주간복지센터,54675,52,140,110,전북특별자치도 익산시 인화동2가,2024-02-29,2023-12-27
25214000529,함열사랑키움주간보호센터,54511,52,140,250,전북특별자치도 익산시 함열읍,2024-01-29,2024-01-22
25214000530,다이로운노인복지센터,54645,52,140,121,전북특별자치도 익산시 신동,2024-02-29,2024-02-26
25214000531,늘봄재가복지센터,54603,52,140,109,전북특별자치도 익산시 인화동1가,2024-04-01,2024-02-26
25214000532,참좋은영광복지센터,54515,52,140,380,전북특별자치도 익산시 망성면,2024-03-01,2024-03-01
25214000533,복드림재가노인복지센터,54533,52,140,320,전북특별자치도 익산시 황등면,2024-04-30,2024-04-09
25218000264,으뜸재가복지센터,56165,52,180,104,전북특별자치도 정읍시 시기동,2024-02-20,2024-01-30
25218000265,정읍사랑재가노인복지센터,56163,52,180,101,전북특별자치도 정읍시 수성동,2024-02-20,2024-02-06
25218000266,화해노인복지센터,56133,52,180,310,전북특별자치도 정읍시 북면,2024-04-22,2024-04-01
25219000151,효담재가노인복지센터,55772,52,190,103,전북특별자치도 남원시 죽항동,2024-03-25,2024-02-28
25221000226,건강노인복지센터,54408,52,210,101,전북특별자치도 김제시 요촌동,2024-02-14,2024-02-14
25221000227,소선녀 방문간호센터,54385,52,210,107,전북특별자치도 김제시 서암동,2024-04-02,2024-04-02
25271000124,삼봉재활주간보호센터,55334,52,710,250,전북특별자치도 완주군 삼례읍,2024-01-31,2024-01-25
25271000125,봄날재가복지센터,55326,52,710,253,전북특별자치도 완주군 봉동읍,2024-01-31,2024-01-25
25271000126,모악재가복지센터,55362,52,710,350,전북특별자치도 완주군 구이면,2024-04-17,2024-04-05
25271000127,가온재가복지센터,55350,52,710,256,전북특별자치도 완주군 용진읍,2024-04-17,2024-04-05
25274000059,베리굿노인복지센터,55615,52,740,335,전북특별자치도 장수군 장계면,2024-03-12,2024-03-12
25277000058,순창소망주간보호센터,56032,52,770,250,전북특별자치도 순창군 순창읍,2024-03-21,2024-03-15
25279000120,고창의료기,56436,52,790,250,전북특별자치도 고창군 고창읍,2024-03-08,2024-02-29
25280000179,다온재활재가노인복지센터,56318,52,800,250,전북특별자치도 부안군 부안읍,2024-02-14,2024-02-05
25280000180,낭만주간보호센터,56309,52,800,250,전북특별자치도 부안군 부안읍,2024-03-29,2024-03-18
31111000012,(주)이원건강의료기,03180,11,110,177,서울특별시 종로구 평동,2008-07-10,2008-07-04
31111000015,(주)통일의료기,03124,11,110,164,서울특별시 종로구 종로6가,2008-09-02,2008-09-02
31111000025,건강종로의료기,03132,11,110,133,서울특별시 종로구 익선동,2008-10-30,2008-10-30
31111000032,숭일재가노인복지센터,03112,11,110,175,서울특별시 종로구 숭인동,2009-01-20,2009-01-19
31111000035,효사랑플러스홈케어,03017,11,110,185,서울특별시 종로구 홍지동,2009-04-01,2009-04-01
31111000037,영락노인복지센터,03180,11,110,176,서울특별시 종로구 교남동,2009-04-03,2009-04-03
31111000040,동의방문요양센터,03125,11,110,164,서울특별시 종로구 종로6가,2009-07-17,2009-07-17
31111000042,제일복지용구,03137,11,110,157,서울특별시 종로구 인의동,2009-08-21,2009-08-17
31111000048,웃음드림방문요양센터,03103,11,110,174,서울특별시 종로구 창신동,2009-12-11,2009-12-11
31111000049,삼원재가노인복지센터,03019,11,110,186,서울특별시 종로구 신영동,2009-12-18,2009-12-18
31111000050,돌보미실버센터,03090,11,110,174,서울특별시 종로구 창신동,2009-12-29,2009-12-28
31111000055,명륜재가복지센터,03071,11,110,173,서울특별시 종로구 명륜3가,2010-07-02,2010-07-02
31111000058,서대문이원의료기,03181,11,110,177,서울특별시 종로구 평동,2010-10-22,2010-10-22
31111000063,행복한재가노인복지센터,03096,11,110,174,서울특별시 종로구 창신동,2011-04-07,2011-04-07
31111000065,한국실버케어센터,03127,11,110,159,서울특별시 종로구 원남동,2011-04-30,2011-04-30
31111000074,운화실버복지센터,03094,11,110,174,서울특별시 종로구 창신동,2013-01-22,2013-01-22
31111000082,중앙의료기상사,03195,11,110,163,서울특별시 종로구 종로5가,2014-08-13,2014-08-13
31111000083,사회적협동조합 종로돌봄센터,03095,11,110,174,서울특별시 종로구 창신동,2015-01-07,2015-01-07
31111000086,효자요양센터,03034,11,110,111,서울특별시 종로구 옥인동,2015-06-26,2015-06-26
31111000091,평창방문요양센터,03008,11,110,183,서울특별시 종로구 평창동,2016-11-14,2016-11-01
31111000092,A+굿뉴스 방문요양센터,03091,11,110,174,서울특별시 종로구 창신동,2016-12-08,2016-11-30
31111000098,구구팔팔방문요양센터,03112,11,110,175,서울특별시 종로구 숭인동,2017-06-22,2017-06-22
31111000099,종로시니어스 재가복지센터,03015,11,110,185,서울특별시 종로구 홍지동,2017-08-08,2017-08-01
31111000102,드림방문요양센터,03007,11,110,182,서울특별시 종로구 구기동,2018-01-10,2018-01-10
31111000104,이레재가노인복지센터,03065,11,110,173,서울특별시 종로구 명륜3가,2018-04-04,2018-04-04
31111000108,정드림방문요양센터,03030,11,110,187,서울특별시 종로구 무악동,2018-06-25,2018-06-25
31111000116,(A)비지팅엔젤스 종로방문요양지사,03169,11,110,114,서울특별시 종로구 내자동,2019-06-25,2019-06-25
31111000117,행복한동행재가노인복지센터,03107,11,110,175,서울특별시 종로구 숭인동,2019-10-23,2019-10-23
31111000118,세종노인요양복지센터,03167,11,110,115,서울특별시 종로구 사직동,2019-10-31,2019-10-31
31111000119,효자손 재가노인복지센터,03068,11,110,170,서울특별시 종로구 명륜1가,2019-11-19,2019-11-19
31111000120,데레사노인요양센터,03009,11,110,183,서울특별시 종로구 평창동,2019-11-29,2019-11-29
31111000121,미소드림재가노인복지센터,03012,11,110,182,서울특별시 종로구 구기동,2019-12-18,2019-12-18
31114000002,숭덕노인복지센터,04607,11,140,162,서울특별시 중구 신당동,2008-06-16,2008-06-16
