행정기관코드,기준연월,시도명,시군구명,읍면동명,총인구,65세이상인구,75세이상인구,85세이상인구,65세이상남자,65세이상여자,고령화율
1111051500,2026-06-30,서울특별시,종로구,청운효자동,10682,2299,1099,320,948,1351,21.522186856393937
1111053000,2026-06-30,서울특별시,종로구,사직동,8874,2008,948,331,859,1149,22.627901735406805
1111054000,2026-06-30,서울특별시,종로구,삼청동,2048,606,285,85,259,347,29.58984375
1111055000,2026-06-30,서울특별시,종로구,부암동,8868,2055,906,277,886,1169,23.17320703653586
1111056000,2026-06-30,서울특별시,종로구,평창동,16938,4139,1770,632,1814,2325,24.436179005785807
1111057000,2026-06-30,서울특별시,종로구,무악동,7694,1648,725,219,702,946,21.419287756693528
1111058000,2026-06-30,서울특별시,종로구,교남동,9473,1846,796,217,752,1094,19.486962947323974
1111060000,2026-06-30,서울특별시,종로구,가회동,3532,905,427,119,382,523,25.622876557191393
1111061500,2026-06-30,서울특별시,종로구,종로1.2.3.4가동,6625,1882,746,176,1166,716,28.40754716981132
1111063000,2026-06-30,서울특별시,종로구,종로5.6가동,5388,1147,507,130,583,564,21.288047512991835
1111064000,2026-06-30,서울특별시,종로구,이화동,7061,1508,679,203,642,866,21.356748335929755
1111065000,2026-06-30,서울특별시,종로구,혜화동,15719,2867,1430,429,1194,1673,18.239073732425727
1111067000,2026-06-30,서울특별시,종로구,창신제1동,4372,1378,502,139,682,696,31.51875571820677
1111068000,2026-06-30,서울특별시,종로구,창신제2동,7078,2084,812,213,948,1136,29.44334557784685
1111069000,2026-06-30,서울특별시,종로구,창신제3동,6048,1515,588,159,684,831,25.049603174603174
1111070000,2026-06-30,서울특별시,종로구,숭인제1동,5678,1435,594,155,626,809,25.272983444874956
1111071000,2026-06-30,서울특별시,종로구,숭인제2동,10240,1941,747,180,958,983,18.955078125
1114052000,2026-06-30,서울특별시,중구,소공동,2207,287,110,31,139,148,13.00407793384685
1114054000,2026-06-30,서울특별시,중구,회현동,4042,1330,549,156,679,651,32.90450272142504
1114055000,2026-06-30,서울특별시,중구,명동,2494,749,329,96,257,492,30.032076984763435
1114057000,2026-06-30,서울특별시,중구,필동,4311,974,418,143,446,528,22.593365808397124
1114058000,2026-06-30,서울특별시,중구,장충동,4589,972,462,130,443,529,21.181085203748093
1114059000,2026-06-30,서울특별시,중구,광희동,5722,1275,530,124,594,681,22.282418734708145
1114060500,2026-06-30,서울특별시,중구,을지로동,3050,523,194,55,317,206,17.147540983606557
1114061500,2026-06-30,서울특별시,중구,신당동,7276,1737,724,181,809,928,23.873007146783948
1114062500,2026-06-30,서울특별시,중구,다산동,12837,3248,1372,357,1422,1826,25.301861805717845
1114063500,2026-06-30,서울특별시,중구,약수동,15633,4475,2040,615,1858,2617,28.62534382396213
1114064500,2026-06-30,서울특별시,중구,청구동,10631,2769,1201,351,1157,1612,26.046467876963597
1114065000,2026-06-30,서울특별시,중구,신당제5동,9945,2175,914,230,953,1222,21.87028657616893
1114066500,2026-06-30,서울특별시,중구,동화동,9737,2410,995,296,1092,1318,24.750949984594843
1114067000,2026-06-30,서울특별시,중구,황학동,13198,2426,960,214,1079,1347,18.38157296560085
1114068000,2026-06-30,서울특별시,중구,중림동,11886,2351,1034,280,1095,1256,19.77957260642773
1117051000,2026-06-30,서울특별시,용산구,후암동,15573,3357,1402,387,1408,1949,21.556540165671354
1117052000,2026-06-30,서울특별시,용산구,용산2가동,8405,2165,987,270,903,1262,25.758477096966093
1117053000,2026-06-30,서울특별시,용산구,남영동,7029,1701,586,162,1065,636,24.199743918053777
1117055500,2026-06-30,서울특별시,용산구,청파동,18775,3659,1543,406,1564,2095,19.488681757656458
1117056000,2026-06-30,서울특별시,용산구,원효로제1동,17021,2276,877,215,1013,1263,13.371717290405968
1117057000,2026-06-30,서울특별시,용산구,원효로제2동,13321,2626,1115,334,1146,1480,19.713234742136475
1117058000,2026-06-30,서울특별시,용산구,효창동,10377,1802,801,229,765,1037,17.365327165847546
1117059000,2026-06-30,서울특별시,용산구,용문동,11024,2481,1092,278,1037,1444,22.50544267053701
1117062500,2026-06-30,서울특별시,용산구,한강로동,20860,3579,1395,411,1701,1878,17.15723873441994
1117063000,2026-06-30,서울특별시,용산구,이촌제1동,24926,4822,2240,847,2114,2708,19.345261975447325
1117064000,2026-06-30,서울특별시,용산구,이촌제2동,7695,1935,806,228,823,1112,25.146198830409354
1117065000,2026-06-30,서울특별시,용산구,이태원제1동,5398,1362,582,189,593,769,25.231567247128567
1117066000,2026-06-30,서울특별시,용산구,이태원제2동,8336,1871,867,258,772,1099,22.44481765834933
1117068500,2026-06-30,서울특별시,용산구,한남동,13698,2758,1165,337,1213,1545,20.134326179004233
1117069000,2026-06-30,서울특별시,용산구,서빙고동,12167,2459,1033,407,1085,1374,20.210405194378236
1117070000,2026-06-30,서울특별시,용산구,보광동,5043,1267,519,133,525,742,25.12393416617093
1120052000,2026-06-30,서울특별시,성동구,왕십리제2동,15630,3001,1233,283,1315,1686,19.20025591810621
1120053500,2026-06-30,서울특별시,성동구,왕십리도선동,25497,4609,1925,533,2045,2564,18.076636467035335
1120054000,2026-06-30,서울특별시,성동구,마장동,21369,4577,1948,493,2061,2516,21.418877813655296
1120055000,2026-06-30,서울특별시,성동구,사근동,12151,1672,833,201,721,951,13.760184346967327
1120056000,2026-06-30,서울특별시,성동구,행당제1동,15695,2748,1169,307,1213,1535,17.508760751831794
1120057000,2026-06-30,서울특별시,성동구,행당제2동,22265,4552,1983,511,1945,2607,20.444644060184146
1120058000,2026-06-30,서울특별시,성동구,응봉동,14363,2716,1236,327,1151,1565,18.909698530947576
1120059000,2026-06-30,서울특별시,성동구,금호1가동,14227,3118,1228,354,1306,1812,21.916075068531665
1120061500,2026-06-30,서울특별시,성동구,금호2.3가동,20564,4299,1798,458,1803,2496,20.90546586267263
1120062000,2026-06-30,서울특별시,성동구,금호4가동,13743,2918,1211,314,1197,1721,21.232627519464454
1120064500,2026-06-30,서울특별시,성동구,옥수동,25166,4919,1977,539,2099,2820,19.546213144719065
1120065000,2026-06-30,서울특별시,성동구,성수1가제1동,14776,2817,947,232,1345,1472,19.064699512723333
1120066000,2026-06-30,서울특별시,성동구,성수1가제2동,14275,2591,973,227,1185,1406,18.15061295971979
1120067000,2026-06-30,서울특별시,성동구,성수2가제1동,13300,3294,1127,259,1593,1701,24.76691729323308
1120069000,2026-06-30,서울특별시,성동구,성수2가제3동,9330,2047,879,231,956,1091,21.939978563772776
1120072000,2026-06-30,서울특별시,성동구,송정동,9005,2055,745,161,993,1062,22.820655191560242
1120079000,2026-06-30,서울특별시,성동구,용답동,13161,2514,1114,281,1205,1309,19.101891953498974
1121571000,2026-06-30,서울특별시,광진구,화양동,22998,2570,1107,272,1181,1389,11.174884772588921
1121573000,2026-06-30,서울특별시,광진구,군자동,18475,3614,1503,353,1607,2007,19.561569688768607
1121574000,2026-06-30,서울특별시,광진구,중곡제1동,14776,3092,1232,293,1363,1729,20.92582566323768
1121575000,2026-06-30,서울특별시,광진구,중곡제2동,19686,4178,1576,341,1858,2320,21.223204307629786
1121576000,2026-06-30,서울특별시,광진구,중곡제3동,15204,3615,1433,329,1611,2004,23.77663772691397
1121577000,2026-06-30,서울특별시,광진구,중곡제4동,26778,6657,2523,542,3017,3640,24.859959668384494
1121578000,2026-06-30,서울특별시,광진구,능동,10614,1906,789,184,837,1069,17.957414735255323
1121581000,2026-06-30,서울특별시,광진구,광장동,32836,4676,1821,579,2161,2515,14.240467779266657
1121582000,2026-06-30,서울특별시,광진구,자양제1동,21442,4299,1715,431,1837,2462,20.0494356869695
1121583000,2026-06-30,서울특별시,광진구,자양제2동,26275,5036,1792,404,2304,2732,19.16650808753568
1121584000,2026-06-30,서울특별시,광진구,자양제3동,26564,5307,2086,633,2447,2860,19.978165938864628
1121584700,2026-06-30,서울특별시,광진구,자양제4동,19873,4524,1820,444,2007,2517,22.764554923765914
1121585000,2026-06-30,서울특별시,광진구,구의제1동,23190,3948,1579,400,1735,2213,17.02457956015524
1121586000,2026-06-30,서울특별시,광진구,구의제2동,24774,5426,2180,533,2344,3082,21.901994025994995
1121587000,2026-06-30,서울특별시,광진구,구의제3동,27420,5174,1990,530,2364,2810,18.869438366156093
1123051500,2026-06-30,서울특별시,동대문구,신설동,16383,2689,1051,266,1299,1390,16.41335530733077
1123053300,2026-06-30,서울특별시,동대문구,용두동,22698,4812,2056,551,2177,2635,21.20010573618821
1123054500,2026-06-30,서울특별시,동대문구,제기동,22176,5921,2646,701,2648,3273,26.700036075036078
1123056000,2026-06-30,서울특별시,동대문구,전농제1동,32499,6819,2826,726,3096,3723,20.982184067202066
1123057000,2026-06-30,서울특별시,동대문구,전농제2동,17148,4317,1794,473,1851,2466,25.174947515745277
1123060000,2026-06-30,서울특별시,동대문구,답십리제1동,27536,4894,1966,491,2191,2703,17.773097036606625
1123061000,2026-06-30,서울특별시,동대문구,답십리제2동,27164,6694,2775,697,2902,3792,24.64290973347077
1123065000,2026-06-30,서울특별시,동대문구,장안제1동,37060,8171,3165,668,3734,4437,22.048030221262817
1123066000,2026-06-30,서울특별시,동대문구,장안제2동,32945,6522,2492,519,2946,3576,19.796630748216725
1123070500,2026-06-30,서울특별시,동대문구,청량리동,18173,6097,2604,675,2690,3407,33.54977163924504
1123071000,2026-06-30,서울특별시,동대문구,회기동,10311,1635,812,250,653,982,15.856851905731743
1123072000,2026-06-30,서울특별시,동대문구,휘경제1동,16799,2658,1169,298,1177,1481,15.822370379189238
1123073000,2026-06-30,서울특별시,동대문구,휘경제2동,23520,4715,1988,476,2087,2628,20.046768707482993
1123074000,2026-06-30,서울특별시,동대문구,이문제1동,30528,4305,1809,508,1848,2457,14.101808176100631
1123075000,2026-06-30,서울특별시,동대문구,이문제2동,17908,4380,1959,471,1903,2477,24.458342640160822
1126052000,2026-06-30,서울특별시,중랑구,면목제2동,22849,5808,2316,530,2584,3224,25.419055538535602
1126054000,2026-06-30,서울특별시,중랑구,면목제4동,17451,4552,1882,355,2009,2543,26.08446507363475
1126055000,2026-06-30,서울특별시,중랑구,면목제5동,13753,2874,1066,221,1311,1563,20.897258779902568
1126056500,2026-06-30,서울특별시,중랑구,면목본동,31534,7576,2963,667,3377,4199,24.02486205365637
1126057000,2026-06-30,서울특별시,중랑구,면목제7동,20402,5346,2052,448,2445,2901,26.203313400646994
1126057500,2026-06-30,서울특별시,중랑구,면목제3.8동,23424,6270,2419,563,2788,3482,26.767418032786882
1126058000,2026-06-30,서울특별시,중랑구,상봉제1동,22746,5048,1860,456,2254,2794,22.192913039655323
1126059000,2026-06-30,서울특별시,중랑구,상봉제2동,21862,3751,1483,340,1713,2038,17.157625102918306
1126060000,2026-06-30,서울특별시,중랑구,중화제1동,17843,4541,1692,376,2080,2461,25.44975620691588
1126061000,2026-06-30,서울특별시,중랑구,중화제2동,25530,6453,2500,622,3028,3425,25.276145710928322
1126062000,2026-06-30,서울특별시,중랑구,묵제1동,32844,7328,2880,685,3280,4048,22.311533308975765
1126063000,2026-06-30,서울특별시,중랑구,묵제2동,17541,4431,1762,414,1992,2439,25.260817513254665
1126065500,2026-06-30,서울특별시,중랑구,망우본동,37965,8583,3218,801,3943,4640,22.607664954563415
1126066000,2026-06-30,서울특별시,중랑구,망우제3동,15146,4252,1664,397,2000,2252,28.07341872441569
1126068000,2026-06-30,서울특별시,중랑구,신내1동,36588,8901,3462,932,3970,4931,24.327648409314527
1126069000,2026-06-30,서울특별시,중랑구,신내2동,18908,5068,1945,528,2138,2930,26.803469430928708
1129052500,2026-06-30,서울특별시,성북구,성북동,15513,3386,1563,495,1442,1944,21.826854895893767
1129055500,2026-06-30,서울특별시,성북구,삼선동,21574,4531,2073,581,1932,2599,21.002132196162044
1129057500,2026-06-30,서울특별시,성북구,동선동,14889,2370,1114,307,981,1389,15.917791658271208
1129058000,2026-06-30,서울특별시,성북구,돈암제1동,13651,3417,1437,381,1446,1971,25.03113325031133
1129059000,2026-06-30,서울특별시,성북구,돈암제2동,22781,4262,1738,511,1846,2416,18.708572933585003
1129060000,2026-06-30,서울특별시,성북구,안암동,15621,2382,1102,305,1011,1371,15.248703668139044
1129061000,2026-06-30,서울특별시,성북구,보문동,15700,2983,1254,319,1282,1701,19.0
1129062000,2026-06-30,서울특별시,성북구,정릉제1동,17474,3689,1620,410,1568,2121,21.111365457250773
1129063000,2026-06-30,서울특별시,성북구,정릉제2동,21445,5292,2242,572,2285,3007,24.677080904639777
1129064000,2026-06-30,서울특별시,성북구,정릉제3동,13856,3403,1531,410,1366,2037,24.55975750577367
1129065000,2026-06-30,서울특별시,성북구,정릉제4동,23406,5800,2504,625,2431,3369,24.77997094762027
1129066000,2026-06-30,서울특별시,성북구,길음제1동,35307,5392,2366,571,2240,3152,15.271759141246779
1129068500,2026-06-30,서울특별시,성북구,길음제2동,21358,3578,1417,332,1581,1997,16.752504916190656
1129070500,2026-06-30,서울특별시,성북구,종암동,36707,8147,3621,1067,3547,4600,22.194676764649795
1129071500,2026-06-30,서울특별시,성북구,월곡제1동,24433,5688,2387,552,2493,3195,23.279990177219332
1129072500,2026-06-30,서울특별시,성북구,월곡제2동,18413,4277,1857,507,1897,2380,23.228154021615165
1129076000,2026-06-30,서울특별시,성북구,장위제1동,22526,4974,1885,462,2180,2794,22.0811506703365
1129077000,2026-06-30,서울특별시,성북구,장위제2동,15678,3847,1614,381,1662,2185,24.537568567419314
1129078000,2026-06-30,서울특별시,성북구,장위제3동,18710,3148,1104,249,1427,1721,16.825227151256016
1129081000,2026-06-30,서울특별시,성북구,석관동,32720,8544,3582,801,3816,4728,26.112469437652813
1130553400,2026-06-30,서울특별시,강북구,삼양동,24226,6183,2575,596,2730,3453,25.52216626764633
1130553500,2026-06-30,서울특별시,강북구,미아동,20128,5465,2305,581,2392,3073,27.151232114467412
1130554500,2026-06-30,서울특별시,강북구,송중동,27189,7045,2859,661,3065,3980,25.911214093935047
1130555500,2026-06-30,서울특별시,강북구,송천동,22649,6715,2818,643,3000,3715,29.648108084242132
1130557500,2026-06-30,서울특별시,강북구,삼각산동,29803,5533,2318,571,2313,3220,18.56524510955273
1130559500,2026-06-30,서울특별시,강북구,번1동,15932,3882,1690,381,1705,2177,24.366055736881748
1130560300,2026-06-30,서울특별시,강북구,번2동,14155,4706,2202,492,1915,2791,33.24620275521018
1130560800,2026-06-30,서울특별시,강북구,번3동,15343,5274,2707,544,2074,3200,34.37398162028287
1130561500,2026-06-30,서울특별시,강북구,수유1동,19241,5360,2197,537,2365,2995,27.857179980250507
1130562500,2026-06-30,서울특별시,강북구,수유2동,19775,5954,2647,712,2516,3438,30.10872313527181
1130563500,2026-06-30,서울특별시,강북구,수유3동,22303,5651,2381,571,2399,3252,25.337398556248036
1130564500,2026-06-30,서울특별시,강북구,우이동,19364,5798,2590,717,2469,3329,29.942160710596983
1130566000,2026-06-30,서울특별시,강북구,인수동,27933,8378,3647,1000,3642,4736,29.993198009522786
1132051100,2026-06-30,서울특별시,도봉구,창제1동,22638,5545,2296,624,2367,3178,24.494213269723474
1132051200,2026-06-30,서울특별시,도봉구,창제2동,27471,6793,2754,678,3006,3787,24.727894870954824
1132051300,2026-06-30,서울특별시,도봉구,창제3동,12554,3542,1493,338,1560,1982,28.214115023100206
1132051400,2026-06-30,서울특별시,도봉구,창제4동,25856,5528,2139,644,2475,3053,21.379950495049506
1132051500,2026-06-30,서울특별시,도봉구,창제5동,23234,5604,2195,613,2490,3114,24.119824395282773
1132052100,2026-06-30,서울특별시,도봉구,도봉제1동,19352,6879,3120,724,3130,3749,35.54671351798264
1132052200,2026-06-30,서울특별시,도봉구,도봉제2동,25568,7941,3291,836,3523,4418,31.05835419274093
1132066000,2026-06-30,서울특별시,도봉구,쌍문제1동,20495,5692,2473,650,2502,3190,27.772627470114664
1132067000,2026-06-30,서울특별시,도봉구,쌍문제2동,17257,4831,1921,525,2043,2788,27.99443704004172
1132068000,2026-06-30,서울특별시,도봉구,쌍문제3동,15893,4218,1815,417,1832,2386,26.539986157427798
1132068100,2026-06-30,서울특별시,도봉구,쌍문제4동,17534,4226,1481,432,1874,2352,24.101745180791607
1132069000,2026-06-30,서울특별시,도봉구,방학제1동,27706,7405,2993,708,3430,3975,26.727062730094563
1132070000,2026-06-30,서울특별시,도봉구,방학제2동,17426,5400,2200,533,2467,2933,30.988178583725468
1132071000,2026-06-30,서울특별시,도봉구,방학제3동,25241,6700,2435,736,2925,3775,26.54411473396458
1135056000,2026-06-30,서울특별시,노원구,월계1동,20226,4778,2055,479,2137,2641,23.623059428458422
1135057000,2026-06-30,서울특별시,노원구,월계2동,24513,6976,2836,685,2927,4049,28.45836902867866
1135058000,2026-06-30,서울특별시,노원구,월계3동,27597,7209,3011,777,3048,4161,26.122404609196654
1135059500,2026-06-30,서울특별시,노원구,공릉1동,35241,8080,3084,707,3529,4551,22.927839732130188
1135060000,2026-06-30,서울특별시,노원구,공릉2동,40662,7095,2685,693,3164,3931,17.448723624022428
1135061100,2026-06-30,서울특별시,노원구,하계1동,25321,5559,2181,637,2213,3346,21.95410923739189
1135061200,2026-06-30,서울특별시,노원구,하계2동,19450,3604,1346,415,1544,2060,18.52956298200514
1135061900,2026-06-30,서울특별시,노원구,중계본동,21967,2983,1118,304,1369,1614,13.579460099239768
1135062100,2026-06-30,서울특별시,노원구,중계1동,25735,3188,1159,325,1384,1804,12.387798717699631
1135062400,2026-06-30,서울특별시,노원구,중계4동,18526,4619,2162,535,1891,2728,24.93252725898737
1135062500,2026-06-30,서울특별시,노원구,중계2.3동,31117,8613,4041,1098,3200,5413,27.679403541472507
1135063000,2026-06-30,서울특별시,노원구,상계1동,35842,9273,3557,916,4167,5106,25.871882149433624
1135064000,2026-06-30,서울특별시,노원구,상계2동,18534,4372,1682,434,2002,2370,23.589079529513327
1135066500,2026-06-30,서울특별시,노원구,상계3.4동,26412,7303,3101,764,3228,4075,27.65031046494018
1135067000,2026-06-30,서울특별시,노원구,상계5동,21990,6142,2671,695,2607,3535,27.93087767166894
1135069500,2026-06-30,서울특별시,노원구,상계6.7동,30043,6042,2405,703,2444,3598,20.11117398395633
1135070000,2026-06-30,서울특별시,노원구,상계8동,21217,3544,1401,369,1444,2100,16.70358674647688
1135071000,2026-06-30,서울특별시,노원구,상계9동,18840,4308,1658,457,1798,2510,22.866242038216562
1135072000,2026-06-30,서울특별시,노원구,상계10동,17820,3407,1218,339,1417,1990,19.118967452300787
1138051000,2026-06-30,서울특별시,은평구,녹번동,35083,8584,3703,928,3608,4976,24.467690904426647
1138052000,2026-06-30,서울특별시,은평구,불광제1동,33687,8384,3611,987,3540,4844,24.88793896755425
1138053000,2026-06-30,서울특별시,은평구,불광제2동,26127,7343,3108,748,3208,4135,28.105025452596934
1138055100,2026-06-30,서울특별시,은평구,갈현제1동,13930,3566,1494,342,1551,2015,25.59942569992821
1138055200,2026-06-30,서울특별시,은평구,갈현제2동,26568,6267,2621,627,2657,3610,23.58852755194219
1138056000,2026-06-30,서울특별시,은평구,구산동,30565,7607,3109,768,3471,4136,24.88794372648454
1138057000,2026-06-30,서울특별시,은평구,대조동,26878,6077,2758,684,2584,3493,22.60956916437235
1138058000,2026-06-30,서울특별시,은평구,응암제1동,31935,6359,2754,678,2641,3718,19.91232190386723
1138059000,2026-06-30,서울특별시,은평구,응암제2동,26751,4749,1964,496,2009,2740,17.752607379163397
1138060000,2026-06-30,서울특별시,은평구,응암제3동,22707,6558,3015,808,2715,3843,28.880961817941603
1138062500,2026-06-30,서울특별시,은평구,역촌동,44223,10616,4406,1014,4492,6124,24.005607941568865
1138063100,2026-06-30,서울특별시,은평구,신사제1동,25594,6342,2587,589,2741,3601,24.779245135578652
1138063200,2026-06-30,서울특별시,은평구,신사제2동,19371,4704,1825,453,2111,2593,24.28372309121883
1138064000,2026-06-30,서울특별시,은평구,증산동,15140,3451,1395,339,1544,1907,22.793923381770146
1138065000,2026-06-30,서울특별시,은평구,수색동,21088,3769,1451,412,1628,2141,17.87272382397572
1138069000,2026-06-30,서울특별시,은평구,진관동,53565,10517,4259,1134,4659,5858,19.63408942406422
1141052000,2026-06-30,서울특별시,서대문구,천연동,16246,3659,1669,508,1524,2135,22.52246706881694
1141055500,2026-06-30,서울특별시,서대문구,북아현동,15076,2587,1033,304,1111,1476,17.159724064738658
1141056500,2026-06-30,서울특별시,서대문구,충현동,19097,3913,1605,479,1742,2171,20.49012933968686
1141058500,2026-06-30,서울특별시,서대문구,신촌동,20650,2310,1102,338,984,1326,11.186440677966102
1141061500,2026-06-30,서울특별시,서대문구,연희동,33030,6641,3081,858,2776,3865,20.105964274901606
1141062000,2026-06-30,서울특별시,서대문구,홍제제1동,24256,5637,2441,655,2421,3216,23.23961081794195
1141064000,2026-06-30,서울특별시,서대문구,홍제제3동,17157,4414,2037,582,1820,2594,25.72710846884653
1141065500,2026-06-30,서울특별시,서대문구,홍제제2동,11803,2975,1239,340,1247,1728,25.205456239939
1141066000,2026-06-30,서울특별시,서대문구,홍은제1동,23322,5682,2372,666,2492,3190,24.363262155904298
1141068500,2026-06-30,서울특별시,서대문구,홍은제2동,27047,6188,2586,713,2661,3527,22.878692646134507
1141069000,2026-06-30,서울특별시,서대문구,남가좌제1동,17264,2663,1136,322,1139,1524,15.42516218721038
1141070000,2026-06-30,서울특별시,서대문구,남가좌제2동,28277,5569,2523,652,2367,3202,19.69445132086148
1141071000,2026-06-30,서울특별시,서대문구,북가좌제1동,17095,3527,1491,392,1509,2018,20.631763673588768
1141072000,2026-06-30,서울특별시,서대문구,북가좌제2동,29490,7586,3276,778,3304,4282,25.72397422855205
1144055500,2026-06-30,서울특별시,마포구,아현동,28566,4137,1543,454,1792,2345,14.482251627809283
1144056500,2026-06-30,서울특별시,마포구,공덕동,35843,6924,2925,872,2928,3996,19.31757944368496
1144058500,2026-06-30,서울특별시,마포구,도화동,20213,4178,1798,582,1791,2387,20.6698659278682
1144059000,2026-06-30,서울특별시,마포구,용강동,21165,3412,1476,437,1456,1956,16.12095440585873
1144060000,2026-06-30,서울특별시,마포구,대흥동,14221,2118,925,268,910,1208,14.89346740735532
1144061000,2026-06-30,서울특별시,마포구,염리동,16740,2333,1002,283,970,1363,13.93667861409797
1144063000,2026-06-30,서울특별시,마포구,신수동,21955,3869,1679,477,1678,2191,17.622409473923938
1144065500,2026-06-30,서울특별시,마포구,서강동,24345,3955,1693,498,1727,2228,16.245635654138425
1144066000,2026-06-30,서울특별시,마포구,서교동,23436,3619,1702,469,1529,2090,15.44205495818399
1144068000,2026-06-30,서울특별시,마포구,합정동,15446,2851,1295,332,1187,1664,18.457853165868183
1144069000,2026-06-30,서울특별시,마포구,망원제1동,18336,3834,1706,403,1553,2281,20.909685863874344
1144070000,2026-06-30,서울특별시,마포구,망원제2동,17062,3525,1566,355,1472,2053,20.659946079005977
1144071000,2026-06-30,서울특별시,마포구,연남동,13825,2568,1150,309,1067,1501,18.5750452079566
1144072000,2026-06-30,서울특별시,마포구,성산제1동,18300,3460,1438,357,1410,2050,18.907103825136613
1144073000,2026-06-30,서울특별시,마포구,성산제2동,37924,7196,3243,836,2944,4252,18.974791688640437
1144074000,2026-06-30,서울특별시,마포구,상암동,29110,5020,2044,555,2128,2892,17.24493301271041
1147051000,2026-06-30,서울특별시,양천구,목1동,29799,4131,1491,341,1914,2217,13.86288130474177
1147052000,2026-06-30,서울특별시,양천구,목2동,27731,5381,1878,442,2406,2975,19.404276802134795
1147053000,2026-06-30,서울특별시,양천구,목3동,20469,4442,1611,395,1967,2475,21.70110899408862
1147054000,2026-06-30,서울특별시,양천구,목4동,23485,4023,1572,368,1756,2267,17.130083031722375
1147055000,2026-06-30,서울특별시,양천구,목5동,40354,6036,2022,502,2945,3091,14.957625018585519
1147056000,2026-06-30,서울특별시,양천구,신월1동,18426,5372,2007,388,2522,2850,29.154455660479755
1147057000,2026-06-30,서울특별시,양천구,신월2동,20385,5086,1883,370,2264,2822,24.94971792985038
1147058000,2026-06-30,서울특별시,양천구,신월3동,13463,3730,1460,316,1793,1937,27.705563395974153
1147059000,2026-06-30,서울특별시,양천구,신월4동,16571,4158,1584,335,1828,2330,25.09202824210971
1147060000,2026-06-30,서울특별시,양천구,신월5동,13608,3152,1134,246,1422,1730,23.162845385067605
1147061000,2026-06-30,서울특별시,양천구,신월6동,13574,2444,864,168,1090,1354,18.005009577132753
1147061100,2026-06-30,서울특별시,양천구,신월7동,17819,5235,2032,518,2207,3028,29.37875301644312
1147062000,2026-06-30,서울특별시,양천구,신정1동,19342,3311,1243,329,1479,1832,17.118188398304206
1147063000,2026-06-30,서울특별시,양천구,신정2동,18612,3339,1240,285,1550,1789,17.940038684719536
1147064000,2026-06-30,서울특별시,양천구,신정3동,45089,9324,3517,803,4098,5226,20.679101332919338
1147065000,2026-06-30,서울특별시,양천구,신정4동,31091,7384,2870,583,3246,4138,23.749638158952752
1147067000,2026-06-30,서울특별시,양천구,신정6동,23826,3732,1222,303,1763,1969,15.663560815915387
1147068000,2026-06-30,서울특별시,양천구,신정7동,27603,6289,2464,664,2677,3612,22.783755388907004
1150051000,2026-06-30,서울특별시,강서구,염창동,40993,5803,1996,464,2695,3108,14.156075427512013
1150052000,2026-06-30,서울특별시,강서구,등촌제1동,24846,3729,1533,541,1583,2146,15.008452064718666
1150053000,2026-06-30,서울특별시,강서구,등촌제2동,18886,4065,1445,335,1850,2215,21.523880122842318
1150053500,2026-06-30,서울특별시,강서구,등촌제3동,28460,8409,3365,1038,3621,4788,29.546732255797608
1150054000,2026-06-30,서울특별시,강서구,화곡제1동,49621,10632,4055,823,4653,5979,21.426412204510186
1150055000,2026-06-30,서울특별시,강서구,화곡제2동,16671,3562,1370,273,1494,2068,21.366444724371664
1150056000,2026-06-30,서울특별시,강서구,화곡제3동,20440,5175,1989,420,2310,2865,25.318003913894326
1150057000,2026-06-30,서울특별시,강서구,화곡제4동,18975,4840,1887,408,2045,2795,25.507246376811594
1150059000,2026-06-30,서울특별시,강서구,화곡본동,31632,6302,2285,481,2707,3595,19.922862923621647
1150059100,2026-06-30,서울특별시,강서구,화곡제6동,25262,5081,1754,408,2301,2780,20.11321352228644
1150059300,2026-06-30,서울특별시,강서구,화곡제8동,22275,5412,2135,419,2318,3094,24.296296296296298
1150060300,2026-06-30,서울특별시,강서구,가양제1동,33337,4266,1298,334,2020,2246,12.796592374838767
1150060400,2026-06-30,서울특별시,강서구,가양제2동,12833,5045,2030,585,2273,2772,39.312709421023925
1150060500,2026-06-30,서울특별시,강서구,가양제3동,13315,4207,1731,427,1678,2529,31.595944423582427
1150061100,2026-06-30,서울특별시,강서구,발산제1동,34552,6251,2534,604,2590,3661,18.09157212317666
1150061500,2026-06-30,서울특별시,강서구,우장산동,43623,7595,2821,546,3460,4135,17.41054031130367
1150062000,2026-06-30,서울특별시,강서구,공항동,28549,5026,1907,456,2289,2737,17.604819783530072
1150063000,2026-06-30,서울특별시,강서구,방화제1동,40479,8607,3411,866,3896,4711,21.26287704735789
1150064000,2026-06-30,서울특별시,강서구,방화제2동,22537,6003,2454,630,2600,3403,26.636198251763766
1150064100,2026-06-30,서울특별시,강서구,방화제3동,21229,6406,2664,720,2727,3679,30.175703047717743
1153051000,2026-06-30,서울특별시,구로구,신도림동,35683,5853,2193,495,2730,3123,16.40276882549113
1153052000,2026-06-30,서울특별시,구로구,구로제1동,20001,3575,1140,292,1618,1957,17.874106294685266
1153053000,2026-06-30,서울특별시,구로구,구로제2동,21641,6472,2812,623,2842,3630,29.90619657132295
1153054000,2026-06-30,서울특별시,구로구,구로제3동,22656,4127,1739,389,1816,2311,18.215925141242938
1153055000,2026-06-30,서울특별시,구로구,구로제4동,17563,5224,2356,570,2202,3022,29.744348915333376
