행정기관코드,기준연월,시도명,시군구명,읍면동명,총인구,65세이상인구,75세이상인구,85세이상인구,65세이상남자,65세이상여자,고령화율
3611054000,2026-06-30,세종특별자치시, ,종촌동,27232,2900,935,211,1264,1636,10.649236192714454
3611055000,2026-06-30,세종특별자치시, ,고운동,35172,3397,961,201,1561,1836,9.658250881382918
3611055500,2026-06-30,세종특별자치시,,소담동,21401,1838,505,96,852,986,8.588383720386899
3611055600,2026-06-30,세종특별자치시,,반곡동,28525,1622,398,99,751,871,5.68624014022787
3611056000,2026-06-30,세종특별자치시, ,보람동,18684,1685,456,103,800,885,9.018411475058874
3611057000,2026-06-30,세종특별자치시,,대평동,11019,1160,321,86,517,643,10.527271077230239
3611058000,2026-06-30,세종특별자치시,,다정동,27844,2264,611,135,990,1274,8.131015658669732
4111156000,2026-06-30,경기도,수원시 장안구,파장동,24541,5374,2048,578,2366,3008,21.898048164296483
4111156600,2026-06-30,경기도,수원시 장안구,율천동,39370,5743,2084,583,2636,3107,14.587249174498348
4111157100,2026-06-30,경기도,수원시 장안구,정자1동,33216,5359,2015,551,2306,3053,16.133790944123312
4111157200,2026-06-30,경기도,수원시 장안구,정자2동,38138,6209,2531,682,2631,3578,16.28035030678064
4111157300,2026-06-30,경기도,수원시 장안구,정자3동,38123,4501,1683,513,2086,2415,11.806520997822837
4111158000,2026-06-30,경기도,수원시 장안구,영화동,17643,5289,2010,495,2403,2886,29.97789491583064
4111159100,2026-06-30,경기도,수원시 장안구,송죽동,17892,3969,1455,405,1757,2212,22.183098591549296
4111159700,2026-06-30,경기도,수원시 장안구,조원1동,27094,6306,2494,664,2838,3468,23.274525725252822
4111159800,2026-06-30,경기도,수원시 장안구,조원2동,17063,3599,1534,544,1659,1940,21.092422200082048
4111160000,2026-06-30,경기도,수원시 장안구,연무동,16904,4531,1904,526,1964,2567,26.804306672976807
4111352000,2026-06-30,경기도,수원시 권선구,세류1동,9504,1909,732,163,849,1060,20.08627946127946
4111353000,2026-06-30,경기도,수원시 권선구,세류2동,21789,5105,1913,474,2315,2790,23.42925329294598
4111354000,2026-06-30,경기도,수원시 권선구,세류3동,16862,4213,1618,391,1921,2292,24.985173763491876
4111355000,2026-06-30,경기도,수원시 권선구,평동,40897,7880,2802,774,3574,4306,19.267916962124364
4111356000,2026-06-30,경기도,수원시 권선구,서둔동,36589,7554,2654,630,3357,4197,20.645549208778593
4111365000,2026-06-30,경기도,수원시 권선구,구운동,22441,4952,1710,477,2260,2692,22.06675281850185
4111366200,2026-06-30,경기도,수원시 권선구,금곡동,44262,6865,2504,642,3041,3824,15.509918214269577
4111366400,2026-06-30,경기도,수원시 권선구,호매실동,43689,5722,1886,464,2567,3155,13.097118267756185
4111367000,2026-06-30,경기도,수원시 권선구,권선1동,23936,4012,1299,299,1893,2119,16.761363636363637
4111368000,2026-06-30,경기도,수원시 권선구,권선2동,46151,6504,1870,464,2993,3511,14.092869060258717
4111369000,2026-06-30,경기도,수원시 권선구,곡선동,34505,3796,1145,327,1883,1913,11.001304158817563
4111370000,2026-06-30,경기도,수원시 권선구,입북동,19661,2982,1001,259,1409,1573,15.167082040587964
4111565000,2026-06-30,경기도,수원시 팔달구,매교동,21789,2688,1020,270,1178,1510,12.336500068842076
4111566000,2026-06-30,경기도,수원시 팔달구,매산동,9795,2376,874,206,1141,1235,24.2572741194487
4111567000,2026-06-30,경기도,수원시 팔달구,고등동,19110,3460,1376,315,1539,1921,18.105703819989536
4111568000,2026-06-30,경기도,수원시 팔달구,화서1동,20359,4870,1913,470,2131,2739,23.92062478510732
4111569000,2026-06-30,경기도,수원시 팔달구,화서2동,23685,3989,1467,418,1858,2131,16.841883048342833
4111570000,2026-06-30,경기도,수원시 팔달구,지동,11298,3398,1370,362,1473,1925,30.07611966719773
4111571000,2026-06-30,경기도,수원시 팔달구,우만1동,17791,4473,1775,442,1823,2650,25.141925692766005
4111572000,2026-06-30,경기도,수원시 팔달구,우만2동,15422,2448,918,255,1048,1400,15.873427571002463
4111573000,2026-06-30,경기도,수원시 팔달구,인계동,45225,6335,2309,644,2806,3529,14.007739082365948
4111574000,2026-06-30,경기도,수원시 팔달구,행궁동,8927,2725,1165,302,1269,1456,30.525372465553936
4111751000,2026-06-30,경기도,수원시 영통구,매탄1동,10051,1737,647,133,786,951,17.28186250124366
4111752000,2026-06-30,경기도,수원시 영통구,매탄2동,13283,2686,972,246,1225,1461,20.221335541669806
4111753000,2026-06-30,경기도,수원시 영통구,매탄3동,33729,4227,1527,450,1897,2330,12.532242284087877
4111754000,2026-06-30,경기도,수원시 영통구,매탄4동,19239,3521,1226,325,1491,2030,18.301367014917616
4111755000,2026-06-30,경기도,수원시 영통구,원천동,45513,4960,1750,445,2183,2777,10.897985191044317
4111757000,2026-06-30,경기도,수원시 영통구,영통1동,32302,3830,1380,406,1705,2125,11.85685096898025
4111758000,2026-06-30,경기도,수원시 영통구,영통2동,25012,1833,712,218,801,1032,7.328482328482329
4111758500,2026-06-30,경기도,수원시 영통구,영통3동,31282,3152,1045,334,1560,1592,10.076082091937856
4111759300,2026-06-30,경기도,수원시 영통구,망포1동,31243,3203,1030,297,1525,1678,10.251896424799154
4111759600,2026-06-30,경기도,수원시 영통구,망포2동,38209,2386,688,177,1108,1278,6.244602057106964
4111760000,2026-06-30,경기도,수원시 영통구,광교1동,53864,4266,1348,331,2090,2176,7.919946532006534
4111761000,2026-06-30,경기도,수원시 영통구,광교2동,28372,3845,1328,333,1676,2169,13.552093613421684
4113151000,2026-06-30,경기도,성남시 수정구,신흥1동,11914,3212,1155,268,1413,1799,26.959879133792175
4113152000,2026-06-30,경기도,성남시 수정구,신흥2동,31566,5467,1782,357,2509,2958,17.31926756636888
