기준일,시도,시군구,신청자_공개값합계,신청자_비공개셀수,신청자_추정하한,신청자_추정상한,인정자_공개값합계,인정자_비공개셀수,인정자_추정하한,인정자_추정상한,비공개규칙주의
2024-12-31,강원,철원군,1413,0,1413,1413,1018,0,1018,1018,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,화천군,690,0,690,690,523,0,523,523,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,양구군,656,0,656,656,473,0,473,473,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,인제군,698,0,698,698,463,0,463,463,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,고성군,898,0,898,898,712,0,712,712,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,양양군,1143,0,1143,1143,899,0,899,899,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,청주시,22597,0,22597,22597,19095,0,19095,19095,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,충주시,7395,0,7395,7395,5892,0,5892,5892,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,제천시,5420,0,5420,5420,4322,0,4322,4322,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,청원군,5,0,5,5,0,0,0,0,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,보은군,2180,0,2180,2180,1776,0,1776,1776,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,옥천군,2849,0,2849,2849,2341,0,2341,2341,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,영동군,3133,0,3133,3133,2537,0,2537,2537,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,증평군,1221,0,1221,1221,1049,0,1049,1049,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,진천군,2344,0,2344,2344,1756,0,1756,1756,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,괴산군,1964,0,1964,1964,1523,0,1523,1523,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,음성군,3231,0,3231,3231,2519,0,2519,2519,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충북,단양군,1258,0,1258,1258,932,0,932,932,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,천안시,13602,0,13602,13602,10855,0,10855,10855,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,공주시,5640,0,5640,5640,4476,0,4476,4476,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,보령시,4572,0,4572,4572,3444,0,3444,3444,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,아산시,7773,0,7773,7773,6072,0,6072,6072,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,서산시,7085,0,7085,7085,5925,0,5925,5925,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,논산시,6960,0,6960,6960,5492,0,5492,5492,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,계룡시,901,0,901,901,718,0,718,718,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,금산군,3325,0,3325,3325,2720,0,2720,2720,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,부여군,4058,0,4058,4058,3050,0,3050,3050,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,서천군,3739,0,3739,3739,2964,0,2964,2964,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,청양군,1962,0,1962,1962,1488,0,1488,1488,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,홍성군,4767,0,4767,4767,3945,0,3945,3945,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,예산군,4322,0,4322,4322,3352,0,3352,3352,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,태안군,3221,0,3221,3221,2388,0,2388,2388,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,충남,당진시,6439,0,6439,6439,5264,0,5264,5264,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,전주시,21183,0,21183,21183,16526,0,16526,16526,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,군산시,10335,0,10335,10335,7826,0,7826,7826,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,익산시,11664,0,11664,11664,9098,0,9098,9098,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,정읍시,6984,0,6984,6984,5046,0,5046,5046,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,남원시,4820,0,4820,4820,3825,0,3825,3825,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,김제시,5472,0,5472,5472,4105,0,4105,4105,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,완주군,4757,0,4757,4757,3673,0,3673,3673,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,진안군,1540,0,1540,1540,1240,0,1240,1240,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,무주군,1258,0,1258,1258,919,0,919,919,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,장수군,1032,0,1032,1032,779,0,779,779,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,임실군,1925,0,1925,1925,1502,0,1502,1502,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,순창군,1896,0,1896,1896,1363,0,1363,1363,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,고창군,4197,0,4197,4197,3331,0,3331,3331,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전북,부안군,3078,0,3078,3078,2362,0,2362,2362,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,목포시,7745,0,7745,7745,6069,0,6069,6069,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,여수시,9396,0,9396,9396,7165,0,7165,7165,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,순천시,8798,0,8798,8798,6876,0,6876,6876,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,나주시,6138,0,6138,6138,4576,0,4576,4576,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,광양시,4026,0,4026,4026,3200,0,3200,3200,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,담양군,2933,0,2933,2933,2266,0,2266,2266,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,곡성군,2109,0,2109,2109,1621,0,1621,1621,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,구례군,1933,0,1933,1933,1572,0,1572,1572,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,고흥군,4738,0,4738,4738,3543,0,3543,3543,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,보성군,2703,0,2703,2703,1929,0,1929,1929,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,화순군,3604,0,3604,3604,2677,0,2677,2677,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,장흥군,2823,0,2823,2823,2190,0,2190,2190,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,강진군,2513,0,2513,2513,1934,0,1934,1934,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,해남군,4181,0,4181,4181,3082,0,3082,3082,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,영암군,2822,0,2822,2822,2191,0,2191,2191,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,무안군,3405,0,3405,3405,2640,0,2640,2640,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,함평군,2652,0,2652,2652,1971,0,1971,1971,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,영광군,3184,0,3184,3184,2454,0,2454,2454,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,장성군,2960,0,2960,2960,2323,0,2323,2323,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,완도군,3227,0,3227,3227,2466,0,2466,2466,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,진도군,1839,0,1839,1839,1347,0,1347,1347,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,전남,신안군,2269,0,2269,2269,1775,0,1775,1775,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,포항시,15662,0,15662,15662,11624,0,11624,11624,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,경주시,11564,0,11564,11564,8935,0,8935,8935,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,김천시,5918,0,5918,5918,4947,0,4947,4947,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,안동시,7658,0,7658,7658,6004,0,6004,6004,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,구미시,8069,0,8069,8069,6683,0,6683,6683,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,영주시,4276,0,4276,4276,3139,0,3139,3139,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,영천시,5514,0,5514,5514,4429,0,4429,4429,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,상주시,6036,0,6036,6036,5001,0,5001,5001,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,문경시,4300,0,4300,4300,3536,0,3536,3536,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,경산시,9222,0,9222,9222,7819,0,7819,7819,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,의성군,4190,0,4190,4190,3375,0,3375,3375,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,청송군,1384,0,1384,1384,1040,0,1040,1040,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,영양군,875,0,875,875,692,0,692,692,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,영덕군,2715,0,2715,2715,2083,0,2083,2083,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,청도군,3032,0,3032,3032,2430,0,2430,2430,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,고령군,1597,0,1597,1597,1233,0,1233,1233,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,성주군,2419,0,2419,2419,1913,0,1913,1913,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,칠곡군,3461,0,3461,3461,2814,0,2814,2814,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,예천군,3095,0,3095,3095,2418,0,2418,2418,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,봉화군,1456,0,1456,1456,1086,0,1086,1086,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,울진군,2873,0,2873,2873,2244,0,2244,2244,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경북,울릉군,141,0,141,141,89,0,89,89,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,창원시,26709,0,26709,26709,20596,0,20596,20596,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,진주시,12091,0,12091,12091,9705,0,9705,9705,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,통영시,4184,0,4184,4184,3238,0,3238,3238,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,사천시,5571,0,5571,5571,4568,0,4568,4568,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,김해시,12995,0,12995,12995,9997,0,9997,9997,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,밀양시,6251,0,6251,6251,4847,0,4847,4847,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,거제시,5153,0,5153,5153,4079,0,4079,4079,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,양산시,9628,0,9628,9628,7494,0,7494,7494,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,의령군,1942,0,1942,1942,1462,0,1462,1462,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,함안군,3634,0,3634,3634,2930,0,2930,2930,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,창녕군,4155,0,4155,4155,3335,0,3335,3335,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,고성군,3243,0,3243,3243,2559,0,2559,2559,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,남해군,3610,0,3610,3610,2934,0,2934,2934,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,하동군,3669,0,3669,3669,3054,0,3054,3054,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,산청군,3245,0,3245,3245,2499,0,2499,2499,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,함양군,2646,0,2646,2646,2129,0,2129,2129,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,거창군,3421,0,3421,3421,2779,0,2779,2779,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경남,합천군,3010,0,3010,3010,2206,0,2206,2206,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,제주,제주시,11027,0,11027,11027,8684,0,8684,8684,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,제주,서귀포시,4529,0,4529,4529,3218,0,3218,3218,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,종로구,3282,0,3282,3282,2539,0,2539,2539,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,중구,2624,0,2624,2624,1796,0,1796,1796,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,용산구,3716,0,3716,3716,2795,0,2795,2795,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,성동구,5325,0,5325,5325,3904,0,3904,3904,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,광진구,6292,0,6292,6292,4969,0,4969,4969,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,동대문구,8428,0,8428,8428,6391,0,6391,6391,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,중랑구,10094,0,10094,10094,7964,0,7964,7964,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,성북구,10154,0,10154,10154,8245,0,8245,8245,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,강북구,8528,0,8528,8528,6540,0,6540,6540,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,도봉구,8934,0,8934,8934,7086,0,7086,7086,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,노원구,12500,0,12500,12500,9676,0,9676,9676,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,은평구,11916,0,11916,11916,9730,0,9730,9730,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,서대문구,6908,0,6908,6908,5213,0,5213,5213,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,마포구,6381,0,6381,6381,4750,0,4750,4750,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,양천구,9334,0,9334,9334,7349,0,7349,7349,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,강서구,14284,0,14284,14284,11229,0,11229,11229,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,구로구,10346,0,10346,10346,8150,0,8150,8150,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,금천구,5936,0,5936,5936,4458,0,4458,4458,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,영등포구,8186,0,8186,8186,6250,0,6250,6250,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,동작구,7437,0,7437,7437,5511,0,5511,5511,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,관악구,9818,0,9818,9818,7548,0,7548,7548,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,서초구,5994,0,5994,5994,4549,0,4549,4549,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,강남구,8527,0,8527,8527,6353,0,6353,6353,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,송파구,10454,0,10454,10454,8422,0,8422,8422,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,서울,강동구,9869,0,9869,9869,7808,0,7808,7808,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,중구,1777,0,1777,1777,1262,0,1262,1262,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,서구,4415,0,4415,4415,3219,0,3219,3219,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,동구,4023,0,4023,4023,2966,0,2966,2966,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,영도구,5208,0,5208,5208,3541,0,3541,3541,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,부산진구,11851,0,11851,11851,9006,0,9006,9006,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,동래구,8551,0,8551,8551,6676,0,6676,6676,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,남구,8212,0,8212,8212,6234,0,6234,6234,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,북구,9182,0,9182,9182,6725,0,6725,6725,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,해운대구,12171,0,12171,12171,9411,0,9411,9411,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,사하구,10431,0,10431,10431,7820,0,7820,7820,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,금정구,7873,0,7873,7873,5962,0,5962,5962,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,강서구,2216,0,2216,2216,1682,0,1682,1682,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,연제구,6760,0,6760,6760,5335,0,5335,5335,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,수영구,6398,0,6398,6398,4885,0,4885,4885,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,사상구,6988,0,6988,6988,5202,0,5202,5202,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,부산,기장군,5649,0,5649,5649,4394,0,4394,4394,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,대구,중구,2729,0,2729,2729,2158,0,2158,2158,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,대구,동구,12266,0,12266,12266,10016,0,10016,10016,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,대구,서구,7461,0,7461,7461,6102,0,6102,6102,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,대구,남구,6511,0,6511,6511,5172,0,5172,5172,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,대구,북구,12792,0,12792,12792,10819,0,10819,10819,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,대구,수성구,11495,0,11495,11495,9396,0,9396,9396,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,대구,달서구,14752,0,14752,14752,11789,0,11789,11789,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,대구,달성군,6468,0,6468,6468,5184,0,5184,5184,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,대구,군위군,1511,0,1511,1511,1160,0,1160,1160,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,인천,중구,4238,0,4238,4238,3599,0,3599,3599,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,인천,동구,2411,0,2411,2411,2027,0,2027,2027,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,인천,미추홀구,13890,0,13890,13890,11237,0,11237,11237,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,인천,연수구,6948,0,6948,6948,5665,0,5665,5665,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2025-12-31,인천,남동구,16637,0,16637,16637,13841,0,13841,13841,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
