기준일,시도,시군구,신청자_공개값합계,신청자_비공개셀수,신청자_추정하한,신청자_추정상한,인정자_공개값합계,인정자_비공개셀수,인정자_추정하한,인정자_추정상한,비공개규칙주의
2023-12-31,전남,장성군,2939,0,2939,2939,2164,0,2164,2164,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,전남,완도군,3135,0,3135,3135,2366,0,2366,2366,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,전남,진도군,1945,0,1945,1945,1346,0,1346,1346,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,전남,신안군,2256,0,2256,2256,1712,0,1712,1712,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,포항시,15214,0,15214,15214,11032,0,11032,11032,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,경주시,11303,0,11303,11303,8740,0,8740,8740,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,김천시,5762,0,5762,5762,4701,0,4701,4701,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,안동시,7566,0,7566,7566,5671,0,5671,5671,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,구미시,7503,0,7503,7503,6121,0,6121,6121,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,영주시,4300,0,4300,4300,2954,0,2954,2954,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,영천시,5681,0,5681,5681,4261,0,4261,4261,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,상주시,5964,0,5964,5964,4834,0,4834,4834,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,문경시,4290,0,4290,4290,3398,0,3398,3398,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,경산시,8686,0,8686,8686,7283,0,7283,7283,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,의성군,4080,0,4080,4080,3233,0,3233,3233,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,청송군,1396,0,1396,1396,1024,0,1024,1024,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,영양군,893,0,893,893,695,0,695,695,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,영덕군,2633,0,2633,2633,2013,0,2013,2013,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,청도군,3022,0,3022,3022,2404,0,2404,2404,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,고령군,1516,0,1516,1516,1141,0,1141,1141,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,성주군,2384,0,2384,2384,1843,0,1843,1843,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,칠곡군,3260,0,3260,3260,2606,0,2606,2606,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,예천군,3074,0,3074,3074,2321,0,2321,2321,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,봉화군,1522,0,1522,1522,1114,0,1114,1114,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,울진군,2867,0,2867,2867,2159,0,2159,2159,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경북,울릉군,144,0,144,144,82,0,82,82,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,창원시,25160,0,25160,25160,19074,0,19074,19074,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,진주시,11737,0,11737,11737,9411,0,9411,9411,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,통영시,4029,0,4029,4029,2944,0,2944,2944,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,사천시,5646,0,5646,5646,4466,0,4466,4466,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,김해시,12131,0,12131,12131,9066,0,9066,9066,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,밀양시,6265,0,6265,6265,4760,0,4760,4760,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,거제시,4922,0,4922,4922,3903,0,3903,3903,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,양산시,8858,0,8858,8858,6762,0,6762,6762,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,의령군,1931,0,1931,1931,1406,0,1406,1406,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,함안군,3556,0,3556,3556,2794,0,2794,2794,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,창녕군,4073,0,4073,4073,3152,0,3152,3152,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,고성군,3217,0,3217,3217,2441,0,2441,2441,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,남해군,3697,0,3697,3697,2998,0,2998,2998,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,하동군,3673,0,3673,3673,3045,0,3045,3045,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,산청군,3245,0,3245,3245,2380,0,2380,2380,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,함양군,2659,0,2659,2659,2054,0,2054,2054,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,거창군,3332,0,3332,3332,2597,0,2597,2597,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,경남,합천군,3058,0,3058,3058,2148,0,2148,2148,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,제주,제주시,10874,0,10874,10874,8401,0,8401,8401,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2023-12-31,제주,서귀포시,4512,0,4512,4512,3074,0,3074,3074,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,종로구,3195,0,3195,3195,2457,0,2457,2457,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,중구,2599,0,2599,2599,1821,0,1821,1821,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,용산구,3698,0,3698,3698,2803,0,2803,2803,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,성동구,5059,0,5059,5059,3721,0,3721,3721,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,광진구,5971,0,5971,5971,4745,0,4745,4745,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,동대문구,8013,0,8013,8013,5973,0,5973,5973,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,중랑구,9543,0,9543,9543,7458,0,7458,7458,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,성북구,9721,0,9721,9721,7871,0,7871,7871,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,강북구,8023,0,8023,8023,6062,0,6062,6062,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,도봉구,8456,0,8456,8456,6587,0,6587,6587,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,노원구,11932,0,11932,11932,9253,0,9253,9253,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,은평구,11128,0,11128,11128,9002,0,9002,9002,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,서대문구,6556,0,6556,6556,4998,0,4998,4998,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,마포구,6164,0,6164,6164,4648,0,4648,4648,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,양천구,8773,0,8773,8773,6877,0,6877,6877,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,강서구,13467,0,13467,13467,10458,0,10458,10458,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,구로구,9581,0,9581,9581,7607,0,7607,7607,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,금천구,5676,0,5676,5676,4243,0,4243,4243,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,영등포구,7831,0,7831,7831,5970,0,5970,5970,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,동작구,7064,0,7064,7064,5262,0,5262,5262,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,관악구,9251,0,9251,9251,7038,0,7038,7038,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,서초구,5637,0,5637,5637,4237,0,4237,4237,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,강남구,7949,0,7949,7949,6156,0,6156,6156,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,송파구,9895,0,9895,9895,7941,0,7941,7941,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,서울,강동구,9118,0,9118,9118,7086,0,7086,7086,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,중구,1699,0,1699,1699,1219,0,1219,1219,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,서구,4202,0,4202,4202,3017,0,3017,3017,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,동구,3912,0,3912,3912,2888,0,2888,2888,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,영도구,5005,0,5005,5005,3455,0,3455,3455,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,부산진구,11167,0,11167,11167,8335,0,8335,8335,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,동래구,7903,0,7903,7903,6108,0,6108,6108,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,남구,7720,0,7720,7720,5748,0,5748,5748,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,북구,8718,0,8718,8718,6326,0,6326,6326,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,해운대구,11475,0,11475,11475,8660,0,8660,8660,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,사하구,9847,0,9847,9847,7133,0,7133,7133,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,금정구,7549,0,7549,7549,5548,0,5548,5548,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,강서구,2065,0,2065,2065,1544,0,1544,1544,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,연제구,6446,0,6446,6446,5054,0,5054,5054,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,수영구,6097,0,6097,6097,4579,0,4579,4579,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,사상구,6483,0,6483,6483,4763,0,4763,4763,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,부산,기장군,5370,0,5370,5370,4152,0,4152,4152,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대구,중구,2585,0,2585,2585,2023,0,2023,2023,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대구,동구,11400,0,11400,11400,9126,0,9126,9126,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대구,서구,6901,0,6901,6901,5643,0,5643,5643,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대구,남구,6277,0,6277,6277,4977,0,4977,4977,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대구,북구,11838,0,11838,11838,9772,0,9772,9772,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대구,수성구,10682,0,10682,10682,8566,0,8566,8566,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대구,달서구,13646,0,13646,13646,10615,0,10615,10615,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대구,달성군,6122,0,6122,6122,4825,0,4825,4825,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대구,군위군,1455,0,1455,1455,1104,0,1104,1104,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,인천,중구,3946,0,3946,3946,3305,0,3305,3305,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,인천,동구,2302,0,2302,2302,1925,0,1925,1925,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,인천,미추홀구,13019,0,13019,13019,10313,0,10313,10313,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,인천,연수구,6698,0,6698,6698,5417,0,5417,5417,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,인천,남동구,15568,0,15568,15568,12868,0,12868,12868,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,인천,부평구,13821,0,13821,13821,11218,0,11218,11218,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,인천,계양구,8242,0,8242,8242,6838,0,6838,6838,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,인천,서구,12957,0,12957,12957,10975,0,10975,10975,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,인천,강화군,3842,0,3842,3842,3069,0,3069,3069,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,인천,옹진군,480,0,480,480,363,0,363,363,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,광주,동구,4259,0,4259,4259,3084,0,3084,3084,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,광주,서구,8061,0,8061,8061,6018,0,6018,6018,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,광주,남구,7254,0,7254,7254,5383,0,5383,5383,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,광주,북구,13817,0,13817,13817,10259,0,10259,10259,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,광주,광산구,9412,0,9412,9412,7251,0,7251,7251,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대전,동구,8560,0,8560,8560,6692,0,6692,6692,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대전,중구,8897,0,8897,8897,7092,0,7092,7092,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대전,서구,10816,0,10816,10816,8743,0,8743,8743,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대전,유성구,6832,0,6832,6832,5531,0,5531,5531,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,대전,대덕구,5414,0,5414,5414,4159,0,4159,4159,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,울산,중구,5025,0,5025,5025,3661,0,3661,3661,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,울산,남구,5997,0,5997,5997,4627,0,4627,4627,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,울산,동구,2914,0,2914,2914,2176,0,2176,2176,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,울산,북구,3308,0,3308,3308,2534,0,2534,2534,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,울산,울주군,6347,0,6347,6347,4948,0,4948,4948,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,세종,,5429,0,5429,5429,4335,0,4335,4335,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,수원시,23962,0,23962,23962,19182,0,19182,19182,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,성남시,19456,0,19456,19456,15706,0,15706,15706,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,의정부시,14127,0,14127,14127,11624,0,11624,11624,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,안양시,11464,0,11464,11464,9036,0,9036,9036,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,부천시,20366,0,20366,20366,16222,0,16222,16222,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,광명시,5719,0,5719,5719,4428,0,4428,4428,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,평택시,12532,0,12532,12532,10587,0,10587,10587,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,동두천시,4230,0,4230,4230,3279,0,3279,3279,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,안산시,14528,0,14528,14528,11537,0,11537,11537,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,고양시,29111,0,29111,29111,23477,0,23477,23477,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,과천시,1148,0,1148,1148,905,0,905,905,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,구리시,4142,0,4142,4142,3283,0,3283,3283,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,남양주시,20371,0,20371,20371,17369,0,17369,17369,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,오산시,4670,0,4670,4670,3847,0,3847,3847,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,시흥시,10460,0,10460,10460,8216,0,8216,8216,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,군포시,6542,0,6542,6542,4944,0,4944,4944,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,의왕시,3241,0,3241,3241,2522,0,2522,2522,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,하남시,5861,0,5861,5861,4726,0,4726,4726,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,용인시,24503,0,24503,24503,20347,0,20347,20347,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,파주시,13583,0,13583,13583,10905,0,10905,10905,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,이천시,5435,0,5435,5435,4414,0,4414,4414,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,안성시,6657,0,6657,6657,5674,0,5674,5674,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,김포시,10258,0,10258,10258,8474,0,8474,8474,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,화성시,14635,0,14635,14635,12012,0,12012,12012,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,광주시,9244,0,9244,9244,7620,0,7620,7620,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,양주시,9883,0,9883,9883,8507,0,8507,8507,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,포천시,6532,0,6532,6532,5383,0,5383,5383,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,여주시,4548,0,4548,4548,3695,0,3695,3695,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,연천군,1966,0,1966,1966,1536,0,1536,1536,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,가평군,2732,0,2732,2732,2199,0,2199,2199,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,경기,양평군,5363,0,5363,5363,4364,0,4364,4364,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,춘천시,9949,0,9949,9949,8134,0,8134,8134,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,원주시,10347,0,10347,10347,8484,0,8484,8484,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,강릉시,8218,0,8218,8218,6736,0,6736,6736,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,동해시,3171,0,3171,3171,2523,0,2523,2523,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,태백시,1358,0,1358,1358,855,0,855,855,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,속초시,2329,0,2329,2329,1823,0,1823,1823,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,삼척시,2559,0,2559,2559,1913,0,1913,1913,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,홍천군,2584,0,2584,2584,2025,0,2025,2025,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,횡성군,1937,0,1937,1937,1576,0,1576,1576,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,영월군,1608,0,1608,1608,1304,0,1304,1304,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,평창군,1528,0,1528,1528,1147,0,1147,1147,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
2024-12-31,강원,정선군,1240,0,1240,1240,960,0,960,960,2022년 파일은 5명 미만 실제 숫자가 보이며 이후 파일과 공개규칙이 다를 수 있음
