기준일,시도명,시군구명,총인구,65세이상인구,75세이상인구,85세이상인구,고령화율
2024-12-31,경기도,이천시,222443,39307,15591,4254,17.670594
2024-12-31,경기도,안성시,193949,40838,16972,4943,21.056051
2024-12-31,경기도,김포시,486853,76654,30119,7145,15.744794
2024-12-31,경기도,화성시,968821,105701,39134,10243,10.910271
2024-12-31,경기도,광주시,397605,69176,24918,5736,17.398172
2024-12-31,경기도,양주시,289005,50616,20735,5206,17.513884
2024-12-31,경기도,포천시,141463,37242,15276,4385,26.326319
2024-12-31,경기도,여주시,114610,30535,12556,3531,26.642527
2024-12-31,경기도,연천군,40866,13432,6226,1763,32.868399
2024-12-31,경기도,가평군,62527,19831,8183,2296,31.715899
2024-12-31,경기도,양평군,126804,39341,16023,4357,31.025047
2024-12-31,충청북도,청주시 상당구,197952,37195,14990,4216,18.789909
2024-12-31,충청북도,청주시 서원구,181621,35931,14220,3808,19.783505
2024-12-31,충청북도,청주시 흥덕구,285838,38849,14290,3844,13.591265
2024-12-31,충청북도,청주시 청원구,189126,30713,12500,3563,16.239438
2024-12-31,충청북도,충주시,207241,50480,21447,6338,24.358114
2024-12-31,충청북도,제천시,128569,35347,14546,3949,27.49263
2024-12-31,충청북도,보은군,30527,12537,5975,1995,41.068562
2024-12-31,충청북도,옥천군,48204,17216,7715,2403,35.714878
2024-12-31,충청북도,영동군,43551,16625,7805,2313,38.173636
2024-12-31,충청북도,증평군,37171,8044,3335,947,21.640526
2024-12-31,충청북도,진천군,86537,16767,7127,2332,19.375527
2024-12-31,충청북도,괴산군,36252,15024,6665,2017,41.443231
2024-12-31,충청북도,음성군,91236,23968,10009,2974,26.270332
2024-12-31,충청북도,단양군,27352,10491,4558,1220,38.355513
2024-12-31,충청남도,천안시 동남구,261172,46811,18616,5252,17.923437
2024-12-31,충청남도,천안시 서북구,398748,45667,17358,4733,11.452597
2024-12-31,충청남도,공주시,101285,31722,14352,4630,31.319544
2024-12-31,충청남도,보령시,93780,29461,13571,4053,31.415014
2024-12-31,충청남도,아산시,355014,52923,22334,6364,14.907299
2024-12-31,충청남도,서산시,174445,38611,17816,5705,22.133624
2024-12-31,충청남도,논산시,108529,34591,16071,5155,31.872587
2024-12-31,충청남도,계룡시,46540,7006,2618,774,15.053717
2024-12-31,충청남도,당진시,171931,36886,16745,5280,21.453955
2024-12-31,충청남도,금산군,49615,18012,8508,2610,36.303537
2024-12-31,충청남도,부여군,59550,24506,12105,4082,41.151973
2024-12-31,충청남도,서천군,48204,20288,10355,3458,42.087794
2024-12-31,충청남도,청양군,29658,12082,6068,2147,40.737744
2024-12-31,충청남도,홍성군,99198,27077,12975,4284,27.295913
2024-12-31,충청남도,예산군,78772,27566,13234,4311,34.994668
2024-12-31,충청남도,태안군,60133,22439,10581,3078,37.315617
2024-12-31,전라남도,목포시,209890,44454,18898,4246,21.179666
2024-12-31,전라남도,여수시,267816,63857,27090,6525,23.843609
2024-12-31,전라남도,순천시,276329,53410,22978,6649,19.328409
2024-12-31,전라남도,나주시,116654,29155,14070,4130,24.992713
2024-12-31,전라남도,광양시,154692,25136,10048,3074,16.249063
2024-12-31,전라남도,담양군,44623,15890,7981,2483,35.609439
2024-12-31,전라남도,곡성군,26566,10765,5898,2114,40.521719
2024-12-31,전라남도,구례군,24025,9477,5079,1624,39.44641
2024-12-31,전라남도,고흥군,60190,27498,14875,4880,45.68533
2024-12-31,전라남도,보성군,37045,16247,8875,3016,43.857471
2024-12-31,전라남도,화순군,60735,18776,9632,2957,30.914629
2024-12-31,전라남도,장흥군,34451,13479,7246,2449,39.125134
2024-12-31,전라남도,강진군,32189,12685,6754,2196,39.407872
2024-12-31,전라남도,해남군,63120,23771,12143,3566,37.660013
2024-12-31,전라남도,영암군,51391,15642,7925,2470,30.437236
2024-12-31,전라남도,무안군,92687,19592,9246,2505,21.137808
2024-12-31,전라남도,함평군,30010,12410,6634,2161,41.352882
2024-12-31,전라남도,영광군,52098,16677,8533,2428,32.010826
2024-12-31,전라남도,장성군,42026,14454,7443,2301,34.392995
2024-12-31,전라남도,완도군,45631,17080,9038,2605,37.430694
2024-12-31,전라남도,진도군,28478,10745,5755,1707,37.73088
2024-12-31,전라남도,신안군,38173,15292,7846,2314,40.059728
2024-12-31,경상북도,포항시 남구,220613,50657,18255,4054,22.961929
2024-12-31,경상북도,포항시 북구,270968,59655,21902,5408,22.015515
2024-12-31,경상북도,경주시,244769,67248,29048,8088,27.474067
2024-12-31,경상북도,김천시,135446,37426,16736,5147,27.631676
2024-12-31,경상북도,안동시,153159,43801,20316,6011,28.598385
2024-12-31,경상북도,구미시,404820,52744,18704,5202,13.029001
2024-12-31,경상북도,영주시,98870,31570,14437,4352,31.930818
2024-12-31,경상북도,영천시,98143,32977,14878,4170,33.60097
2024-12-31,경상북도,상주시,91850,33659,16374,5356,36.645618
2024-12-31,경상북도,문경시,67257,24095,11381,3472,35.825267
2024-12-31,경상북도,경산시,266398,55091,22765,5830,20.67996
2024-12-31,경상북도,의성군,48690,23118,11455,3815,47.479975
2024-12-31,경상북도,청송군,23716,10367,5040,1576,43.713105
2024-12-31,경상북도,영양군,15328,6601,3355,1052,43.064979
2024-12-31,경상북도,영덕군,33210,14452,7459,2339,43.517013
2024-12-31,경상북도,청도군,40582,17964,8354,2740,44.265931
2024-12-31,경상북도,고령군,30062,11392,5185,1663,37.895017
2024-12-31,경상북도,성주군,41452,16044,7024,2109,38.705008
2024-12-31,경상북도,칠곡군,107383,21825,9428,2813,20.324446
2024-12-31,경상북도,예천군,54609,18265,9103,3201,33.446868
2024-12-31,경상북도,봉화군,28836,12579,6100,2009,43.622555
2024-12-31,경상북도,울진군,46124,14955,7403,2467,32.423467
2024-12-31,경상북도,울릉군,9099,2742,1109,305,30.13518
2024-12-31,경상남도,창원시 의창구,209695,38165,12774,3033,18.200243
2024-12-31,경상남도,창원시 성산구,244489,31858,9054,2211,13.030443
2024-12-31,경상남도,창원시 마산합포구,178211,46004,18290,4307,25.814344
2024-12-31,경상남도,창원시 마산회원구,178724,41463,15257,3169,23.199458
2024-12-31,경상남도,창원시 진해구,188739,34540,13358,3365,18.300404
2024-12-31,경상남도,진주시,338785,70225,29421,7655,20.728486
2024-12-31,경상남도,통영시,118481,30233,12032,2799,25.517172
2024-12-31,경상남도,사천시,108504,28071,12803,3553,25.870936
2024-12-31,경상남도,김해시,531676,80326,29189,7013,15.108073
2024-12-31,경상남도,밀양시,100691,35004,14929,4211,34.763782
2024-12-31,경상남도,거제시,232972,36274,12436,3166,15.570111
2024-12-31,경상남도,양산시,359531,64107,23967,5591,17.830729
2024-12-31,경상남도,의령군,25150,10654,5364,1888,42.361829
2024-12-31,경상남도,함안군,58842,18566,8242,2532,31.552293
2024-12-31,경상남도,창녕군,56085,21387,9860,3016,38.133191
2024-12-31,경상남도,고성군,48005,17847,8521,2578,37.177377
2024-12-31,경상남도,남해군,39832,17045,9059,3120,42.792227
2024-12-31,경상남도,하동군,40765,16817,8372,2799,41.253526
2024-12-31,경상남도,산청군,33259,14142,6996,2331,42.520821
2024-12-31,경상남도,함양군,36131,14215,7299,2457,39.342947
2024-12-31,경상남도,거창군,59588,19182,9498,3199,32.191045
2024-12-31,경상남도,합천군,40225,18205,9423,3154,45.257924
2024-12-31,제주특별자치도,제주시,488348,85251,36544,10748,17.457018
2024-12-31,제주특별자치도,서귀포시,182020,41734,19110,5614,22.92825
2024-12-31,강원특별자치도,춘천시,286069,61370,26640,7802,21.452866
2024-12-31,강원특별자치도,원주시,362164,68912,27519,8102,19.027844
2024-12-31,강원특별자치도,강릉시,207731,54279,23571,6388,26.129466
2024-12-31,강원특별자치도,동해시,87675,21889,9279,2330,24.966068
2024-12-31,강원특별자치도,태백시,37936,11801,4980,1171,31.107655
2024-12-31,강원특별자치도,속초시,80933,19453,7905,2016,24.035931
2024-12-31,강원특별자치도,삼척시,61735,18709,8578,2512,30.305337
2024-12-31,강원특별자치도,홍천군,66717,22411,9243,2819,33.591139
2024-12-31,강원특별자치도,횡성군,46111,16949,7088,2111,36.756956
2024-12-31,강원특별자치도,영월군,36721,13164,5693,1574,35.848697
2024-12-31,강원특별자치도,평창군,40396,14167,5943,1615,35.070304
2024-12-31,강원특별자치도,정선군,33515,11691,4982,1273,34.882888
2024-12-31,강원특별자치도,철원군,40497,11487,5438,1375,28.365064
2024-12-31,강원특별자치도,화천군,22922,6380,2994,876,27.833522
2024-12-31,강원특별자치도,양구군,20621,5488,2472,685,26.613646
2024-12-31,강원특별자치도,인제군,31535,7993,3297,959,25.34644
2024-12-31,강원특별자치도,고성군,26999,9123,4246,1170,33.79014
2024-12-31,강원특별자치도,양양군,27489,9704,4461,1206,35.301393
2024-12-31,전북특별자치도,전주시 완산구,321910,64237,26876,6950,19.954956
2024-12-31,전북특별자치도,전주시 덕진구,313741,53258,22845,5849,16.975148
2024-12-31,전북특별자치도,군산시,258047,59458,25304,6424,23.041539
2024-12-31,전북특별자치도,익산시,268001,64800,28300,7968,24.179014
2024-12-31,전북특별자치도,정읍시,102127,32647,16741,5283,31.967061
2024-12-31,전북특별자치도,남원시,75647,24831,12636,4102,32.824831
2024-12-31,전북특별자치도,김제시,80635,28533,14427,4799,35.385379
2024-12-31,전북특별자치도,완주군,99279,25240,11487,3554,25.423302
2024-12-31,전북특별자치도,진안군,24161,9725,4941,1616,40.250817
2024-12-31,전북특별자치도,무주군,23032,8755,4413,1487,38.012331
2024-12-31,전북특별자치도,장수군,20663,8243,4132,1374,39.892562
2024-12-31,전북특별자치도,임실군,25577,10617,5699,1945,41.50995
2024-12-31,전북특별자치도,순창군,26822,10126,5461,1745,37.752591
2024-12-31,전북특별자치도,고창군,50982,20222,10798,3387,39.66498
2024-12-31,전북특별자치도,부안군,48066,18571,9471,2935,38.636458
2025-12-31,서울특별시,종로구,137048,30664,13563,3826,22.374642
2025-12-31,서울특별시,중구,117805,27157,11787,3133,23.052502
2025-12-31,서울특별시,용산구,201894,39913,17152,4982,19.769285
2025-12-31,서울특별시,성동구,274606,53232,22105,5494,19.384864
2025-12-31,서울특별시,광진구,331167,62317,24747,5949,18.817394
2025-12-31,서울특별시,동대문구,346241,72487,30581,7342,20.935418
2025-12-31,서울특별시,중랑구,376916,87928,34504,7862,23.328275
2025-12-31,서울특별시,성북구,422559,87297,37603,9393,20.659127
2025-12-31,서울특별시,강북구,278928,74210,32483,7496,26.605432
2025-12-31,서울특별시,도봉구,299899,78244,32154,8043,26.090117
2025-12-31,서울특별시,노원구,483541,104661,42929,10956,21.6447
2025-12-31,서울특별시,은평구,455137,102219,43341,10482,22.458952
2025-12-31,서울특별시,서대문구,300147,61941,27426,7330,20.636888
2025-12-31,서울특별시,마포구,357616,61725,27057,7162,17.260134
2025-12-31,서울특별시,양천구,425088,84351,31512,7088,19.843185
2025-12-31,서울특별시,강서구,549711,112966,43742,10256,20.550071
2025-12-31,서울특별시,구로구,383829,85949,34812,7559,22.392524
2025-12-31,서울특별시,금천구,223290,49561,19470,4267,22.195799
2025-12-31,서울특별시,영등포구,371362,71314,30043,7430,19.203365
2025-12-31,서울특별시,동작구,371924,75541,32384,7741,20.31087
2025-12-31,서울특별시,관악구,477605,92078,39442,8464,19.279111
2025-12-31,서울특별시,서초구,414428,72156,29886,6819,17.410986
2025-12-31,서울특별시,강남구,556330,95349,38815,8513,17.138928
2025-12-31,서울특별시,송파구,643350,118935,43920,9621,18.486827
2025-12-31,서울특별시,강동구,499127,97907,35310,7432,19.615649
2025-12-31,부산광역시,중구,36518,12471,5360,1264,34.150282
2025-12-31,부산광역시,서구,101892,31668,13617,3363,31.079967
2025-12-31,부산광역시,동구,83851,26104,11587,2803,31.131412
2025-12-31,부산광역시,영도구,101580,35615,15515,3479,35.061036
2025-12-31,부산광역시,부산진구,365378,87363,35052,8145,23.910307
2025-12-31,부산광역시,동래구,273277,64095,25167,5573,23.454224
2025-12-31,부산광역시,남구,250668,63975,26746,6028,25.521806
2025-12-31,부산광역시,북구,262862,66932,23972,5353,25.46279
2025-12-31,부산광역시,해운대구,372604,87737,34596,8354,23.546983
2025-12-31,부산광역시,사하구,286222,76444,28590,6160,26.70794
2025-12-31,부산광역시,금정구,206588,58583,23780,5609,28.357407
2025-12-31,부산광역시,강서구,150299,22908,7657,1780,15.241618
2025-12-31,부산광역시,연제구,211727,51244,20519,4612,24.202865
2025-12-31,부산광역시,수영구,169112,45673,19273,4456,27.007545
2025-12-31,부산광역시,사상구,194124,51544,17897,3617,26.552101
2025-12-31,부산광역시,기장군,174898,36479,14844,3550,20.8573
2025-12-31,대구광역시,중구,101007,18570,8587,2240,18.384864
2025-12-31,대구광역시,동구,339281,84594,35252,8732,24.933315
2025-12-31,대구광역시,서구,163956,47318,18846,4397,28.860182
2025-12-31,대구광역시,남구,135542,38922,17313,4674,28.715822
2025-12-31,대구광역시,북구,409854,82817,32804,8129,20.206464
2025-12-31,대구광역시,수성구,409222,83221,34717,9317,20.336394
2025-12-31,대구광역시,달서구,517059,107067,39644,9780,20.706921
2025-12-31,대구광역시,달성군,254659,45904,16781,4187,18.025674
2025-12-31,대구광역시,군위군,22452,10992,5166,1655,48.957777
2025-12-31,인천광역시,중구,176467,28899,11492,2813,16.376433
2025-12-31,인천광역시,동구,56477,16293,7209,1724,28.848912
2025-12-31,인천광역시,미추홀구,417578,89661,36402,8999,21.471677
2025-12-31,인천광역시,연수구,409437,57266,19624,5410,13.986523
2025-12-31,인천광역시,남동구,480147,98130,36351,9057,20.437491
2025-12-31,인천광역시,부평구,490442,99616,37254,9761,20.311474
2025-12-31,인천광역시,계양구,277721,55951,19162,5279,20.146478
2025-12-31,인천광역시,서구,654358,93707,32060,8080,14.320448
2025-12-31,인천광역시,강화군,69698,28402,13097,3938,40.750093
2025-12-31,인천광역시,옹진군,19636,7087,2896,851,36.091872
2025-12-31,광주광역시,동구,104888,25878,12080,3076,24.672031
2025-12-31,광주광역시,서구,275063,53606,22101,5363,19.488626
2025-12-31,광주광역시,남구,207596,46872,20406,4984,22.57847
2025-12-31,광주광역시,북구,416862,84137,34115,8228,20.183418
2025-12-31,광주광역시,광산구,387604,50766,19756,5043,13.097388
2025-12-31,대전광역시,동구,218664,52714,22018,5530,24.107306
2025-12-31,대전광역시,중구,225645,55091,24081,6205,24.4149
2025-12-31,대전광역시,서구,463351,80949,30402,7678,17.470341
2025-12-31,대전광역시,유성구,367534,49193,16837,4584,13.384612
2025-12-31,대전광역시,대덕구,165535,37459,14194,3580,22.629051
2025-12-31,울산광역시,중구,204169,44478,15360,3237,21.784894
2025-12-31,울산광역시,남구,304128,54612,17533,3603,17.956913
2025-12-31,울산광역시,동구,149257,29586,8757,1564,19.822186
2025-12-31,울산광역시,북구,215220,27983,8782,2070,13.002044
2025-12-31,울산광역시,울주군,219174,46241,16654,4372,21.097849
2025-12-31,세종특별자치시,,391965,48115,17888,5004,12.275331
2025-12-31,경기도,수원시 장안구,271136,48860,19484,5330,18.020477
2025-12-31,경기도,수원시 권선구,361064,58769,20765,5183,16.276616
2025-12-31,경기도,수원시 팔달구,191822,35377,13871,3461,18.442619
2025-12-31,경기도,수원시 영통구,362493,37786,13386,3520,10.423925
2025-12-31,경기도,성남시 수정구,232389,49024,18447,4091,21.095663
2025-12-31,경기도,성남시 중원구,203572,43962,16402,3706,21.595308
2025-12-31,경기도,성남시 분당구,469833,77801,32120,9434,16.559288
2025-12-31,경기도,의정부시,461572,92992,37582,9657,20.146803
2025-12-31,경기도,안양시 만안구,233749,51264,19124,4811,21.931217
2025-12-31,경기도,안양시 동안구,329530,53786,18875,5109,16.322034
2025-12-31,경기도,부천시 원미구,384561,74169,24932,6311,19.286667
2025-12-31,경기도,부천시 소사구,225458,47965,17137,4199,21.274472
2025-12-31,경기도,부천시 오정구,148777,32941,11664,2979,22.141191
2025-12-31,경기도,광명시,293947,54496,19827,4872,18.539397
2025-12-31,경기도,평택시,610402,89235,34913,9527,14.619054
2025-12-31,경기도,동두천시,86438,23606,10711,2949,27.309748
2025-12-31,경기도,안산시 상록구,322739,55577,20373,5787,17.220416
2025-12-31,경기도,안산시 단원구,289769,46933,15611,4253,16.196695
2025-12-31,경기도,고양시 덕양구,485546,93103,37976,10792,19.174908
2025-12-31,경기도,고양시 일산동구,296758,52982,21318,6797,17.853605
2025-12-31,경기도,고양시 일산서구,277777,51200,21319,6787,18.432052
2025-12-31,경기도,과천시,79908,12737,4946,1495,15.939581
2025-12-31,경기도,구리시,186090,35576,13142,3169,19.117631
2025-12-31,경기도,남양주시,729754,137932,54983,13767,18.901164
2025-12-31,경기도,오산시,249410,32351,11922,2921,12.971012
2025-12-31,경기도,시흥시,515032,70964,24545,6561,13.778561
2025-12-31,경기도,군포시,251367,49830,18820,5455,19.823605
2025-12-31,경기도,의왕시,160370,30859,10905,2974,19.242377
2025-12-31,경기도,하남시,327939,54355,19210,4238,16.574729
2025-12-31,경기도,용인시 처인구,282044,52451,20088,5281,18.596744
2025-12-31,경기도,용인시 기흥구,435048,73983,33392,8743,17.00571
2025-12-31,경기도,용인시 수지구,374094,59578,27798,6880,15.925944
2025-12-31,경기도,파주시,526005,90515,38084,10742,17.208011
2025-12-31,경기도,이천시,222967,41904,16043,4415,18.793813
2025-12-31,경기도,안성시,196592,43559,17565,5187,22.157056
2025-12-31,경기도,김포시,484792,81813,31896,7792,16.875897
2025-12-31,경기도,화성시,989969,115180,41276,10962,11.634708
2025-12-31,경기도,광주시,397346,74755,26428,6303,18.813578
2025-12-31,경기도,양주시,296224,54887,22014,5741,18.528884
2025-12-31,경기도,포천시,140452,39718,15662,4674,28.2787
2025-12-31,경기도,여주시,114002,32337,12878,3655,28.365292
2025-12-31,경기도,연천군,42340,14293,6335,1878,33.757676
2025-12-31,경기도,가평군,62125,20986,8461,2397,33.780282
2025-12-31,경기도,양평군,126933,41803,16659,4550,32.933122
2025-12-31,충청북도,청주시 상당구,194551,39166,15348,4365,20.131482
2025-12-31,충청북도,청주시 서원구,182689,38009,14686,3993,20.805303
2025-12-31,충청북도,청주시 흥덕구,292051,41667,14854,4005,14.267029
2025-12-31,충청북도,청주시 청원구,186861,32219,12782,3727,17.242228
2025-12-31,충청북도,충주시,206540,53128,21744,6647,25.722862
2025-12-31,충청북도,제천시,128003,37074,14796,4155,28.963384
2025-12-31,충청북도,보은군,30529,12944,5978,2045,42.39903
2025-12-31,충청북도,옥천군,49601,18171,7954,2430,36.634342
2025-12-31,충청북도,영동군,43032,17202,7888,2357,39.974902
2025-12-31,충청북도,증평군,36680,8457,3401,979,23.056161
2025-12-31,충청북도,진천군,86580,17782,7267,2427,20.538231
2025-12-31,충청북도,괴산군,38293,15948,6817,2107,41.647298
2025-12-31,충청북도,음성군,94280,25363,10137,3093,26.901782
2025-12-31,충청북도,단양군,26812,10870,4544,1255,40.541549
2025-12-31,충청남도,천안시 동남구,262470,50357,19474,5507,19.185812
2025-12-31,충청남도,천안시 서북구,401852,50005,18224,5035,12.443636
2025-12-31,충청남도,공주시,99979,33038,14798,4784,33.044939
2025-12-31,충청남도,보령시,92117,30604,13896,4105,33.222966
2025-12-31,충청남도,아산시,359378,56533,23296,6699,15.73079
2025-12-31,충청남도,서산시,172438,40659,18415,5843,23.57891
2025-12-31,충청남도,논산시,106777,35802,16422,5221,33.529693
2025-12-31,충청남도,계룡시,45846,7523,2725,773,16.409283
2025-12-31,충청남도,당진시,172564,38796,17334,5415,22.482094
2025-12-31,충청남도,금산군,48898,18707,8639,2694,38.257188
2025-12-31,충청남도,부여군,58377,25139,12249,4164,43.063193
2025-12-31,충청남도,서천군,47225,20700,10389,3461,43.832716
2025-12-31,충청남도,청양군,29986,12593,6164,2182,41.996265
2025-12-31,충청남도,홍성군,100557,28348,13304,4346,28.190976
2025-12-31,충청남도,예산군,78815,28513,13500,4356,36.177124
2025-12-31,충청남도,태안군,59474,23377,10934,3135,39.306251
2025-12-31,전라남도,목포시,202003,46318,19559,4567,22.929362
2025-12-31,전라남도,여수시,263284,66882,28203,6970,25.402987
2025-12-31,전라남도,순천시,275492,56914,23784,6945,20.659039
2025-12-31,전라남도,나주시,117076,30188,14197,4293,25.78496
2025-12-31,전라남도,광양시,155259,27036,10480,3176,17.413483
2025-12-31,전라남도,담양군,44177,16542,8108,2590,37.444824
2025-12-31,전라남도,곡성군,27287,11230,5927,2182,41.155129
2025-12-31,전라남도,구례군,23803,9828,5101,1679,41.288913
2025-12-31,전라남도,고흥군,59455,28091,15070,5057,47.247498
2025-12-31,전라남도,보성군,36858,16540,8870,3110,44.874925
2025-12-31,전라남도,화순군,60215,19437,9665,3132,32.279332
2025-12-31,전라남도,장흥군,34201,13822,7247,2540,40.414023
2025-12-31,전라남도,강진군,31799,12933,6750,2282,40.67109
2025-12-31,전라남도,해남군,62188,24303,12178,3686,39.079887
2025-12-31,전라남도,영암군,50069,16132,8001,2578,32.219537
2025-12-31,전라남도,무안군,95592,20443,9395,2617,21.385681
2025-12-31,전라남도,함평군,29458,12580,6590,2226,42.704868
2025-12-31,전라남도,영광군,53526,17368,8725,2563,32.447782
2025-12-31,전라남도,장성군,42958,15063,7541,2403,35.064482
2025-12-31,전라남도,완도군,44613,17398,8996,2731,38.997602
2025-12-31,전라남도,진도군,27964,11082,5814,1833,39.629524
2025-12-31,전라남도,신안군,41858,16146,7917,2435,38.573272
2025-12-31,경상북도,포항시 남구,215206,53310,19178,4336,24.771614
2025-12-31,경상북도,포항시 북구,273501,63633,23079,5748,23.266094
2025-12-31,경상북도,경주시,244055,70432,29857,8468,28.859069
2025-12-31,경상북도,김천시,133791,38720,17006,5389,28.940661
2025-12-31,경상북도,안동시,152610,45475,20548,6227,29.798178
2025-12-31,경상북도,구미시,403883,57260,19510,5449,14.177373
2025-12-31,경상북도,영주시,97162,32480,14729,4497,33.428707
2025-12-31,경상북도,영천시,95185,33929,15174,4304,35.645322
2025-12-31,경상북도,상주시,89888,34609,16445,5481,38.502358
2025-12-31,경상북도,문경시,65348,24731,11596,3626,37.845076
2025-12-31,경상북도,경산시,263853,58007,23683,6251,21.98459
2025-12-31,경상북도,의성군,47902,23570,11444,3833,49.204626
2025-12-31,경상북도,청송군,23363,10588,5066,1623,45.319522
2025-12-31,경상북도,영양군,15941,6850,3360,1101,42.970955
2025-12-31,경상북도,영덕군,32698,14718,7443,2407,45.011927
2025-12-31,경상북도,청도군,40117,18650,8572,2810,46.48902
2025-12-31,경상북도,고령군,29667,11872,5323,1720,40.017528
2025-12-31,경상북도,성주군,40720,16762,7243,2202,41.164047
2025-12-31,경상북도,칠곡군,104842,22933,9578,2924,21.873867
2025-12-31,경상북도,예천군,53887,18567,9051,3235,34.455435
2025-12-31,경상북도,봉화군,28315,12844,6089,2095,45.361116
2025-12-31,경상북도,울진군,45896,15436,7393,2532,33.632561
2025-12-31,경상북도,울릉군,8696,2796,1120,296,32.152714
2025-12-31,경상남도,창원시 의창구,207141,41399,13458,3236,19.985903
2025-12-31,경상남도,창원시 성산구,246904,35493,9539,2282,14.375223
2025-12-31,경상남도,창원시 마산합포구,175800,48257,19206,4638,27.449943
2025-12-31,경상남도,창원시 마산회원구,176275,43833,16160,3452,24.86626
2025-12-31,경상남도,창원시 진해구,184778,36474,13889,3551,19.739363
2025-12-31,경상남도,진주시,335939,74083,30452,8135,22.052515
2025-12-31,경상남도,통영시,116667,31979,12440,3003,27.410493
2025-12-31,경상남도,사천시,107935,29286,13094,3722,27.132997
2025-12-31,경상남도,김해시,533035,86871,30849,7583,16.297429
2025-12-31,경상남도,밀양시,99252,36256,15238,4321,36.529239
2025-12-31,경상남도,거제시,231178,39048,12968,3302,16.890881
2025-12-31,경상남도,양산시,361155,68929,25393,6124,19.085711
2025-12-31,경상남도,의령군,24636,10951,5360,1913,44.45121
2025-12-31,경상남도,함안군,57558,19303,8360,2622,33.536607
2025-12-31,경상남도,창녕군,54900,22059,9957,3071,40.180328
2025-12-31,경상남도,고성군,47099,18481,8592,2727,39.238625
2025-12-31,경상남도,남해군,40770,17729,9105,3228,43.485406
2025-12-31,경상남도,하동군,39974,17369,8384,2875,43.450743
2025-12-31,경상남도,산청군,32745,14674,7036,2444,44.812949
2025-12-31,경상남도,함양군,35472,14598,7252,2524,41.153586
2025-12-31,경상남도,거창군,58980,19792,9479,3307,33.557138
2025-12-31,경상남도,합천군,39190,18573,9343,3271,47.392192
2025-12-31,제주특별자치도,제주시,485182,89843,37721,11325,18.517381
2025-12-31,제주특별자치도,서귀포시,179610,43708,19561,5922,24.334948
2025-12-31,강원특별자치도,춘천시,285234,64332,26924,8291,22.554113
2025-12-31,강원특별자치도,원주시,363194,73482,28013,8597,20.232162
2025-12-31,강원특별자치도,강릉시,206237,56933,24233,6903,27.605619
2025-12-31,강원특별자치도,동해시,86333,22909,9480,2461,26.535624
2025-12-31,강원특별자치도,태백시,37088,12135,5146,1250,32.719478
2025-12-31,강원특별자치도,속초시,79636,20484,8017,2102,25.722035
2025-12-31,강원특별자치도,삼척시,60518,19458,8704,2636,32.152417
2025-12-31,강원특별자치도,홍천군,66109,23551,9388,2957,35.624499
2025-12-31,강원특별자치도,횡성군,45627,17841,7150,2169,39.101848
2025-12-31,강원특별자치도,영월군,36054,13728,5751,1662,38.076219
2025-12-31,강원특별자치도,평창군,39831,14871,5971,1700,37.335241
2025-12-31,강원특별자치도,정선군,34879,12562,5093,1382,36.015941
2025-12-31,강원특별자치도,철원군,39979,11931,5474,1474,29.843168
2025-12-31,강원특별자치도,화천군,22371,6658,2938,894,29.761745
2025-12-31,강원특별자치도,양구군,20410,5726,2461,752,28.054875
2025-12-31,강원특별자치도,인제군,30863,8381,3280,1025,27.155494
2025-12-31,강원특별자치도,고성군,26845,9487,4253,1263,35.339914
2025-12-31,강원특별자치도,양양군,27292,10020,4477,1272,36.714055
2025-12-31,전북특별자치도,전주시 완산구,316419,67602,28182,7268,21.364709
2025-12-31,전북특별자치도,전주시 덕진구,309018,56132,24060,6131,18.164638
2025-12-31,전북특별자치도,군산시,256291,62540,26522,6663,24.401949
2025-12-31,전북특별자치도,익산시,267066,68281,29526,8186,25.567088
2025-12-31,전북특별자치도,정읍시,101123,33658,17004,5457,33.284218
2025-12-31,전북특별자치도,남원시,74272,25624,12818,4170,34.500215
2025-12-31,전북특별자치도,김제시,81676,29522,14745,4838,36.145257
2025-12-31,전북특별자치도,완주군,100444,26818,11961,3614,26.699454
2025-12-31,전북특별자치도,진안군,24249,10131,5042,1656,41.779042
2025-12-31,전북특별자치도,무주군,22787,9032,4481,1552,39.636635
2025-12-31,전북특별자치도,장수군,20922,8529,4182,1405,40.765701
2025-12-31,전북특별자치도,임실군,25259,10944,5782,1996,43.327131
2025-12-31,전북특별자치도,순창군,27714,10644,5482,1802,38.406582
2025-12-31,전북특별자치도,고창군,50396,20636,10839,3448,40.947694
2025-12-31,전북특별자치도,부안군,47220,18882,9505,2927,39.987294
