기준일,시도명,시군구명,총인구,65세이상인구,75세이상인구,85세이상인구,고령화율
2022-12-31,서울특별시,종로구,141379,27704,12618,3053,19.595555
2022-12-31,서울특별시,중구,120437,24660,10768,2624,20.475435
2022-12-31,서울특별시,용산구,218650,38478,17038,4435,17.597988
2022-12-31,서울특별시,성동구,281000,47530,19874,4336,16.914591
2022-12-31,서울특별시,광진구,337416,53737,21382,4557,15.926038
2022-12-31,서울특별시,동대문구,336644,64255,27211,5742,19.086929
2022-12-31,서울특별시,중랑구,385318,74790,29296,5932,19.409942
2022-12-31,서울특별시,성북구,430397,77293,33348,7288,17.958536
2022-12-31,서울특별시,강북구,293660,66170,28490,5627,22.532861
2022-12-31,서울특별시,도봉구,311694,66942,27697,6055,21.476833
2022-12-31,서울특별시,노원구,503734,91946,37971,8935,18.252887
2022-12-31,서울특별시,은평구,466746,89422,37752,7969,19.1586
2022-12-31,서울특별시,서대문구,306337,55502,25021,5754,18.117955
2022-12-31,서울특별시,마포구,364638,55533,24625,5782,15.229625
2022-12-31,서울특별시,양천구,440881,72235,26386,5819,16.38424
2022-12-31,서울특별시,강서구,569166,96880,36485,8183,17.021396
2022-12-31,서울특별시,구로구,395315,74491,29000,5709,18.843454
2022-12-31,서울특별시,금천구,229642,42226,16493,3224,18.387751
2022-12-31,서울특별시,영등포구,375675,63349,26304,5927,16.862714
2022-12-31,서울특별시,동작구,380596,67872,28405,6128,17.833083
2022-12-31,서울특별시,관악구,486752,81848,33656,6266,16.815134
2022-12-31,서울특별시,서초구,404325,62228,24411,5386,15.390589
2022-12-31,서울특별시,강남구,529102,81564,31386,6718,15.415553
2022-12-31,서울특별시,송파구,658801,103361,36652,8058,15.68926
2022-12-31,서울특별시,강동구,460067,78191,27601,5787,16.995568
2022-12-31,부산광역시,중구,39689,11468,4771,1016,28.894656
2022-12-31,부산광역시,서구,105192,28432,12220,2708,27.028671
2022-12-31,부산광역시,동구,86462,24354,10522,2296,28.167287
2022-12-31,부산광역시,영도구,108156,32778,13838,2747,30.306224
2022-12-31,부산광역시,부산진구,355917,75685,29995,6247,21.264789
2022-12-31,부산광역시,동래구,273226,54881,20667,4266,20.086302
2022-12-31,부산광역시,남구,256333,56961,22911,4596,22.221485
2022-12-31,부산광역시,북구,278857,55768,20122,4214,19.998781
2022-12-31,부산광역시,해운대구,386785,76256,29833,6758,19.715346
2022-12-31,부산광역시,사하구,301987,65745,24053,4878,21.770805
2022-12-31,부산광역시,금정구,221256,52128,20660,4465,23.560039
2022-12-31,부산광역시,강서구,143207,18996,6336,1444,13.264715
2022-12-31,부산광역시,연제구,203536,44099,17032,3448,21.666437
2022-12-31,부산광역시,수영구,174806,40697,16381,3459,23.281237
2022-12-31,부산광역시,사상구,203789,42960,14667,2775,21.080628
2022-12-31,부산광역시,기장군,178614,31204,12556,2811,17.470075
2022-12-31,대구광역시,중구,80199,16107,7322,1688,20.083792
2022-12-31,대구광역시,동구,339530,73354,29991,6705,21.604571
2022-12-31,대구광역시,서구,159827,40897,15893,3342,25.588292
2022-12-31,대구광역시,남구,141519,35590,15516,3791,25.148567
2022-12-31,대구광역시,북구,430912,70487,27998,6151,16.357632
2022-12-31,대구광역시,수성구,411553,72078,30120,7581,17.513662
2022-12-31,대구광역시,달서구,536989,89178,33302,7616,16.607044
2022-12-31,대구광역시,달성군,263162,38007,14064,3442,14.442435
2022-12-31,인천광역시,중구,152931,23366,9527,2209,15.278786
2022-12-31,인천광역시,동구,58999,14703,6443,1425,24.920761
2022-12-31,인천광역시,미추홀구,406004,75765,31273,7049,18.661146
2022-12-31,인천광역시,연수구,385796,44014,16664,4379,11.40862
2022-12-31,인천광역시,남동구,506181,80000,30493,7139,15.804623
2022-12-31,인천광역시,부평구,489118,81584,31964,7729,16.67982
2022-12-31,인천광역시,계양구,288856,43724,16561,4236,15.136954
2022-12-31,인천광역시,서구,589013,69831,25457,6291,11.855596
2022-12-31,인천광역시,강화군,69803,24763,11974,3336,35.475553
2022-12-31,인천광역시,옹진군,20613,6100,2646,784,29.592975
2022-12-31,광주광역시,동구,105909,23419,10677,2463,22.112379
2022-12-31,광주광역시,서구,287401,45985,19138,4375,16.000292
2022-12-31,광주광역시,남구,212379,40740,17472,3973,19.182688
2022-12-31,광주광역시,북구,424707,70834,29054,6559,16.678322
2022-12-31,광주광역시,광산구,400654,41992,17445,4189,10.480864
2022-12-31,대전광역시,동구,219751,45895,19122,4345,20.885002
2022-12-31,대전광역시,중구,227108,48714,20878,4937,21.449707
2022-12-31,대전광역시,서구,470374,67924,25905,6327,14.440424
2022-12-31,대전광역시,유성구,356093,38846,14154,3863,10.908948
2022-12-31,대전광역시,대덕구,172746,31284,12350,2971,18.109826
2022-12-31,울산광역시,중구,208132,37123,12741,2543,17.836277
2022-12-31,울산광역시,남구,310638,44319,14061,2830,14.267089
2022-12-31,울산광역시,동구,151711,23123,6752,1227,15.241479
2022-12-31,울산광역시,북구,218670,21490,7313,1710,9.827594
2022-12-31,울산광역시,울주군,221512,37757,14334,3653,17.045126
2022-12-31,세종특별자치시,,383591,40219,15676,4418,10.484865
2022-12-31,경기도,수원시 장안구,270524,40078,16958,4343,14.814952
2022-12-31,경기도,수원시 권선구,367446,46727,17664,4207,12.716699
2022-12-31,경기도,수원시 팔달구,192610,30134,12161,2736,15.645086
2022-12-31,경기도,수원시 영통구,360384,30183,11539,2883,8.375233
2022-12-31,경기도,성남시 수정구,230460,40767,15391,3156,17.689404
2022-12-31,경기도,성남시 중원구,210505,36883,13844,2861,17.521199
2022-12-31,경기도,성남시 분당구,481553,67150,28714,7903,13.944467
2022-12-31,경기도,의정부시,463724,77555,32728,7466,16.724388
2022-12-31,경기도,안양시 만안구,234394,41896,16257,3769,17.874178
2022-12-31,경기도,안양시 동안구,313834,42494,16059,4206,13.540279
2022-12-31,경기도,부천시,790128,125752,45773,10992,15.915396
2022-12-31,경기도,광명시,287945,45128,17105,3957,15.672437
2022-12-31,경기도,평택시,578529,73372,30997,7718,12.68251
2022-12-31,경기도,동두천시,91546,20464,9668,2245,22.353789
2022-12-31,경기도,안산시 상록구,344664,44874,18370,4740,13.019637
2022-12-31,경기도,안산시 단원구,296996,36637,13560,3615,12.335856
2022-12-31,경기도,고양시 덕양구,490088,78511,33973,8409,16.019776
2022-12-31,경기도,고양시 일산동구,296122,42362,18691,5378,14.30559
2022-12-31,경기도,고양시 일산서구,290325,42207,19463,5405,14.537846
2022-12-31,경기도,과천시,78137,11140,4528,1277,14.25701
2022-12-31,경기도,구리시,188701,29173,11463,2505,15.459907
2022-12-31,경기도,남양주시,737353,115165,46509,10418,15.618706
2022-12-31,경기도,오산시,229849,25237,9896,2120,10.979817
2022-12-31,경기도,시흥시,512912,54756,20835,5081,10.675515
2022-12-31,경기도,군포시,266213,40752,16631,4492,15.308043
2022-12-31,경기도,의왕시,160221,24954,9370,2475,15.574737
2022-12-31,경기도,하남시,326059,44618,15615,3480,13.684027
2022-12-31,경기도,용인시 처인구,259288,41823,17066,4308,16.12994
2022-12-31,경기도,용인시 기흥구,438235,62609,28050,6485,14.286627
2022-12-31,경기도,용인시 수지구,377448,52794,23857,5112,13.987092
2022-12-31,경기도,파주시,495315,73543,32891,8070,14.847723
2022-12-31,경기도,이천시,222721,34750,14504,3726,15.60248
2022-12-31,경기도,안성시,188842,36284,15785,4281,19.213946
2022-12-31,경기도,김포시,484267,66858,26148,5951,13.80602
2022-12-31,경기도,화성시,910814,89334,34244,8551,9.80815
2022-12-31,경기도,광주시,391462,59448,21579,4723,15.186148
2022-12-31,경기도,양주시,243432,41886,17789,4234,17.206448
2022-12-31,경기도,포천시,146701,32863,14148,3631,22.401347
2022-12-31,경기도,여주시,113150,27269,11730,3037,24.099867
2022-12-31,경기도,연천군,42062,12319,5900,1517,29.287718
2022-12-31,경기도,가평군,62150,17841,7776,1994,28.706356
2022-12-31,경기도,양평군,122323,34217,14440,3673,27.972663
2022-12-31,강원도,춘천시,286664,55802,25765,6688,19.465995
2022-12-31,강원도,원주시,360807,60755,26263,6817,16.838642
2022-12-31,강원도,강릉시,211381,49575,22193,5535,23.452912
2022-12-31,강원도,동해시,89426,19983,8625,2018,22.34585
2022-12-31,강원도,태백시,39428,10964,4639,930,27.807649
2022-12-31,강원도,속초시,82806,17551,7445,1807,21.195324
2022-12-31,강원도,삼척시,63455,17460,8183,2213,27.515562
2022-12-31,강원도,홍천군,67977,20163,8971,2411,29.661503
2022-12-31,강원도,횡성군,46532,15222,6837,1831,32.712972
2022-12-31,강원도,영월군,37728,12211,5580,1358,32.365882
2022-12-31,강원도,평창군,40990,12896,5681,1380,31.461332
2022-12-31,강원도,정선군,34931,10846,4832,1122,31.049784
2022-12-31,강원도,철원군,42256,10657,5183,1115,25.220087
2022-12-31,강원도,화천군,23388,5909,2944,751,25.265093
2022-12-31,강원도,양구군,21383,5072,2482,621,23.719777
2022-12-31,강원도,인제군,32206,7269,3264,812,22.570329
2022-12-31,강원도,고성군,27274,8517,4129,1019,31.227543
2022-12-31,강원도,양양군,27866,9022,4311,1062,32.376373
2022-12-31,충청북도,청주시 상당구,196425,33193,13845,3636,16.898562
2022-12-31,충청북도,청주시 서원구,191273,32645,13235,3402,17.067229
2022-12-31,충청북도,청주시 흥덕구,268051,33521,12904,3374,12.505456
2022-12-31,충청북도,청주시 청원구,193824,27695,11790,3086,14.288736
2022-12-31,충청북도,충주시,208277,45952,20598,5387,22.062926
2022-12-31,충청북도,제천시,130988,32145,13732,3314,24.540416
2022-12-31,충청북도,보은군,31455,11795,5833,1803,37.498013
2022-12-31,충청북도,옥천군,49520,16265,7475,2243,32.845315
2022-12-31,충청북도,영동군,44956,15767,7600,2096,35.07207
2022-12-31,충청북도,증평군,37262,7264,3134,807,19.494391
2022-12-31,충청북도,진천군,86147,15286,6868,2055,17.744089
2022-12-31,충청북도,괴산군,37055,13947,6510,1831,37.638645
2022-12-31,충청북도,음성군,92058,21808,9644,2638,23.689413
2022-12-31,충청북도,단양군,27767,9656,4302,1087,34.775093
2022-12-31,충청남도,천안시 동남구,255647,41199,16936,4582,16.115581
2022-12-31,충청남도,천안시 서북구,401912,39567,15790,4078,9.844692
2022-12-31,충청남도,공주시,102571,29452,13700,4177,28.713769
2022-12-31,충청남도,보령시,97157,27741,12812,3605,28.552755
2022-12-31,충청남도,아산시,334539,47012,20456,5563,14.052771
2022-12-31,충청남도,서산시,176413,35323,16494,5042,20.022901
2022-12-31,충청남도,논산시,112617,32616,15609,4749,28.96188
2022-12-31,충청남도,계룡시,44475,5974,2329,667,13.432265
2022-12-31,충청남도,당진시,168253,33915,15836,4687,20.157144
2022-12-31,충청남도,금산군,50092,17077,8284,2314,34.091272
2022-12-31,충청남도,부여군,62343,23657,11851,3770,37.946522
2022-12-31,충청남도,서천군,49964,19592,10080,3166,39.212233
2022-12-31,충청남도,청양군,30266,11506,5919,1997,38.016256
2022-12-31,충청남도,홍성군,98068,25234,12187,3772,25.731125
2022-12-31,충청남도,예산군,77385,26059,12743,3850,33.674485
2022-12-31,충청남도,태안군,61335,20971,9786,2683,34.190919
2022-12-31,전라북도,전주시 완산구,332573,58580,24406,6109,17.614178
2022-12-31,전라북도,전주시 덕진구,318922,48777,20811,5017,15.294335
2022-12-31,전라북도,군산시,262467,54997,23597,5763,20.953872
2022-12-31,전라북도,익산시,273697,60045,26681,7191,21.938494
2022-12-31,전라북도,정읍시,105081,31356,16245,4821,29.839838
2022-12-31,전라북도,남원시,77948,23691,12189,3649,30.393339
2022-12-31,전라북도,김제시,81455,27495,14247,4446,33.754834
2022-12-31,전라북도,완주군,92422,22950,10811,3124,24.83175
2022-12-31,전라북도,진안군,24550,9260,4824,1465,37.718941
2022-12-31,전라북도,무주군,23489,8393,4425,1333,35.731619
2022-12-31,전라북도,장수군,21336,7852,4003,1212,36.80165
2022-12-31,전라북도,임실군,26508,10270,5616,1750,38.743021
2022-12-31,전라북도,순창군,26727,9647,5332,1508,36.094586
2022-12-31,전라북도,고창군,52338,19364,10472,3021,36.997975
2022-12-31,전라북도,부안군,50094,17942,9213,2576,35.816665
2022-12-31,전라남도,목포시,216939,40805,17324,3594,18.809435
2022-12-31,전라남도,여수시,274765,58798,24837,5790,21.399378
2022-12-31,전라남도,순천시,278737,48061,21322,5874,17.242418
2022-12-31,전라남도,나주시,116456,27488,13610,3718,23.603765
2022-12-31,전라남도,광양시,152168,22331,9438,2774,14.675227
2022-12-31,전라남도,담양군,45792,15058,7815,2147,32.883473
2022-12-31,전라남도,곡성군,27060,10368,5878,1924,38.314856
2022-12-31,전라남도,구례군,24655,9069,5010,1433,36.783614
2022-12-31,전라남도,고흥군,61880,26717,14622,4460,43.175501
2022-12-31,전라남도,보성군,38471,15834,8847,2756,41.158275
2022-12-31,전라남도,화순군,62024,17681,9391,2643,28.506707
2022-12-31,전라남도,장흥군,35650,13061,7192,2203,36.636746
2022-12-31,전라남도,강진군,33177,12278,6741,1964,37.007565
2022-12-31,전라남도,해남군,65831,22912,11988,3228,34.804272
2022-12-31,전라남도,영암군,52395,14929,7771,2144,28.493177
2022-12-31,전라남도,무안군,90608,18423,8861,2229,20.332642
2022-12-31,전라남도,함평군,30784,12051,6661,1915,39.146959
2022-12-31,전라남도,영광군,52197,15999,8336,2112,30.651187
2022-12-31,전라남도,장성군,43146,13879,7253,2048,32.167524
