기준일,시도명,시군구명,65세이상1인세대,65세이상남자1인세대,65세이상여자1인세대
2025-12-31,경기도,성남시 수정구,15434,5930,9504
2025-12-31,경기도,성남시 중원구,12699,4838,7861
2025-12-31,경기도,성남시 분당구,14882,4175,10707
2025-12-31,경기도,의정부시,26967,9219,17748
2025-12-31,경기도,안양시 만안구,12763,4602,8161
2025-12-31,경기도,안양시 동안구,10644,2987,7657
2025-12-31,경기도,부천시 원미구,18460,6424,12036
2025-12-31,경기도,부천시 소사구,12525,4184,8341
2025-12-31,경기도,부천시 오정구,9402,3450,5952
2025-12-31,경기도,광명시,12460,3732,8728
2025-12-31,경기도,평택시,26757,10165,16592
2025-12-31,경기도,동두천시,8585,3201,5384
2025-12-31,경기도,안산시 상록구,16441,6135,10306
2025-12-31,경기도,안산시 단원구,13471,5243,8228
2025-12-31,경기도,고양시 덕양구,25496,8904,16592
2025-12-31,경기도,고양시 일산동구,12522,4205,8317
2025-12-31,경기도,고양시 일산서구,11249,3298,7951
2025-12-31,경기도,과천시,2110,609,1501
2025-12-31,경기도,구리시,9107,3352,5755
2025-12-31,경기도,남양주시,35057,12612,22445
2025-12-31,경기도,오산시,8982,3273,5709
2025-12-31,경기도,시흥시,20167,8138,12029
2025-12-31,경기도,군포시,12946,4148,8798
2025-12-31,경기도,의왕시,5983,1832,4151
2025-12-31,경기도,하남시,12255,4633,7622
2025-12-31,경기도,용인시 처인구,13473,5368,8105
2025-12-31,경기도,용인시 기흥구,14816,4345,10471
2025-12-31,경기도,용인시 수지구,9248,2338,6910
2025-12-31,경기도,파주시,24998,9299,15699
2025-12-31,경기도,이천시,11602,4630,6972
2025-12-31,경기도,안성시,13048,5010,8038
2025-12-31,경기도,김포시,20141,7598,12543
2025-12-31,경기도,화성시,29516,12105,17411
2025-12-31,경기도,광주시,17570,7238,10332
2025-12-31,경기도,양주시,15950,6323,9627
2025-12-31,경기도,포천시,13797,6250,7547
2025-12-31,경기도,여주시,9754,4114,5640
2025-12-31,경기도,연천군,4986,2081,2905
2025-12-31,경기도,가평군,7392,3190,4202
2025-12-31,경기도,양평군,12941,5545,7396
2025-12-31,충청북도,청주시 상당구,12120,4241,7879
2025-12-31,충청북도,청주시 서원구,11738,3924,7814
2025-12-31,충청북도,청주시 흥덕구,11423,3835,7588
2025-12-31,충청북도,청주시 청원구,9835,3358,6477
2025-12-31,충청북도,충주시,16891,5980,10911
2025-12-31,충청북도,제천시,12488,4467,8021
2025-12-31,충청북도,보은군,4624,1716,2908
2025-12-31,충청북도,옥천군,6359,2467,3892
2025-12-31,충청북도,영동군,6177,2322,3855
2025-12-31,충청북도,증평군,2986,1136,1850
2025-12-31,충청북도,진천군,5673,2248,3425
2025-12-31,충청북도,괴산군,5583,2368,3215
2025-12-31,충청북도,음성군,8585,3647,4938
2025-12-31,충청북도,단양군,3964,1547,2417
2025-12-31,충청남도,천안시 동남구,15359,5779,9580
2025-12-31,충청남도,천안시 서북구,13898,5111,8787
2025-12-31,충청남도,공주시,10661,3956,6705
2025-12-31,충청남도,보령시,10486,3655,6831
2025-12-31,충청남도,아산시,17713,6796,10917
2025-12-31,충청남도,서산시,11952,4451,7501
2025-12-31,충청남도,논산시,12811,4488,8323
2025-12-31,충청남도,계룡시,2006,660,1346
2025-12-31,충청남도,당진시,12270,5134,7136
2025-12-31,충청남도,금산군,6747,2568,4179
2025-12-31,충청남도,부여군,8661,2951,5710
2025-12-31,충청남도,서천군,7268,2453,4815
2025-12-31,충청남도,청양군,4228,1563,2665
2025-12-31,충청남도,홍성군,8953,3110,5843
2025-12-31,충청남도,예산군,8936,3175,5761
2025-12-31,충청남도,태안군,8010,2983,5027
2025-12-31,전라남도,목포시,17586,5976,11610
2025-12-31,전라남도,여수시,21213,7311,13902
2025-12-31,전라남도,순천시,18344,6082,12262
2025-12-31,전라남도,나주시,11602,4207,7395
2025-12-31,전라남도,광양시,8996,3452,5544
2025-12-31,전라남도,담양군,5879,2096,3783
2025-12-31,전라남도,곡성군,4532,1527,3005
2025-12-31,전라남도,구례군,3838,1256,2582
2025-12-31,전라남도,고흥군,11387,3599,7788
2025-12-31,전라남도,보성군,7025,2244,4781
2025-12-31,전라남도,화순군,7842,2800,5042
2025-12-31,전라남도,장흥군,5747,1739,4008
2025-12-31,전라남도,강진군,5274,1619,3655
2025-12-31,전라남도,해남군,9263,2978,6285
2025-12-31,전라남도,영암군,6524,2298,4226
2025-12-31,전라남도,무안군,7423,2585,4838
2025-12-31,전라남도,함평군,5404,1867,3537
2025-12-31,전라남도,영광군,6713,2234,4479
2025-12-31,전라남도,장성군,5751,2155,3596
2025-12-31,전라남도,완도군,6695,2053,4642
2025-12-31,전라남도,진도군,4719,1510,3209
2025-12-31,전라남도,신안군,5493,2055,3438
2025-12-31,경상북도,포항시 남구,17068,6164,10904
2025-12-31,경상북도,포항시 북구,19643,6365,13278
2025-12-31,경상북도,경주시,24543,8492,16051
2025-12-31,경상북도,김천시,13178,4370,8808
2025-12-31,경상북도,안동시,16016,5225,10791
2025-12-31,경상북도,구미시,17073,5880,11193
2025-12-31,경상북도,영주시,11192,3552,7640
2025-12-31,경상북도,영천시,13321,5085,8236
2025-12-31,경상북도,상주시,12479,3978,8501
2025-12-31,경상북도,문경시,9274,2982,6292
2025-12-31,경상북도,경산시,17898,6069,11829
2025-12-31,경상북도,의성군,9232,3175,6057
2025-12-31,경상북도,청송군,3988,1358,2630
2025-12-31,경상북도,영양군,2560,829,1731
2025-12-31,경상북도,영덕군,6123,1821,4302
2025-12-31,경상북도,청도군,7247,2766,4481
2025-12-31,경상북도,고령군,5025,2008,3017
2025-12-31,경상북도,성주군,6361,2659,3702
2025-12-31,경상북도,칠곡군,8060,3152,4908
2025-12-31,경상북도,예천군,6705,2274,4431
2025-12-31,경상북도,봉화군,4791,1774,3017
2025-12-31,경상북도,울진군,6474,2113,4361
2025-12-31,경상북도,울릉군,1141,485,656
2025-12-31,경상남도,창원시 의창구,11947,4408,7539
2025-12-31,경상남도,창원시 성산구,7670,2594,5076
2025-12-31,경상남도,창원시 마산합포구,15906,5346,10560
2025-12-31,경상남도,창원시 마산회원구,13553,4458,9095
2025-12-31,경상남도,창원시 진해구,10881,3692,7189
2025-12-31,경상남도,진주시,24151,7499,16652
2025-12-31,경상남도,통영시,11169,3995,7174
2025-12-31,경상남도,사천시,10863,3520,7343
2025-12-31,경상남도,김해시,25914,9348,16566
2025-12-31,경상남도,밀양시,13583,4768,8815
2025-12-31,경상남도,거제시,11448,4448,7000
2025-12-31,경상남도,양산시,21026,7278,13748
2025-12-31,경상남도,의령군,4876,1690,3186
2025-12-31,경상남도,함안군,7242,2772,4470
2025-12-31,경상남도,창녕군,8987,3101,5886
2025-12-31,경상남도,고성군,7242,2628,4614
2025-12-31,경상남도,남해군,6396,1890,4506
2025-12-31,경상남도,하동군,6842,2440,4402
2025-12-31,경상남도,산청군,6141,2184,3957
2025-12-31,경상남도,함양군,5921,1867,4054
2025-12-31,경상남도,거창군,7442,2186,5256
2025-12-31,경상남도,합천군,7880,2583,5297
2025-12-31,제주특별자치도,제주시,27487,10148,17339
2025-12-31,제주특별자치도,서귀포시,13971,5156,8815
2025-12-31,강원특별자치도,춘천시,19178,6448,12730
2025-12-31,강원특별자치도,원주시,22818,8223,14595
2025-12-31,강원특별자치도,강릉시,18877,6334,12543
2025-12-31,강원특별자치도,동해시,7901,2702,5199
2025-12-31,강원특별자치도,태백시,4767,1638,3129
2025-12-31,강원특별자치도,속초시,7306,2576,4730
2025-12-31,강원특별자치도,삼척시,7259,2520,4739
2025-12-31,강원특별자치도,홍천군,7699,3343,4356
2025-12-31,강원특별자치도,횡성군,5670,2464,3206
2025-12-31,강원특별자치도,영월군,5353,2188,3165
2025-12-31,강원특별자치도,평창군,5173,2219,2954
2025-12-31,강원특별자치도,정선군,4772,1931,2841
2025-12-31,강원특별자치도,철원군,3919,1312,2607
2025-12-31,강원특별자치도,화천군,2344,983,1361
2025-12-31,강원특별자치도,양구군,1943,783,1160
2025-12-31,강원특별자치도,인제군,2880,1276,1604
2025-12-31,강원특별자치도,고성군,3684,1292,2392
2025-12-31,강원특별자치도,양양군,3566,1389,2177
2025-12-31,전북특별자치도,전주시 완산구,21258,6626,14632
2025-12-31,전북특별자치도,전주시 덕진구,17003,5577,11426
2025-12-31,전북특별자치도,군산시,21077,7697,13380
2025-12-31,전북특별자치도,익산시,23059,7823,15236
2025-12-31,전북특별자치도,정읍시,13155,4461,8694
2025-12-31,전북특별자치도,남원시,9684,3133,6551
2025-12-31,전북특별자치도,김제시,11487,3891,7596
2025-12-31,전북특별자치도,완주군,8823,3537,5286
2025-12-31,전북특별자치도,진안군,3889,1544,2345
2025-12-31,전북특별자치도,무주군,3582,1261,2321
2025-12-31,전북특별자치도,장수군,3207,1076,2131
2025-12-31,전북특별자치도,임실군,4561,1763,2798
2025-12-31,전북특별자치도,순창군,4061,1328,2733
2025-12-31,전북특별자치도,고창군,8236,2675,5561
2025-12-31,전북특별자치도,부안군,7816,2671,5145
