시설_지역코드,기관유형코드,시도명,시군구명,기관유형명,기관수,현원확인기관수,현원결측행수,정원합계_현원확인기관,현원합계,원자료_현원정원비,가동률,가동률해석가능,지표해석,정원초과행수,자료기준,용도
11110,A03,서울특별시,종로구,노인요양시설(개정법),8,8,0,382.0,369,0.9659685863874345,0.9659685863874345,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11110,A04,서울특별시,종로구,노인요양공동생활가정,1,1,0,9.0,8,0.8888888888888888,0.8888888888888888,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11110,B01,서울특별시,종로구,재가노인복지시설 방문요양,7,7,0,0.0,78,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11110,B02,서울특별시,종로구,재가노인복지시설 방문목욕,4,4,0,0.0,2,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11110,B03,서울특별시,종로구,재가노인복지시설 주야간보호,5,5,0,101.0,72,0.7128712871287128,0.7128712871287128,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11110,B05,서울특별시,종로구,재가노인복지시설 방문간호,1,1,0,0.0,0,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11110,B06,서울특별시,종로구,재가노인복지시설 복지용구,1,1,0,0.0,0,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11110,C01,서울특별시,종로구,재가장기요양기관 방문요양,13,13,0,0.0,309,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11110,C02,서울특별시,종로구,재가장기요양기관 방문목욕,6,6,0,0.0,2,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11110,H31,서울특별시,종로구,주야간보호내치매전담1실,1,1,0,20.0,20,1.0,1.0,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11140,A03,서울특별시,중구,노인요양시설(개정법),2,2,0,74.0,74,1.0,1.0,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11140,A04,서울특별시,중구,노인요양공동생활가정,1,1,0,9.0,7,0.7777777777777778,0.7777777777777778,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11140,B01,서울특별시,중구,재가노인복지시설 방문요양,11,11,0,0.0,406,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11140,B02,서울특별시,중구,재가노인복지시설 방문목욕,8,8,0,0.0,2,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11140,B03,서울특별시,중구,재가노인복지시설 주야간보호,6,6,0,187.0,176,0.9411764705882353,0.9411764705882353,True,정원 대비 현원 가동률,1.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11140,C01,서울특별시,중구,재가장기요양기관 방문요양,6,6,0,0.0,212,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11140,C02,서울특별시,중구,재가장기요양기관 방문목욕,6,6,0,0.0,2,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11140,H31,서울특별시,중구,주야간보호내치매전담1실,1,1,0,16.0,16,1.0,1.0,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11170,A03,서울특별시,용산구,노인요양시설(개정법),2,2,0,172.0,167,0.9709302325581395,0.9709302325581395,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11170,B01,서울특별시,용산구,재가노인복지시설 방문요양,6,6,0,0.0,168,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11170,B02,서울특별시,용산구,재가노인복지시설 방문목욕,4,4,0,0.0,4,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11170,B03,서울특별시,용산구,재가노인복지시설 주야간보호,6,6,0,139.0,130,0.935251798561151,0.935251798561151,True,정원 대비 현원 가동률,1.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11170,C01,서울특별시,용산구,재가장기요양기관 방문요양,15,15,0,16.0,648,40.5,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11170,C02,서울특별시,용산구,재가장기요양기관 방문목욕,12,12,0,16.0,12,0.75,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11170,C03,서울특별시,용산구,재가장기요양기관 주야간보호,1,1,0,28.0,31,1.1071428571428572,1.1071428571428572,True,정원 대비 현원 가동률,1.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11170,C06,서울특별시,용산구,재가장기요양기관 복지용구,2,2,0,0.0,0,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,A03,서울특별시,성동구,노인요양시설(개정법),4,4,0,376.0,334,0.8882978723404256,0.8882978723404256,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,A04,서울특별시,성동구,노인요양공동생활가정,4,4,0,36.0,35,0.9722222222222222,0.9722222222222222,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,B01,서울특별시,성동구,재가노인복지시설 방문요양,11,11,0,76.0,306,4.026315789473684,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,B02,서울특별시,성동구,재가노인복지시설 방문목욕,9,9,0,10.0,2,0.2,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,B03,서울특별시,성동구,재가노인복지시설 주야간보호,14,14,0,356.0,351,0.9859550561797753,0.9859550561797753,True,정원 대비 현원 가동률,2.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,B04,서울특별시,성동구,재가노인복지시설 단기보호,1,1,0,9.0,8,0.8888888888888888,0.8888888888888888,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,B06,서울특별시,성동구,재가노인복지시설 복지용구,1,1,0,0.0,36,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,C01,서울특별시,성동구,재가장기요양기관 방문요양,17,17,0,0.0,540,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,C02,서울특별시,성동구,재가장기요양기관 방문목욕,14,14,0,0.0,14,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,C05,서울특별시,성동구,재가장기요양기관 방문간호,2,2,0,0.0,2,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,C06,서울특별시,성동구,재가장기요양기관 복지용구,1,1,0,0.0,0,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,G31,서울특별시,성동구,치매전담실가형1실,1,1,0,16.0,16,1.0,1.0,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,G32,서울특별시,성동구,치매전담실가형2실,1,1,0,16.0,16,1.0,1.0,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,G33,서울특별시,성동구,치매전담실가형3실,1,1,0,16.0,14,0.875,0.875,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,G34,서울특별시,성동구,치매전담실가형4실,1,1,0,16.0,16,1.0,1.0,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11200,H31,서울특별시,성동구,주야간보호내치매전담1실,1,1,0,21.0,18,0.8571428571428571,0.8571428571428571,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,A03,서울특별시,광진구,노인요양시설(개정법),8,8,0,489.0,472,0.9652351738241309,0.9652351738241309,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,A04,서울특별시,광진구,노인요양공동생활가정,11,11,0,99.0,79,0.797979797979798,0.797979797979798,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,B01,서울특별시,광진구,재가노인복지시설 방문요양,26,26,0,0.0,580,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,B02,서울특별시,광진구,재가노인복지시설 방문목욕,12,12,0,0.0,7,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,B03,서울특별시,광진구,재가노인복지시설 주야간보호,16,16,0,666.0,568,0.8528528528528528,0.8528528528528528,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,B04,서울특별시,광진구,재가노인복지시설 단기보호,2,2,0,17.0,14,0.8235294117647058,0.8235294117647058,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,B06,서울특별시,광진구,재가노인복지시설 복지용구,2,2,0,0.0,86,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,C01,서울특별시,광진구,재가장기요양기관 방문요양,26,26,0,0.0,708,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,C02,서울특별시,광진구,재가장기요양기관 방문목욕,22,22,0,0.0,6,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,C04,서울특별시,광진구,재가장기요양기관 단기보호,2,2,0,21.0,18,0.8571428571428571,0.8571428571428571,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,C05,서울특별시,광진구,재가장기요양기관 방문간호,1,1,0,0.0,0,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11215,C06,서울특별시,광진구,재가장기요양기관 복지용구,1,1,0,0.0,0,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11230,A03,서울특별시,동대문구,노인요양시설(개정법),7,7,0,374.0,355,0.9491978609625669,0.9491978609625669,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11230,A04,서울특별시,동대문구,노인요양공동생활가정,16,16,0,144.0,138,0.9583333333333334,0.9583333333333334,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11230,B01,서울특별시,동대문구,재가노인복지시설 방문요양,31,31,0,0.0,501,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11230,B02,서울특별시,동대문구,재가노인복지시설 방문목욕,18,18,0,0.0,8,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11230,B03,서울특별시,동대문구,재가노인복지시설 주야간보호,27,27,0,999.0,865,0.8658658658658659,0.8658658658658659,True,정원 대비 현원 가동률,4.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11230,B04,서울특별시,동대문구,재가노인복지시설 단기보호,4,4,0,30.0,24,0.8,0.8,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11230,B06,서울특별시,동대문구,재가노인복지시설 복지용구,1,1,0,0.0,100,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11230,C01,서울특별시,동대문구,재가장기요양기관 방문요양,37,37,0,0.0,1104,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11230,C02,서울특별시,동대문구,재가장기요양기관 방문목욕,29,29,0,0.0,140,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11230,C03,서울특별시,동대문구,재가장기요양기관 주야간보호,1,1,0,40.0,33,0.825,0.825,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,A03,서울특별시,중랑구,노인요양시설(개정법),11,11,0,823.0,780,0.9477521263669502,0.9477521263669502,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,A04,서울특별시,중랑구,노인요양공동생활가정,37,37,0,333.0,315,0.9459459459459459,0.9459459459459459,True,정원 대비 현원 가동률,1.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,B01,서울특별시,중랑구,재가노인복지시설 방문요양,66,66,0,39.0,1591,40.794871794871796,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,B02,서울특별시,중랑구,재가노인복지시설 방문목욕,47,47,0,39.0,40,1.0256410256410255,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,B03,서울특별시,중랑구,재가노인복지시설 주야간보호,26,26,0,830.0,687,0.827710843373494,0.827710843373494,True,정원 대비 현원 가동률,1.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,B04,서울특별시,중랑구,재가노인복지시설 단기보호,10,10,0,159.0,133,0.8364779874213837,0.8364779874213837,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,B05,서울특별시,중랑구,재가노인복지시설 방문간호,2,2,0,0.0,114,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,B06,서울특별시,중랑구,재가노인복지시설 복지용구,3,3,0,0.0,580,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,C01,서울특별시,중랑구,재가장기요양기관 방문요양,26,26,0,0.0,700,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,C02,서울특별시,중랑구,재가장기요양기관 방문목욕,23,23,0,0.0,82,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,C06,서울특별시,중랑구,재가장기요양기관 복지용구,2,2,0,0.0,0,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,G31,서울특별시,중랑구,치매전담실가형1실,1,1,0,16.0,16,1.0,1.0,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11260,G32,서울특별시,중랑구,치매전담실가형2실,1,1,0,16.0,16,1.0,1.0,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11290,A03,서울특별시,성북구,노인요양시설(개정법),18,18,0,792.0,711,0.8977272727272727,0.8977272727272727,True,정원 대비 현원 가동률,1.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11290,A04,서울특별시,성북구,노인요양공동생활가정,5,5,0,45.0,31,0.6888888888888889,0.6888888888888889,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11290,B01,서울특별시,성북구,재가노인복지시설 방문요양,41,41,0,4086.0,979,0.23959862946647087,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11290,B02,서울특별시,성북구,재가노인복지시설 방문목욕,27,27,0,1089.0,21,0.01928374655647383,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11290,B03,서울특별시,성북구,재가노인복지시설 주야간보호,22,22,0,726.0,666,0.9173553719008265,0.9173553719008265,True,정원 대비 현원 가동률,7.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11290,B05,서울특별시,성북구,재가노인복지시설 방문간호,1,1,0,0.0,16,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11290,C01,서울특별시,성북구,재가장기요양기관 방문요양,37,37,0,0.0,1603,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11290,C02,서울특별시,성북구,재가장기요양기관 방문목욕,34,34,0,0.0,48,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11290,C05,서울특별시,성북구,재가장기요양기관 방문간호,2,2,0,0.0,64,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11290,C06,서울특별시,성북구,재가장기요양기관 복지용구,2,2,0,0.0,89,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11290,G31,서울특별시,성북구,치매전담실가형1실,1,1,0,14.0,14,1.0,1.0,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,A03,서울특별시,강북구,노인요양시설(개정법),10,10,0,617.0,537,0.8703403565640194,0.8703403565640194,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,A04,서울특별시,강북구,노인요양공동생활가정,21,21,0,185.0,174,0.9405405405405406,0.9405405405405406,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,B01,서울특별시,강북구,재가노인복지시설 방문요양,45,45,0,0.0,1115,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,B02,서울특별시,강북구,재가노인복지시설 방문목욕,28,28,0,0.0,52,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,B03,서울특별시,강북구,재가노인복지시설 주야간보호,21,21,0,614.0,518,0.8436482084690554,0.8436482084690554,True,정원 대비 현원 가동률,3.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,B05,서울특별시,강북구,재가노인복지시설 방문간호,2,2,0,0.0,12,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,B06,서울특별시,강북구,재가노인복지시설 복지용구,1,1,0,0.0,0,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,C01,서울특별시,강북구,재가장기요양기관 방문요양,27,27,0,0.0,724,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,C02,서울특별시,강북구,재가장기요양기관 방문목욕,20,20,0,0.0,39,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,C03,서울특별시,강북구,재가장기요양기관 주야간보호,1,1,0,54.0,53,0.9814814814814815,0.9814814814814815,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,G31,서울특별시,강북구,치매전담실가형1실,1,1,0,12.0,12,1.0,1.0,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,H31,서울특별시,강북구,주야간보호내치매전담1실,1,1,0,7.0,6,0.8571428571428571,0.8571428571428571,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11305,S41,서울특별시,강북구,치매전담형노인요양공동생활가정,1,1,0,9.0,8,0.8888888888888888,0.8888888888888888,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,A03,서울특별시,도봉구,노인요양시설(개정법),21,21,0,881.0,800,0.9080590238365494,0.9080590238365494,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,A04,서울특별시,도봉구,노인요양공동생활가정,31,31,0,272.0,261,0.9595588235294118,0.9595588235294118,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,B01,서울특별시,도봉구,재가노인복지시설 방문요양,54,54,0,0.0,1139,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,B02,서울특별시,도봉구,재가노인복지시설 방문목욕,37,37,0,0.0,8,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,B03,서울특별시,도봉구,재가노인복지시설 주야간보호,22,22,0,751.0,620,0.8255659121171771,0.8255659121171771,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,B05,서울특별시,도봉구,재가노인복지시설 방문간호,1,1,0,0.0,37,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,B06,서울특별시,도봉구,재가노인복지시설 복지용구,1,1,0,0.0,0,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,C01,서울특별시,도봉구,재가장기요양기관 방문요양,38,38,0,0.0,1574,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,C02,서울특별시,도봉구,재가장기요양기관 방문목욕,36,36,0,0.0,20,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,C03,서울특별시,도봉구,재가장기요양기관 주야간보호,9,9,0,266.0,200,0.7518796992481203,0.7518796992481203,True,정원 대비 현원 가동률,1.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,C04,서울특별시,도봉구,재가장기요양기관 단기보호,9,9,0,82.0,54,0.6585365853658537,0.6585365853658537,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,C05,서울특별시,도봉구,재가장기요양기관 방문간호,2,2,0,0.0,22,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11320,C06,서울특별시,도봉구,재가장기요양기관 복지용구,1,1,0,0.0,11,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,A03,서울특별시,노원구,노인요양시설(개정법),12,12,0,927.0,763,0.8230852211434736,0.8230852211434736,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,A04,서울특별시,노원구,노인요양공동생활가정,11,11,0,99.0,87,0.8787878787878788,0.8787878787878788,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,B01,서울특별시,노원구,재가노인복지시설 방문요양,63,63,0,30042.0,1670,0.05558884228746422,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,B02,서울특별시,노원구,재가노인복지시설 방문목욕,47,47,0,10014.0,99,0.009886159376872379,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,B03,서울특별시,노원구,재가노인복지시설 주야간보호,25,25,0,916.0,783,0.8548034934497817,0.8548034934497817,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,B04,서울특별시,노원구,재가노인복지시설 단기보호,1,1,0,9.0,0,0.0,0.0,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,B05,서울특별시,노원구,재가노인복지시설 방문간호,3,3,0,1.0,30,30.0,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,B06,서울특별시,노원구,재가노인복지시설 복지용구,2,2,0,0.0,65,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,C01,서울특별시,노원구,재가장기요양기관 방문요양,43,43,0,0.0,1639,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,C02,서울특별시,노원구,재가장기요양기관 방문목욕,37,37,0,0.0,23,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,C03,서울특별시,노원구,재가장기요양기관 주야간보호,3,3,0,82.0,69,0.8414634146341463,0.8414634146341463,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11350,C05,서울특별시,노원구,재가장기요양기관 방문간호,2,2,0,0.0,22,,,False,방문형·복지용구는 정원 대비 비율 해석 금지,,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11380,A03,서울특별시,은평구,노인요양시설(개정법),15,15,0,1070.0,959,0.8962616822429906,0.8962616822429906,True,정원 대비 현원 가동률,1.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
11380,A04,서울특별시,은평구,노인요양공동생활가정,6,6,0,54.0,44,0.8148148148148148,0.8148148148148148,True,정원 대비 현원 가동률,0.0,2025-04-01,2026년 현재값이 아닌 과거 가동률 민감도 기준
