장기요양기관코드,기관유형코드,기관유형명,정원,현원
14679000059,A03,노인요양시설(개정법),33,7
14679000079,A04,노인요양공동생활가정,9,9
14679000087,A03,노인요양시설(개정법),26,10
14679000092,A02,노인전문요양시설,25,20
14679000092,A03,노인요양시설(개정법),28,29
14679000097,A03,노인요양시설(개정법),42,36
14679000100,A04,노인요양공동생활가정,9,9
14679000100,A03,노인요양시설(개정법),25,23
14679000107,A03,노인요양시설(개정법),60,0
14679000108,A04,노인요양공동생활가정,5,1
14679000110,A04,노인요양공동생활가정,9,5
14679000112,A04,노인요양공동생활가정,9,8
14679000113,A03,노인요양시설(개정법),,25
14679000113,A04,노인요양공동생활가정,9,9
14679000115,A03,노인요양시설(개정법),,22
14679000117,A03,노인요양시설(개정법),106,91
14679000119,A03,노인요양시설(개정법),29,8
14679000124,A03,노인요양시설(개정법),29,28
14679000134,A04,노인요양공동생활가정,9,4
14679000137,A03,노인요양시설(개정법),42,36
14679000138,A03,노인요양시설(개정법),48,33
14679000140,A04,노인요양공동생활가정,9,7
14679000142,A04,노인요양공동생활가정,9,4
14679000143,A04,노인요양공동생활가정,9,10
14679000145,A04,노인요양공동생활가정,9,7
14679000146,A03,노인요양시설(개정법),29,16
14679000148,A03,노인요양시설(개정법),29,20
14679000151,A03,노인요양시설(개정법),,29
14679000155,A03,노인요양시설(개정법),29,20
14679000159,A03,노인요양시설(개정법),29,25
14679000161,A03,노인요양시설(개정법),42,43
14679000163,A03,노인요양시설(개정법),23,23
14679000168,A04,노인요양공동생활가정,9,8
14679000171,A04,노인요양공동생활가정,9,7
14679000178,A03,노인요양시설(개정법),53,43
14679000181,A03,노인요양시설(개정법),42,34
14679000183,A03,노인요양시설(개정법),29,30
14679000190,A04,노인요양공동생활가정,9,9
14679000192,A03,노인요양시설(개정법),21
14679000199,A03,노인요양시설(개정법),35,28
14679000204,A04,노인요양공동생활가정,9,9
14679000218,A04,노인요양공동생활가정,9
14680000008,A01,노인요양시설,,31
14680000008,A03,노인요양시설(개정법),29,27
14680000009,A03,노인요양시설(개정법),70,72
14680000009,A02,노인전문요양시설,70,69
14680000011,A01,노인요양시설,21,21
14680000011,A03,노인요양시설(개정법),35,35
14680000011,A02,노인전문요양시설,,18
14680000028,A04,노인요양공동생활가정,9,4
14680000031,A03,노인요양시설(개정법),48,36
14680000036,A03,노인요양시설(개정법),16,15
14680000062,A03,노인요양시설(개정법),16,15
14681000001,A03,노인요양시설(개정법),81,79
14681000001,A01,노인요양시설,0,71
14681000001,A02,노인전문요양시설,,89
14681000005,A01,노인요양시설,15,14
14681000005,A02,노인전문요양시설,,16
14681000005,A03,노인요양시설(개정법),16,17
14681000008,A04,노인요양공동생활가정,9,8
14681000011,A04,노인요양공동생활가정,9,9
14681000014,A03,노인요양시설(개정법),29,18
14681000017,A04,노인요양공동생활가정,9,8
14681000018,A03,노인요양시설(개정법),16
14681000018,A04,노인요양공동생활가정,9,9
14681000018,A05,노인요양시설(단기보호 전환),9,9
14681000020,A03,노인요양시설(개정법),15,14
14681000026,A04,노인요양공동생활가정,9,10
14681000027,A03,노인요양시설(개정법),25,13
14681000051,G33,치매전담실가형3실,4
14681000051,G32,치매전담실가형2실,4
14681000051,A03,노인요양시설(개정법),28,27
14681000051,G34,치매전담실가형4실,4
14681000051,G31,치매전담실가형1실,4
14681000057,A04,노인요양공동생활가정,9,9
14682000001,A03,노인요양시설(개정법),67,44
14682000001,A01,노인요양시설,50,46
14682000004,A03,노인요양시설(개정법),97,82
14682000004,A02,노인전문요양시설,99,102
14682000029,A04,노인요양공동생활가정,9,9
14682000029,A03,노인요양시설(개정법),15,15
14682000031,A04,노인요양공동생활가정,,9
14682000032,A03,노인요양시설(개정법),16,16
14682000036,A04,노인요양공동생활가정,9,10
14682000047,A04,노인요양공동생활가정,9,9
14682000048,A03,노인요양시설(개정법),60,44
14682000049,A04,노인요양공동생활가정,9,9
14682000050,A03,노인요양시설(개정법),19,19
14682000050,A04,노인요양공동생활가정,9,9
14682000053,A04,노인요양공동생활가정,9,7
14682000056,A04,노인요양공동생활가정,9,9
14682000056,A03,노인요양시설(개정법)
14682000058,A03,노인요양시설(개정법),25,23
14682000062,A03,노인요양시설(개정법),25,25
14682000064,A04,노인요양공동생활가정,9,9
14682000068,A04,노인요양공동생활가정,9,9
14682000084,A03,노인요양시설(개정법),25,25
14682000100,A04,노인요양공동생활가정,9,8
14682000104,A04,노인요양공동생활가정,9,8
14682000106,A03,노인요양시설(개정법),21,21
14682000113,A04,노인요양공동생활가정,9,2
14682000119,A04,노인요양공동생활가정,9,9
14682000124,A03,노인요양시설(개정법),21,19
14682000127,A04,노인요양공동생활가정,9,9
14682000131,A03,노인요양시설(개정법),23,22
14682000131,A01,노인요양시설,23,18
14682000133,A03,노인요양시설(개정법),21,20
14682000133,A01,노인요양시설,21,20
14682000135,A03,노인요양시설(개정법),25,25
14682000146,A03,노인요양시설(개정법),16,15
14683000001,A03,노인요양시설(개정법),44,28
14683000001,A01,노인요양시설,50,49
14683000009,A01,노인요양시설,30,17
14683000009,A03,노인요양시설(개정법),25,15
14683000013,A03,노인요양시설(개정법),29,15
14683000034,A02,노인전문요양시설,60,23
14683000034,A03,노인요양시설(개정법),60,33
14683000035,A04,노인요양공동생활가정,9,7
14683000042,A03,노인요양시설(개정법),70,52
14683000043,A03,노인요양시설(개정법),94,83
14683000044,A05,노인요양시설(단기보호 전환),9,9
14683000044,A04,노인요양공동생활가정,9,9
14683000044,A03,노인요양시설(개정법),35,32
14683000048,A03,노인요양시설(개정법),20,18
14683000051,A04,노인요양공동생활가정,9,6
14683000052,A03,노인요양시설(개정법),21,14
14683000056,A04,노인요양공동생활가정,9,9
14683000059,A03,노인요양시설(개정법),49,29
14683000060,A04,노인요양공동생활가정,9,3
14683000061,A04,노인요양공동생활가정,9,9
14683000063,A04,노인요양공동생활가정,9,0
14683000066,A04,노인요양공동생활가정,9
14683000068,A03,노인요양시설(개정법),29,23
14683000068,A02,노인전문요양시설,29,8
14683000069,A03,노인요양시설(개정법),20,20
14683000073,A03,노인요양시설(개정법),29,10
14683000073,A04,노인요양공동생활가정,,7
14683000106,A03,노인요양시설(개정법),29,7
14683000111,A03,노인요양시설(개정법),29,1
14684000001,A01,노인요양시설,9,9
14684000001,A03,노인요양시설(개정법),60,59
14684000002,A02,노인전문요양시설,,54
14684000002,A03,노인요양시설(개정법),60,35
14684000003,A02,노인전문요양시설,30,30
14684000003,A03,노인요양시설(개정법),67,0
14684000004,A03,노인요양시설(개정법),49,37
14684000004,A01,노인요양시설,40,40
14684000006,A03,노인요양시설(개정법),23,23
14684000007,A04,노인요양공동생활가정,9,7
14684000014,A01,노인요양시설,30,16
14684000038,A04,노인요양공동생활가정,,0
14684000044,A04,노인요양공동생활가정,9,9
14684000050,A05,노인요양시설(단기보호 전환),9,8
14684000050,A04,노인요양공동생활가정,9,8
14684000051,A03,노인요양시설(개정법),18,12
14684000051,A05,노인요양시설(단기보호 전환),18,17
14684000052,A05,노인요양시설(단기보호 전환),14,14
14684000052,A03,노인요양시설(개정법),21,21
14684000053,A04,노인요양공동생활가정,9,10
14684000054,A04,노인요양공동생활가정,9,7
14684000055,A03,노인요양시설(개정법),60,47
14684000058,A03,노인요양시설(개정법),28,13
14684000060,A04,노인요양공동생활가정,9,9
14684000061,A04,노인요양공동생활가정,9,4
14684000065,A03,노인요양시설(개정법),26,24
14684000066,A04,노인요양공동생활가정,9,10
14684000069,A04,노인요양공동생활가정,9,5
14684000072,A03,노인요양시설(개정법),,12
14684000073,A04,노인요양공동생활가정,9,9
14684000075,A03,노인요양시설(개정법),69,16
14684000078,A03,노인요양시설(개정법),22,21
14684000082,A04,노인요양공동생활가정,9,10
14684000082,S41,치매전담형노인요양공동생활가정,9,9
14684000084,A03,노인요양시설(개정법),18,16
14684000085,A03,노인요양시설(개정법),25,16
14684000092,A03,노인요양시설(개정법),17,17
14684000093,A03,노인요양시설(개정법),28,21
14684000095,A04,노인요양공동생활가정,9,7
14684000098,A03,노인요양시설(개정법),48,41
14684000105,A04,노인요양공동생활가정,9
14684000116,S41,치매전담형노인요양공동생활가정,9
14684000116,A04,노인요양공동생활가정,9
14684000118,A03,노인요양시설(개정법),36,20
14684000118,G31,치매전담실가형1실,6,6
14684000118,G32,치매전담실가형2실,16,14
14686000007,G31,치매전담실가형1실,14,14
14686000007,G32,치매전담실가형2실,14,14
14686000007,A01,노인요양시설,,27
14686000007,A03,노인요양시설(개정법),21,22
14686000009,A03,노인요양시설(개정법),45,45
14686000009,A01,노인요양시설,47,42
14686000010,A01,노인요양시설,58,58
14686000010,A03,노인요양시설(개정법),58,58
14686000014,A03,노인요양시설(개정법),29,21
14686000014,A01,노인요양시설,14,14
14686000014,A05,노인요양시설(단기보호 전환),31,31
14686000031,A04,노인요양공동생활가정,9,8
14686000032,A03,노인요양시설(개정법),28,25
14686000034,A03,노인요양시설(개정법),29,28
14686000037,A03,노인요양시설(개정법),28,26
14686000039,A03,노인요양시설(개정법),29,26
14686000045,A04,노인요양공동생활가정,9,3
14686000049,A03,노인요양시설(개정법),59,39
14686000056,A04,노인요양공동생활가정,9,6
14686000057,A03,노인요양시설(개정법),62,41
14686000058,A03,노인요양시설(개정법),75,52
14686000059,A03,노인요양시설(개정법),28,28
14686000060,A03,노인요양시설(개정법),28,26
14686000065,A03,노인요양시설(개정법),28,27
14686000069,A03,노인요양시설(개정법),28,18
14686000080,A03,노인요양시설(개정법),27
14686000093,A03,노인요양시설(개정법),28,29
14686000095,A03,노인요양시설(개정법),28,18
14686000099,A03,노인요양시설(개정법),28,18
14686000100,A03,노인요양시설(개정법),49,37
14687000001,A03,노인요양시설(개정법),84,45
14687000001,A01,노인요양시설,50,30
14687000002,A03,노인요양시설(개정법),99,91
14687000002,A02,노인전문요양시설,,83
14687000005,A01,노인요양시설,29,20
14687000005,A03,노인요양시설(개정법),28,12
14687000010,A03,노인요양시설(개정법),10,10
14687000022,A03,노인요양시설(개정법),42,36
14687000024,A04,노인요양공동생활가정,,6
14687000024,A03,노인요양시설(개정법),16,10
14687000025,A03,노인요양시설(개정법),18,16
14687000026,A04,노인요양공동생활가정,9,3
14687000027,A05,노인요양시설(단기보호 전환),9,9
14687000027,A04,노인요양공동생활가정,9,8
14687000028,A04,노인요양공동생활가정,5,0
14687000031,A04,노인요양공동생활가정,7,0
14687000032,A03,노인요양시설(개정법),48,49
14687000041,A04,노인요양공동생활가정,9,4
14687000042,A03,노인요양시설(개정법),28,27
14688000005,A02,노인전문요양시설,28,21
14688000006,A03,노인요양시설(개정법),29,16
14688000006,A01,노인요양시설,,13
14688000008,A02,노인전문요양시설,,80
14688000008,A03,노인요양시설(개정법),80,77
14688000009,A02,노인전문요양시설,,41
14688000009,A03,노인요양시설(개정법),60,24
14688000010,A01,노인요양시설,,19
14688000010,A03,노인요양시설(개정법),26,20
14688000035,A02,노인전문요양시설,26,23
14688000043,A03,노인요양시설(개정법),29,29
14688000043,A04,노인요양공동생활가정,9,8
14688000044,A03,노인요양시설(개정법),20,12
14688000055,A04,노인요양공동생활가정,,9
14688000059,A03,노인요양시설(개정법),23,13
14688000067,A04,노인요양공동생활가정,9,10
14688000074,A03,노인요양시설(개정법),23,23
14688000089,A04,노인요양공동생활가정,9,4
14688000102,A03,노인요양시설(개정법),80,24
14688000106,A03,노인요양시설(개정법),52,41
14689000001,A03,노인요양시설(개정법),65,62
14689000001,A02,노인전문요양시설,65,61
14689000002,G31,치매전담실가형1실,12,12
14689000002,A02,노인전문요양시설,56,56
14689000002,A03,노인요양시설(개정법),56,59
14689000003,A01,노인요양시설,30,28
14689000003,A03,노인요양시설(개정법),48,37
14689000003,A02,노인전문요양시설,60,50
14689000004,A02,노인전문요양시설,20,21
14689000004,A03,노인요양시설(개정법),20,16
14689000020,A03,노인요양시설(개정법),20,20
14689000023,A04,노인요양공동생활가정,9,9
14689000025,A04,노인요양공동생활가정,5,5
14689000027,A04,노인요양공동생활가정,9,9
14689000034,A03,노인요양시설(개정법),16,13
14689000034,A05,노인요양시설(단기보호 전환),16,16
14689000037,A04,노인요양공동생활가정,9,7
14689000040,A03,노인요양시설(개정법),20,18
14689000042,A04,노인요양공동생활가정,9,1
14689000043,A03,노인요양시설(개정법),46,29
14689000046,A03,노인요양시설(개정법),16,16
14689000048,A04,노인요양공동생활가정,9,9
14689000049,A04,노인요양공동생활가정,,7
14689000052,A03,노인요양시설(개정법),16,15
14689000065,A04,노인요양공동생활가정,9
14689000068,A04,노인요양공동생활가정,9,7
14689000074,A04,노인요양공동생활가정,9
14690000019,A04,노인요양공동생활가정,,9
14690000023,A04,노인요양공동생활가정,9,9
14690000029,A04,노인요양공동생활가정,9,8
14690000029,A05,노인요양시설(단기보호 전환),,9
14690000031,A03,노인요양시설(개정법),22,23
14690000031,A04,노인요양공동생활가정,9,8
14690000034,A03,노인요양시설(개정법),74,73
14691000003,A02,노인전문요양시설,,79
14691000003,A03,노인요양시설(개정법),80,69
14691000010,A04,노인요양공동생활가정,9,9
14691000018,A04,노인요양공동생활가정,9,9
14691000018,A03,노인요양시설(개정법),25,23
14691000023,A04,노인요양공동생활가정,9,7
14691000026,A04,노인요양공동생활가정,9,0
14691000027,A04,노인요양공동생활가정,9,0
14691000028,A04,노인요양공동생활가정,9,0
14691000032,A04,노인요양공동생활가정,9,9
14691000033,A03,노인요양시설(개정법),29,14
14691000037,A04,노인요양공동생활가정,9,9
14691000039,A04,노인요양공동생활가정,9,9
14691000042,A03,노인요양시설(개정법),15,10
14691000044,A04,노인요양공동생활가정,9,7
14691000051,A03,노인요양시설(개정법),15,4
14691000053,A04,노인요양공동생활가정,9,6
14691000054,A03,노인요양시설(개정법),21,21
14691000056,A04,노인요양공동생활가정,9,9
14691000059,A03,노인요양시설(개정법),22,21
14691000065,A03,노인요양시설(개정법),18,16
14691000072,A04,노인요양공동생활가정,9,9
14691000075,A04,노인요양공동생활가정,9
14711000002,A04,노인요양공동생활가정,9,9
14711000003,A01,노인요양시설,26,25
14711000004,A03,노인요양시설(개정법),40,8
14711000004,A02,노인전문요양시설,,45
14711000006,A03,노인요양시설(개정법),50,39
14711000006,A02,노인전문요양시설,50,45
14711000008,A03,노인요양시설(개정법),64,61
14711000008,A02,노인전문요양시설,67,61
14711000010,A02,노인전문요양시설,,110
14711000010,A03,노인요양시설(개정법),90,86
14711000014,A04,노인요양공동생활가정,9,0
14711000014,A01,노인요양시설,9,7
14711000015,A02,노인전문요양시설,28,28
14711000015,A03,노인요양시설(개정법),35,26
14711000016,A03,노인요양시설(개정법),90,54
14711000016,A02,노인전문요양시설,117,84
14711000021,A02,노인전문요양시설,15,15
14711000021,A03,노인요양시설(개정법),,12
14711000024,A03,노인요양시설(개정법),23,21
14711000024,A02,노인전문요양시설,23,18
14711000031,A03,노인요양시설(개정법),62,60
14711000031,A02,노인전문요양시설,60,60
14711000032,A03,노인요양시설(개정법),183,0
14711000032,A01,노인요양시설,97,80
14711000047,A01,노인요양시설,35,26
14711000078,A03,노인요양시설(개정법),16,0
14711000083,A03,노인요양시설(개정법),10,4
14711000100,A04,노인요양공동생활가정,9,9
14711000102,A03,노인요양시설(개정법),45,20
14711000162,A03,노인요양시설(개정법),68,58
14711000165,A04,노인요양공동생활가정,7,4
14711000166,A05,노인요양시설(단기보호 전환),15,15
14711000168,A04,노인요양공동생활가정,9,9
14711000169,A05,노인요양시설(단기보호 전환),6,6
14711000169,A03,노인요양시설(개정법),46,40
14711000169,A04,노인요양공동생활가정,5,5
14711000171,A03,노인요양시설(개정법),29,27
14711000173,A05,노인요양시설(단기보호 전환),9,9
14711000173,A04,노인요양공동생활가정,9,9
14711000174,A04,노인요양공동생활가정,9,9
14711000179,A03,노인요양시설(개정법),60,25
14711000183,A03,노인요양시설(개정법),28,23
14711000190,A03,노인요양시설(개정법),18,16
14711000192,A03,노인요양시설(개정법),37,40
14711000199,A04,노인요양공동생활가정,9,0
14711000207,A03,노인요양시설(개정법),45,30
14711000208,A04,노인요양공동생활가정,,4
14711000212,A04,노인요양공동생활가정,7,7
14711000216,A04,노인요양공동생활가정,9,9
14711000222,A04,노인요양공동생활가정,9,9
14711000225,A03,노인요양시설(개정법),,45
14711000231,A04,노인요양공동생활가정,9,9
14711000255,A03,노인요양시설(개정법),61,44
14711000260,A03,노인요양시설(개정법),49,47
14711000261,A03,노인요양시설(개정법),48,32
14711000262,A04,노인요양공동생활가정,9,9
14711000264,A04,노인요양공동생활가정,9,9
14711000268,A03,노인요양시설(개정법),15,11
14711000268,A04,노인요양공동생활가정,9,9
14711000272,A03,노인요양시설(개정법),28,27
14711000274,A03,노인요양시설(개정법),28,28
14711000284,A04,노인요양공동생활가정,9,8
14711000288,A04,노인요양공동생활가정,9,7
14711000290,A03,노인요양시설(개정법),29,28
14711000294,A04,노인요양공동생활가정,9,0
14711000296,A03,노인요양시설(개정법),28,28
14711000301,A03,노인요양시설(개정법),45,45
14711000303,A04,노인요양공동생활가정,9,9
14711000317,A03,노인요양시설(개정법),48,38
14711000350,A04,노인요양공동생활가정,9,9
14711000357,A04,노인요양공동생활가정,9
14711000358,A03,노인요양시설(개정법),25,25
14711000368,A04,노인요양공동생활가정,9,0
14711000378,A03,노인요양시설(개정법),29,26
14711000388,A04,노인요양공동생활가정,9,6
14711000402,A03,노인요양시설(개정법),29,26
14711000407,A03,노인요양시설(개정법),46,35
14711000453,M31,치매전담실나형1실,16,16
14711000453,A03,노인요양시설(개정법),13,13
14711000453,A04,노인요양공동생활가정,9,0
14711000469,A03,노인요양시설(개정법),10,1
14711000479,A04,노인요양공동생활가정,7,7
14711000488,A03,노인요양시설(개정법),23,21
14711000493,A03,노인요양시설(개정법),49,32
14711000493,A04,노인요양공동생활가정,9,9
14711000495,A03,노인요양시설(개정법),77,74
14711000526,A04,노인요양공동생활가정,7
14711000552,A03,노인요양시설(개정법),47,47
14711000561,A04,노인요양공동생활가정,9,9
14711000591,A03,노인요양시설(개정법),28,26
14711000602,A04,노인요양공동생활가정,9,9
14711000602,A03,노인요양시설(개정법),28,12
14711000610,A03,노인요양시설(개정법),24,3
14711000612,A03,노인요양시설(개정법),40,30
14711000623,A04,노인요양공동생활가정,9
14713000003,A03,노인요양시설(개정법),85,64
14713000003,A02,노인전문요양시설,,59
14713000004,A03,노인요양시설(개정법),60,45
14713000004,A02,노인전문요양시설,60,40
14713000005,A03,노인요양시설(개정법),62,49
14713000005,A01,노인요양시설,,48
14713000008,A02,노인전문요양시설,63,58
14713000008,A03,노인요양시설(개정법),51,19
14713000008,A01,노인요양시설,58,58
14713000011,A03,노인요양시설(개정법),43,40
14713000011,A01,노인요양시설
14713000012,A03,노인요양시설(개정법),55,39
14713000012,A02,노인전문요양시설,60,43
14713000015,A01,노인요양시설,49,36
14713000016,A01,노인요양시설,29,13
14713000016,A04,노인요양공동생활가정,9,9
14713000022,A01,노인요양시설,50,39
14713000022,A03,노인요양시설(개정법),65,31
14713000023,A04,노인요양공동생활가정,9,7
14713000023,A01,노인요양시설,9,8
14713000091,A04,노인요양공동생활가정,7
14713000095,A03,노인요양시설(개정법),19,0
14713000100,A05,노인요양시설(단기보호 전환),9,8
14713000101,A03,노인요양시설(개정법),19,18
14713000101,A05,노인요양시설(단기보호 전환),16,12
14713000102,A04,노인요양공동생활가정,9,9
14713000104,G31,치매전담실가형1실,12,12
14713000104,G32,치매전담실가형2실,12,12
14713000104,A03,노인요양시설(개정법),60,53
14713000107,A04,노인요양공동생활가정,9,9
14713000118,A03,노인요양시설(개정법),22,5
14713000119,A03,노인요양시설(개정법),23,3
14713000123,A05,노인요양시설(단기보호 전환),,11
14713000123,A03,노인요양시설(개정법),27,27
14713000127,A03,노인요양시설(개정법),,12
14713000131,A04,노인요양공동생활가정,9,9
14713000131,A03,노인요양시설(개정법),22,15
14713000134,S41,치매전담형노인요양공동생활가정,9,9
14713000134,A04,노인요양공동생활가정,9,9
14713000143,A04,노인요양공동생활가정,9,7
14713000145,A04,노인요양공동생활가정,9,9
14713000149,A04,노인요양공동생활가정,9,9
14713000164,A03,노인요양시설(개정법),22,19
14713000168,A03,노인요양시설(개정법),41,39
14713000208,A04,노인요양공동생활가정,9,0
14713000214,A03,노인요양시설(개정법),65,33
14713000215,A03,노인요양시설(개정법),64,58
14713000261,A03,노인요양시설(개정법),29,27
14713000275,A04,노인요양공동생활가정,9,8
14713000307,A04,노인요양공동생활가정,9,7
14713000320,A04,노인요양공동생활가정,9
14713000335,A04,노인요양공동생활가정,9,9
14713000349,A04,노인요양공동생활가정,9
14713000357,A04,노인요양공동생활가정,9,9
14713000365,A04,노인요양공동생활가정,9,9
14713000370,G32,치매전담실가형2실,15,15
14713000370,A03,노인요양시설(개정법),26,26
14713000370,G31,치매전담실가형1실,7,2
14713000381,A03,노인요양시설(개정법),25,17
14713000388,A03,노인요양시설(개정법),19,17
14713000393,A04,노인요양공동생활가정,9,2
14715000002,A01,노인요양시설,29,14
14715000007,A02,노인전문요양시설,58,34
14715000007,A03,노인요양시설(개정법),58,0
14715000009,A03,노인요양시설(개정법),37,20
14715000009,A01,노인요양시설,,34
14715000010,A03,노인요양시설(개정법),41,20
14715000010,A01,노인요양시설,48,36
14715000011,A01,노인요양시설,40,32
14715000011,A03,노인요양시설(개정법),,31
14715000012,A03,노인요양시설(개정법),169,131
14715000012,A02,노인전문요양시설,,142
14715000015,A01,노인요양시설,28,26
14715000015,A03,노인요양시설(개정법),16,0
14715000016,A03,노인요양시설(개정법),94,37
14715000017,A01,노인요양시설,9,7
14715000040,A04,노인요양공동생활가정,9,9
14715000046,A04,노인요양공동생활가정,9,6
14715000054,A03,노인요양시설(개정법),12,0
14715000064,A01,노인요양시설,9,8
14715000065,A04,노인요양공동생활가정,8,8
14715000076,A04,노인요양공동생활가정,9,7
14715000076,A05,노인요양시설(단기보호 전환),9,9
14715000076,A03,노인요양시설(개정법),29,17
14715000077,A05,노인요양시설(단기보호 전환),7,7
14715000078,A05,노인요양시설(단기보호 전환),29,27
14715000079,A05,노인요양시설(단기보호 전환),28,0
14715000081,A03,노인요양시설(개정법),49,48
14715000082,A04,노인요양공동생활가정,6,3
14715000084,A04,노인요양공동생활가정,9,8
14715000085,A04,노인요양공동생활가정,9,8
14715000098,A03,노인요양시설(개정법),17,17
14715000100,A03,노인요양시설(개정법),14,11
14715000103,A04,노인요양공동생활가정,9,6
14715000104,A04,노인요양공동생활가정,7,7
14715000105,A03,노인요양시설(개정법),29,12
14715000107,A04,노인요양공동생활가정,8,8
14715000108,A04,노인요양공동생활가정,9,4
14715000111,A04,노인요양공동생활가정,9,5
14715000113,A03,노인요양시설(개정법),20,20
14715000113,A04,노인요양공동생활가정,9,9
14715000116,A04,노인요양공동생활가정,9,4
14715000117,A04,노인요양공동생활가정,9,3
14715000120,A04,노인요양공동생활가정,9,6
14715000121,A04,노인요양공동생활가정,,8
14715000121,A03,노인요양시설(개정법),21,18
14715000124,A03,노인요양시설(개정법),25,25
14715000124,A04,노인요양공동생활가정,9,8
14715000125,A04,노인요양공동생활가정,9,9
14715000126,A04,노인요양공동생활가정,9,9
14715000129,A03,노인요양시설(개정법),29,25
14715000130,A03,노인요양시설(개정법),28,25
14715000133,A04,노인요양공동생활가정,9,9
14715000139,A04,노인요양공동생활가정,,8
14715000139,A03,노인요양시설(개정법),16,15
14715000141,A04,노인요양공동생활가정,8,8
14715000143,A04,노인요양공동생활가정,9,8
14715000145,A04,노인요양공동생활가정,9,9
14715000147,A04,노인요양공동생활가정,,5
14715000149,A04,노인요양공동생활가정,,9
14715000150,A03,노인요양시설(개정법),28,16
14715000151,A03,노인요양시설(개정법),49,48
14715000152,A03,노인요양시설(개정법),21,21
14715000153,A03,노인요양시설(개정법),29,25
14715000158,A04,노인요양공동생활가정,9,9
14715000164,A04,노인요양공동생활가정,9,8
14715000165,A03,노인요양시설(개정법),37,37
14715000165,A04,노인요양공동생활가정,9,9
14715000175,A03,노인요양시설(개정법),16,11
14715000176,A04,노인요양공동생활가정,9,6
14715000176,A03,노인요양시설(개정법),28,22
14715000178,A04,노인요양공동생활가정,9,5
14715000180,A03,노인요양시설(개정법),28,27
14715000182,A04,노인요양공동생활가정,9,9
14715000187,A04,노인요양공동생활가정,,9
14715000188,A04,노인요양공동생활가정,9,6
14715000190,A03,노인요양시설(개정법),41,38
14715000195,A04,노인요양공동생활가정,,5
14715000196,A04,노인요양공동생활가정,9,9
14715000198,A03,노인요양시설(개정법),25,22
14715000199,A04,노인요양공동생활가정,9,9
14715000202,A04,노인요양공동생활가정,9,9
14715000205,A04,노인요양공동생활가정,,8
14715000209,A04,노인요양공동생활가정,9,9
14715000212,A03,노인요양시설(개정법),32,23
14715000215,A04,노인요양공동생활가정,8,8
14715000217,A03,노인요양시설(개정법),28,28
14715000224,A04,노인요양공동생활가정,9,9
14715000228,A03,노인요양시설(개정법),29,25
14715000230,A04,노인요양공동생활가정,9,9
14715000232,A04,노인요양공동생활가정,9,9
14715000236,A03,노인요양시설(개정법),28,21
14715000240,A04,노인요양공동생활가정,9,7
14715000242,A03,노인요양시설(개정법),29,29
14715000245,A04,노인요양공동생활가정,9,9
14715000247,A04,노인요양공동생활가정,9,8
14715000251,A03,노인요양시설(개정법),28,26
14715000252,A04,노인요양공동생활가정,9,9
14715000257,A04,노인요양공동생활가정,9,9
14715000259,A04,노인요양공동생활가정,7,4
14715000262,A04,노인요양공동생활가정,9
14715000266,A04,노인요양공동생활가정,9,9
14715000276,A03,노인요양시설(개정법),135,57
14715000278,A03,노인요양시설(개정법),28,26
14715000284,A03,노인요양시설(개정법),41,32
14715000287,A03,노인요양시설(개정법),47,45
14715000291,A03,노인요양시설(개정법),29,15
14715000292,A04,노인요양공동생활가정,9,9
14715000294,A04,노인요양공동생활가정,9,6
14715000305,A03,노인요양시설(개정법),21,18
14715000307,A04,노인요양공동생활가정,9,6
14715000310,A04,노인요양공동생활가정,9,9
14715000311,A04,노인요양공동생활가정,9,9
14715000311,A03,노인요양시설(개정법),14,13
14715000316,A04,노인요양공동생활가정,9
14715000317,A04,노인요양공동생활가정,9,9
14715000321,A04,노인요양공동생활가정,9,6
14715000326,A03,노인요양시설(개정법),26,21
14717000001,A03,노인요양시설(개정법),60,46
14717000001,A01,노인요양시설,60,58
14717000002,A01,노인요양시설,80,80
14717000002,A03,노인요양시설(개정법),71,36
14717000002,A02,노인전문요양시설,71,64
14717000003,A03,노인요양시설(개정법),95,79
14717000003,A01,노인요양시설,95,93
14717000004,A01,노인요양시설,,43
14717000004,A03,노인요양시설(개정법),54,38
14717000005,A03,노인요양시설(개정법),80,42
14717000005,A01,노인요양시설,55,29
14717000006,A03,노인요양시설(개정법),111,94
14717000029,A03,노인요양시설(개정법),13,13
14717000030,A04,노인요양공동생활가정,8,8
14717000033,A04,노인요양공동생활가정,9,0
14717000040,A03,노인요양시설(개정법),96,74
14717000044,A03,노인요양시설(개정법),28,28
14717000058,A05,노인요양시설(단기보호 전환),15,15
14717000060,A03,노인요양시설(개정법),29,25
14717000060,A05,노인요양시설(단기보호 전환),36,36
14717000066,A04,노인요양공동생활가정,9,8
14717000067,A03,노인요양시설(개정법),62,62
14717000073,A03,노인요양시설(개정법),60,59
14717000076,A04,노인요양공동생활가정,9,9
14717000077,A04,노인요양공동생활가정,9,9
14717000091,A04,노인요양공동생활가정,9,9
14717000102,A03,노인요양시설(개정법),28,29
14717000105,A03,노인요양시설(개정법),28,13
14717000119,A03,노인요양시설(개정법),28,27
14717000161,A03,노인요양시설(개정법),74,27
14717000173,A03,노인요양시설(개정법),50,43
14717000175,A03,노인요양시설(개정법),29,21
14719000001,A03,노인요양시설(개정법),91,79
14719000001,A02,노인전문요양시설,,99
