장기요양기관코드,기관유형코드,기관유형명,정원,현원
34141000211,C01,재가장기요양기관 방문요양,,20
34141000215,C04,재가장기요양기관 단기보호,8,7
34141000217,C01,재가장기요양기관 방문요양,,0
34141000218,C01,재가장기요양기관 방문요양,0,31
34141000218,C02,재가장기요양기관 방문목욕,0,0
34141000220,C02,재가장기요양기관 방문목욕
34141000220,C01,재가장기요양기관 방문요양
34141000221,C02,재가장기요양기관 방문목욕
34141000221,C01,재가장기요양기관 방문요양,,2
34141000222,C01,재가장기요양기관 방문요양,0
34141000222,C02,재가장기요양기관 방문목욕,0
34141000223,C05,재가장기요양기관 방문간호,0
34141000223,C02,재가장기요양기관 방문목욕,0
34141000223,C01,재가장기요양기관 방문요양,0,37
34141000228,C01,재가장기요양기관 방문요양
34141000228,C02,재가장기요양기관 방문목욕
34141000232,C02,재가장기요양기관 방문목욕,0
34141000232,C01,재가장기요양기관 방문요양,0,28
34141000233,C03,재가장기요양기관 주야간보호,22,21
34141000233,C01,재가장기요양기관 방문요양,0,2
34141000234,C03,재가장기요양기관 주야간보호,,10
34141000236,C01,재가장기요양기관 방문요양
34141000236,C02,재가장기요양기관 방문목욕
34141000238,C02,재가장기요양기관 방문목욕
34141000238,C01,재가장기요양기관 방문요양,,1
34141000239,C02,재가장기요양기관 방문목욕,0
34141000239,C01,재가장기요양기관 방문요양,0,28
34141000244,C03,재가장기요양기관 주야간보호,9,7
34141000245,C03,재가장기요양기관 주야간보호,35,6
34141000256,C02,재가장기요양기관 방문목욕,0
34141000256,C01,재가장기요양기관 방문요양,0,6
34141000257,C01,재가장기요양기관 방문요양,0,104
34141000257,C02,재가장기요양기관 방문목욕,0,6
34141000276,C01,재가장기요양기관 방문요양,0,20
34141000276,C02,재가장기요양기관 방문목욕,0
34141000278,C02,재가장기요양기관 방문목욕,0,2
34141000278,C01,재가장기요양기관 방문요양,0,25
34141000283,C01,재가장기요양기관 방문요양,1,0
34141000290,C03,재가장기요양기관 주야간보호,9,2
34141000290,C01,재가장기요양기관 방문요양,0
34141000291,C01,재가장기요양기관 방문요양,0
34141000294,C01,재가장기요양기관 방문요양,0,20
34141000294,C02,재가장기요양기관 방문목욕,0,0
34141000297,C02,재가장기요양기관 방문목욕,0
34141000297,C01,재가장기요양기관 방문요양,0
34141000298,C01,재가장기요양기관 방문요양,0,43
34141000298,C02,재가장기요양기관 방문목욕,0,2
34141000299,C01,재가장기요양기관 방문요양,0
34141000299,C02,재가장기요양기관 방문목욕,0,0
34141000300,C03,재가장기요양기관 주야간보호,9,4
34141000302,C01,재가장기요양기관 방문요양,0,29
34141000306,C02,재가장기요양기관 방문목욕,0
34141000306,C01,재가장기요양기관 방문요양,0,16
34141000306,C05,재가장기요양기관 방문간호,0
34141000307,C01,재가장기요양기관 방문요양,0,11
34141000307,C02,재가장기요양기관 방문목욕,0,25
34141000309,C02,재가장기요양기관 방문목욕,0
34141000309,C01,재가장기요양기관 방문요양,0,29
34141000310,C01,재가장기요양기관 방문요양,0,48
34141000310,C02,재가장기요양기관 방문목욕,0,4
34141000311,C01,재가장기요양기관 방문요양,0
34141000311,C02,재가장기요양기관 방문목욕,0
34141000312,C03,재가장기요양기관 주야간보호,24,15
34141000312,C01,재가장기요양기관 방문요양,24
34141000313,C03,재가장기요양기관 주야간보호,35,35
34143000008,C03,재가장기요양기관 주야간보호,14,8
34143000008,C04,재가장기요양기관 단기보호,9,7
34143000025,C04,재가장기요양기관 단기보호,10,0
34143000034,C04,재가장기요양기관 단기보호,57,9
34143000042,C03,재가장기요양기관 주야간보호,14,0
34143000054,C01,재가장기요양기관 방문요양,0
34143000054,C02,재가장기요양기관 방문목욕,0
34143000059,C03,재가장기요양기관 주야간보호,18,17
34143000065,C01,재가장기요양기관 방문요양,0,24
34143000065,C02,재가장기요양기관 방문목욕,0
34143000067,C02,재가장기요양기관 방문목욕
34143000067,C01,재가장기요양기관 방문요양,,8
34143000071,C02,재가장기요양기관 방문목욕,0
34143000071,C01,재가장기요양기관 방문요양,0,18
34143000071,C03,재가장기요양기관 주야간보호,24,15
34143000072,C01,재가장기요양기관 방문요양,,18
34143000072,C02,재가장기요양기관 방문목욕,,2
34143000077,C03,재가장기요양기관 주야간보호,41,30
34143000078,C02,재가장기요양기관 방문목욕,0,2
34143000078,C01,재가장기요양기관 방문요양,0,50
34143000079,C01,재가장기요양기관 방문요양,0
34143000084,C03,재가장기요양기관 주야간보호,59,24
34143000084,C01,재가장기요양기관 방문요양,0,23
34143000087,C01,재가장기요양기관 방문요양,,0
34143000088,C01,재가장기요양기관 방문요양,0,24
34143000088,C02,재가장기요양기관 방문목욕,0
34143000091,C01,재가장기요양기관 방문요양,0
34143000091,C02,재가장기요양기관 방문목욕,0
34143000091,C03,재가장기요양기관 주야간보호,95,42
34143000094,C02,재가장기요양기관 방문목욕,0,1
34143000094,C01,재가장기요양기관 방문요양,0,24
34143000095,C01,재가장기요양기관 방문요양,0
34143000095,C02,재가장기요양기관 방문목욕,0
34143000097,C01,재가장기요양기관 방문요양,0,50
34143000097,C02,재가장기요양기관 방문목욕,0,2
34143000097,C03,재가장기요양기관 주야간보호,47,47
34143000098,C03,재가장기요양기관 주야간보호,73,55
34143000098,C02,재가장기요양기관 방문목욕,0
34143000098,C01,재가장기요양기관 방문요양,0,17
34143000101,C02,재가장기요양기관 방문목욕,0,5
34143000101,C01,재가장기요양기관 방문요양,0
34143000102,C01,재가장기요양기관 방문요양,0,40
34143000107,C01,재가장기요양기관 방문요양,0
34143000107,C05,재가장기요양기관 방문간호,0
34143000107,C03,재가장기요양기관 주야간보호,53,44
34143000107,C02,재가장기요양기관 방문목욕,0
34143000111,C01,재가장기요양기관 방문요양,0
34145000014,C02,재가장기요양기관 방문목욕,,0
34145000014,C01,재가장기요양기관 방문요양,,27
34145000015,C04,재가장기요양기관 단기보호,3,1
34145000026,C04,재가장기요양기관 단기보호,1,1
34145000027,C01,재가장기요양기관 방문요양,0,2
34145000046,C03,재가장기요양기관 주야간보호,9,7
34145000067,C01,재가장기요양기관 방문요양,0,0
34145000079,C02,재가장기요양기관 방문목욕,0
34145000079,C01,재가장기요양기관 방문요양,0,6
34145000085,C04,재가장기요양기관 단기보호,9,9
34145000086,C06,재가장기요양기관 복지용구,0
34145000097,C02,재가장기요양기관 방문목욕,0,6
34145000097,C01,재가장기요양기관 방문요양,0,69
34145000099,C01,재가장기요양기관 방문요양,0,95
34145000099,C02,재가장기요양기관 방문목욕,0,5
34145000101,C03,재가장기요양기관 주야간보호,48,38
34145000103,C03,재가장기요양기관 주야간보호,21,2
34145000114,C01,재가장기요양기관 방문요양,,16
34145000114,C02,재가장기요양기관 방문목욕
34145000119,C01,재가장기요양기관 방문요양,0,1
34145000121,C01,재가장기요양기관 방문요양
34145000129,C03,재가장기요양기관 주야간보호,41,34
34145000130,C03,재가장기요양기관 주야간보호,32,30
34145000131,C03,재가장기요양기관 주야간보호,41
34145000134,C01,재가장기요양기관 방문요양,0,47
34145000134,C02,재가장기요양기관 방문목욕,0
34145000135,C02,재가장기요양기관 방문목욕,0
34145000135,C01,재가장기요양기관 방문요양,0,42
34145000142,C02,재가장기요양기관 방문목욕
34145000142,C01,재가장기요양기관 방문요양
34145000143,C02,재가장기요양기관 방문목욕,0
34145000143,C01,재가장기요양기관 방문요양,0,94
34145000145,C01,재가장기요양기관 방문요양,0,41
34145000145,C02,재가장기요양기관 방문목욕,0
34145000146,C01,재가장기요양기관 방문요양
34145000146,C02,재가장기요양기관 방문목욕
34145000147,C06,재가장기요양기관 복지용구,0,0
34145000147,C02,재가장기요양기관 방문목욕,0,15
34145000147,C01,재가장기요양기관 방문요양,0,95
34145000149,C02,재가장기요양기관 방문목욕,0
34145000149,C01,재가장기요양기관 방문요양,0
34145000159,C03,재가장기요양기관 주야간보호,36,30
34145000160,C02,재가장기요양기관 방문목욕,0
34145000160,C01,재가장기요양기관 방문요양,0,58
34145000167,C05,재가장기요양기관 방문간호,0
34145000167,C01,재가장기요양기관 방문요양,0,11
34145000168,C03,재가장기요양기관 주야간보호,41,26
34145000175,C03,재가장기요양기관 주야간보호,32,30
34145000176,C01,재가장기요양기관 방문요양,0,22
34145000176,C02,재가장기요양기관 방문목욕,0,1
34145000177,C02,재가장기요양기관 방문목욕,0
34145000177,C01,재가장기요양기관 방문요양,0,3
34145000183,C02,재가장기요양기관 방문목욕,0
34145000183,C05,재가장기요양기관 방문간호,0,20
34145000183,C01,재가장기요양기관 방문요양,0,13
34145000184,C01,재가장기요양기관 방문요양,0
34145000184,C02,재가장기요양기관 방문목욕,0
34145000186,C03,재가장기요양기관 주야간보호,85,44
34145000187,C02,재가장기요양기관 방문목욕,0,0
34145000187,C01,재가장기요양기관 방문요양,0
34145000191,C01,재가장기요양기관 방문요양,0,34
34145000191,C02,재가장기요양기관 방문목욕,0,1
34145000192,C03,재가장기요양기관 주야간보호,35,27
34145000193,C03,재가장기요양기관 주야간보호,45,42
34145000194,C01,재가장기요양기관 방문요양,0,2
34145000194,C02,재가장기요양기관 방문목욕,0
34145000196,C01,재가장기요양기관 방문요양,0,28
34145000196,C05,재가장기요양기관 방문간호,0,18
34145000196,C02,재가장기요양기관 방문목욕,0
34145000197,C02,재가장기요양기관 방문목욕,0,1
34145000197,C01,재가장기요양기관 방문요양,0,4
34145000198,C02,재가장기요양기관 방문목욕,0
34145000198,C01,재가장기요양기관 방문요양,0
34145000199,C02,재가장기요양기관 방문목욕,0
34145000199,C01,재가장기요양기관 방문요양,0
34145000200,C01,재가장기요양기관 방문요양,0,51
34145000200,C02,재가장기요양기관 방문목욕,0,4
34145000203,C01,재가장기요양기관 방문요양,0,90
34145000203,C02,재가장기요양기관 방문목욕,0,7
34146000051,C03,재가장기요양기관 주야간보호,28,22
34146000054,C03,재가장기요양기관 주야간보호,5,0
34146000056,C04,재가장기요양기관 단기보호,12,13
34146000064,C04,재가장기요양기관 단기보호,3,3
34146000076,C04,재가장기요양기관 단기보호,29,18
34146000080,C03,재가장기요양기관 주야간보호,15,15
34146000080,C04,재가장기요양기관 단기보호,17,16
34146000084,C04,재가장기요양기관 단기보호,3,0
34146000090,C04,재가장기요양기관 단기보호,29,21
34146000092,C03,재가장기요양기관 주야간보호,20,15
34146000094,C04,재가장기요양기관 단기보호,4,0
34146000095,C04,재가장기요양기관 단기보호,6,0
34146000100,C04,재가장기요양기관 단기보호,2,2
34146000101,C03,재가장기요양기관 주야간보호,7,3
34146000101,C04,재가장기요양기관 단기보호,24,24
34146000102,C03,재가장기요양기관 주야간보호,5,0
34146000104,C03,재가장기요양기관 주야간보호,,34
34146000104,C04,재가장기요양기관 단기보호,,30
34146000106,C04,재가장기요양기관 단기보호,2,1
34146000110,C04,재가장기요양기관 단기보호,3,0
34146000113,C04,재가장기요양기관 단기보호,4,2
34146000120,C04,재가장기요양기관 단기보호,29,20
34146000121,C04,재가장기요양기관 단기보호,4,0
34146000124,C04,재가장기요양기관 단기보호,2,0
34146000128,C04,재가장기요양기관 단기보호,5,0
34146000129,C04,재가장기요양기관 단기보호,4,0
34146000130,C03,재가장기요양기관 주야간보호,28,28
34146000134,C04,재가장기요양기관 단기보호,18,17
34146000134,C03,재가장기요양기관 주야간보호,7,1
34146000135,C04,재가장기요양기관 단기보호,8,7
34146000143,C04,재가장기요양기관 단기보호,4,4
34146000151,C03,재가장기요양기관 주야간보호,12,11
34146000155,C04,재가장기요양기관 단기보호,4,4
34146000157,C04,재가장기요양기관 단기보호,0,0
34146000158,C04,재가장기요양기관 단기보호,1,0
34146000163,C04,재가장기요양기관 단기보호,32,23
34146000170,C03,재가장기요양기관 주야간보호,,30
34146000172,C04,재가장기요양기관 단기보호,14,7
34146000174,C04,재가장기요양기관 단기보호,21,0
34146000179,C04,재가장기요양기관 단기보호,22,22
34146000184,C04,재가장기요양기관 단기보호,2,0
34146000185,C04,재가장기요양기관 단기보호,24,22
34146000185,C03,재가장기요양기관 주야간보호,7,6
34146000196,C03,재가장기요양기관 주야간보호,45,45
34146000196,C04,재가장기요양기관 단기보호,6,3
34146000196,C01,재가장기요양기관 방문요양,0
34146000196,C02,재가장기요양기관 방문목욕,0
34146000197,C03,재가장기요양기관 주야간보호,9,0
34146000197,C04,재가장기요양기관 단기보호,9,6
34146000198,C04,재가장기요양기관 단기보호,9,5
34146000215,C03,재가장기요양기관 주야간보호,28,18
34146000216,C03,재가장기요양기관 주야간보호,14,9
34146000216,C04,재가장기요양기관 단기보호,49,5
34146000220,C04,재가장기요양기관 단기보호,21,10
34146000233,C04,재가장기요양기관 단기보호,,0
34146000233,C03,재가장기요양기관 주야간보호,,50
34146000237,C01,재가장기요양기관 방문요양,0,42
34146000237,C03,재가장기요양기관 주야간보호,22,0
34146000237,C02,재가장기요양기관 방문목욕,0,0
34146000238,C04,재가장기요양기관 단기보호,5,2
34146000238,C03,재가장기요양기관 주야간보호,9,6
34146000255,C04,재가장기요양기관 단기보호,8,0
34146000255,C01,재가장기요양기관 방문요양,0,1
34146000255,C03,재가장기요양기관 주야간보호,46,35
34146000263,C03,재가장기요양기관 주야간보호,17,5
34146000263,C04,재가장기요양기관 단기보호,36,14
34146000268,C01,재가장기요양기관 방문요양,0,38
34146000268,C02,재가장기요양기관 방문목욕,0
34146000272,C04,재가장기요양기관 단기보호,23,17
34146000273,C01,재가장기요양기관 방문요양,0,9
34146000273,C02,재가장기요양기관 방문목욕,0,3
34146000273,C03,재가장기요양기관 주야간보호,20,16
34146000273,C05,재가장기요양기관 방문간호,0
34146000277,C03,재가장기요양기관 주야간보호,9,6
34146000278,C01,재가장기요양기관 방문요양,0,31
34146000278,C02,재가장기요양기관 방문목욕,0
34146000282,C01,재가장기요양기관 방문요양,0,0
34146000282,C02,재가장기요양기관 방문목욕,0,0
34146000282,C05,재가장기요양기관 방문간호,0,0
34146000282,C03,재가장기요양기관 주야간보호,24,0
34146000284,C01,재가장기요양기관 방문요양,0,40
34146000286,C04,재가장기요양기관 단기보호,6
34146000286,C03,재가장기요양기관 주야간보호,54,47
34146000289,C02,재가장기요양기관 방문목욕,0
34146000289,C01,재가장기요양기관 방문요양,0,30
34146000293,C01,재가장기요양기관 방문요양,0,14
34146000293,C02,재가장기요양기관 방문목욕,0
34146000293,C05,재가장기요양기관 방문간호,50,33
34146000295,C04,재가장기요양기관 단기보호,20,12
34146000324,C05,재가장기요양기관 방문간호,0,6
34146000324,C02,재가장기요양기관 방문목욕,0
34146000324,C01,재가장기요양기관 방문요양,0,28
34146000326,C06,재가장기요양기관 복지용구
34146000330,C03,재가장기요양기관 주야간보호,,56
34146000330,C02,재가장기요양기관 방문목욕,,3
34146000330,C01,재가장기요양기관 방문요양,,11
34146000331,C04,재가장기요양기관 단기보호,15,7
34146000331,C03,재가장기요양기관 주야간보호,14,2
34146000332,C03,재가장기요양기관 주야간보호,20,0
34146000335,C01,재가장기요양기관 방문요양,0,10
34146000339,C01,재가장기요양기관 방문요양,0,19
34146000339,C02,재가장기요양기관 방문목욕,0
34146000340,C04,재가장기요양기관 단기보호,,6
34146000350,C03,재가장기요양기관 주야간보호,12,9
34146000355,C03,재가장기요양기관 주야간보호,9,5
34146000361,C03,재가장기요양기관 주야간보호,14,0
34146000364,C01,재가장기요양기관 방문요양,0,2
34146000368,C03,재가장기요양기관 주야간보호,23,19
34146000369,C04,재가장기요양기관 단기보호,9,0
34146000372,C03,재가장기요양기관 주야간보호,18,2
34146000372,C04,재가장기요양기관 단기보호,44,10
34146000373,C03,재가장기요양기관 주야간보호,7,1
34146000379,C02,재가장기요양기관 방문목욕,0
34146000379,C01,재가장기요양기관 방문요양,0,10
34146000380,C04,재가장기요양기관 단기보호,16,0
34146000383,C01,재가장기요양기관 방문요양,0
34146000388,C04,재가장기요양기관 단기보호,24,4
34146000390,C02,재가장기요양기관 방문목욕
34146000390,C01,재가장기요양기관 방문요양,,0
34146000391,C03,재가장기요양기관 주야간보호,,24
34146000391,C04,재가장기요양기관 단기보호,,0
34146000392,C01,재가장기요양기관 방문요양,,7
34146000392,C02,재가장기요양기관 방문목욕
34146000394,C03,재가장기요양기관 주야간보호,64,40
34146000400,C02,재가장기요양기관 방문목욕,0,0
34146000400,C01,재가장기요양기관 방문요양,0,30
34146000408,C02,재가장기요양기관 방문목욕
34146000408,C04,재가장기요양기관 단기보호,8,7
34146000408,C01,재가장기요양기관 방문요양,,9
34146000408,C03,재가장기요양기관 주야간보호,7,0
34146000413,C02,재가장기요양기관 방문목욕,0
34146000413,C01,재가장기요양기관 방문요양,0,27
34146000414,C03,재가장기요양기관 주야간보호,21,3
34146000414,C04,재가장기요양기관 단기보호,3,0
34146000415,C02,재가장기요양기관 방문목욕,0,2
34146000415,C01,재가장기요양기관 방문요양,0,14
34146000416,C01,재가장기요양기관 방문요양,0,61
34146000416,C02,재가장기요양기관 방문목욕,0,6
34146000418,C01,재가장기요양기관 방문요양,0,1
34146000418,C03,재가장기요양기관 주야간보호,18,16
34146000418,C05,재가장기요양기관 방문간호,0
34146000418,C04,재가장기요양기관 단기보호,8,2
34146000419,C05,재가장기요양기관 방문간호,0
34146000419,C01,재가장기요양기관 방문요양,0,4
34146000419,C04,재가장기요양기관 단기보호,11,11
34146000419,C03,재가장기요양기관 주야간보호,18,10
34146000420,C01,재가장기요양기관 방문요양,,40
34146000420,C02,재가장기요양기관 방문목욕,,18
34146000422,C02,재가장기요양기관 방문목욕,0,1
34146000422,C01,재가장기요양기관 방문요양,0,56
34146000429,C01,재가장기요양기관 방문요양,0,51
34146000430,C03,재가장기요양기관 주야간보호,35,15
34146000432,C03,재가장기요양기관 주야간보호,20,0
34146000440,C02,재가장기요양기관 방문목욕,0,0
34146000440,C01,재가장기요양기관 방문요양,0,0
34146000443,C03,재가장기요양기관 주야간보호,49,40
34146000443,C01,재가장기요양기관 방문요양,0
34146000443,C04,재가장기요양기관 단기보호,4,0
34146000445,C03,재가장기요양기관 주야간보호,,5
34146000447,C02,재가장기요양기관 방문목욕,0
34146000447,C01,재가장기요양기관 방문요양,0,9
34146000448,C01,재가장기요양기관 방문요양,0,13
34146000448,C02,재가장기요양기관 방문목욕,0
34146000453,C01,재가장기요양기관 방문요양,0
34146000454,C01,재가장기요양기관 방문요양,,8
34146000455,C02,재가장기요양기관 방문목욕,0
34146000455,C01,재가장기요양기관 방문요양,0,105
34146000461,C03,재가장기요양기관 주야간보호,,22
34146000463,C02,재가장기요양기관 방문목욕,0,0
34146000463,C01,재가장기요양기관 방문요양,0,49
34146000467,C03,재가장기요양기관 주야간보호,,18
34146000469,C03,재가장기요양기관 주야간보호,9,4
34146000473,C02,재가장기요양기관 방문목욕,0
34146000473,C01,재가장기요양기관 방문요양,0,0
34146000476,C02,재가장기요양기관 방문목욕,0
34146000476,C01,재가장기요양기관 방문요양,0
34146000479,C03,재가장기요양기관 주야간보호,30,21
34146000479,C01,재가장기요양기관 방문요양,0,3
34146000479,C02,재가장기요양기관 방문목욕,0,1
34146000479,C04,재가장기요양기관 단기보호,7,2
34146000480,C02,재가장기요양기관 방문목욕,0,2
34146000480,C01,재가장기요양기관 방문요양,0,44
34146000482,C03,재가장기요양기관 주야간보호,,17
34146000482,C04,재가장기요양기관 단기보호,,1
34146000483,C02,재가장기요양기관 방문목욕
34146000483,C01,재가장기요양기관 방문요양,,13
34146000484,C01,재가장기요양기관 방문요양,0,50
34146000484,C05,재가장기요양기관 방문간호,0,34
34146000489,C01,재가장기요양기관 방문요양,0,30
34146000489,C02,재가장기요양기관 방문목욕,0,3
34146000491,C03,재가장기요양기관 주야간보호,,7
34146000493,C03,재가장기요양기관 주야간보호,,16
34146000495,C02,재가장기요양기관 방문목욕,0
34146000495,C01,재가장기요양기관 방문요양,0
34146000500,C02,재가장기요양기관 방문목욕
34146000500,C01,재가장기요양기관 방문요양,,3
34146000501,C01,재가장기요양기관 방문요양,0,50
34146000501,C02,재가장기요양기관 방문목욕,0,3
34146000505,C02,재가장기요양기관 방문목욕,0
34146000505,C05,재가장기요양기관 방문간호,0
34146000505,C01,재가장기요양기관 방문요양,0,20
34146000508,C03,재가장기요양기관 주야간보호,,13
34146000509,C03,재가장기요양기관 주야간보호,24,25
34146000511,C03,재가장기요양기관 주야간보호,,6
34146000515,C03,재가장기요양기관 주야간보호,12,12
34146000520,C04,재가장기요양기관 단기보호,4,4
34146000520,C03,재가장기요양기관 주야간보호,0,0
34146000520,I31,주야간보호내치매전담1실,24,23
34146000521,C01,재가장기요양기관 방문요양,0,26
34146000521,C02,재가장기요양기관 방문목욕,0
34146000523,C03,재가장기요양기관 주야간보호,9,4
34146000526,C03,재가장기요양기관 주야간보호,,8
34146000527,C02,재가장기요양기관 방문목욕,0
34146000527,C01,재가장기요양기관 방문요양,0,2
34146000532,C01,재가장기요양기관 방문요양,0,61
34146000532,C02,재가장기요양기관 방문목욕,0
34146000538,C05,재가장기요양기관 방문간호,0,14
34146000538,C02,재가장기요양기관 방문목욕,0,6
34146000538,C01,재가장기요양기관 방문요양,0,82
34146000540,C05,재가장기요양기관 방문간호,,4
34146000540,C02,재가장기요양기관 방문목욕
34146000540,C01,재가장기요양기관 방문요양
34146000541,C02,재가장기요양기관 방문목욕
34146000541,C01,재가장기요양기관 방문요양
34146000544,C01,재가장기요양기관 방문요양
34146000546,C01,재가장기요양기관 방문요양,0,61
34146000546,C02,재가장기요양기관 방문목욕,0,8
34146000548,C01,재가장기요양기관 방문요양,0,25
34146000548,C05,재가장기요양기관 방문간호,0,3
34146000548,C02,재가장기요양기관 방문목욕,0
34146000549,C01,재가장기요양기관 방문요양,0,30
34146000549,C02,재가장기요양기관 방문목욕,0
34146000551,C04,재가장기요양기관 단기보호,,0
34146000551,C01,재가장기요양기관 방문요양,0,13
34146000551,C02,재가장기요양기관 방문목욕,0
34146000551,C03,재가장기요양기관 주야간보호,23,23
34146000552,C02,재가장기요양기관 방문목욕,0,4
34146000552,C01,재가장기요양기관 방문요양,0,29
34146000554,C01,재가장기요양기관 방문요양
34146000554,C02,재가장기요양기관 방문목욕
34146000555,C01,재가장기요양기관 방문요양,0,5
34146000555,C02,재가장기요양기관 방문목욕,0
34146000558,C02,재가장기요양기관 방문목욕,0
34146000558,C01,재가장기요양기관 방문요양,0
34146000559,C01,재가장기요양기관 방문요양,0,0
34146000559,C03,재가장기요양기관 주야간보호,29,31
34146000559,C02,재가장기요양기관 방문목욕,0
34146000561,C02,재가장기요양기관 방문목욕,0,6
34146000561,C01,재가장기요양기관 방문요양,0,27
34146000564,C02,재가장기요양기관 방문목욕,0
34146000564,C01,재가장기요양기관 방문요양,0
34146000570,C01,재가장기요양기관 방문요양,0
34146000570,C02,재가장기요양기관 방문목욕,0
34146000570,C03,재가장기요양기관 주야간보호,35,30
34146000572,C01,재가장기요양기관 방문요양
34146000573,C02,재가장기요양기관 방문목욕,0,3
34146000573,C01,재가장기요양기관 방문요양,0,42
34146000577,C01,재가장기요양기관 방문요양,0
34146000577,C03,재가장기요양기관 주야간보호,36,37
34146000582,C03,재가장기요양기관 주야간보호,9,8
34146000588,C03,재가장기요양기관 주야간보호,21,21
34146000589,C01,재가장기요양기관 방문요양,0,41
34146000589,C02,재가장기요양기관 방문목욕,0,0
34146000590,C03,재가장기요양기관 주야간보호,26,24
34146000591,C01,재가장기요양기관 방문요양,0,19
34146000593,C01,재가장기요양기관 방문요양,,12
34146000593,C03,재가장기요양기관 주야간보호,,62
34146000594,C03,재가장기요양기관 주야간보호,35,34
34146000605,C03,재가장기요양기관 주야간보호,13,2
34146000606,C02,재가장기요양기관 방문목욕,0
34146000606,C01,재가장기요양기관 방문요양,0,19
34146000608,C01,재가장기요양기관 방문요양
34146000609,C01,재가장기요양기관 방문요양,0,27
34146000609,C02,재가장기요양기관 방문목욕,0,0
34146000611,C02,재가장기요양기관 방문목욕,0,0
34146000611,C01,재가장기요양기관 방문요양,0,91
34146000612,C01,재가장기요양기관 방문요양,0,21
34146000612,C02,재가장기요양기관 방문목욕,0,5
34146000613,C01,재가장기요양기관 방문요양,0,37
34146000613,C02,재가장기요양기관 방문목욕,0,3
34146000617,C02,재가장기요양기관 방문목욕
34146000617,C01,재가장기요양기관 방문요양
34146000623,C01,재가장기요양기관 방문요양,0,62
34146000623,C02,재가장기요양기관 방문목욕,0,4
34146000623,C03,재가장기요양기관 주야간보호,37,36
34146000624,C02,재가장기요양기관 방문목욕,0
34146000624,C01,재가장기요양기관 방문요양,0,29
34146000626,C01,재가장기요양기관 방문요양,0,11
34146000626,C02,재가장기요양기관 방문목욕,0
34146000627,C02,재가장기요양기관 방문목욕,0,0
34146000627,C01,재가장기요양기관 방문요양,0,39
34146000628,C01,재가장기요양기관 방문요양,0,37
34146000632,C03,재가장기요양기관 주야간보호,17,14
34146000633,C03,재가장기요양기관 주야간보호,56,56
34146000633,C01,재가장기요양기관 방문요양,0,114
34146000633,C02,재가장기요양기관 방문목욕,0,8
34146000639,C03,재가장기요양기관 주야간보호,9,8
34146000640,C02,재가장기요양기관 방문목욕,0,1
34146000640,C01,재가장기요양기관 방문요양,0,11
34146000642,C03,재가장기요양기관 주야간보호,24,23
34146000643,C01,재가장기요양기관 방문요양,0,35
34146000643,C02,재가장기요양기관 방문목욕,0,0
34146000648,C03,재가장기요양기관 주야간보호,36,29
34146000648,C04,재가장기요양기관 단기보호,3,3
34146000648,C02,재가장기요양기관 방문목욕,0,0
34146000648,C01,재가장기요양기관 방문요양,0,39
34146000650,I31,주야간보호내치매전담1실,20,19
34146000650,C03,재가장기요양기관 주야간보호,20,20
34146000659,C03,재가장기요양기관 주야간보호,38,20
34146000660,C03,재가장기요양기관 주야간보호,51,31
34146000660,C02,재가장기요양기관 방문목욕,0
34146000660,C01,재가장기요양기관 방문요양,0,19
34146000661,C03,재가장기요양기관 주야간보호,22,19
34146000666,C01,재가장기요양기관 방문요양,0,6
34146000667,C01,재가장기요양기관 방문요양,0
34146000667,C02,재가장기요양기관 방문목욕,0
34146000668,C01,재가장기요양기관 방문요양,0,28
34146000668,C02,재가장기요양기관 방문목욕,0,3
34146000672,C03,재가장기요양기관 주야간보호,34
34146000675,C03,재가장기요양기관 주야간보호,20,15
34146000679,C02,재가장기요양기관 방문목욕,0,3
34146000679,C01,재가장기요양기관 방문요양,0,51
34146000680,C01,재가장기요양기관 방문요양,0,8
34146000680,C02,재가장기요양기관 방문목욕,0
34146000681,C03,재가장기요양기관 주야간보호,12,9
34146000684,C02,재가장기요양기관 방문목욕,0
34146000684,C01,재가장기요양기관 방문요양,0,0
34146000685,C02,재가장기요양기관 방문목욕,0,2
34146000685,C01,재가장기요양기관 방문요양,0,36
34146000687,C02,재가장기요양기관 방문목욕,0,1
34146000687,C01,재가장기요양기관 방문요양,0,21
34146000688,C02,재가장기요양기관 방문목욕,0,1
34146000688,C01,재가장기요양기관 방문요양,0,32
34146000690,C03,재가장기요양기관 주야간보호,84,68
34146000690,C01,재가장기요양기관 방문요양,0,15
34146000690,C02,재가장기요양기관 방문목욕,0
34146000692,C05,재가장기요양기관 방문간호,0
34146000692,C03,재가장기요양기관 주야간보호,20,15
34146000692,C02,재가장기요양기관 방문목욕,0
34146000692,C01,재가장기요양기관 방문요양,0,3
34146000694,C01,재가장기요양기관 방문요양,0,26
34146000695,C03,재가장기요양기관 주야간보호,51,15
34146000696,C01,재가장기요양기관 방문요양,0,33
34146000697,C01,재가장기요양기관 방문요양,0
34146000698,C01,재가장기요양기관 방문요양,0,60
34146000700,C01,재가장기요양기관 방문요양,0,1
34146000706,C02,재가장기요양기관 방문목욕,0
34146000706,C01,재가장기요양기관 방문요양,0
34146000707,C03,재가장기요양기관 주야간보호,16,9
34146000707,C01,재가장기요양기관 방문요양,0
34146000723,C01,재가장기요양기관 방문요양,0,50
