run_id,strategy,resource_budget,allocated_resource,unallocated_resource,continuous_gap_before,continuous_gap_after,continuous_gap_reduction,integer_need_reduction,target_deficit_regions_reduced,zero_provider_regions_reduced,lower_10pct_mean_before,lower_10pct_mean_after,lower_10pct_mean_increase,benefited_demand,minimum_supply_after,q1_supply_after,iqr_supply_after,gini_after,continuous_gap_reduction_per_unit
20260727T063718Z_visit_care_institution_demand_proportional,demand_proportional,5,5,0,108.85944770464454,105.13234215252679,3.7271055521177487,5,3,0,7.002093072740003,7.002093072740003,0.0,18291,3.6036036036036037,10.769315017726655,2.9486521653058198,0.1303273115839419,0.7454211104235497
20260727T063718Z_visit_care_institution_shortage_priority,shortage_priority,5,5,0,108.85944770464454,103.85944770464454,5.0,5,0,0,7.002093072740003,7.002093072740003,0.0,8476,3.6036036036036037,10.732429512478877,2.9855376705535974,0.12931527965194056,1.0
20260727T063718Z_visit_care_institution_zero_provider_priority,zero_provider_priority,5,5,0,108.85944770464454,103.85944770464454,5.0,5,0,0,7.002093072740003,7.002093072740003,0.0,8476,3.6036036036036037,10.732429512478877,2.9855376705535974,0.12931527965194056,1.0
20260727T063718Z_visit_care_institution_vulnerability_priority,vulnerability_priority,5,5,0,108.85944770464454,103.96727830731729,4.892169397327251,5,1,0,7.002093072740003,7.002093072740003,0.0,8850,3.6036036036036037,10.813657356015087,2.9043098270173875,0.12979432048013814,0.9784338794654502
