run_id,region_code,sido_name,sigungu_name,service,resource_type,strategy,demand_value,baseline_resource,allocated_resource,after_resource,current_supply_rate,after_supply_rate,continuous_gap,after_gap,integer_need,after_integer_need,provider_missing,after_provider_missing,allocation_order,allocation_reason
20260727T063718Z_visit_care_institution_demand_proportional,51800,강원특별자치도,양구군,visit_care,institution,demand_proportional,555.0,2.0,0,2.0,3.6036036036036037,3.6036036036036037,4.609615678089171,4.609615678089171,5,5,False,False,,
20260727T063718Z_visit_care_institution_demand_proportional,51810,강원특별자치도,인제군,visit_care,institution,demand_proportional,611.0,5.0,0,5.0,8.183306055646481,8.183306055646481,2.2765318546170876,2.2765318546170876,3,3,False,False,,
20260727T063718Z_visit_care_institution_demand_proportional,51820,강원특별자치도,고성군,visit_care,institution,demand_proportional,838.0,5.0,0,5.0,5.966587112171838,5.966587112171838,4.979924213042748,4.979924213042748,5,5,False,False,,
20260727T063718Z_visit_care_institution_demand_proportional,51830,강원특별자치도,양양군,visit_care,institution,demand_proportional,1012.0,8.0,0,8.0,7.905138339920948,7.905138339920948,4.05212804725449,4.05212804725449,5,5,False,False,,
20260727T063718Z_visit_care_institution_demand_proportional,52710,전북특별자치도,완주군,visit_care,institution,demand_proportional,3941.0,42.0,1,43.0,10.657193605683837,10.910936310581071,4.93422592315212,3.9342259231521197,5,4,False,False,4,수요비례 최대잔여·재배분
20260727T063718Z_visit_care_institution_demand_proportional,52720,전북특별자치도,진안군,visit_care,institution,demand_proportional,1338.5,15.0,0,15.0,11.206574523720583,11.206574523720583,0.9404875407610014,0.9404875407610014,1,1,False,False,,
20260727T063718Z_visit_care_institution_demand_proportional,52730,전북특별자치도,무주군,visit_care,institution,demand_proportional,1095.0,19.0,0,19.0,17.35159817351598,17.35159817351598,0.0,0.0,0,0,False,False,,
20260727T063718Z_visit_care_institution_demand_proportional,52740,전북특별자치도,장수군,visit_care,institution,demand_proportional,835.0,11.0,0,11.0,13.173652694610778,13.173652694610778,0.0,0.0,0,0,False,False,,
20260727T063718Z_visit_care_institution_demand_proportional,52750,전북특별자치도,임실군,visit_care,institution,demand_proportional,1597.0,21.0,0,21.0,13.149655604257983,13.149655604257983,0.0,0.0,0,0,False,False,,
20260727T063718Z_visit_care_institution_demand_proportional,52770,전북특별자치도,순창군,visit_care,institution,demand_proportional,1451.0,19.0,0,19.0,13.094417643004823,13.094417643004823,0.0,0.0,0,0,False,False,,
