longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,adminPttnCd,fmNowPer,fmRsvPer,longTermAdminSym,maNowPer,maRsvPer,totPer
13011000346,A04,30,110,가은실버홈,00,NORMAL SERVICE.,A04,9,,13011000346,,,9
23011000007,B01,30,110,금성노인복지센터,00,NORMAL SERVICE.,B01,26,,23011000007,8,,0
23011000008,B01,30,110,선우노인복지센터,00,NORMAL SERVICE.,B01,,,23011000008,,,
23011000151,B01,30,110,산내노인종합센터,00,NORMAL SERVICE.,B01,13,0,23011000151,3,0,0
23011000185,B01,30,110,해드림노인복지센터,00,NORMAL SERVICE.,B01,,0,23011000185,,0,0
23011000233,B01,30,110,예명 주야간보호센터,00,NORMAL SERVICE.,B01,,,23011000233,,,
23011000295,B01,30,110,한울재가노인복지센터,00,NORMAL SERVICE.,B01,28,0,23011000295,14,0,0
23011000335,B01,30,110,새봄실버주간보호센터,00,NORMAL SERVICE.,B01,0,,23011000335,0,,0
23011000007,B02,30,110,금성노인복지센터,00,NORMAL SERVICE.,B02,,,23011000007,,,
23011000151,B02,30,110,산내노인종합센터,00,NORMAL SERVICE.,B02,,,23011000151,,,0
23011000185,B02,30,110,해드림노인복지센터,00,NORMAL SERVICE.,B02,,0,23011000185,,0,0
23011000233,B02,30,110,예명 주야간보호센터,00,NORMAL SERVICE.,B02,,,23011000233,,,
23011000353,B02,30,110,원동주야간보호센터,00,NORMAL SERVICE.,B02,,,23011000353,,,0
23011000354,B02,30,110,수재가노인복지센터,00,NORMAL SERVICE.,B02,,,23011000354,,,9
23011000359,B02,30,110,행복나눔재가복지센터,00,NORMAL SERVICE.,B02,,,23011000359,,,3
23011000007,B03,30,110,금성노인복지센터,00,NORMAL SERVICE.,B03,11,0,23011000007,4,0,35
23011000008,B03,30,110,선우노인복지센터,00,NORMAL SERVICE.,B03,35,0,23011000008,16,,49
23011000151,B03,30,110,산내노인종합센터,00,NORMAL SERVICE.,B03,3,0,23011000151,0,0,9
23011000185,B03,30,110,해드림노인복지센터,00,NORMAL SERVICE.,B03,11,0,23011000185,6,0,17
23011000233,B03,30,110,예명 주야간보호센터,00,NORMAL SERVICE.,B03,6,,23011000233,4,,35
23011000335,B03,30,110,새봄실버주간보호센터,00,NORMAL SERVICE.,B03,19,,23011000335,3,,28
23011000351,B03,30,110,동부실버케어센터,00,NORMAL SERVICE.,B03,21,0,23011000351,5,0,36
23011000425,B05,30,110,하진재가복지센터,00,NORMAL SERVICE.,B05,13,0,23011000425,8,0,0
23011000450,B05,30,110,사랑가득한재가복지센터,00,NORMAL SERVICE.,B05,,,23011000450,,,0
23011000463,B05,30,110,엄마손통합재가센터,00,NORMAL SERVICE.,B05,,,23011000463,,,0
23014000642,B05,30,140,보라재가복지센터,00,NORMAL SERVICE.,B05,,,23014000642,,,0
23017000329,B05,30,170,유앤아이주간보호센터,00,NORMAL SERVICE.,B05,,,23017000329,,,
23017000500,B05,30,170,더편한실버센터,00,NORMAL SERVICE.,B05,24,,23017000500,22,,0
23017000507,B05,30,170,대전간호요양센터,00,NORMAL SERVICE.,B05,12,0,23017000507,4,0,0
23011000374,B06,30,110,섬김복지용구지원센터,00,NORMAL SERVICE.,B06,,,23011000374,,,0
23011000391,B06,30,110,대전연합복지용구,00,NORMAL SERVICE.,B06,,,23011000391,,,0
23011000412,B06,30,110,늘사랑복지용구,00,NORMAL SERVICE.,B06,,,23011000412,,,0
23011000428,B06,30,110,예스복지용구,00,NORMAL SERVICE.,B06,,,23011000428,,,0
23011000454,B06,30,110,효자복지용구,00,NORMAL SERVICE.,B06,,,23011000454,,,0
23011000460,B06,30,110,(주)사랑과존경복지용구,00,NORMAL SERVICE.,B06,,,23011000460,,,0
23014000527,B06,30,140,하나엠케어복지용구사업소,00,NORMAL SERVICE.,B06,,,23014000527,,,0
33011000037,C01,30,110,노을빛재가복지센터,00,NORMAL SERVICE.,C01,,,33011000037,,,
33011000044,C01,30,110,마리아노인복지센터,00,NORMAL SERVICE.,C01,,,33011000044,,,
33011000056,C01,30,110,아가페재가노인복지센터,00,NORMAL SERVICE.,C01,,,33011000056,,,
33011000063,C01,30,110,대전보람노인복지센터,00,NORMAL SERVICE.,C01,,,33011000063,,,
33011000064,C01,30,110,한솔노인복지센터,00,NORMAL SERVICE.,C01,,,33011000064,,,
33011000070,C01,30,110,백합노인복지센터,00,NORMAL SERVICE.,C01,,,33011000070,,,
33011000080,C01,30,110,새빛재가요양보호센터,00,NORMAL SERVICE.,C01,,,33011000080,,,
33011000023,C02,30,110,우리노인복지센터,00,NORMAL SERVICE.,C02,,,33011000023,,,
33011000037,C02,30,110,노을빛재가복지센터,00,NORMAL SERVICE.,C02,,,33011000037,,,
33011000056,C02,30,110,아가페재가노인복지센터,00,NORMAL SERVICE.,C02,,,33011000056,,,
33011000063,C02,30,110,대전보람노인복지센터,00,NORMAL SERVICE.,C02,,,33011000063,,,
33011000064,C02,30,110,한솔노인복지센터,00,NORMAL SERVICE.,C02,,,33011000064,,,
33011000070,C02,30,110,백합노인복지센터,00,NORMAL SERVICE.,C02,,,33011000070,,,
33011000080,C02,30,110,새빛재가요양보호센터,00,NORMAL SERVICE.,C02,,,33011000080,,,
33011000251,C03,30,110,행복한실버케어센터,00,NORMAL SERVICE.,C03,22,0,33011000251,12,0,35
33011000258,C03,30,110,동행노인주야간보호센터,00,NORMAL SERVICE.,C03,20,0,33011000258,5,0,27
33011000285,C03,30,110,하나주야간보호,00,NORMAL SERVICE.,C03,9,,33011000285,6,,24
33011000304,C03,30,110,삼성주간보호센터,00,NORMAL SERVICE.,C03,24,,33011000304,8,0,33
33014000124,C03,30,140,대전효감주간보호센터,00,NORMAL SERVICE.,C03,18,,33014000124,8,,30
33014000291,C03,30,140,태평주간보호센터,00,NORMAL SERVICE.,C03,26,0,33014000291,18,0,82
33014000324,C03,30,140,신한국복지센터,00,NORMAL SERVICE.,C03,34,0,33014000324,12,,47
33011000248,C05,30,110,대전연합 실버케어,00,NORMAL SERVICE.,C05,9,,33011000248,4,,0
33011000273,C05,30,110,스마일방문간호요양센터,00,NORMAL SERVICE.,C05,15,,33011000273,8,,0
33011000280,C05,30,110,대전방문간호센터,00,NORMAL SERVICE.,C05,50,0,33011000280,50,0,0
33011000325,C05,30,110,굿널스방문간호요양센터,00,NORMAL SERVICE.,C05,18,,33011000325,11,,0
33014000124,C05,30,140,대전효감주간보호센터,00,NORMAL SERVICE.,C05,16,,33014000124,6,,0
33014000424,C05,30,140,보문노인복지센터,00,NORMAL SERVICE.,C05,,,33014000424,,,0
33014000435,C05,30,140,대전효재가노인복지센터,00,NORMAL SERVICE.,C05,5,,33014000435,2,,0
33011000095,C06,30,110,행복메디칼,00,NORMAL SERVICE.,C06,,,33011000095,,,
33011000109,C06,30,110,(주)국민복지환경,00,NORMAL SERVICE.,C06,,,33011000109,,,
33011000192,C06,30,110,350복지용구,00,NORMAL SERVICE.,C06,,,33011000192,,,0
33011000227,C06,30,110,더드림노인요양복지센터,00,NORMAL SERVICE.,C06,,,33011000227,,,
33011000242,C06,30,110,아가페복지,00,NORMAL SERVICE.,C06,,,33011000242,,,0
33011000328,C06,30,110,현암복지센터,00,NORMAL SERVICE.,C06,67,10,33011000328,22,5,0
33011000337,C06,30,110,행복나무복지센터,00,NORMAL SERVICE.,C06,,,33011000337,,,0
13011000009,G31,30,110,임마누엘실버홈,00,NORMAL SERVICE.,G31,0,0,13011000009,0,0,12
13011000376,G31,30,110,대전요양원,00,NORMAL SERVICE.,G31,7,,13011000376,3,,12
13014000241,G31,30,140,축복마을,00,NORMAL SERVICE.,G31,0,1,13014000241,0,0,13
13017000253,G31,30,170,실버누리요양원,00,NORMAL SERVICE.,G31,0,0,13017000253,0,0,11
13011000009,G32,30,110,임마누엘실버홈,00,NORMAL SERVICE.,G32,0,0,13011000009,0,0,12
13011000376,G32,30,110,대전요양원,00,NORMAL SERVICE.,G32,4,,13011000376,6,,12
13011000009,G33,30,110,임마누엘실버홈,00,NORMAL SERVICE.,G33,0,0,13011000009,0,0,16
13011000376,G33,30,110,대전요양원,00,NORMAL SERVICE.,G33,0,,13011000376,0,,8
13011000009,G34,30,110,임마누엘실버홈,00,NORMAL SERVICE.,G34,0,0,13011000009,0,0,16
13011000376,G34,30,110,대전요양원,00,NORMAL SERVICE.,G34,,,13011000376,,,9
23017000292,H31,30,170,대전요양원 주간보호센터,00,NORMAL SERVICE.,H31,11,,23017000292,12,,25
23017000584,H31,30,170,대전서구주간보호센터,00,NORMAL SERVICE.,H31,15,,23017000584,7,,25
23020000144,H31,30,200,나이팅게일주간보호센터,00,NORMAL SERVICE.,H31,12,0,23020000144,9,0,25
23023000153,H31,30,230,예사랑재가노인복지센터,00,NORMAL SERVICE.,H31,16,,23023000153,7,,25
13011000384,S41,30,110,부모애공동생활가정,00,NORMAL SERVICE.,S41,6,0,13011000384,3,,9
13017000366,S41,30,170,섬김과 나눔의 집,00,NORMAL SERVICE.,S41,7,,13017000366,1,,9
13111000005,A03,31,110,국민요양원,00,NORMAL SERVICE.,A03,25,0,13111000005,2,0,28
13111000007,A03,31,110,늘푸른노인전문요양원,00,NORMAL SERVICE.,A03,35,5,13111000007,3,2,37
13111000008,A03,31,110,늘푸른노인요양원,00,NORMAL SERVICE.,A03,,0,13111000008,0,0,0
13111000009,A03,31,110,예랑소규모요양원,00,NORMAL SERVICE.,A03,16,1,13111000009,0,1,16
13111000082,A03,31,110,백정애 건강실버타운,00,NORMAL SERVICE.,A03,29,0,13111000082,18,,49
13111000143,A03,31,110,효자실버요양원,00,NORMAL SERVICE.,A03,68,10,13111000143,6,7,74
13111000163,A03,31,110,효정요양원,00,NORMAL SERVICE.,A03,26,,13111000163,2,0,28
13111000175,A03,31,110,울산광역시립노인요양원,00,NORMAL SERVICE.,A03,64,55,13111000175,11,46,87
13111000147,A04,31,110,울산한우리노인요양센터,00,NORMAL SERVICE.,A04,3,,13111000147,6,,9
13111000205,A04,31,110,A+백정애건강실버타운,00,NORMAL SERVICE.,A04,8,,13111000205,0,,9
13114000234,A04,31,140,굿실버공동생활가정,00,NORMAL SERVICE.,A04,9,,13114000234,0,0,9
13114000278,A04,31,140,더 즐거운공동생활가정,00,NORMAL SERVICE.,A04,9,,13114000278,0,,9
13117000032,A04,31,170,가은실버홈,00,NORMAL SERVICE.,A04,8,0,13117000032,0,0,9
13117000088,A04,31,170,인애노인요양실버홈,00,NORMAL SERVICE.,A04,7,0,13117000088,2,,9
13120000102,A04,31,200,청담종합복지센터,00,NORMAL SERVICE.,A04,6,,13120000102,1,,9
13120000129,A04,31,200,백세재활복지센터,00,NORMAL SERVICE.,A04,6,,13120000129,3,,9
23111000001,B01,31,110,국민노인돌봄지원플랫폼,00,NORMAL SERVICE.,B01,,,23111000001,,,
23111000002,B01,31,110,울산중구노인돌봄지원플랫폼,00,NORMAL SERVICE.,B01,,,23111000002,,,
23111000150,B01,31,110,신울산노인재가복지센터,00,NORMAL SERVICE.,B01,,,23111000150,,,0
23111000154,B01,31,110,울산노인복지센터,00,NORMAL SERVICE.,B01,83,0,23111000154,26,0,0
23111000155,B01,31,110,더조은노인복지주간보호센터,00,NORMAL SERVICE.,B01,,,23111000155,,,0
23111000157,B01,31,110,다인재가복지센터,00,NORMAL SERVICE.,B01,16,2,23111000157,16,,0
23111000161,B01,31,110,함월주야간보호센터,00,NORMAL SERVICE.,B01,,,23111000161,,,0
23111000167,B01,31,110,팔팔백세 방문요양센터,00,NORMAL SERVICE.,B01,18,,23111000167,13,,0
23111000150,B02,31,110,신울산노인재가복지센터,00,NORMAL SERVICE.,B02,,,23111000150,,,0
23111000154,B02,31,110,울산노인복지센터,00,NORMAL SERVICE.,B02,68,0,23111000154,21,0,0
23111000155,B02,31,110,더조은노인복지주간보호센터,00,NORMAL SERVICE.,B02,,,23111000155,,,0
23111000157,B02,31,110,다인재가복지센터,00,NORMAL SERVICE.,B02,0,,23111000157,2,,0
23111000184,B02,31,110,강남재가노인복지센터,00,NORMAL SERVICE.,B02,,,23111000184,,,0
23111000193,B02,31,110,조은아침중구복지센터,00,NORMAL SERVICE.,B02,,,23111000193,,,0
23111000195,B02,31,110,동행노인복지센터,00,NORMAL SERVICE.,B02,,,23111000195,,,0
23111000150,B03,31,110,신울산노인재가복지센터,00,NORMAL SERVICE.,B03,28,0,23111000150,3,0,60
23111000155,B03,31,110,더조은노인복지주간보호센터,00,NORMAL SERVICE.,B03,33,,23111000155,6,,55
23111000161,B03,31,110,함월주야간보호센터,00,NORMAL SERVICE.,B03,22,,23111000161,4,,45
23111000162,B03,31,110,효정주간보호센터,00,NORMAL SERVICE.,B03,18,1,23111000162,6,1,24
23111000164,B03,31,110,울산정주간보호센터,00,NORMAL SERVICE.,B03,36,,23111000164,12,,48
23111000165,B03,31,110,선경주야간보호센터,00,NORMAL SERVICE.,B03,11,0,23111000165,5,0,49
23111000168,B03,31,110,오월주간보호센터,00,NORMAL SERVICE.,B03,48,0,23111000168,16,0,66
23111000177,B05,31,110,윤씨재가복지센터,00,NORMAL SERVICE.,B05,27,,23111000177,12,,0
23111000218,B05,31,110,헤븐노인복지센터,00,NORMAL SERVICE.,B05,,,23111000218,,,0
23111000231,B05,31,110,가온누리재가방문요양센터,00,NORMAL SERVICE.,B05,,,23111000231,,,0
23120000094,B05,31,200,A+마르페 실버케어,00,NORMAL SERVICE.,B05,,,23120000094,,,0
23120000128,B05,31,200,미소방문간호센터,00,NORMAL SERVICE.,B05,,,23120000128,,,0
23171000243,B05,31,710,화정방문간호센터,00,NORMAL SERVICE.,B05,2,,23171000243,3,,0
23111000149,B06,31,110,대신의료기상사,00,NORMAL SERVICE.,B06,,,23111000149,,,0
23111000159,B06,31,110,굿헬스의료기,00,NORMAL SERVICE.,B06,,,23111000159,,,0
23111000211,B06,31,110,신기의료기,00,NORMAL SERVICE.,B06,1,1,23111000211,1,1,0
23111000222,B06,31,110,두날개복지센터,00,NORMAL SERVICE.,B06,,,23111000222,1,,0
23111000234,B06,31,110,울산복지용구센터,00,NORMAL SERVICE.,B06,,,23111000234,,,0
23114000238,B06,31,140,행운의료기,00,NORMAL SERVICE.,B06,0,0,23114000238,0,0,0
23114000249,B06,31,140,행복의료기,00,NORMAL SERVICE.,B06,,,23114000249,,,0
33111000042,C01,31,110,옥선노인복지센터,00,NORMAL SERVICE.,C01,,,33111000042,,,
33111000048,C01,31,110,나도람노인복지센터,00,NORMAL SERVICE.,C01,3,,33111000048,1,,0
33111000063,C01,31,110,행복소망나눔 요양보호센터,00,NORMAL SERVICE.,C01,59,0,33111000063,34,1,0
33111000064,C01,31,110,현대노인복지센터,00,NORMAL SERVICE.,C01,19,0,33111000064,14,0,0
33111000071,C01,31,110,가나안 요양파견센터,00,NORMAL SERVICE.,C01,,,33111000071,,,0
33111000075,C01,31,110,연희재가노인복지센터,00,NORMAL SERVICE.,C01,50,0,33111000075,22,0,0
33111000076,C01,31,110,장수마을재가복지센터,00,NORMAL SERVICE.,C01,3,0,33111000076,1,0,0
33111000042,C02,31,110,옥선노인복지센터,00,NORMAL SERVICE.,C02,,,33111000042,,,
33111000045,C02,31,110,잉꼬 방문목욕센터,00,NORMAL SERVICE.,C02,,,33111000045,,,
33111000048,C02,31,110,나도람노인복지센터,00,NORMAL SERVICE.,C02,0,,33111000048,0,,0
33111000063,C02,31,110,행복소망나눔 요양보호센터,00,NORMAL SERVICE.,C02,,,33111000063,,,0
33111000064,C02,31,110,현대노인복지센터,00,NORMAL SERVICE.,C02,,,33111000064,,,0
33111000071,C02,31,110,가나안 요양파견센터,00,NORMAL SERVICE.,C02,,,33111000071,,,0
33111000075,C02,31,110,연희재가노인복지센터,00,NORMAL SERVICE.,C02,23,,33111000075,8,,0
33111000048,C03,31,110,나도람노인복지센터,00,NORMAL SERVICE.,C03,36,0,33111000048,8,,56
33111000076,C03,31,110,장수마을재가복지센터,00,NORMAL SERVICE.,C03,8,0,33111000076,0,0,9
33111000083,C03,31,110,백정애 건강실버타운,00,NORMAL SERVICE.,C03,4,0,33111000083,6,0,34
33111000089,C03,31,110,울산한우리노인복지시설,00,NORMAL SERVICE.,C03,36,0,33111000089,23,,74
33111000106,C03,31,110,태화노인복지센터,00,NORMAL SERVICE.,C03,5,,33111000106,3,,10
33111000109,C03,31,110,소중한노인복지센터,00,NORMAL SERVICE.,C03,32,,33111000109,12,,53
33111000110,C03,31,110,베리굿실버복지센터,00,NORMAL SERVICE.,C03,8,,33111000110,1,,14
33111000081,C05,31,110,지원재가노인복지센터,00,NORMAL SERVICE.,C05,40,,33111000081,18,,0
33111000083,C05,31,110,백정애 건강실버타운,00,NORMAL SERVICE.,C05,21,0,33111000083,13,0,0
33111000122,C05,31,110,스마일재가노인복지센터,00,NORMAL SERVICE.,C05,1,,33111000122,2,,0
33111000138,C05,31,110,돌보미 재가노인 복지센터,00,NORMAL SERVICE.,C05,,,33111000138,,,0
33114000091,C05,31,140,마더스노인복지센터,00,NORMAL SERVICE.,C05,20,,33114000091,3,,0
33117000062,C05,31,170,사랑의 손길 재가센터,00,NORMAL SERVICE.,C05,14,,33117000062,4,,0
33120000042,C05,31,200,양지노인복지센터,00,NORMAL SERVICE.,C05,,,33120000042,,,
33111000041,C06,31,110,새광명의료기,00,NORMAL SERVICE.,C06,,,33111000041,,,0
33111000062,C06,31,110,건강의료기,00,NORMAL SERVICE.,C06,,,33111000062,,,0
33111000084,C06,31,110,세운의료기 보조기도매센타,00,NORMAL SERVICE.,C06,,,33111000084,,,0
33111000091,C06,31,110,백세의료기,00,NORMAL SERVICE.,C06,,,33111000091,,,0
33111000103,C06,31,110,보드미의료기,00,NORMAL SERVICE.,C06,,,33111000103,,,0
33111000138,C06,31,110,돌보미 재가노인 복지센터,00,NORMAL SERVICE.,C06,,,33111000138,,,0
33114000047,C06,31,140,신우메디칼통상,00,NORMAL SERVICE.,C06,,,33114000047,,,
13111000007,G31,31,110,늘푸른노인전문요양원,00,NORMAL SERVICE.,G31,13,3,13111000007,3,2,16
13111000008,G31,31,110,늘푸른노인요양원,00,NORMAL SERVICE.,G31,14,,13111000008,0,0,14
13117000004,G31,31,170,다비다노인요양원,00,NORMAL SERVICE.,G31,12,3,13117000004,0,2,12
13120000124,G31,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,G31,12,0,13120000124,0,0,12
13111000007,G32,31,110,늘푸른노인전문요양원,00,NORMAL SERVICE.,G32,16,4,13111000007,0,0,16
13111000008,G32,31,110,늘푸른노인요양원,00,NORMAL SERVICE.,G32,15,,13111000008,0,,15
13120000124,G32,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,G32,0,0,13120000124,11,5,12
13120000124,G33,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,G33,12,0,13120000124,0,0,12
13120000124,G34,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,G34,12,0,13120000124,0,0,12
23111000218,H31,31,110,헤븐노인복지센터,00,NORMAL SERVICE.,H31,,0,23111000218,,0,9
23117000069,H31,31,170,남목노인복지관 부설 치매보호센터,00,NORMAL SERVICE.,H31,8,,23117000069,5,,24
23117000082,H31,31,170,밝은미소 재가실버케어,00,NORMAL SERVICE.,H31,16,,23117000082,6,,24
13117000004,M31,31,170,다비다노인요양원,00,NORMAL SERVICE.,M31,11,2,13117000004,1,2,12
13171000142,S41,31,710,효녀심청의집,00,NORMAL SERVICE.,S41,6,6,13171000142,0,0,9
13611000061,A03,36,110,세종우리요양원,00,NORMAL SERVICE.,A03,22,2,13611000061,7,7,29
13611000067,A03,36,110,세종행복요양원,00,NORMAL SERVICE.,A03,18,1,13611000067,9,,29
13611000087,A03,36,110,세종에덴요양원,00,NORMAL SERVICE.,A03,25,0,13611000087,4,,29
13611000090,A03,36,110,세종천애안요양원,00,NORMAL SERVICE.,A03,38,0,13611000090,9,0,48
13611000099,A03,36,110,성덕효성원,00,NORMAL SERVICE.,A03,16,,13611000099,6,,23
13611000113,A03,36,110,세종실버타운 평강요양원,00,NORMAL SERVICE.,A03,28,1,13611000113,14,1,49
13611000133,A03,36,110,VIP요양원,00,NORMAL SERVICE.,A03,17,2,13611000133,9,3,29
13611000150,A03,36,110,세종해밀 요양원,00,NORMAL SERVICE.,A03,47,,13611000150,2,0,49
13611000160,A03,36,110,세종마음숲요양원 고운점,00,NORMAL SERVICE.,A03,20,2,13611000160,9,1,29
13611000162,A03,36,110,더 사랑 요양원,00,NORMAL SERVICE.,A03,13,1,13611000162,7,3,29
13611000166,A03,36,110,세종요양원,00,NORMAL SERVICE.,A03,30,,13611000166,6,,40
13611000167,A03,36,110,세종굿모닝요양원,00,NORMAL SERVICE.,A03,27,0,13611000167,2,0,29
13611000168,A03,36,110,조이실버케어요양원,00,NORMAL SERVICE.,A03,40,0,13611000168,23,0,68
13611000182,A03,36,110,세종시립요양원,00,NORMAL SERVICE.,A03,26,31,13611000182,9,30,36
13611000143,A04,36,110,늘평안 노인요양공동생활가정,00,NORMAL SERVICE.,A04,8,1,13611000143,1,1,9
13611000203,A04,36,110,약산실버홈,00,NORMAL SERVICE.,A04,9,1,13611000203,,,9
23611000109,B01,36,110,행복한주간보호센터,00,NORMAL SERVICE.,B01,,,23611000109,,,0
23611000125,B01,36,110,세종우리노인복지센터,00,NORMAL SERVICE.,B01,,,23611000125,,,0
23611000129,B01,36,110,휴먼주간보호센터,00,NORMAL SERVICE.,B01,23,,23611000129,10,,0
23611000131,B01,36,110,세종고운재가복지센터,00,NORMAL SERVICE.,B01,24,,23611000131,11,,0
23611000132,B01,36,110,유정재가복지원,00,NORMAL SERVICE.,B01,5,,23611000132,1,,0
23611000135,B01,36,110,가정재가복지센터,00,NORMAL SERVICE.,B01,42,,23611000135,12,,0
23611000140,B01,36,110,민들레재가노인복지센터,00,NORMAL SERVICE.,B01,18,,23611000140,6,,0
23611000148,B01,36,110,더힐링 세종전원주간보호센터,00,NORMAL SERVICE.,B01,14,,23611000148,11,,0
23611000153,B01,36,110,세종재가복지센터,00,NORMAL SERVICE.,B01,31,0,23611000153,14,,0
23611000154,B01,36,110,세종특별자치시 사회서비스원 세종종합재가센터,00,NORMAL SERVICE.,B01,27,,23611000154,7,,0
23611000155,B01,36,110,세종통합돌봄센터,00,NORMAL SERVICE.,B01,,,23611000155,,,0
23611000157,B01,36,110,한누리재가장기요양기관,00,NORMAL SERVICE.,B01,28,,23611000157,13,,0
23611000159,B01,36,110,행복드림 재가방문요양센터,00,NORMAL SERVICE.,B01,24,,23611000159,10,,0
23611000135,B02,36,110,가정재가복지센터,00,NORMAL SERVICE.,B02,33,,23611000135,18,,0
23611000153,B02,36,110,세종재가복지센터,00,NORMAL SERVICE.,B02,0,,23611000153,,,0
23611000169,B02,36,110,기쁨방문요양센터,00,NORMAL SERVICE.,B02,0,,23611000169,0,,0
23611000180,B02,36,110,가람재가복지센터,00,NORMAL SERVICE.,B02,0,,23611000180,0,,0
23611000184,B02,36,110,다정한재가복지센터,00,NORMAL SERVICE.,B02,,,23611000184,,,0
23611000188,B02,36,110,시온재가노인복지센터,00,NORMAL SERVICE.,B02,,,23611000188,,,0
23611000190,B02,36,110,세종하나재가요양센터,00,NORMAL SERVICE.,B02,,,23611000190,,,0
23611000197,B02,36,110,우리통합재가센터,00,NORMAL SERVICE.,B02,0,,23611000197,1,,0
23611000202,B02,36,110,봄날재가복지센터,00,NORMAL SERVICE.,B02,,,23611000202,,,0
23611000205,B02,36,110,드림 재가 방문요양 센터,00,NORMAL SERVICE.,B02,,,23611000205,,,0
23611000211,B02,36,110,최고방문요양센터,00,NORMAL SERVICE.,B02,,,23611000211,,,0
23611000212,B02,36,110,하트풀방문요양센터,00,NORMAL SERVICE.,B02,30,,23611000212,30,,0
23611000221,B02,36,110,나눔재가복지센터,00,NORMAL SERVICE.,B02,,,23611000221,,,0
23611000074,B03,36,110,종촌종합복지센터 노인주간보호센터,00,NORMAL SERVICE.,B03,31,,23611000074,6,,40
23611000107,B03,36,110,세종가족사랑주간보호센터,00,NORMAL SERVICE.,B03,38,0,23611000107,12,0,57
23611000109,B03,36,110,행복한주간보호센터,00,NORMAL SERVICE.,B03,38,0,23611000109,10,,70
23611000125,B03,36,110,세종우리노인복지센터,00,NORMAL SERVICE.,B03,32,1,23611000125,12,1,60
23611000127,B03,36,110,플래티늄세종주야간보호센터,00,NORMAL SERVICE.,B03,30,,23611000127,5,,37
23611000129,B03,36,110,휴먼주간보호센터,00,NORMAL SERVICE.,B03,36,2,23611000129,7,1,54
23611000136,B03,36,110,세종케어재활전문주간보호센터,00,NORMAL SERVICE.,B03,16,0,23611000136,10,0,38
23611000145,B03,36,110,VIP주간보호센터,00,NORMAL SERVICE.,B03,3,,23611000145,0,,7
23611000148,B03,36,110,더힐링 세종전원주간보호센터,00,NORMAL SERVICE.,B03,68,,23611000148,21,,90
23611000165,B03,36,110,세종주간보호센터,00,NORMAL SERVICE.,B03,27,0,23611000165,7,,34
23611000173,B03,36,110,세종부강노인복지센터,00,NORMAL SERVICE.,B03,26,,23611000173,5,1,44
23611000178,B03,36,110,세종한누리주간보호센터,00,NORMAL SERVICE.,B03,29,,23611000178,7,,48
23611000193,B03,36,110,부강돌봄센터,00,NORMAL SERVICE.,B03,20,,23611000193,11,,86
23611000186,B05,36,110,세종똑똑방문간호센터,00,NORMAL SERVICE.,B05,,,23611000186,,,0
23611000214,B05,36,110,세종방문간호센터,00,NORMAL SERVICE.,B05,,,23611000214,,,0
23611000138,B06,36,110,이원건강의료기 세종점,00,NORMAL SERVICE.,B06,,,23611000138,,,0
23611000164,B06,36,110,세종중앙의료기,00,NORMAL SERVICE.,B06,,,23611000164,1,,0
23611000175,B06,36,110,건강복지용구센터,00,NORMAL SERVICE.,B06,,,23611000175,,,0
23611000181,B06,36,110,(주)가온렌탈케어 복지용구센터,00,NORMAL SERVICE.,B06,0,,23611000181,0,0,0
23611000183,B06,36,110,세종한누리복지용구사업소,00,NORMAL SERVICE.,B06,,,23611000183,,,0
23611000194,B06,36,110,다정한복지의료기,00,NORMAL SERVICE.,B06,,,23611000194,,,0
23611000200,B06,36,110,가족사랑복지용구사업소,00,NORMAL SERVICE.,B06,,,23611000200,,,0
23611000201,B06,36,110,가치가봄 복지용구,00,NORMAL SERVICE.,B06,,,23611000201,,,0
33611000068,C01,36,110,세종시행복주간보호센터,00,NORMAL SERVICE.,C01,53,0,33611000068,17,,0
33611000072,C01,36,110,무지개 재가장기요양기관,00,NORMAL SERVICE.,C01,26,,33611000072,18,,0
33611000075,C01,36,110,재가복지센터 유다원,00,NORMAL SERVICE.,C01,61,,33611000075,24,,0
33611000076,C01,36,110,행복요양센터,00,NORMAL SERVICE.,C01,27,,33611000076,19,,0
33611000078,C01,36,110,조약돌요양복지센터,00,NORMAL SERVICE.,C01,,,33611000078,,,0
33611000083,C01,36,110,에덴노인복지센터,00,NORMAL SERVICE.,C01,26,,33611000083,18,,0
33611000084,C01,36,110,세종한마음노인복지센터,00,NORMAL SERVICE.,C01,0,0,33611000084,,0,0
33611000089,C01,36,110,시니어데이케어 주은 세종센터,00,NORMAL SERVICE.,C01,14,,33611000089,5,,0
33611000091,C01,36,110,세종시 노인복지센터,00,NORMAL SERVICE.,C01,27,1,33611000091,1,,0
33611000092,C01,36,110,세종 감성큰사랑 통합재가복지센터,00,NORMAL SERVICE.,C01,40,,33611000092,18,1,0
33611000093,C01,36,110,참빛재가 노인복지센터,00,NORMAL SERVICE.,C01,40,,33611000093,12,,0
33611000098,C01,36,110,성심노인복지센터,00,NORMAL SERVICE.,C01,25,0,33611000098,10,0,0
33611000108,C01,36,110,해바라기방문요양사업소,00,NORMAL SERVICE.,C01,0,0,33611000108,0,0,0
