longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,adminPttnCd,fmNowPer,fmRsvPer,longTermAdminSym,maNowPer,maRsvPer,totPer
32611000042,C01,26,110,현대종합복지센터,00,NORMAL SERVICE.,C01,,,32611000042,,,
32611000059,C01,26,110,대현재가노인복지센터,00,NORMAL SERVICE.,C01,22,,32611000059,8,,0
32611000042,C02,26,110,현대종합복지센터,00,NORMAL SERVICE.,C02,,,32611000042,,,
32611000060,C02,26,110,한울타리재가노인복지센터,00,NORMAL SERVICE.,C02,,,32611000060,,,0
32611000083,C02,26,110,동행재가노인복지센터,00,NORMAL SERVICE.,C02,,,32611000083,,,0
32614000023,C02,26,140,로드웨이 노인복지센터,00,NORMAL SERVICE.,C02,,,32614000023,,,
32614000031,C02,26,140,세광재가노인복지센터,00,NORMAL SERVICE.,C02,,,32614000031,,,
32614000057,C02,26,140,자애노인종합복지센터,00,NORMAL SERVICE.,C02,,,32614000057,,,0
32611000060,C03,26,110,한울타리재가노인복지센터,00,NORMAL SERVICE.,C03,43,,32611000060,12,,67
32614000071,C03,26,140,효송주야간보호센터,00,NORMAL SERVICE.,C03,41,,32614000071,8,,60
32614000080,C03,26,140,소은노인주간보호센터,00,NORMAL SERVICE.,C03,15,,32614000080,3,,25
32617000100,C03,26,170,예사랑노인복지센터,00,NORMAL SERVICE.,C03,14,0,32617000100,6,0,45
32617000136,C03,26,170,대주 재가복지센터,00,NORMAL SERVICE.,C03,47,,32617000136,11,,70
32617000146,C03,26,170,동구케어 노인주간보호센터,00,NORMAL SERVICE.,C03,84,0,32617000146,31,0,121
32611000060,C05,26,110,한울타리재가노인복지센터,00,NORMAL SERVICE.,C05,,,32611000060,,,0
32617000059,C05,26,170,(주)간호박사종합재가센터,00,NORMAL SERVICE.,C05,,,32617000059,,,
32620000118,C05,26,200,부산사랑노인복지센터주식회사,00,NORMAL SERVICE.,C05,,,32620000118,,,0
32623000150,C05,26,230,사)부산진구노인요양센터부설 행복한재가,00,NORMAL SERVICE.,C05,,,32623000150,,,0
32623000303,C05,26,230,정드림재가복지센터,00,NORMAL SERVICE.,C05,49,,32623000303,17,,0
32626000218,C05,26,260,새원재가노인복지센터,00,NORMAL SERVICE.,C05,8,,32626000218,3,,0
32611000015,C06,26,110,현대의료복지용구센터,00,NORMAL SERVICE.,C06,,,32611000015,,,
32611000061,C06,26,110,유창,00,NORMAL SERVICE.,C06,,,32611000061,,,0
32611000097,C06,26,110,조은재가복지센터,00,NORMAL SERVICE.,C06,,,32611000097,,,0
32611000098,C06,26,110,효진재가노인복지센터,00,NORMAL SERVICE.,C06,,,32611000098,,,0
32614000036,C06,26,140,동진의료기,00,NORMAL SERVICE.,C06,,,32614000036,,,
32614000076,C06,26,140,(주)가온누리종합복지센터,00,NORMAL SERVICE.,C06,,,32614000076,,,0
12638000008,G31,26,380,평화노인요양원,00,NORMAL SERVICE.,G31,16,,12638000008,0,,16
12641000003,G31,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,G31,5,,12641000003,6,,12
12653000078,G31,26,530,부산광역시 노인건강센터,00,NORMAL SERVICE.,G31,10,1,12653000078,2,,12
12638000008,G32,26,380,평화노인요양원,00,NORMAL SERVICE.,G32,16,,12638000008,0,,16
12641000003,G32,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,G32,9,,12641000003,1,,12
12653000078,G32,26,530,부산광역시 노인건강센터,00,NORMAL SERVICE.,G32,8,1,12653000078,4,,12
12641000003,G33,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,G33,7,,12641000003,4,,12
12653000078,G33,26,530,부산광역시 노인건강센터,00,NORMAL SERVICE.,G33,9,1,12653000078,3,,12
12641000003,G34,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,G34,9,,12641000003,1,,12
22623000393,H31,26,230,다사랑치매전문주간보호센터,00,NORMAL SERVICE.,H31,10,0,22623000393,2,0,18
22641000013,H31,26,410,애광재가노인복지기관,00,NORMAL SERVICE.,H31,20,,22641000013,4,,25
22644000055,H31,26,440,공립명지치매전문주야간보호센터,00,NORMAL SERVICE.,H31,20,0,22644000055,4,0,25
22647000264,H31,26,470,부산연제재활 주야간보호센터,00,NORMAL SERVICE.,H31,0,,22647000264,0,,6
22650000151,H31,26,500,(주)케어링 주간보호센터 부산 수영점,00,NORMAL SERVICE.,H31,18,0,22650000151,8,0,25
22671000148,H31,26,710,"""(기장)효사랑데이케어센터2",00,NORMAL SERVICE.,H31,12,,22671000148,9,,25
22641000013,H32,26,410,애광재가노인복지기관,00,NORMAL SERVICE.,H32,16,,22641000013,2,,25
32647000158,I31,26,470,(주)부산데이케어 부산주간보호,00,NORMAL SERVICE.,I31,18,,32647000158,4,,25
32653000106,I31,26,530,함께노인주간보호센터,00,NORMAL SERVICE.,I31,4,0,32653000106,1,0,12
32647000158,I32,26,470,(주)부산데이케어 부산주간보호,00,NORMAL SERVICE.,I32,12,,32647000158,11,,25
12620000004,M31,26,200,파랑새노인건강센터,00,NORMAL SERVICE.,M31,0,,12620000004,0,,10
12620000004,M32,26,200,파랑새노인건강센터,00,NORMAL SERVICE.,M32,0,,12620000004,0,,10
12711000113,A03,27,110,닥터김노인요양센터,00,NORMAL SERVICE.,A03,77,3,12711000113,22,5,120
12711000132,A03,27,110,보람요양원,00,NORMAL SERVICE.,A03,25,0,12711000132,3,0,29
12711000154,A03,27,110,우리요양원,00,NORMAL SERVICE.,A03,21,,12711000154,6,0,28
12711000189,A03,27,110,청춘요양원,00,NORMAL SERVICE.,A03,21,,12711000189,7,,39
12714000001,A03,27,140,성덕실버타운,00,NORMAL SERVICE.,A03,70,0,12714000001,35,3,126
12714000003,A03,27,140,붓다의집,00,NORMAL SERVICE.,A03,76,6,12714000003,25,7,150
12714000008,A03,27,140,마이홈노인전문요양원,00,NORMAL SERVICE.,A03,75,5,12714000008,14,4,101
12711000079,A04,27,110,남산요양원,00,NORMAL SERVICE.,A04,8,0,12711000079,0,0,9
12711000091,A04,27,110,문성요양복지센터,00,NORMAL SERVICE.,A04,8,1,12711000091,1,0,9
12714000265,A04,27,140,팔공어르신요양원 동촌센터,00,NORMAL SERVICE.,A04,7,0,12714000265,1,0,9
12714000385,A04,27,140,효사랑요양원1,00,NORMAL SERVICE.,A04,9,0,12714000385,0,0,9
12714000386,A04,27,140,효사랑요양원2,00,NORMAL SERVICE.,A04,9,0,12714000386,0,0,9
12714000465,A04,27,140,율하요양원,00,NORMAL SERVICE.,A04,1,,12714000465,3,,7
22711000002,B01,27,110,삼덕노인복지센터,00,NORMAL SERVICE.,B01,,,22711000002,,,
22711000005,B01,27,110,어르신마을 노인복지센터,00,NORMAL SERVICE.,B01,31,0,22711000005,5,0,0
22711000044,B01,27,110,성심노인복지센터,00,NORMAL SERVICE.,B01,15,1,22711000044,3,1,20
22711000167,B01,27,110,비지팅엔젤스 대구중구방문요양지점,00,NORMAL SERVICE.,B01,20,,22711000167,14,1,0
22711000168,B01,27,110,우리재가복지센터,00,NORMAL SERVICE.,B01,33,,22711000168,4,,0
22711000170,B01,27,110,9988어르신돌봄센터,00,NORMAL SERVICE.,B01,20,0,22711000170,12,,0
22711000002,B02,27,110,삼덕노인복지센터,00,NORMAL SERVICE.,B02,,,22711000002,,,
22711000044,B02,27,110,성심노인복지센터,00,NORMAL SERVICE.,B02,0,7,22711000044,0,3,10
22711000167,B02,27,110,비지팅엔젤스 대구중구방문요양지점,00,NORMAL SERVICE.,B02,2,,22711000167,0,,0
22711000168,B02,27,110,우리재가복지센터,00,NORMAL SERVICE.,B02,0,,22711000168,0,,0
22711000170,B02,27,110,9988어르신돌봄센터,00,NORMAL SERVICE.,B02,0,,22711000170,0,,0
22711000172,B02,27,110,K베스트재가복지센터,00,NORMAL SERVICE.,B02,,,22711000172,,,0
22711000002,B03,27,110,삼덕노인복지센터,00,NORMAL SERVICE.,B03,20,0,22711000002,3,0,30
22711000005,B03,27,110,어르신마을 노인복지센터,00,NORMAL SERVICE.,B03,20,0,22711000005,15,0,44
22711000159,B03,27,110,청춘재활주간보호센터,00,NORMAL SERVICE.,B03,46,0,22711000159,12,0,58
22711000190,B03,27,110,청춘주간보호센터,00,NORMAL SERVICE.,B03,63,,22711000190,25,,141
22714000012,B03,27,140,진명해안노인복지센터,00,NORMAL SERVICE.,B03,17,0,22714000012,6,0,36
22714000014,B03,27,140,진명재가노인복지센터,00,NORMAL SERVICE.,B03,15,0,22714000014,14,0,38
22729000563,B04,27,290,더편한주간보호센터,00,NORMAL SERVICE.,B04,0,0,22729000563,0,0,2
22729000617,B04,27,290,대구 신세계재가노인복지센터,00,NORMAL SERVICE.,B04,1,,22729000617,0,,9
24772000033,B04,27,720,군위군재가노인지원센터,00,NORMAL SERVICE.,B04,0,,24772000033,0,,10
22714000605,B05,27,140,손주간호사 재가노인복지센터,00,NORMAL SERVICE.,B05,11,,22714000605,4,,0
22714000620,B05,27,140,대구다은재가방문요양간호센터,00,NORMAL SERVICE.,B05,9,,22714000620,6,,0
22717000349,B05,27,170,대구미림재가방문요양간호센터,00,NORMAL SERVICE.,B05,8,1,22717000349,5,,0
22717000474,B05,27,170,이로운재가복지센터,00,NORMAL SERVICE.,B05,0,0,22717000474,0,0,0
22720000304,B05,27,200,가가호호재가복지센터,00,NORMAL SERVICE.,B05,14,,22720000304,2,,0
22720000311,B05,27,200,'(A)비지팅엔젤스 대구남구방문요양지점,00,NORMAL SERVICE.,B05,5,,22720000311,7,,0
22714000604,B06,27,140,신광메디칼,00,NORMAL SERVICE.,B06,,,22714000604,,,0
22714000626,B06,27,140,가호메디칼,00,NORMAL SERVICE.,B06,,,22714000626,,,0
22714000631,B06,27,140,대경메디칼,00,NORMAL SERVICE.,B06,,,22714000631,,,0
22714000647,B06,27,140,삼성의료복지용구,00,NORMAL SERVICE.,B06,0,0,22714000647,0,0,0
22714000652,B06,27,140,해와달365복지센터,00,NORMAL SERVICE.,B06,,,22714000652,1,,0
22714000654,B06,27,140,안테나메디컬,00,NORMAL SERVICE.,B06,,,22714000654,,,0
32711000016,C01,27,110,"나눔 충,효,예 복지라이프 요양보호사 파견센타",00,NORMAL SERVICE.,C01,,,32711000016,,,
32711000019,C01,27,110,경북베델 재가장기요양기관,00,NORMAL SERVICE.,C01,,,32711000019,,,
32711000046,C01,27,110,동산홈케어,00,NORMAL SERVICE.,C01,,,32711000046,,,
32711000078,C01,27,110,우리장기요양센터,00,NORMAL SERVICE.,C01,11,0,32711000078,8,0,0
32711000087,C01,27,110,감나무 장기요양센터,00,NORMAL SERVICE.,C01,37,,32711000087,16,,0
32711000097,C01,27,110,(주)진명해피케어 중구지점,00,NORMAL SERVICE.,C01,40,,32711000097,7,,0
32711000016,C02,27,110,"나눔 충,효,예 복지라이프 요양보호사 파견센타",00,NORMAL SERVICE.,C02,,,32711000016,,,
32711000046,C02,27,110,동산홈케어,00,NORMAL SERVICE.,C02,,,32711000046,,,
32711000078,C02,27,110,우리장기요양센터,00,NORMAL SERVICE.,C02,0,0,32711000078,0,0,0
32711000087,C02,27,110,감나무 장기요양센터,00,NORMAL SERVICE.,C02,0,0,32711000087,0,0,0
32711000105,C02,27,110,동인재가복지센터,00,NORMAL SERVICE.,C02,,,32711000105,1,,0
32711000112,C02,27,110,닥터김노인요양센터,00,NORMAL SERVICE.,C02,0,0,32711000112,0,0,0
32711000078,C03,27,110,우리장기요양센터,00,NORMAL SERVICE.,C03,11,0,32711000078,1,0,24
32711000112,C03,27,110,닥터김노인요양센터,00,NORMAL SERVICE.,C03,39,,32711000112,6,0,46
32711000130,C03,27,110,문성주간보호센터,00,NORMAL SERVICE.,C03,11,,32711000130,3,,23
32711000133,C03,27,110,보람노인복지센터,00,NORMAL SERVICE.,C03,11,,32711000133,3,,23
32711000142,C03,27,110,화목한재활주야간보호센터,00,NORMAL SERVICE.,C03,47,,32711000142,18,0,65
32711000148,C03,27,110,현대복지센터,00,NORMAL SERVICE.,C03,20,,32711000148,2,,48
32723000554,C04,27,230,한마음주간보호센터,00,NORMAL SERVICE.,C04,0,,32723000554,0,,2
32726000058,C04,27,260,엘레오스노인요양센터,00,NORMAL SERVICE.,C04,7,,32726000058,1,0,13
32729000217,C04,27,290,감동노인복지센터,00,NORMAL SERVICE.,C04,0,0,32729000217,1,0,3
32714000263,C05,27,140,율하실버케어,00,NORMAL SERVICE.,C05,0,,32714000263,0,0,0
32714000311,C05,27,140,정다운실버센터,00,NORMAL SERVICE.,C05,,,32714000311,,,0
32714000390,C05,27,140,행운이365노인복지센터,00,NORMAL SERVICE.,C05,2,,32714000390,3,,0
32723000391,C05,27,230,호산재가방문간호센터,00,NORMAL SERVICE.,C05,6,,32723000391,5,,0
32723000419,C05,27,230,엘림노인복지센터,00,NORMAL SERVICE.,C05,,,32723000419,,,
32723000475,C05,27,230,예다함재가요양센터,00,NORMAL SERVICE.,C05,,,32723000475,,,0
32711000024,C06,27,110,신진의료기,00,NORMAL SERVICE.,C06,,,32711000024,,,0
32711000028,C06,27,110,이원건강의료기,00,NORMAL SERVICE.,C06,,,32711000028,,,0
32711000051,C06,27,110,영남메디칼,00,NORMAL SERVICE.,C06,,,32711000051,,,
32711000094,C06,27,110,해피데이 헬스케어,00,NORMAL SERVICE.,C06,,,32711000094,,,0
32711000095,C06,27,110,장수메디칼,00,NORMAL SERVICE.,C06,,,32711000095,,,0
32711000119,C06,27,110,대구보조기상사,00,NORMAL SERVICE.,C06,,,32711000119,,,0
12723000107,G31,27,230,효성실버타운,00,NORMAL SERVICE.,G31,10,0,12723000107,2,,12
12729000252,G31,27,290,상록수 실버타운,00,NORMAL SERVICE.,G31,10,0,12729000252,2,0,12
12729000621,G31,27,290,대곡가톨릭요양원,00,NORMAL SERVICE.,G31,11,0,12729000621,5,0,16
12771000086,G31,27,710,대구보훈요양원,00,NORMAL SERVICE.,G31,8,0,12771000086,4,0,12
12771000214,G31,27,710,죽곡골든라이프케어,00,NORMAL SERVICE.,G31,12,0,12771000214,3,0,16
12723000107,G32,27,230,효성실버타운,00,NORMAL SERVICE.,G32,10,0,12723000107,0,,10
12729000252,G32,27,290,상록수 실버타운,00,NORMAL SERVICE.,G32,11,0,12729000252,0,0,12
12771000086,G32,27,710,대구보훈요양원,00,NORMAL SERVICE.,G32,4,0,12771000086,8,0,12
12723000107,G33,27,230,효성실버타운,00,NORMAL SERVICE.,G33,13,0,12723000107,1,0,16
12729000252,G33,27,290,상록수 실버타운,00,NORMAL SERVICE.,G33,10,0,12729000252,2,0,12
22714000367,H31,27,140,동구노인장기요양센터,00,NORMAL SERVICE.,H31,12,,22714000367,11,0,24
22714000615,H31,27,140,동구공립재가노인복지센터,00,NORMAL SERVICE.,H31,3,0,22714000615,3,,20
22714000720,H31,27,140,대구재활주간보호센터,00,NORMAL SERVICE.,H31,14,0,22714000720,3,0,24
22714000722,H31,27,140,수성재활주간보호센터,00,NORMAL SERVICE.,H31,17,1,22714000722,,,24
22717000415,H31,27,170,(주)케어링 주간보호센터 대구 서구점,00,NORMAL SERVICE.,H31,0,0,22717000415,0,0,25
22720000148,H31,27,200,효원주간보호센터A,00,NORMAL SERVICE.,H31,12,0,22720000148,5,0,22
32714000310,I31,27,140,선정노인복지센터,00,NORMAL SERVICE.,I31,12,,32714000310,0,,13
32729000350,I31,27,290,늘푸른노인복지센터,00,NORMAL SERVICE.,I31,10,,32729000350,4,,12
32729000399,I31,27,290,온사랑데이케어센터,00,NORMAL SERVICE.,I31,6,,32729000399,2,,9
12726000275,S41,27,260,드림실버요양복지센터 2관,00,NORMAL SERVICE.,S41,5,,12726000275,2,0,9
12771000221,S41,27,710,가족사랑요양원+,00,NORMAL SERVICE.,S41,9,,12771000221,0,,9
12811000009,A03,28,125,다정노인요양원,00,NORMAL SERVICE.,A03,29,,12811000009,3,0,43
12811000029,A03,28,125,예지요양원,00,NORMAL SERVICE.,A03,22,0,12811000029,5,,29
12811000060,A03,28,125,가족같은효성요양원,00,NORMAL SERVICE.,A03,26,1,12811000060,9,0,42
12811000076,A03,28,125,예봄요양원,00,NORMAL SERVICE.,A03,23,,12811000076,17,,48
12811000082,A03,28,125,수 요양원,00,NORMAL SERVICE.,A03,59,,12811000082,13,,100
12811000083,A03,28,155,한우리요양원,00,NORMAL SERVICE.,A03,20,4,12811000083,2,2,26
12811000052,A04,28,125,섭리노인요양공동생활가정,00,NORMAL SERVICE.,A04,9,25,12811000052,0,0,9
12811000081,A04,28,125,늘단비요양원,00,NORMAL SERVICE.,A04,6,0,12811000081,3,0,9
12814000081,A04,28,125,미래간호요양원,00,NORMAL SERVICE.,A04,9,,12814000081,0,0,9
12814000082,A04,28,125,미래간호요양원 2호점,00,NORMAL SERVICE.,A04,7,0,12814000082,1,,9
12817000229,A04,28,177,노인요양원 행복의집,00,NORMAL SERVICE.,A04,8,0,12817000229,0,0,9
12817000267,A04,28,177,행복드림요양원,00,NORMAL SERVICE.,A04,9,0,12817000267,0,0,9
22811000144,B01,28,125,조이노인복지센터,00,NORMAL SERVICE.,B01,15,,22811000144,18,,0
22811000145,B01,28,125,편안한노인복지센터,00,NORMAL SERVICE.,B01,39,,22811000145,22,,0
22811000160,B01,28,125,행복한노인요양센터,00,NORMAL SERVICE.,B01,11,,22811000160,6,,0
22811000168,B01,28,125,효당노인복지센터,00,NORMAL SERVICE.,B01,,,22811000168,,,0
22811000169,B01,28,125,동행재가노인복지센터,00,NORMAL SERVICE.,B01,28,,22811000169,16,,0
22811000172,B01,28,125,365효재가복지센터2호점,00,NORMAL SERVICE.,B01,28,,22811000172,17,,0
22811000144,B02,28,125,조이노인복지센터,00,NORMAL SERVICE.,B02,15,,22811000144,12,,0
22811000145,B02,28,125,편안한노인복지센터,00,NORMAL SERVICE.,B02,1,,22811000145,0,,0
22811000160,B02,28,125,행복한노인요양센터,00,NORMAL SERVICE.,B02,11,,22811000160,6,,0
22811000168,B02,28,125,효당노인복지센터,00,NORMAL SERVICE.,B02,,,22811000168,,,0
22811000169,B02,28,125,동행재가노인복지센터,00,NORMAL SERVICE.,B02,0,,22811000169,0,,0
22811000172,B02,28,125,365효재가복지센터2호점,00,NORMAL SERVICE.,B02,19,,22811000172,7,,0
22811000136,B03,28,125,인천중구구립치매전담형주간보호센터(건강마실터),00,NORMAL SERVICE.,B03,0,0,22811000136,0,0,0
22811000147,B03,28,125,수노인복지센터,00,NORMAL SERVICE.,B03,14,1,22811000147,4,1,38
22811000150,B03,28,155,희망나무노인주야간보호센터,00,NORMAL SERVICE.,B03,0,0,22811000150,0,0,41
22811000153,B03,28,125,중부노인주야간보호센터,00,NORMAL SERVICE.,B03,5,,22811000153,4,,26
22811000166,B03,28,155,큰사랑주간보호센터,00,NORMAL SERVICE.,B03,42,,22811000166,28,,92
22811000178,B03,28,155,영종스마일주간보호센터(방문요양),00,NORMAL SERVICE.,B03,33,0,22811000178,10,0,52
22820000930,B04,28,200,만수글라라의집단기보호,00,NORMAL SERVICE.,B04,2,4,22820000930,1,4,9
22820001032,B04,28,200,서창단기보호,00,NORMAL SERVICE.,B04,3,0,22820001032,1,0,4
22824500511,B04,28,245,계양다사랑단기보호센터,00,NORMAL SERVICE.,B04,,,22824500511,,,6
22824500594,B04,28,245,계양다사랑단기보호센터,00,NORMAL SERVICE.,B04,0,,22824500594,,,4
22826000817,B04,28,290,그레이스힐단기보호센터,00,NORMAL SERVICE.,B04,2,0,22826000817,0,0,8
22811000231,B05,28,125,마음다은 방문간호센터,00,NORMAL SERVICE.,B05,,,22811000231,,,0
22817700493,B05,28,177,인천통합복지 사회적협동조합,00,NORMAL SERVICE.,B05,,,22817700493,,,0
22817700505,B05,28,177,예사랑재가노인복지센터,00,NORMAL SERVICE.,B05,8,,22817700505,2,,0
22817700510,B05,28,177,부모사랑요양센터,00,NORMAL SERVICE.,B05,15,,22817700510,4,,0
22817700560,B05,28,177,조은재가복지센터,00,NORMAL SERVICE.,B05,24,,22817700560,13,,0
22817700610,B05,28,177,이음실버케어센터,00,NORMAL SERVICE.,B05,5,0,22817700610,9,0,0
22811000160,B06,28,125,행복한노인요양센터,00,NORMAL SERVICE.,B06,,,22811000160,,,0
22811000173,B06,28,155,장수메디케어,00,NORMAL SERVICE.,B06,,,22811000173,,,0
22811000208,B06,28,125,편안한복지용구,00,NORMAL SERVICE.,B06,40,0,22811000208,20,0,0
22817700561,B06,28,177,신기의료기(인천점),00,NORMAL SERVICE.,B06,370,,22817700561,230,,0
22817700570,B06,28,177,희망재가센터,00,NORMAL SERVICE.,B06,6,,22817700570,5,,0
22817700613,B06,28,177,보훈복지용구,00,NORMAL SERVICE.,B06,,,22817700613,,,0
32811000001,C01,28,155,중앙재가장기요양기관,00,NORMAL SERVICE.,C01,,,32811000001,,,0
32811000006,C01,28,125,다온재활복지요양센터,00,NORMAL SERVICE.,C01,,,32811000006,,,0
32811000010,C01,28,125,동인천방문요양센터,00,NORMAL SERVICE.,C01,,,32811000010,,,
32811000011,C01,28,125,해피실버케어,00,NORMAL SERVICE.,C01,,,32811000011,,,0
32811000025,C01,28,125,하늘사랑 노인복지센터,00,NORMAL SERVICE.,C01,,,32811000025,,,0
32811000041,C01,28,125,굿모닝재가노인복지센터,00,NORMAL SERVICE.,C01,,,32811000041,,,0
32811000001,C02,28,155,중앙재가장기요양기관,00,NORMAL SERVICE.,C02,,,32811000001,,,0
32811000010,C02,28,125,동인천방문요양센터,00,NORMAL SERVICE.,C02,,,32811000010,,,
32811000011,C02,28,125,해피실버케어,00,NORMAL SERVICE.,C02,,,32811000011,,,0
32811000041,C02,28,125,굿모닝재가노인복지센터,00,NORMAL SERVICE.,C02,,,32811000041,,,0
32811000050,C02,28,155,큰사랑 재가장기요양센터,00,NORMAL SERVICE.,C02,33,,32811000050,14,,0
32811000065,C02,28,125,송월동노인복지센터,00,NORMAL SERVICE.,C02,0,,32811000065,0,,15
32811000104,C03,28,125,제물포구 주간보호센터,00,NORMAL SERVICE.,C03,33,,32811000104,10,0,65
32811000133,C03,28,125,중부주야간보호센터,00,NORMAL SERVICE.,C03,44,0,32811000133,9,0,65
32811000137,C03,28,155,영종장수노인주야간보호센터,00,NORMAL SERVICE.,C03,8,,32811000137,2,,48
32814000085,C03,28,125,(주)솔숲노인복지센터,00,NORMAL SERVICE.,C03,24,,32814000085,8,1,33
32814000097,C03,28,125,주식회사동구종합재가센터,00,NORMAL SERVICE.,C03,34,3,32814000097,15,1,50
32817000276,C03,28,177,인천남부노인복지센터,00,NORMAL SERVICE.,C03,37,1,32817000276,23,0,72
32823700285,C04,28,237,늘사랑전문요양원 부설 단기보호,00,NORMAL SERVICE.,C04,2,0,32823700285,1,0,6
32811000011,C05,28,125,해피실버케어,00,NORMAL SERVICE.,C05,,,32811000011,,,0
32811000142,C05,28,125,효노인복지센터,00,NORMAL SERVICE.,C05,,,32811000142,,,0
32814000085,C05,28,125,(주)솔숲노인복지센터,00,NORMAL SERVICE.,C05,9,,32814000085,2,,0
32814000094,C05,28,125,실로암통합재가센터,00,NORMAL SERVICE.,C05,28,1,32814000094,19,0,0
32817000205,C05,28,177,행복나눔방문요양센터,00,NORMAL SERVICE.,C05,19,,32817000205,14,,0
32814000008,C06,28,125,인천재가노인복지센터,00,NORMAL SERVICE.,C06,,,32814000008,,,
32814000086,C06,28,125,주식회사 솔숲,00,NORMAL SERVICE.,C06,21,,32814000086,8,,0
32817000045,C06,28,177,웰러스코리아,00,NORMAL SERVICE.,C06,,,32817000045,,,
32817000112,C06,28,177,하이케어,00,NORMAL SERVICE.,C06,,,32817000112,,,
32817000204,C06,28,177,100세시대,00,NORMAL SERVICE.,C06,0,0,32817000204,0,0,0
12820000018,G31,28,200,만수요양원,00,NORMAL SERVICE.,G31,16,,12820000018,0,0,16
12820000411,G31,28,200,글라라의집,00,NORMAL SERVICE.,G31,12,,12820000411,2,,16
12820000925,G31,28,200,인천광역시립요양원,00,NORMAL SERVICE.,G31,10,0,12820000925,0,0,12
12823700532,G31,28,237,사랑의요양원3호점,00,NORMAL SERVICE.,G31,15,1,12823700532,1,0,16
12823700684,G31,28,237,사랑의 요양원,00,NORMAL SERVICE.,G31,11,0,12823700684,5,0,16
12820000018,G32,28,200,만수요양원,00,NORMAL SERVICE.,G32,12,0,12820000018,4,0,16
12820000925,G32,28,200,인천광역시립요양원,00,NORMAL SERVICE.,G32,12,0,12820000925,0,0,12
12823700532,G32,28,237,사랑의요양원3호점,00,NORMAL SERVICE.,G32,16,1,12823700532,0,0,16
12826000565,G32,28,275,두드림요양원,00,NORMAL SERVICE.,G32,11,,12826000565,2,,15
12826000668,G32,28,275,시온휴요양원,00,NORMAL SERVICE.,G32,13,,12826000668,3,,16
12826000668,G33,28,275,시온휴요양원,00,NORMAL SERVICE.,G33,13,,12826000668,2,,15
12826000668,G34,28,275,시온휴요양원,00,NORMAL SERVICE.,G34,6,,12826000668,0,,7
22811000136,H31,28,125,인천중구구립치매전담형주간보호센터(건강마실터),00,NORMAL SERVICE.,H31,12,1,22811000136,7,1,24
22814000104,H31,28,125,동구구립치매전담형주간보호센터,00,NORMAL SERVICE.,H31,19,0,22814000104,5,0,24
22817700573,H31,28,177,미추홀구 구립 치매전담형 주간보호센터 미추홀돌봄의집,00,NORMAL SERVICE.,H31,14,,22817700573,2,,16
22817700654,H31,28,177,건강재활주간보호센터,00,NORMAL SERVICE.,H31,12,0,22817700654,3,0,17
22818500214,H31,28,185,연수구립 치매전담형 주간보호센터-은빛사랑방,00,NORMAL SERVICE.,H31,15,0,22818500214,4,,20
22817700573,H32,28,177,미추홀구 구립 치매전담형 주간보호센터 미추홀돌봄의집,00,NORMAL SERVICE.,H32,12,,22817700573,3,,16
22823700653,H32,28,237,부평구 구립 치매전담형 주간보호센터 행복의집,00,NORMAL SERVICE.,H32,15,0,22823700653,0,0,20
22826000366,H32,28,290,기억너머주야간보호센터,00,NORMAL SERVICE.,H32,9,,22826000366,10,,18
22826000510,H32,28,275,인천참사랑병원 부설 햇살데이케어센터,00,NORMAL SERVICE.,H32,11,,22826000510,3,,15
22817700573,H33,28,177,미추홀구 구립 치매전담형 주간보호센터 미추홀돌봄의집,00,NORMAL SERVICE.,H33,12,,22817700573,4,,16
32818500140,I31,28,185,엄마손실버케어 치매전담센터,00,NORMAL SERVICE.,I31,3,0,32818500140,3,0,22
12820000581,S41,28,200,천사의집2호,00,NORMAL SERVICE.,S41,4,0,12820000581,1,0,8
13011000004,A03,30,110,금성노인요양원,00,NORMAL SERVICE.,A03,68,3,13011000004,29,2,110
13011000009,A03,30,110,임마누엘실버홈,00,NORMAL SERVICE.,A03,59,0,13011000009,13,0,89
13011000015,A03,30,110,대전노인요양원,00,NORMAL SERVICE.,A03,35,0,13011000015,19,0,108
13011000048,A03,30,110,온누리노인요양원,00,NORMAL SERVICE.,A03,47,0,13011000048,15,0,72
13011000150,A03,30,110,산내노인종합센터,00,NORMAL SERVICE.,A03,15,0,13011000150,0,0,20
13011000184,A03,30,110,해드림실버요양원,00,NORMAL SERVICE.,A03,21,0,13011000184,3,0,23
13011000195,A03,30,110,플래티늄,00,NORMAL SERVICE.,A03,90,2,13011000195,8,1,100
13011000120,A04,30,110,예스시니어,00,NORMAL SERVICE.,A04,8,0,13011000120,0,0,9
13011000145,A04,30,110,새빛사랑의집,00,NORMAL SERVICE.,A04,6,0,13011000145,3,0,9
13011000283,A04,30,110,예명요양원,00,NORMAL SERVICE.,A04,8,0,13011000283,1,0,9
13011000284,A04,30,110,하나요양원,00,NORMAL SERVICE.,A04,5,,13011000284,4,,9
13011000294,A04,30,110,한울노인요양원,00,NORMAL SERVICE.,A04,7,0,13011000294,1,0,9
13011000306,A04,30,110,대전실버빌,00,NORMAL SERVICE.,A04,3,,13011000306,4,,8
