longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,BDongCd,HDongCd,adminFdatType,adminNm,adminPttnCd,detailAddr,fl,gunmulMlno,gunmulSlno,hmPostNo,locTelNo_1,locTelNo_2,locTelNo_3,longTermAdminSym,longTermPeribRgtDt,riCd,roadNmCd,siDoCd,siGunGuCd,stpRptDt
22653000194,B04,26,530,부산광역시노인건강센터 단기보호,00,NORMAL SERVICE.,107,670,2,부산광역시노인건강센터 단기보호,B04,,4,129,0,47055,051,310,7500,22653000194,20231218,00,265304217378,26,530,20231124
22611000111,B05,26,110,신창통합재가복지센터,00,NORMAL SERVICE.,107,510,3,신창통합재가복지센터,B05,,3,81,0,48929,051,468,8801,22611000111,20231010,00,261102000010,26,110,20230720
22614000098,B05,26,140,더드림재가복지센터,00,NORMAL SERVICE.,114,640,4,더드림재가복지센터,B05,,3,164,2,49246,051,243,1925,22614000098,20240517,00,261403006005,26,140,20240424
22623000395,B05,26,230,푸른누리재가복지센터,00,NORMAL SERVICE.,103,510,4,푸른누리재가복지센터,B05,,3,41,0,47256,051,818,9245,22623000395,20211006,00,262303129024,26,230,20211006
22623000405,B05,26,230,편안한실버케어재가센터,00,NORMAL SERVICE.,110,720,4,편안한실버케어재가센터,B05,,3,32,0,47327,051,896,2118,22623000405,20220420,00,262304187026,26,230,20220420
22623000417,B05,26,230,정샘간호재가센터,00,NORMAL SERVICE.,108,660,4,정샘간호재가센터,B05,,,108,0,47135,051,803,7177,22623000417,20230119,00,262303129006,26,230,20230119
22623000482,B05,26,230,부산에스엠방문요양간호센터,00,NORMAL SERVICE.,101,560,4,부산에스엠방문요양간호센터,B05,,3,919,0,47213,051,865,7005,22623000482,20250522,00,262302000010,26,230,20250522
22626000324,B05,26,260,간호돌봄재가복지센터,00,NORMAL SERVICE.,109,580,4,간호돌봄재가복지센터,B05,,,26,0,47858,051,710,5776,22626000324,20211217,00,262604190318,26,260,20211101
22611000108,B06,26,110,신기의료기 중구점,00,NORMAL SERVICE.,101,590,4,신기의료기 중구점,B06,,,4,0,48906,051,950,9110,22611000108,20220926,00,261104175275,26,110,20220825
22611000112,B06,26,110,로뎀복지용구,00,NORMAL SERVICE.,107,510,4,로뎀복지용구,B06,,4,15,0,48928,051,925,0407,22611000112,20231201,00,261104175046,26,110,20231024
22611000118,B06,26,110,건강의료기,00,NORMAL SERVICE.,124,560,4,건강의료기,B06,,1,22,0,48980,051,241,5016,22611000118,20260225,00,261102006003,26,110,20260130
22617000196,B06,26,170,건강한의료기,00,NORMAL SERVICE.,102,570,4,건강한의료기,B06,,,393,0,48775,051,633,1601,22617000196,20210104,00,261702000010,26,170,20201210
22617000209,B06,26,170,민영복지용구,00,NORMAL SERVICE.,102,570,4,민영복지용구,B06,,,16,0,48712,051,464,0131,22617000209,20240326,00,261704181284,26,170,20240315
22617000214,B06,26,170,희망복지노인재가센터,00,NORMAL SERVICE.,101,530,3,희망복지노인재가센터,B06,,4,305,0,48792,051,242,0001,22617000214,20241216,00,261702000010,26,170,20241216
32611000008,C01,26,110,로뎀나무아래요양보호사파견센터,00,NORMAL SERVICE.,107,510,4,로뎀나무아래요양보호사파견센터,C01,,3,78,0,48941,051,253,4555,32611000008,20080616,00,261102000010,26,110,20080616
32611000029,C01,26,110,효자효녀노인복지센터,00,NORMAL SERVICE.,121,545,4,효자효녀노인복지센터,C01,45번지,,4,0,48963,051,246,8898,32611000029,20090416,00,261104175302,26,110,20090416
32611000030,C01,26,110,예손은노인복지요양센터,00,NORMAL SERVICE.,101,590,4,예손은노인복지요양센터,C01,58번지 20호,,225,0,48911,070,7553,7794,32611000030,20090416,00,261103125009,26,110,20090416
32611000040,C01,26,110,행복나눔재가복지센터,00,NORMAL SERVICE.,126,560,4,행복나눔재가복지센터,C01,52번지 3호,,82,0,48973,051,405,3132,32611000040,20091218,00,261102006003,26,110,20091218
32611000042,C01,26,110,현대종합복지센터,00,NORMAL SERVICE.,105,510,4,현대종합복지센터,C01,6번지,,,,600012,051,242,0004,32611000042,20091229,00,,26,110,20091229
32611000059,C01,26,110,대현재가노인복지센터,00,NORMAL SERVICE.,120,545,4,대현재가노인복지센터,C01,,1층,47,0,48959,051,441,6079,32611000059,20140401,00,261104175156,26,110,20140401
32611000042,C02,26,110,현대종합복지센터,00,NORMAL SERVICE.,105,510,4,현대종합복지센터,C02,6번지,,,,600012,051,242,0004,32611000042,20091229,00,,26,110,20091229
32611000060,C02,26,110,한울타리재가노인복지센터,00,NORMAL SERVICE.,121,545,4,한울타리재가노인복지센터,C02,,,55,0,48963,051,257,8120,32611000060,20140424,00,261103125015,26,110,20140424
32611000083,C02,26,110,동행재가노인복지센터,00,NORMAL SERVICE.,107,510,4,동행재가노인복지센터,C02,,,66,0,48928,051,908,0721,32611000083,20181102,00,261104175067,26,110,20181102
32614000023,C02,26,140,로드웨이 노인복지센터,00,NORMAL SERVICE.,112,640,4,로드웨이 노인복지센터,C02,51번지 1호,,15,0,49247,051,242,3903,32614000023,20080811,00,261402006003,26,140,20080811
32614000031,C02,26,140,세광재가노인복지센터,00,NORMAL SERVICE.,116,615,4,세광재가노인복지센터,C02,,,259,0,49243,051,247,0675,32614000031,20081126,00,261403126022,26,140,20081120
32614000057,C02,26,140,자애노인종합복지센터,00,NORMAL SERVICE.,123,650,4,자애노인종합복지센터,C02,,,191,1,49257,051,242,5733,32614000057,20151228,00,261403126017,26,140,20151228
32611000060,C03,26,110,한울타리재가노인복지센터,00,NORMAL SERVICE.,121,545,4,한울타리재가노인복지센터,C03,,,55,0,48963,051,257,8120,32611000060,20140424,00,261103125015,26,110,20140424
32614000071,C03,26,140,효송주야간보호센터,00,NORMAL SERVICE.,124,680,4,효송주야간보호센터,C03,,,12,0,49268,051,242,7085,32614000071,20191208,00,261404178244,26,140,20191208
32614000080,C03,26,140,소은노인주간보호센터,00,NORMAL SERVICE.,123,650,4,소은노인주간보호센터,C03,,,13,0,49257,051,248,8888,32614000080,20191231,00,261404178291,26,140,20191231
32617000100,C03,26,170,예사랑노인복지센터,00,NORMAL SERVICE.,101,510,4,예사랑노인복지센터,C03,,2,6,5,48821,051,465,5025,32617000100,20140902,00,261704181413,26,170,20140902
32617000136,C03,26,170,대주 재가복지센터,00,NORMAL SERVICE.,101,530,4,대주 재가복지센터,C03,,"2,4",328,0,48729,051,442,2079,32617000136,20170701,00,261702000010,26,170,20170701
32617000146,C03,26,170,동구케어 노인주간보호센터,00,NORMAL SERVICE.,104,650,3,동구케어 노인주간보호센터,C03,,9~11,494,0,48726,051,639,9975,32617000146,20180615,00,261702000010,26,170,20180615
32611000060,C05,26,110,한울타리재가노인복지센터,00,NORMAL SERVICE.,121,545,4,한울타리재가노인복지센터,C05,,,55,0,48963,051,257,8120,32611000060,20140424,00,261103125015,26,110,20140424
32617000059,C05,26,170,(주)간호박사종합재가센터,00,NORMAL SERVICE.,102,570,3,(주)간호박사종합재가센터,C05,,,28,0,48780,051,463,3300,32617000059,20091223,00,261703127029,26,170,20091223
32620000118,C05,26,200,부산사랑노인복지센터주식회사,00,NORMAL SERVICE.,120,640,3,부산사랑노인복지센터주식회사,C05,,2,382,0,49016,051,853,2323,32620000118,20190701,00,262003006003,26,200,20190701
32623000150,C05,26,230,사)부산진구노인요양센터부설 행복한재가,00,NORMAL SERVICE.,111,740,3,사)부산진구노인요양센터부설 행복한재가,C05,151번지 1호,,6,0,47270,051,894,8008,32623000150,20100201,00,262304187025,26,230,20100201
32623000303,C05,26,230,정드림재가복지센터,00,NORMAL SERVICE.,102,600,4,정드림재가복지센터,C05,,4,19,0,47293,051,819,9733,32623000303,20180312,00,262304187667,26,230,20180312
32626000218,C05,26,260,새원재가노인복지센터,00,NORMAL SERVICE.,101,761,4,새원재가노인복지센터,C05,,8,52,0,47772,051,524,5243,32626000218,20160630,00,262604190162,26,260,20160630
32611000015,C06,26,110,현대의료복지용구센터,00,NORMAL SERVICE.,123,560,4,현대의료복지용구센터,C06,,,23,0,48979,051,245,3051,32611000015,20080709,00,261103125001,26,110,20080709
32611000061,C06,26,110,유창,00,NORMAL SERVICE.,107,510,4,유창,C06,,2,81,2,48928,051,244,0982,32611000061,20140722,00,261103125007,26,110,20140722
32611000097,C06,26,110,조은재가복지센터,00,NORMAL SERVICE.,120,545,4,조은재가복지센터,C06,,2,6,0,48962,051,255,9911,32611000097,20191209,00,261104175166,26,110,20191209
32611000098,C06,26,110,효진재가노인복지센터,00,NORMAL SERVICE.,114,520,4,효진재가노인복지센터,C06,,2,15,0,48932,051,244,0809,32611000098,20191212,00,261104175067,26,110,20191212
32614000036,C06,26,140,동진의료기,00,NORMAL SERVICE.,103,530,4,동진의료기,C06,13번지 8호,,17,0,49202,051,247,3136,32614000036,20090701,00,261403126004,26,140,20090701
32614000076,C06,26,140,(주)가온누리종합복지센터,00,NORMAL SERVICE.,101,510,3,(주)가온누리종합복지센터,C06,,,3,0,49218,051,242,7355,32614000076,20191212,00,261404178047,26,140,20191212
12638000008,G31,26,380,평화노인요양원,00,NORMAL SERVICE.,101,510,3,평화노인요양원,G31,,,49,0,49321,051,204,0008,12638000008,20080527,00,263804202333,26,380,20080527
12641000003,G31,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,108,610,3,애광노인치매전문요양원,G31,,,45,0,46240,051,514,7737,12641000003,20080530,00,264104205077,26,410,19981027
12653000078,G31,26,530,부산광역시 노인건강센터,00,NORMAL SERVICE.,107,670,2,부산광역시 노인건강센터,G31,,,129,0,47055,051,310,7500,12653000078,20110407,00,265304217378,26,530,20110407
12638000008,G32,26,380,평화노인요양원,00,NORMAL SERVICE.,101,510,3,평화노인요양원,G32,,,49,0,49321,051,204,0008,12638000008,20080527,00,263804202333,26,380,20080527
12641000003,G32,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,108,610,3,애광노인치매전문요양원,G32,,,45,0,46240,051,514,7737,12641000003,20080530,00,264104205077,26,410,19981027
12653000078,G32,26,530,부산광역시 노인건강센터,00,NORMAL SERVICE.,107,670,2,부산광역시 노인건강센터,G32,,,129,0,47055,051,310,7500,12653000078,20110407,00,265304217378,26,530,20110407
12641000003,G33,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,108,610,3,애광노인치매전문요양원,G33,,,45,0,46240,051,514,7737,12641000003,20080530,00,264104205077,26,410,19981027
12653000078,G33,26,530,부산광역시 노인건강센터,00,NORMAL SERVICE.,107,670,2,부산광역시 노인건강센터,G33,,,129,0,47055,051,310,7500,12653000078,20110407,00,265304217378,26,530,20110407
12641000003,G34,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,108,610,3,애광노인치매전문요양원,G34,,,45,0,46240,051,514,7737,12641000003,20080530,00,264104205077,26,410,19981027
22623000393,H31,26,230,다사랑치매전문주간보호센터,00,NORMAL SERVICE.,110,710,2,다사랑치매전문주간보호센터,H31,,3,60,0,47336,051,892,1745,22623000393,20210908,00,262303129008,26,230,20210908
22641000013,H31,26,410,애광재가노인복지기관,00,NORMAL SERVICE.,108,610,3,애광재가노인복지기관,H31,,2,45,0,46240,051,582,0756,22641000013,20080530,00,264104205077,26,410,19951230
22644000055,H31,26,440,공립명지치매전문주야간보호센터,00,NORMAL SERVICE.,104,535,2,공립명지치매전문주야간보호센터,H31,,2,33,0,46773,051,710,6700,22644000055,20220720,00,264403350875,26,440,20220311
22647000264,H31,26,470,부산연제재활 주야간보호센터,00,NORMAL SERVICE.,102,720,3,부산연제재활 주야간보호센터,H31,,"1,4,5",302,1,47562,051,853,1625,22647000264,20251208,00,264703006054,26,470,20251117
22650000151,H31,26,500,(주)케어링 주간보호센터 부산 수영점,00,NORMAL SERVICE.,103,800,3,(주)케어링 주간보호센터 부산 수영점,H31,,,7,0,48280,051,756,1277,22650000151,20221031,00,265004214080,26,500,20221031
22671000148,H31,26,710,"""(기장)효사랑데이케어센터2",00,NORMAL SERVICE.,250,250,4,"""(기장)효사랑데이케어센터2",H31,,"2,3,4",376,0,46056,051,724,3060,22671000148,20170711,22,267103140052,26,710,20170711
22641000013,H32,26,410,애광재가노인복지기관,00,NORMAL SERVICE.,108,610,3,애광재가노인복지기관,H32,,2,45,0,46240,051,582,0756,22641000013,20080530,00,264104205077,26,410,19951230
32647000158,I31,26,470,(주)부산데이케어 부산주간보호,00,NORMAL SERVICE.,102,720,3,(주)부산데이케어 부산주간보호,I31,,,137,0,47556,051,868,3800,32647000158,20170807,00,264703135002,26,470,20170807
32653000106,I31,26,530,함께노인주간보호센터,00,NORMAL SERVICE.,106,650,4,함께노인주간보호센터,I31,,1,473,0,46995,051,311,0885,32653000106,20140822,00,265302006008,26,530,20140822
32647000158,I32,26,470,(주)부산데이케어 부산주간보호,00,NORMAL SERVICE.,102,720,3,(주)부산데이케어 부산주간보호,I32,,,137,0,47556,051,868,3800,32647000158,20170807,00,264703135002,26,470,20170807
12620000004,M31,26,200,파랑새노인건강센터,00,NORMAL SERVICE.,120,640,3,파랑새노인건강센터,M31,,,78,0,49087,051,412,5422,12620000004,20080530,00,262003128016,26,200,20030509
12620000004,M32,26,200,파랑새노인건강센터,00,NORMAL SERVICE.,120,640,3,파랑새노인건강센터,M32,,,78,0,49087,051,412,5422,12620000004,20080530,00,262003128016,26,200,20030509
12711000113,A03,27,110,닥터김노인요양센터,00,NORMAL SERVICE.,103,517,4,닥터김노인요양센터,A03,,,304,0,41906,053,428,8808,12711000113,20131101,00,271103141011,27,110,20131101
12711000132,A03,27,110,보람요양원,00,NORMAL SERVICE.,156,660,4,보람요양원,A03,,,125,0,41972,053,257,8001,12711000132,20160112,00,271103141013,27,110,20160112
12711000154,A03,27,110,우리요양원,00,NORMAL SERVICE.,101,517,4,우리요양원,A03,,2층~4,21,0,41905,053,255,3799,12711000154,20190820,00,271104223078,27,110,20190820
12711000189,A03,27,110,청춘요양원,00,NORMAL SERVICE.,101,517,4,청춘요양원,A03,,,41,0,41908,053,716,9982,12711000189,20250708,00,271104223020,27,110,20250708
12714000001,A03,27,140,성덕실버타운,00,NORMAL SERVICE.,144,760,3,성덕실버타운,A03,,,20,16,41000,053,983,1376,12714000001,20080528,00,271404226161,27,140,19910701
12714000003,A03,27,140,붓다의집,00,NORMAL SERVICE.,133,760,3,붓다의집,A03,,,75,0,41008,053,986,7700,12714000003,20080528,00,271403142001,27,140,20041108
12714000008,A03,27,140,마이홈노인전문요양원,00,NORMAL SERVICE.,106,620,3,마이홈노인전문요양원,A03,,,9,0,41039,053,983,0755,12714000008,20080528,00,271404226010,27,140,20040216
12711000079,A04,27,110,남산요양원,00,NORMAL SERVICE.,156,670,4,남산요양원,A04,2488번지 18호,,44,0,41977,053,255,6567,12711000079,20100608,00,271104223043,27,110,20100608
12711000091,A04,27,110,문성요양복지센터,00,NORMAL SERVICE.,156,640,4,문성요양복지센터,A04,2105번지 2호,,217,0,41963,053,521,6162,12711000091,20110527,00,271103141013,27,110,20110527
12714000265,A04,27,140,팔공어르신요양원 동촌센터,00,NORMAL SERVICE.,109,655,4,팔공어르신요양원 동촌센터,A04,,,35,0,41142,053,985,0515,12714000265,20130319,00,271403142010,27,140,20130319
12714000385,A04,27,140,효사랑요양원1,00,NORMAL SERVICE.,118,720,4,효사랑요양원1,A04,,3,60,3,41105,053,985,9978,12714000385,20160901,00,271404226237,27,140,20160901
12714000386,A04,27,140,효사랑요양원2,00,NORMAL SERVICE.,118,720,4,효사랑요양원2,A04,,3,60,3,41105,053,985,9978,12714000386,20160901,00,271404226237,27,140,20160901
12714000465,A04,27,140,율하요양원,00,NORMAL SERVICE.,118,720,4,율하요양원,A04,,,56,0,41105,053,965,0702,12714000465,20180501,00,271404226237,27,140,20180501
22711000002,B01,27,110,삼덕노인복지센터,00,NORMAL SERVICE.,106,545,3,삼덕노인복지센터,B01,,8,22,0,41940,053,423,3279,22711000002,20080529,00,271103007017,27,110,20070419
22711000005,B01,27,110,어르신마을 노인복지센터,00,NORMAL SERVICE.,130,575,3,어르신마을 노인복지센터,B01,733번지 4호,,96,0,41916,053,421,0881,22711000005,20080529,00,271103141009,27,110,19990527
22711000044,B01,27,110,성심노인복지센터,00,NORMAL SERVICE.,107,545,4,성심노인복지센터,B01,,,8,4,41948,053,428,9889,22711000044,20090107,00,271104223055,27,110,20090107
22711000167,B01,27,110,비지팅엔젤스 대구중구방문요양지점,00,NORMAL SERVICE.,106,545,4,비지팅엔젤스 대구중구방문요양지점,B01,,5,115,0,41940,053,253,5082,22711000167,20210330,00,271103141005,27,110,20210330
22711000168,B01,27,110,우리재가복지센터,00,NORMAL SERVICE.,156,670,4,우리재가복지센터,B01,,3,49,0,41978,053,424,8887,22711000168,20210512,00,271103141001,27,110,20210512
22711000170,B01,27,110,9988어르신돌봄센터,00,NORMAL SERVICE.,156,640,4,9988어르신돌봄센터,B01,,1,30,0,41968,053,252,9980,22711000170,20220214,00,271104223126,27,110,20220214
22711000002,B02,27,110,삼덕노인복지센터,00,NORMAL SERVICE.,106,545,3,삼덕노인복지센터,B02,,8,22,0,41940,053,423,3279,22711000002,20080529,00,271103007017,27,110,20070419
22711000044,B02,27,110,성심노인복지센터,00,NORMAL SERVICE.,107,545,4,성심노인복지센터,B02,,,8,4,41948,053,428,9889,22711000044,20090107,00,271104223055,27,110,20090107
22711000167,B02,27,110,비지팅엔젤스 대구중구방문요양지점,00,NORMAL SERVICE.,106,545,4,비지팅엔젤스 대구중구방문요양지점,B02,,5,115,0,41940,053,253,5082,22711000167,20210330,00,271103141005,27,110,20210330
22711000168,B02,27,110,우리재가복지센터,00,NORMAL SERVICE.,156,670,4,우리재가복지센터,B02,,3,49,0,41978,053,424,8887,22711000168,20210512,00,271103141001,27,110,20210512
22711000170,B02,27,110,9988어르신돌봄센터,00,NORMAL SERVICE.,156,640,4,9988어르신돌봄센터,B02,,1,30,0,41968,053,252,9980,22711000170,20220214,00,271104223126,27,110,20220214
22711000172,B02,27,110,K베스트재가복지센터,00,NORMAL SERVICE.,102,517,4,K베스트재가복지센터,B02,19번지,,,,41914,053,252,9343,22711000172,20221108,00,,27,110,20221108
22711000002,B03,27,110,삼덕노인복지센터,00,NORMAL SERVICE.,106,545,3,삼덕노인복지센터,B03,,8,22,0,41940,053,423,3279,22711000002,20080529,00,271103007017,27,110,20070419
22711000005,B03,27,110,어르신마을 노인복지센터,00,NORMAL SERVICE.,130,575,3,어르신마을 노인복지센터,B03,733번지 4호,,96,0,41916,053,421,0881,22711000005,20080529,00,271103141009,27,110,19990527
22711000159,B03,27,110,청춘재활주간보호센터,00,NORMAL SERVICE.,140,575,4,청춘재활주간보호센터,B03,,5,26,0,41931,053,252,8383,22711000159,20191202,00,271103141004,27,110,20191202
22711000190,B03,27,110,청춘주간보호센터,00,NORMAL SERVICE.,101,517,4,청춘주간보호센터,B03,,,41,0,41908,053,716,9981,22711000190,20250708,00,271104223020,27,110,20250708
22714000012,B03,27,140,진명해안노인복지센터,00,NORMAL SERVICE.,114,685,3,진명해안노인복지센터,B03,,,54,0,41133,053,981,0783,22714000012,20080528,00,271403142027,27,140,20070611
22714000014,B03,27,140,진명재가노인복지센터,00,NORMAL SERVICE.,103,590,3,진명재가노인복지센터,B03,,,13,1,41238,053,742,9823,22714000014,20080528,00,271403142044,27,140,20080403
22729000563,B04,27,290,더편한주간보호센터,00,NORMAL SERVICE.,122,640,4,더편한주간보호센터,B04,,2,379,0,42741,053,944,8899,22729000563,20200901,00,272903007013,27,290,20200901
22729000617,B04,27,290,대구 신세계재가노인복지센터,00,NORMAL SERVICE.,117,615,4,대구 신세계재가노인복지센터,B04,,"3,4",33,0,42777,053,629,2003,22729000617,20220601,00,272903146015,27,290,20220601
24772000033,B04,27,720,군위군재가노인지원센터,00,NORMAL SERVICE.,250,250,2,군위군재가노인지원센터,B04,,,70,0,43120,054,380,7471,24772000033,20121109,00,277203314001,27,720,20121108
22714000605,B05,27,140,손주간호사 재가노인복지센터,00,NORMAL SERVICE.,101,540,4,손주간호사 재가노인복지센터,B05,,중,80,0,41218,053,955,1190,22714000605,20221101,00,271404226190,27,140,20221101
22714000620,B05,27,140,대구다은재가방문요양간호센터,00,NORMAL SERVICE.,101,520,4,대구다은재가방문요양간호센터,B05,,,10,0,41204,053,945,5488,22714000620,20230501,00,271403142024,27,140,20230501
22717000349,B05,27,170,대구미림재가방문요양간호센터,00,NORMAL SERVICE.,102,565,4,대구미림재가방문요양간호센터,B05,,,9,0,41735,053,566,7540,22717000349,20191010,00,271704229198,27,170,20191010
22717000474,B05,27,170,이로운재가복지센터,00,NORMAL SERVICE.,103,640,4,이로운재가복지센터,B05,,1,166,0,41776,053,213,4335,22717000474,20250801,00,271703143006,27,170,20250801
22720000304,B05,27,200,가가호호재가복지센터,00,NORMAL SERVICE.,102,530,4,가가호호재가복지센터,B05,,,62,0,42430,053,285,3557,22720000304,20220727,00,272004232303,27,200,20220715
22720000311,B05,27,200,'(A)비지팅엔젤스 대구남구방문요양지점,00,NORMAL SERVICE.,103,610,4,'(A)비지팅엔젤스 대구남구방문요양지점,B05,,1,10,0,42484,053,657,1449,22720000311,20230224,00,272004232058,27,200,20230217
22714000604,B06,27,140,신광메디칼,00,NORMAL SERVICE.,135,760,3,신광메디칼,B06,,,1685,0,41009,053,581,5830,22714000604,20221101,00,271403000049,27,140,20221101
22714000626,B06,27,140,가호메디칼,00,NORMAL SERVICE.,118,720,4,가호메디칼,B06,,,42,0,41120,053,961,1682,22714000626,20230501,00,271404226275,27,140,20230501
22714000631,B06,27,140,대경메디칼,00,NORMAL SERVICE.,128,755,4,대경메디칼,B06,,3,5,26,41072,053,964,0565,22714000631,20230701,00,271403142055,27,140,20230701
22714000647,B06,27,140,삼성의료복지용구,00,NORMAL SERVICE.,145,760,4,삼성의료복지용구,B06,,3,23,0,41002,053,952,9107,22714000647,20230901,00,271404226299,27,140,20230901
22714000652,B06,27,140,해와달365복지센터,00,NORMAL SERVICE.,111,685,4,해와달365복지센터,B06,,,26,0,41136,070,4441,7375,22714000652,20231101,00,271404226092,27,140,20231101
22714000654,B06,27,140,안테나메디컬,00,NORMAL SERVICE.,118,720,4,안테나메디컬,B06,,1,57,0,41122,053,986,5836,22714000654,20231101,00,271404226275,27,140,20231101
32711000016,C01,27,110,"나눔 충,효,예 복지라이프 요양보호사 파견센타",00,NORMAL SERVICE.,156,640,4,"나눔 충,효,예 복지라이프 요양보호사 파견센타",C01,716번지 21호 6통 1반,,304,0,41963,053,427,2000,32711000016,20080610,00,271102007001,27,110,20080602
32711000019,C01,27,110,경북베델 재가장기요양기관,00,NORMAL SERVICE.,156,650,4,경북베델 재가장기요양기관,C01,,5,2076,0,41966,053,256,1339,32711000019,20080618,00,271102007002,27,110,20080610
32711000046,C01,27,110,동산홈케어,00,NORMAL SERVICE.,135,595,4,동산홈케어,C01,51번지 2호,,83,0,41925,053,256,4020,32711000046,20090219,00,271103141004,27,110,20090219
32711000078,C01,27,110,우리장기요양센터,00,NORMAL SERVICE.,101,517,4,우리장기요양센터,C01,,1,21,0,41905,053,256,4599,32711000078,20100331,00,271104223078,27,110,20100331
32711000087,C01,27,110,감나무 장기요양센터,00,NORMAL SERVICE.,156,640,4,감나무 장기요양센터,C01,919번지 12호,,27,0,41961,053,423,2207,32711000087,20101229,00,271104223099,27,110,20101229
32711000097,C01,27,110,(주)진명해피케어 중구지점,00,NORMAL SERVICE.,156,670,3,(주)진명해피케어 중구지점,C01,,,75,0,41977,053,426,9285,32711000097,20111118,00,271104223043,27,110,20111118
32711000016,C02,27,110,"나눔 충,효,예 복지라이프 요양보호사 파견센타",00,NORMAL SERVICE.,156,640,4,"나눔 충,효,예 복지라이프 요양보호사 파견센타",C02,716번지 21호 6통 1반,,304,0,41963,053,427,2000,32711000016,20080610,00,271102007001,27,110,20080602
32711000046,C02,27,110,동산홈케어,00,NORMAL SERVICE.,135,595,4,동산홈케어,C02,51번지 2호,,83,0,41925,053,256,4020,32711000046,20090219,00,271103141004,27,110,20090219
32711000078,C02,27,110,우리장기요양센터,00,NORMAL SERVICE.,101,517,4,우리장기요양센터,C02,,1,21,0,41905,053,256,4599,32711000078,20100331,00,271104223078,27,110,20100331
32711000087,C02,27,110,감나무 장기요양센터,00,NORMAL SERVICE.,156,640,4,감나무 장기요양센터,C02,919번지 12호,,27,0,41961,053,423,2207,32711000087,20101229,00,271104223099,27,110,20101229
32711000105,C02,27,110,동인재가복지센터,00,NORMAL SERVICE.,101,517,4,동인재가복지센터,C02,,5,196,0,41905,053,422,1121,32711000105,20130305,00,271103141005,27,110,20130305
32711000112,C02,27,110,닥터김노인요양센터,00,NORMAL SERVICE.,103,517,4,닥터김노인요양센터,C02,,,304,0,41906,053,428,8808,32711000112,20131101,00,271103141011,27,110,20131101
32711000078,C03,27,110,우리장기요양센터,00,NORMAL SERVICE.,101,517,4,우리장기요양센터,C03,,1,21,0,41905,053,256,4599,32711000078,20100331,00,271104223078,27,110,20100331
32711000112,C03,27,110,닥터김노인요양센터,00,NORMAL SERVICE.,103,517,4,닥터김노인요양센터,C03,,,304,0,41906,053,428,8808,32711000112,20131101,00,271103141011,27,110,20131101
32711000130,C03,27,110,문성주간보호센터,00,NORMAL SERVICE.,156,640,4,문성주간보호센터,C03,,1,217,0,41963,053,521,6162,32711000130,20151029,00,271103141013,27,110,20110527
32711000133,C03,27,110,보람노인복지센터,00,NORMAL SERVICE.,156,660,4,보람노인복지센터,C03,,,125,0,41972,053,257,8001,32711000133,20160119,00,271103141013,27,110,20160119
32711000142,C03,27,110,화목한재활주야간보호센터,00,NORMAL SERVICE.,156,640,4,화목한재활주야간보호센터,C03,,"2,5",165,0,41968,053,253,8026,32711000142,20180517,00,271103141013,27,110,20180517
32711000148,C03,27,110,현대복지센터,00,NORMAL SERVICE.,156,670,4,현대복지센터,C03,,4,59,0,41976,053,626,7822,32711000148,20190401,00,271103141013,27,110,20190401
32723000554,C04,27,230,한마음주간보호센터,00,NORMAL SERVICE.,124,780,4,한마음주간보호센터,C04,,3,15,0,41422,053,312,8899,32723000554,20191220,00,272304235196,27,230,20191220
32726000058,C04,27,260,엘레오스노인요양센터,00,NORMAL SERVICE.,114,680,4,엘레오스노인요양센터,C04,,2,3083,0,42262,053,743,0655,32726000058,20081014,00,272602007002,27,260,20081014
32729000217,C04,27,290,감동노인복지센터,00,NORMAL SERVICE.,115,624,3,감동노인복지센터,C04,603번지,,221,17,42786,053,295,8515,32729000217,20110214,00,272903147029,27,290,20110214
32714000263,C05,27,140,율하실버케어,00,NORMAL SERVICE.,124,745,4,율하실버케어,C05,,,22,0,41083,053,965,3737,32714000263,20130213,00,271404226249,27,140,20130213
32714000311,C05,27,140,정다운실버센터,00,NORMAL SERVICE.,101,510,4,정다운실버센터,C05,,,57,0,41194,053,954,7500,32714000311,20140821,00,271404226209,27,140,20140821
32714000390,C05,27,140,행운이365노인복지센터,00,NORMAL SERVICE.,111,685,4,행운이365노인복지센터,C05,,3,235,0,41146,053,984,8233,32714000390,20160907,00,271403142010,27,140,20160907
32723000391,C05,27,230,호산재가방문간호센터,00,NORMAL SERVICE.,125,750,4,호산재가방문간호센터,C05,,1,22,0,41444,053,324,5200,32723000391,20161226,00,272304235058,27,230,20161226
32723000419,C05,27,230,엘림노인복지센터,00,NORMAL SERVICE.,106,560,4,엘림노인복지센터,C05,,"3,4",619,0,41561,053,353,1196,32723000419,20170929,00,272302007001,27,230,20170929
32723000475,C05,27,230,예다함재가요양센터,00,NORMAL SERVICE.,110,645,4,예다함재가요양센터,C05,,1,46,0,41570,053,215,8815,32723000475,20181201,00,272304235153,27,230,20181201
