시나리오,추가기관합계,평균공급률,중앙공급률,최솟값,지니계수,Theil지수,공급0지역수
균등배분,50,8.34281254557744,8.319852091518374,2.7567195037904892,0.15692810087517967,0.03924367493434161,0
수요비례,50,8.271952416170967,8.139792081397921,2.7567195037904892,0.15800063534878536,0.03985061209798907,0
취약지역우선,50,8.360077654754818,8.122157244964262,3.445899379738112,0.14568883444218747,0.033694352151609944,0
형평성최소화_탐욕기준,50,8.348150279925393,8.122157244964262,5.268356931182087,0.14547011396541454,0.03303742425263397,0
