시나리오,추가기관합계,평균공급률,중앙공급률,최솟값,지니계수,Theil지수,공급0지역수
균등배분,100,8.530835473734944,8.431520916657659,3.445899379738112,0.14723775513557366,0.03447647399799549,0
수요비례,100,8.30288992014185,8.177570093457943,2.7567195037904892,0.15822749038853848,0.040017940167239856,0
취약지역우선,100,8.470310037415386,8.176376113301211,4.135079255685734,0.13585249783662878,0.029431604439702917,0
형평성최소화_탐욕기준,100,8.437715383465278,8.122157244964262,5.822416302765648,0.13550278345722552,0.028874365521690443,0
