시나리오,추가기관합계,평균공급률,중앙공급률,최솟값,지니계수,Theil지수,공급0지역수
균등배분,0,8.252334615012597,8.122157244964262,2.7567195037904892,0.15765910784349374,0.03970076951468883,0
수요비례,0,8.252334615012597,8.122157244964262,2.7567195037904892,0.15765910784349374,0.03970076951468883,0
취약지역우선,0,8.252334615012597,8.122157244964262,2.7567195037904892,0.15765910784349374,0.03970076951468883,0
형평성최소화_탐욕기준,0,8.252334615012597,8.122157244964262,2.7567195037904892,0.15765910784349374,0.03970076951468883,0
