지역키,기관유형코드,기관유형명,분석_시도명,분석_시군구명,시설_지역코드,자료기준,기관수,정원,사회복지사,간호사,간호조무사,물리치료사,작업치료사,요양보호사,공급원자료행존재,인정자_공개값합계,인정자_비공개셀수,인정자_추정하한,인정자_추정중앙,인정자_추정상한,총인구,65세이상인구,75세이상인구,85세이상인구,65세이상1인세대,서비스분류,정원개념적용,정원자료충족률,정원지표사용상태,정원지표사용가능,공급0근거,인정자1000명당기관수_하한수요,인정자1000명당정원_하한수요,인정자1000명당요양보호사_하한수요,인정자1000명당기관수_중앙수요,인정자1000명당정원_중앙수요,인정자1000명당요양보호사_중앙수요,인정자1000명당기관수_상한수요,인정자1000명당정원_상한수요,인정자1000명당요양보호사_상한수요,75세이상1000명당기관수,고령1인세대1000세대당기관수,기관1곳당인정자,공급하위경계,공급하위후보,시나리오,추가기관수,배치후기관수,배치후_인정자1000명당기관수
대구광역시|남구,B01,재가노인복지시설 방문요양,대구광역시,남구,27200,2026-06-10,55.0,999.0,66.0,0.0,0.0,0.0,0.0,2212.0,True,5169,84,5253,5379.0,5505,141344,40203,17730,4946,14740,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,10.470207500475919,,421.09270892823145,10.224948875255624,,411.22885294664434,9.990917347865576,,401.81653042688464,3.102086858432036,3.7313432835820897,97.8,6.67315445572084,False,균등배분,0,55.0,10.224948875255624
대구광역시|달서구,B01,재가노인복지시설 방문요양,대구광역시,달서구,27290,2026-06-10,135.0,15.0,119.0,0.0,1.0,0.0,0.0,3706.0,True,12249,59,12308,12396.5,12485,513399,111111,40606,10276,33044,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,10.968475788105298,,301.10497237569064,10.890170612672932,,298.955350300488,10.812975570684822,,296.836203444133,3.324631827808698,4.085461808497761,91.82592592592593,6.67315445572084,False,균등배분,0,135.0,10.890170612672932
대구광역시|달성군,B01,재가노인복지시설 방문요양,대구광역시,달성군,27710,2026-06-10,43.0,0.0,41.0,0.0,0.0,0.0,0.0,1063.0,True,5200,88,5288,5420.0,5552,252000,47722,17137,4386,14058,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.131618759455371,,201.02118003025717,7.933579335793358,,196.12546125461256,7.744956772334294,,191.46253602305475,2.5091906401353796,3.0587565798833403,126.04651162790698,6.67315445572084,False,균등배분,0,43.0,7.933579335793358
대구광역시|동구,B01,재가노인복지시설 방문요양,대구광역시,동구,27140,2026-06-10,88.0,0.0,60.0,0.0,0.0,0.0,0.0,1703.0,True,10268,66,10334,10433.0,10532,338476,86908,36014,9221,27726,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.515579640023224,,164.79581962454034,8.434774273938464,,163.23205214224095,8.355488036460311,,161.69768325104445,2.443494196701283,3.173916179759071,118.55681818181819,6.67315445572084,False,균등배분,0,88.0,8.434774273938464
대구광역시|북구,B01,재가노인복지시설 방문요양,대구광역시,북구,27230,2026-06-10,91.0,15.0,87.0,0.0,0.0,0.0,0.0,2355.0,True,11175,51,11226,11302.5,11379,406915,85869,33577,8560,25851,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.106182077320506,,209.78086584714057,8.051316080513162,,208.36098208360983,7.997187802091571,,206.9601898233588,2.7101885219048754,3.520173300839426,124.2032967032967,6.67315445572084,False,균등배분,0,91.0,8.051316080513162
대구광역시|서구,B01,재가노인복지시설 방문요양,대구광역시,서구,27170,2026-06-10,59.0,0.0,73.0,1.0,0.0,0.0,0.0,1994.0,True,6149,81,6230,6351.5,6473,163508,48739,19245,4604,17364,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,9.470304975922954,,320.0642054574639,9.289144296622846,,313.94158860111787,9.11478448941758,,308.04881816777385,3.065731358794492,3.3978346003225064,107.65254237288136,6.67315445572084,False,균등배분,0,59.0,9.289144296622846
대구광역시|수성구,B01,재가노인복지시설 방문요양,대구광역시,수성구,27260,2026-06-10,114.0,25.0,109.0,0.0,0.0,0.0,0.0,2728.0,True,9571,72,9643,9751.0,9859,408147,85343,35377,9743,22833,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,11.822047080783987,,282.8995125998133,11.691108604245718,,279.7661778279151,11.563038847753322,,276.7014910234304,3.2224326539842267,4.992773617133097,85.53508771929825,6.67315445572084,False,균등배분,0,114.0,11.691108604245718
대구광역시|중구,B01,재가노인복지시설 방문요양,대구광역시,중구,27110,2026-06-10,21.0,20.0,22.0,0.0,0.0,0.0,0.0,604.0,True,1998,101,2099,2250.5,2402,101754,18811,8634,2333,6092,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,10.004764173415913,,287.7560743211053,9.33125972006221,,268.3848033770273,8.742714404662781,,251.45711906744378,2.432244614315497,3.447143795141169,107.16666666666667,6.67315445572084,False,균등배분,0,21.0,9.33125972006221
대전광역시|대덕구,B01,재가노인복지시설 방문요양,대전광역시,대덕구,30230,2026-06-10,58.0,0.0,47.0,0.0,0.0,0.0,0.0,1659.0,True,4426,88,4514,4646.0,4778,164047,38941,14457,3756,12162,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,12.848914488258751,,367.5232609658839,12.483857081360311,,357.08136030994405,12.138970280452073,,347.2164085391377,4.011897350764335,4.768952474921888,80.10344827586206,6.67315445572084,False,균등배분,0,58.0,12.483857081360311
대전광역시|동구,B01,재가노인복지시설 방문요양,대전광역시,동구,30110,2026-06-10,61.0,229.0,44.0,0.0,0.0,0.0,0.0,1388.0,True,7087,70,7157,7262.0,7367,218251,54207,22308,5769,18452,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.52312421405617,,193.9360067067207,8.399889837510328,,191.13191958138253,8.280168318175647,,188.40776435455408,2.73444504213735,3.30587470192933,119.04918032786885,6.67315445572084,False,균등배분,0,61.0,8.399889837510328
대전광역시|서구,B01,재가노인복지시설 방문요양,대전광역시,서구,30170,2026-06-10,103.0,0.0,106.0,0.0,0.0,0.0,0.0,2964.0,True,9458,49,9507,9580.5,9654,464359,84043,30981,7979,22143,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,10.83412222572841,,311.7702745345535,10.751004644851522,,309.37842492563016,10.669152682825771,,307.02299564947174,3.324618314450792,4.651582893013593,93.01456310679612,6.67315445572084,False,균등배분,0,103.0,10.751004644851522
대전광역시|유성구,B01,재가노인복지시설 방문요양,대전광역시,유성구,30200,2026-06-10,53.0,57.0,48.0,1.0,0.0,0.0,0.0,1566.0,True,5825,76,5901,6015.0,6129,371104,51566,17233,4753,12426,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.98152855448229,,265.3787493645145,8.81130507065669,,260.34912718204487,8.647413933757546,,255.5066079295154,3.0754946904195437,4.2652502816674716,113.49056603773585,6.67315445572084,False,균등배분,0,53.0,8.81130507065669
대전광역시|중구,B01,재가노인복지시설 방문요양,대전광역시,중구,30140,2026-06-10,77.0,198.0,78.0,0.0,0.0,0.0,0.0,2519.0,True,7735,66,7801,7900.0,7999,224273,56540,24439,6489,17851,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,9.870529419305218,,322.9073195744135,9.746835443037975,,318.86075949367086,9.626203275409425,,314.9143642955369,3.1507017472073326,4.3134838384404235,102.59740259740259,6.67315445572084,False,균등배분,0,77.0,9.746835443037975
부산광역시|강서구,B01,재가노인복지시설 방문요양,부산광역시,강서구,26440,2026-06-10,20.0,0.0,16.0,0.0,0.0,0.0,0.0,391.0,True,1578,96,1674,1818.0,1962,153555,23798,7889,1837,6722,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,11.947431302270013,,233.57228195937873,11.001100110011002,,215.07150715071506,10.193679918450561,,199.28644240570844,2.5351755609075926,2.9753049687592976,90.9,6.67315445572084,False,균등배분,0,20.0,11.001100110011002
부산광역시|금정구,B01,재가노인복지시설 방문요양,부산광역시,금정구,26410,2026-06-10,36.0,0.0,25.0,0.0,0.0,0.0,0.0,768.0,True,5934,82,6016,6139.0,6262,205672,60192,24324,5938,18171,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,5.98404255319149,,127.6595744680851,5.8641472552532985,,125.10180811207036,5.748961992973491,,122.64452251676781,1.4800197335964478,1.981178801386825,170.52777777777777,6.67315445572084,True,균등배분,0,36.0,5.8641472552532985
부산광역시|기장군,B01,재가노인복지시설 방문요양,부산광역시,기장군,26710,2026-06-10,46.0,50.0,48.0,0.0,0.0,0.0,0.0,1273.0,True,4297,81,4378,4499.5,4621,175262,37583,15299,3700,12149,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,10.507080858839652,,290.7720420283235,10.223358150905655,,282.9203244804978,9.95455529106254,,275.48149751136117,3.0067324661742596,3.786319861717014,97.81521739130434,6.67315445572084,False,균등배분,0,46.0,10.223358150905655
부산광역시|남구,B01,재가노인복지시설 방문요양,부산광역시,남구,26290,2026-06-10,37.0,0.0,49.0,1.0,0.0,0.0,0.0,1245.0,True,6300,81,6381,6502.5,6624,254413,65555,27486,6373,17452,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,5.798464190565742,,195.11048425011754,5.690119184928874,,191.4648212226067,5.585748792270531,,187.95289855072463,1.3461398530160809,2.120100848040339,175.74324324324326,6.67315445572084,True,균등배분,0,37.0,5.690119184928874
부산광역시|동구,B01,재가노인복지시설 방문요양,부산광역시,동구,26170,2026-06-10,19.0,0.0,20.0,0.0,0.0,0.0,0.0,423.0,True,2786,97,2883,3028.5,3174,83354,26547,11763,2939,10159,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,6.590357266736039,,146.72216441207075,6.27373287105828,,139.6731054977712,5.986137366099559,,133.2703213610586,1.6152342089602993,1.8702628211438135,159.39473684210526,6.67315445572084,True,균등배분,0,19.0,6.27373287105828
부산광역시|동래구,B01,재가노인복지시설 방문요양,부산광역시,동래구,26260,2026-06-10,72.0,0.0,80.0,0.0,0.0,0.0,0.0,2316.0,True,6754,66,6820,6919.0,7018,271097,65555,25755,5830,17869,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,10.557184750733137,,339.5894428152493,10.406128053186878,,334.7304523775112,10.259333143345684,,330.00854944428613,2.7955736750145603,4.029324528513067,96.09722222222223,6.67315445572084,False,균등배분,0,72.0,10.406128053186878
부산광역시|부산진구,B01,재가노인복지시설 방문요양,부산광역시,부산진구,26230,2026-06-10,53.0,0.0,77.0,0.0,0.0,0.0,0.0,2294.0,True,9123,58,9181,9268.0,9355,364912,89706,35849,8527,27302,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,5.77279163489816,,249.8638492538939,5.718601640051792,,247.51834268450582,5.665419561731695,,245.21646178514163,1.4784233869842953,1.9412497252948502,174.8679245283019,6.67315445572084,True,균등배분,0,53.0,5.718601640051792
부산광역시|북구,B01,재가노인복지시설 방문요양,부산광역시,북구,26320,2026-06-10,56.0,0.0,56.0,0.0,0.0,0.0,0.0,1521.0,True,6699,60,6759,6849.0,6939,260736,69412,24590,5600,20793,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.28524929723332,,225.03328894806924,8.176376113301211,,222.07621550591327,8.070327136474997,,219.1958495460441,2.277348515656771,2.6932140624248544,122.30357142857143,6.67315445572084,False,균등배분,0,56.0,8.176376113301211
부산광역시|사상구,B01,재가노인복지시설 방문요양,부산광역시,사상구,26530,2026-06-10,40.0,0.0,26.0,0.0,0.0,0.0,0.0,857.0,True,5219,73,5292,5401.5,5511,192475,53336,18442,3774,16883,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,7.558578987150416,,161.94255479969766,7.405350365639174,,158.65963158381933,7.258210851025223,,155.5071674832154,2.168962151610454,2.369247171711189,135.0375,6.67315445572084,False,균등배분,0,40.0,7.405350365639174
부산광역시|사하구,B01,재가노인복지시설 방문요양,부산광역시,사하구,26380,2026-06-10,48.0,0.0,70.0,0.0,1.0,0.0,0.0,1765.0,True,8031,70,8101,8206.0,8311,282159,78434,29222,6430,24254,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,5.925194420441921,,217.87433650166645,5.849378503534,,215.08652205703143,5.775478281795211,,212.36914932017808,1.6425980425706659,1.9790550012369095,170.95833333333334,6.67315445572084,True,균등배분,0,48.0,5.849378503534
부산광역시|서구,B01,재가노인복지시설 방문요양,부산광역시,서구,26140,2026-06-10,18.0,0.0,16.0,0.0,0.0,0.0,0.0,579.0,True,3072,92,3164,3302.0,3440,101216,32261,13890,3495,11387,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,5.689001264222504,,182.99620733249054,5.451241671714113,,175.34827377347062,5.232558139534883,,168.31395348837208,1.2958963282937366,1.5807499780451393,183.44444444444446,6.67315445572084,True,균등배분,0,18.0,5.451241671714113
부산광역시|수영구,B01,재가노인복지시설 방문요양,부산광역시,수영구,26500,2026-06-10,44.0,17.0,53.0,0.0,0.0,0.0,0.0,1501.0,True,4884,84,4968,5094.0,5220,168440,46555,19601,4674,13344,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.856682769726248,,302.13365539452496,8.637612877895563,,294.6603847663918,8.42911877394636,,287.5478927203065,2.2447834294168665,3.2973621103117505,115.77272727272727,6.67315445572084,False,균등배분,0,44.0,8.637612877895563
부산광역시|연제구,B01,재가노인복지시설 방문요양,부산광역시,연제구,26470,2026-06-10,48.0,331.0,39.0,0.0,0.0,0.0,0.0,1135.0,True,5326,78,5404,5521.0,5638,211464,52516,20954,4842,14970,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.882309400444115,,210.02960769800146,8.694077159934794,,205.57869951095816,8.513657325292657,,201.31252217098262,2.290732079793834,3.2064128256513027,115.02083333333333,6.67315445572084,False,균등배분,0,48.0,8.694077159934794
부산광역시|영도구,B01,재가노인복지시설 방문요양,부산광역시,영도구,26200,2026-06-10,22.0,0.0,19.0,0.0,0.0,0.0,0.0,553.0,True,3449,86,3535,3664.0,3793,100570,36257,15766,3672,12550,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,6.223479490806223,,156.43564356435644,6.004366812227074,,150.9279475982533,5.800158186132349,,145.79488531505405,1.3954078396549536,1.752988047808765,166.54545454545453,6.67315445572084,True,균등배분,0,22.0,6.004366812227074
부산광역시|중구,B01,재가노인복지시설 방문요양,부산광역시,중구,26110,2026-06-10,13.0,100.0,24.0,0.0,0.0,0.0,0.0,511.0,True,1088,105,1193,1350.5,1508,36306,12724,5452,1324,5538,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,10.896898575020955,,428.3319362950545,9.626064420584967,,378.3783783783784,8.620689655172413,,338.85941644562337,2.384446074834923,2.347417840375587,103.88461538461539,6.67315445572084,False,균등배분,0,13.0,9.626064420584967
부산광역시|해운대구,B01,재가노인복지시설 방문요양,부산광역시,해운대구,26350,2026-06-10,62.0,0.0,74.0,0.0,0.0,0.0,0.0,1663.0,True,9585,63,9648,9742.5,9837,370739,89956,35195,8753,24946,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,6.42620232172471,,172.36733001658374,6.363869643315371,,170.69540672312033,6.302734573548847,,169.05560638406018,1.76161386560591,2.4853683957347874,157.13709677419354,6.67315445572084,True,균등배분,0,62.0,6.363869643315371
서울특별시|강남구,B01,재가노인복지시설 방문요양,서울특별시,강남구,11680,2026-06-10,43.0,111.0,65.0,0.0,0.0,0.0,0.0,2359.0,True,6381,74,6455,6566.0,6677,552830,97588,39659,8979,19616,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,6.661502711076685,,365.45313710302094,6.548888212001219,,359.2750533049041,6.440017972143178,,353.30238130897106,1.0842431730502533,2.192088091353997,152.69767441860466,6.67315445572084,True,균등배분,0,43.0,6.548888212001219
서울특별시|강동구,B01,재가노인복지시설 방문요양,서울특별시,강동구,11740,2026-06-10,74.0,0.0,66.0,0.0,0.0,0.0,0.0,1910.0,True,7919,73,7992,8101.5,8211,499011,100813,36154,7773,23359,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,9.25925925925926,,238.98898898898898,9.134110967104856,,235.75881009689564,9.012300572402875,,232.61478504445256,2.0467998008519115,3.167943833212038,109.47972972972973,6.67315445572084,False,균등배분,0,74.0,9.134110967104856
서울특별시|강북구,B01,재가노인복지시설 방문요양,서울특별시,강북구,11305,2026-06-10,76.0,0.0,88.0,0.0,0.0,0.0,0.0,2662.0,True,6658,69,6727,6830.5,6934,278041,75944,32936,8006,23901,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,11.297755314404638,,395.7187453545414,11.126564673157162,,389.72256789400484,10.960484568791463,,383.90539371214305,2.307505465144523,3.1797832726664157,89.875,6.67315445572084,False,균등배분,0,76.0,11.126564673157162
서울특별시|강서구,B01,재가노인복지시설 방문요양,서울특별시,강서구,11500,2026-06-10,96.0,0.0,100.0,0.0,0.0,0.0,0.0,3175.0,True,11322,51,11373,11449.5,11526,548515,116416,44664,10778,31448,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.441044579266684,,279.16996394970545,8.384645617712565,,277.30468579413946,8.328995314940135,,275.46416796807216,2.1493820526598606,3.0526583566522514,119.265625,6.67315445572084,False,균등배분,0,96.0,8.384645617712565
서울특별시|관악구,B01,재가노인복지시설 방문요양,서울특별시,관악구,11620,2026-06-10,76.0,224.0,76.0,0.0,0.0,0.0,0.0,3648.0,True,7708,65,7773,7870.5,7968,477797,94060,40246,9061,26602,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,9.777434709893221,,469.31686607487455,9.656311543103996,,463.50295406899176,9.538152610441768,,457.8313253012048,1.8883864234955028,2.856928050522517,103.5592105263158,6.67315445572084,False,균등배분,0,76.0,9.656311543103996
서울특별시|광진구,B01,재가노인복지시설 방문요양,서울특별시,광진구,11215,2026-06-10,45.0,0.0,41.0,0.0,0.0,0.0,0.0,1305.0,True,4966,76,5042,5156.0,5270,330905,64022,25146,6268,16228,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.925029750099167,,258.8258627528758,8.727695888285492,,253.10318076027926,8.538899430740038,,247.6280834914611,1.7895490336435218,2.772984964259305,114.57777777777778,6.67315445572084,False,균등배분,0,45.0,8.727695888285492
서울특별시|구로구,B01,재가노인복지시설 방문요양,서울특별시,구로구,11530,2026-06-10,61.0,36.0,53.0,1.0,0.0,0.0,0.0,1585.0,True,8222,53,8275,8354.5,8434,382633,88085,35535,7910,21962,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,7.371601208459214,,191.54078549848944,7.301454306062602,,189.71811598539708,7.232629831633863,,187.9298079203225,1.716617419445617,2.7775248155905654,136.95901639344262,6.67315445572084,False,균등배분,0,61.0,7.301454306062602
서울특별시|금천구,B01,재가노인복지시설 방문요양,서울특별시,금천구,11545,2026-06-10,33.0,101.0,24.0,0.0,0.0,0.0,0.0,907.0,True,4429,68,4497,4599.0,4701,222503,51091,19833,4484,15195,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,7.33822548365577,,201.69001556593287,7.175472928897586,,197.21678625788215,7.019783024888321,,192.9376728355669,1.663893510815308,2.1717670286278383,139.36363636363637,6.67315445572084,False,균등배분,0,33.0,7.175472928897586
서울특별시|노원구,B01,재가노인복지시설 방문요양,서울특별시,노원구,11350,2026-06-10,107.0,45.0,131.0,0.0,0.0,0.0,0.0,3354.0,True,9765,46,9811,9880.0,9949,481053,107095,43371,11332,29970,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,10.906125777188869,,341.8611762307614,10.82995951417004,,339.4736842105263,10.75484973364157,,337.1193084732134,2.467086301906804,3.570236903570237,92.33644859813084,6.67315445572084,False,균등배분,0,107.0,10.82995951417004
서울특별시|도봉구,B01,재가노인복지시설 방문요양,서울특별시,도봉구,11320,2026-06-10,88.0,0.0,93.0,0.0,0.0,0.0,0.0,3101.0,True,7135,60,7195,7285.0,7375,298225,80304,32606,8458,20803,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,12.230715774843642,,430.99374565670604,12.079615648592998,,425.66918325326014,11.932203389830509,,420.47457627118644,2.698889774888057,4.230159111666587,82.7840909090909,6.67315445572084,False,균등배분,0,88.0,12.079615648592998
서울특별시|동대문구,B01,재가노인복지시설 방문요양,서울특별시,동대문구,11230,2026-06-10,56.0,0.0,47.0,0.0,0.0,0.0,0.0,1655.0,True,6464,54,6518,6599.0,6680,352848,74629,31112,7770,20808,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.59159251304081,,253.91224301933107,8.486134262767084,,250.7955750871344,8.383233532934131,,247.75449101796406,1.7999485728979172,2.6912725874663592,117.83928571428571,6.67315445572084,False,균등배분,0,56.0,8.486134262767084
서울특별시|동작구,B01,재가노인복지시설 방문요양,서울특별시,동작구,11590,2026-06-10,50.0,155.0,52.0,0.0,0.0,0.0,0.0,1422.0,True,5566,84,5650,5776.0,5902,371999,77106,33011,8182,18193,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.849557522123893,,251.68141592920358,8.65650969529086,,246.19113573407202,8.471704506946796,,240.93527617756695,1.514646632940535,2.74830978947947,115.52,6.67315445572084,False,균등배분,0,50.0,8.65650969529086
서울특별시|마포구,B01,재가노인복지시설 방문요양,서울특별시,마포구,11440,2026-06-10,34.0,0.0,44.0,0.0,0.0,0.0,0.0,1006.0,True,4720,90,4810,4945.0,5080,356487,62999,27185,7487,15832,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,7.0686070686070686,,209.14760914760916,6.8756319514661275,,203.43781597573306,6.692913385826771,,198.03149606299212,1.2506897185948134,2.1475492673067205,145.44117647058823,6.67315445572084,False,균등배분,0,34.0,6.8756319514661275
서울특별시|서대문구,B01,재가노인복지시설 방문요양,서울특별시,서대문구,11410,2026-06-10,40.0,0.0,32.0,0.0,0.0,0.0,0.0,1111.0,True,5149,83,5232,5356.5,5481,299810,63351,27591,7587,16249,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,7.6452599388379205,,212.34709480122325,7.46756277419957,,207.41155605339307,7.297938332421091,,202.70023718299578,1.4497481062665363,2.4616899501507783,133.9125,6.67315445572084,False,균등배분,0,40.0,7.46756277419957
서울특별시|서초구,B01,재가노인복지시설 방문요양,서울특별시,서초구,11650,2026-06-10,32.0,0.0,51.0,0.0,0.0,0.0,0.0,1566.0,True,4454,94,4548,4689.0,4830,414383,73931,30626,7172,12915,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,7.036059806508356,,344.32717678100266,6.824482832160375,,333.97312859884835,6.625258799171843,,324.22360248447205,1.044863841180696,2.4777390631049165,146.53125,6.67315445572084,False,균등배분,0,32.0,6.824482832160375
서울특별시|성동구,B01,재가노인복지시설 방문요양,서울특별시,성동구,11200,2026-06-10,16.0,156.0,20.0,0.0,0.0,0.0,0.0,768.0,True,3755,89,3844,3977.5,4111,274517,54447,22326,5711,13523,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,4.162330905306972,,199.79188345473463,4.022627278441232,,193.08610936517914,3.8919970810021893,,186.81585988810508,0.7166532294186151,1.1831694150706205,248.59375,6.67315445572084,True,균등배분,0,16.0,4.022627278441232
서울특별시|성북구,B01,재가노인복지시설 방문요양,서울특별시,성북구,11290,2026-06-10,79.0,4086.0,103.0,0.0,0.0,0.0,0.0,3188.0,True,8363,62,8425,8518.0,8611,421762,89110,38011,9838,22573,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,9.376854599406528,,378.3976261127596,9.274477576895986,,374.2662596853721,9.174311926605505,,370.22413192428286,2.078345742022046,3.499756346077172,107.82278481012658,6.67315445572084,False,균등배분,0,79.0,9.274477576895986
서울특별시|송파구,B01,재가노인복지시설 방문요양,서울특별시,송파구,11710,2026-06-10,83.0,0.0,93.0,0.0,0.0,0.0,0.0,3944.0,True,8650,63,8713,8807.5,8902,650258,123327,45315,10104,24417,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,9.525995638700792,,452.656949385975,9.423786545557764,,447.8001703093954,9.323747472478095,,443.0465064030555,1.8316230828643936,3.3992709997133144,106.1144578313253,6.67315445572084,False,균등배분,0,83.0,9.423786545557764
서울특별시|양천구,B01,재가노인복지시설 방문요양,서울특별시,양천구,11470,2026-06-10,103.0,0.0,97.0,0.0,0.0,0.0,0.0,2940.0,True,7513,63,7576,7670.5,7765,421247,86569,32094,7356,20914,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,13.59556494192186,,388.0675818373812,13.428068574408448,,383.2866175607848,13.264649066323246,,378.6220218931101,3.2093226148189693,4.924930668451755,74.47087378640776,6.67315445572084,False,균등배분,0,103.0,13.428068574408448
서울특별시|영등포구,B01,재가노인복지시설 방문요양,서울특별시,영등포구,11560,2026-06-10,56.0,385.0,53.0,0.0,0.0,0.0,0.0,1879.0,True,6326,66,6392,6491.0,6590,371867,72898,30420,7681,18755,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,8.760951188986233,,293.9612015018773,8.627330149437684,,289.47773840702513,8.497723823975722,,285.1289833080425,1.8408941485864563,2.9858704345507863,115.91071428571429,6.67315445572084,False,균등배분,0,56.0,8.627330149437684
서울특별시|용산구,B01,재가노인복지시설 방문요양,서울특별시,용산구,11170,2026-06-10,15.0,0.0,16.0,0.0,0.0,0.0,0.0,503.0,True,2624,99,2723,2871.5,3020,199648,40120,17010,5091,10652,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,5.508630187293426,,184.7227322805729,5.223750652968832,,175.16977189622148,4.966887417218543,,166.55629139072846,0.8818342151675485,1.4081862561021405,191.43333333333334,6.67315445572084,True,균등배분,0,15.0,5.223750652968832
서울특별시|은평구,B01,재가노인복지시설 방문요양,서울특별시,은평구,11380,2026-06-10,99.0,0.0,128.0,0.0,0.0,0.0,0.0,3603.0,True,9895,57,9952,10037.5,10123,453212,104893,44060,11007,27403,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,9.947749196141478,,362.0377813504823,9.863013698630137,,358.95392278953926,9.779709572261188,,355.9221574632026,2.246935996368588,3.612743130314199,101.38888888888889,6.67315445572084,False,균등배분,0,99.0,9.863013698630137
서울특별시|종로구,B01,재가노인복지시설 방문요양,서울특별시,종로구,11110,2026-06-10,19.0,0.0,24.0,0.0,0.0,0.0,0.0,491.0,True,2383,93,2476,2615.5,2755,136318,31263,13561,3984,9786,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,7.673667205169628,,198.3037156704362,7.264385394761995,,187.7270120435863,6.896551724137931,,178.22141560798548,1.4010766167686748,1.9415491518495809,137.6578947368421,6.67315445572084,False,균등배분,0,19.0,7.264385394761995
서울특별시|중구,B01,재가노인복지시설 방문요양,서울특별시,중구,11140,2026-06-10,18.0,0.0,19.0,0.0,0.0,0.0,0.0,634.0,True,1695,95,1790,1932.5,2075,117558,27701,11832,3259,8852,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,10.05586592178771,,354.18994413407825,9.314359637774903,,328.07244501940494,8.674698795180722,,305.5421686746988,1.5212981744421907,2.033438770899232,107.36111111111111,6.67315445572084,False,균등배분,0,18.0,9.314359637774903
서울특별시|중랑구,B01,재가노인복지시설 방문요양,서울특별시,중랑구,11260,2026-06-10,100.0,39.0,110.0,0.0,0.0,0.0,0.0,3287.0,True,8110,62,8172,8265.0,8358,376386,90782,35164,8335,26742,방문·복지용구형,False,0.4890829694323144,비적용,False,기관존재,12.236906510034263,,402.22711698482624,12.099213551119178,,397.7011494252873,11.964584828906437,,393.2759033261546,2.8438175406665906,3.73943609303717,82.65,6.67315445572084,False,균등배분,0,100.0,12.099213551119178
