"facility_code","facility_name","facility_type_code","facility_type_name","certification_flag","facility_status_code"
"00000","한국사회보장정보원2","010401","재가노인복지시설","","1"
"A0001","서울꽃동네신내노인요양원","010201","노인의료복지시설","","1"
"A0003","청운노인요양원","010201","노인의료복지시설","","1"
"A0004","홍파양로원","010101","노인주거복지시설","","1"
"A0007","천사노인요양원","010201","노인의료복지시설","","1"
"A0009","녹동어울림","010202","노인의료복지시설","","1"
"A0011","용인노인요양원","010201","노인의료복지시설","","1"
"A0012","참사랑전문요양원","010201","노인의료복지시설","","1"
"A0013","성안나의집","010201","노인의료복지시설","","1"
"A0015","인천신생요양원","010201","노인의료복지시설","","1"
"A0016","서울특별시립 남부노인전문요양원","010201","노인의료복지시설","","1"
"A0017","화성시동탄노인복지관","010301","노인여가복지시설","","1"
"A0018","평강의집","010201","노인의료복지시설","","1"
"A0019","혜명양로원","010101","노인주거복지시설","","1"
"A0020","사회복지법인 죽파재단 감천장요양원","010201","노인의료복지시설","","1"
"A0021","안산시립노인전문요양원","010201","노인의료복지시설","","1"
"A0022","영락경로원","010101","노인주거복지시설","","1"
"A0023","신일양로원","010101","노인주거복지시설","","1"
"A0025","늘푸른노인전문요양시설","010201","노인의료복지시설","","1"
"A0026","늘푸른노인요양원","010201","노인의료복지시설","","1"
"A0027","윤금노인요양원","010201","노인의료복지시설","","1"
"A0028","노인요양시설 행복의집","010201","노인의료복지시설","","1"
"A0029","성심노인요양원","010201","노인의료복지시설","","1"
"A0031","홍복양로원","010101","노인주거복지시설","","1"
"A0033","파랑새노인건강센터","010201","노인의료복지시설","","1"
"A0034","보령요양원","010201","노인의료복지시설","","1"
"A0035","벧엘요양원","010201","노인의료복지시설","","1"
"A0036","벧엘타운","010101","노인주거복지시설","","1"
"A0037","광덕원","010201","노인의료복지시설","","1"
"A0038","이레마을노인요양원","010201","노인의료복지시설","","1"
"A0039","성암마루","010201","노인의료복지시설","","1"
"A0041","천혜경로원","010201","노인의료복지시설","","1"
"A0042","디아코니아노인요양원","010201","노인의료복지시설","","1"
"A0043","남원소망의문","010201","노인의료복지시설","","1"
"A0044","춘천시립요양원","010201","노인의료복지시설","","1"
"A0045","관촌원광수양원","010201","노인의료복지시설","","1"
"A0046","화천 원광 보은의집","010201","노인의료복지시설","","1"
"A0048","안식의집","010201","노인의료복지시설","","1"
"A0049","정다운요양원","010201","노인의료복지시설","","1"
"A0050","제주양로원","010101","노인주거복지시설","","1"
"A0051","청해요양원","010201","노인의료복지시설","","1"
"A0052","주사랑요양원","010201","노인의료복지시설","","1"
"A0053","제주요양원","010201","노인의료복지시설","","1"
"A0056","푸른마을재가노인복지센터","010401","재가노인복지시설","","1"
"A0058","제주노인복지센터","010401","재가노인복지시설","","1"
"A0060","제광원","010201","노인의료복지시설","","1"
"A0061","세화요양원","010201","노인의료복지시설","","1"
"A0063","성이시돌요양원","010201","노인의료복지시설","","1"
"A0064","소망요양원","010201","노인의료복지시설","","1"
"A0065","인효원보은의집","010201","노인의료복지시설","","1"
"A0066","제주원광요양원","010201","노인의료복지시설","","1"
"A0070","청주노인요양원","010201","노인의료복지시설","","1"
"A0071","태백노인전문요양원","010201","노인의료복지시설","","1"
"A0072","동해시노인요양원","010201","노인의료복지시설","","1"
"A0073","영락양로원","010101","노인주거복지시설","","1"
"A0074","영주노인전문요양원","010201","노인의료복지시설","","1"
"A0076","제주평화양로원","010101","노인주거복지시설","","1"
"A0077","강릉효도마을","010201","노인의료복지시설","","1"
"A0079","영락양로원","010101","노인주거복지시설","","1"
"A0081","강릉중앙재단 평안의집","010101","노인주거복지시설","","1"
"A0083","붓다의집","010201","노인의료복지시설","","1"
"A0085","실버홈노인요양원","010201","노인의료복지시설","","1"
"A0088","제주태고원","010201","노인의료복지시설","","1"
"A0089","전주요양원","010201","노인의료복지시설","","1"
"A0091","남제주요양원","010201","노인의료복지시설","","1"
"A0093","고향의 집","010201","노인의료복지시설","","1"
"A0094","상애원","010101","노인주거복지시설","","1"
"A0095","상애노인전문요양원","010201","노인의료복지시설","","1"
"A0098","시립고덕양로원","010101","노인주거복지시설","","1"
"A0099","노인요양센터 인영실버","010201","노인의료복지시설","","1"
"A0100","동명노인복지센타","010201","노인의료복지시설","","1"
"A0103","다사랑요양원","010201","노인의료복지시설","","1"
"A0106","예닮마을","010101","노인주거복지시설","","1"
"A0109","기쁨이가득한집","010102","노인주거복지시설","","1"
"A0111","은혜마을","010201","노인의료복지시설","","1"
"A0113","평복영락양로원","010101","노인주거복지시설","","1"
"A0114","뉴스프링","010201","노인의료복지시설","","1"
"A0115","성녀루이제의집","010101","노인주거복지시설","","1"
"A0117","포천분도마을","010201","노인의료복지시설","","1"
"A0120","한나요양원","010201","노인의료복지시설","","1"
"A0121","한나그린힐","010201","노인의료복지시설","","1"
"A0122","가평꽃동네노인요양시설(평화의집)","010201","노인의료복지시설","","1"
"A0127","내와동산","010201","노인의료복지시설","","1"
"A0129","낙산요양원","010201","노인의료복지시설","","1"
"A0130","글라라의 집","010201","노인의료복지시설","","1"
"A0131","영기노인요양원","010201","노인의료복지시설","","1"
"A0135","춘천시립양로원","010101","노인주거복지시설","","1"
"A0136","기쁨의집","010201","노인의료복지시설","","1"
"A0139","예가노인전문요양원","010201","노인의료복지시설","","1"
"A0140","새별이요양원","010202","노인의료복지시설","","1"
"A0142","옥천꽃동네성모노인요양원","010201","노인의료복지시설","","1"
"A0143","꽃동네노인요양원","010201","노인의료복지시설","","1"
"A0145","보은의집","010201","노인의료복지시설","","1"
"A0148","성가정요양원","010202","노인의료복지시설","","1"
"A0149","양지노인마을","010201","노인의료복지시설","","1"
"A0151","만수노인복지원","010201","노인의료복지시설","","1"
"A0152","서천 마서요양원","010201","노인의료복지시설","","1"
"A0153","온양정애원","010101","노인주거복지시설","","1"
"A0156","전의요셉의 집","010201","노인의료복지시설","","1"
"A0160","장수전문요양원","010201","노인의료복지시설","","1"
"A0165","솔뫼베네딕도의 집","010101","노인주거복지시설","","1"
"A0168","계양재가노인지원서비스센터","010401","재가노인복지시설","","1"
"A0170","인우원","010201","노인의료복지시설","","1"
"A0172","연화마을","010201","노인의료복지시설","","1"
"A0173","제일너싱홈","010201","노인의료복지시설","","1"
"A0175","한빛마을","010201","노인의료복지시설","","1"
"A0176","원광상록원","010201","노인의료복지시설","","1"
"A0177","정읍원광보은의집","010201","노인의료복지시설","","1"
"A0178","신성양로원","010101","노인주거복지시설","","1"
"A0180","백향노인전문요양원","010201","노인의료복지시설","","1"
"A0183","서산노인요양원","010201","노인의료복지시설","","1"
"A0184","사은의집","010201","노인의료복지시설","","1"
"A0185","신안사랑마을","010201","노인의료복지시설","","1"
"A0186","복음양로원","010101","노인주거복지시설","","1"
"A0187","복음실버타운","010201","노인의료복지시설","","1"
"A0188","홍천노인전문요양원","010201","노인의료복지시설","","1"
"A0189","성덕실버타운","010201","노인의료복지시설","","1"
"A0190","송산효도마을","010201","노인의료복지시설","","1"
"A0191","신광요양원","010201","노인의료복지시설","","1"
"A0192","평안마을","010201","노인의료복지시설","","1"
"A0194","성암안식원","010201","노인의료복지시설","","1"
"A0196","대구가톨릭요양원","010201","노인의료복지시설","","1"
"A0198","이일성로원","010101","노인주거복지시설","","1"
"A0199","원광효도마을수양의집","010101","노인주거복지시설","","1"
"A0201","군산행복한집","010201","노인의료복지시설","","1"
"A0202","화성양로원","010101","노인주거복지시설","","1"
"A0203","화성전문요양원","010201","노인의료복지시설","","1"
"A0204","일붕실버랜드","010101","노인주거복지시설","","1"
"A0205","애린양로원","010101","노인주거복지시설","","1"
"A0209","거제사랑의집","010101","노인주거복지시설","","1"
"A0210","아가페정양원","010101","노인주거복지시설","","1"
"A0212","신애요양원","010201","노인의료복지시설","","1"
"A0213","전남성노원","010201","노인의료복지시설","","1"
"A0214","정화수도원","010201","노인의료복지시설","","1"
"A0215","사천실버요양원","010201","노인의료복지시설","","1"
"A0216","우리노인요양원","010201","노인의료복지시설","","1"
"A0218","소망의집","010201","노인의료복지시설","","1"
"A0219","효사랑실버센터","010201","노인의료복지시설","","1"
"A0221","천우자애원","010101","노인주거복지시설","","1"
"A0222","천우요양원","010201","노인의료복지시설","","1"
"A0223","성심요양원","010201","노인의료복지시설","","1"
"A0224","지리산노인요양원","010201","노인의료복지시설","","1"
"A0225","애명노인마을","010201","노인의료복지시설","","1"
"A0226","장미노인요양원","010201","노인의료복지시설","","1"
"A0227","봉화요양원","010201","노인의료복지시설","","1"
"A0228","상주보림원","010201","노인의료복지시설","","1"
"A0230","인애가장수마을","010201","노인의료복지시설","","1"
"A0233","노인전문요양원 해피존","010201","노인의료복지시설","","1"
"A0236","완도전문요양원","010201","노인의료복지시설","","1"
"A0237","실버케어빌","010201","노인의료복지시설","","1"
"A0238","복지마을","010101","노인주거복지시설","","1"
"A0239","복지마을요양원","010201","노인의료복지시설","","1"
"A0240","우주봉의집","010201","노인의료복지시설","","1"
"A0241","하동요양원","010201","노인의료복지시설","","1"
"A0242","애양원","010101","노인주거복지시설","","1"
"A0243","영양군립요양원","010201","노인의료복지시설","","1"
"A0245","성애노인요양원","010201","노인의료복지시설","","1"
"A0246","만수촌","010101","노인주거복지시설","","1"
"A0247","민제의집","010201","노인의료복지시설","","1"
"A0248","은빛마을","010201","노인의료복지시설","","1"
"A0250","자혜은빛마을","010201","노인의료복지시설","","1"
"A0251","베데스다요양원","010201","노인의료복지시설","","1"
"A0255","정혜원 진해요양원","010201","노인의료복지시설","","1"
"A0256","성가요양원","010201","노인의료복지시설","","1"
"A0257","다비다의 집","010201","노인의료복지시설","","1"
"A0258","강진군노인전문요양원","010201","노인의료복지시설","","1"
"A0259","사랑가득요양원","010201","노인의료복지시설","","1"
"A0261","에버그린노인요양센터","010201","노인의료복지시설","","1"
"A0262","비룡양로원","010101","노인주거복지시설","","1"
"A0263","신라요양원","010201","노인의료복지시설","","1"
"A0264","설송양로원(유료양로시설)","010101","노인주거복지시설","","1"
"A0265","비룡노인전문요양원","010201","노인의료복지시설","","1"
"A0267","양지요양원","010201","노인의료복지시설","","1"
"A0268","자혜양로원","010101","노인주거복지시설","","1"
"A0269","함평성애양로원","010101","노인주거복지시설","","1"
"A0271","실로암노인전문요양원","010201","노인의료복지시설","","1"
"A0272","작은자의 집","010101","노인주거복지시설","","1"
"A0273","임마누엘실버홈","010201","노인의료복지시설","","1"
"A0274","선회노인요양원","010201","노인의료복지시설","","1"
"A0275","베데스다실버홈","010201","노인의료복지시설","","1"
"A0276","햇빛마을","010201","노인의료복지시설","","1"
"A0277","예수마음의집","010101","노인주거복지시설","","1"
"A0279","신안군노인전문요양원","010201","노인의료복지시설","","1"
"A0280","까리따스마태오 요양원","010201","노인의료복지시설","","1"
"A0281","고성군치매전문요양원","010201","노인의료복지시설","","1"
"A0282","성산요양원","010201","노인의료복지시설","","1"
"A0283","경애원","010201","노인의료복지시설","","1"
"A0284","온유한집","010102","노인주거복지시설","","1"
"A0285","휴안노인요양원2","010202","노인의료복지시설","","1"
"A0286","울산명성노인전문요양원","010201","노인의료복지시설","","1"
"A0289","광명노인요양원","010201","노인의료복지시설","","1"
"A0290","예광마을","010101","노인주거복지시설","","1"
"A0293","상주은광마을","010201","노인의료복지시설","","1"
"A0294","대창양로원","010101","노인주거복지시설","","1"
"A0295","해남노인요양센터","010201","노인의료복지시설","","1"
"A0296","장흥노인전문요양원","010201","노인의료복지시설","","1"
"A0297","소향원","010101","노인주거복지시설","","1"
"A0298","영산노인전문요양원","010201","노인의료복지시설","","1"
"A0299","희망의마을양로원","010101","노인주거복지시설","","1"
"A0300","희망의마을요양원","010201","노인의료복지시설","","1"
"A0302","선우치매센타","010201","노인의료복지시설","","1"
"A0306","애광노인치매전문요양원","010201","노인의료복지시설","","1"
"A0307","흰돌요양센터(목제관)","010201","노인의료복지시설","","1"
"A0311","성가양로원","010101","노인주거복지시설","","1"
"A0312","선덕효심원","010201","노인의료복지시설","","1"
"A0313","연화노인요양원","010201","노인의료복지시설","","1"
"A0314","마야노인전문요양원","010201","노인의료복지시설","","1"
"A0316","정애시니어빌","010201","노인의료복지시설","","1"
"A0317","효성의집","010201","노인의료복지시설","","1"
"A0318","울산양로원","010101","노인주거복지시설","","1"
"A0319","고창원광효도의 집","010201","노인의료복지시설","","1"
"A0320","프란치스꼬의집","010201","노인의료복지시설","","1"
"A0322","늘푸른집","010201","노인의료복지시설","","1"
"A0323","남해요양원","010201","노인의료복지시설","","1"
"A0325","연꽃피는집","010201","노인의료복지시설","","1"
"A0327","로뎀동산","010201","노인의료복지시설","","1"
"A0329","창원성심양로원","010101","노인주거복지시설","","1"
"A0331","신광의집","010101","노인주거복지시설","","1"
"A0332","보현요양원","010201","노인의료복지시설","","1"
"A0335","울산노인의집","010201","노인의료복지시설","","1"
"A0336","시온의 집","010201","노인의료복지시설","","1"
"A0339","사회복지법인 효담전문요양원","010201","노인의료복지시설","","1"
"A0340","사회복지법인 효담양로원","010101","노인주거복지시설","","1"
"A0342","애명노인요양원","010201","노인의료복지시설","","1"
"A0343","은천노인요양센터","010201","노인의료복지시설","","1"
"A0345","고운빛요양원","010201","노인의료복지시설","","1"
"A0346","정읍노인복지요양원","010201","노인의료복지시설","","1"
"A0347","동작실버센터","010201","노인의료복지시설","","1"
"A0348","여래원","010201","노인의료복지시설","","1"
"A0350","마이홈노인전문요양원","010201","노인의료복지시설","","1"
"A0352","창원성심노인전문요양원","010201","노인의료복지시설","","1"
"A0353","기쁨의집","010201","노인의료복지시설","","1"
"A0355","노인복지한알","010101","노인주거복지시설","","1"
"A0356","구세군승리요양원","010201","노인의료복지시설","","1"
"A0357","자혜요양원","010201","노인의료복지시설","","1"
"A0358","의령요양원","010201","노인의료복지시설","","1"
"A0359","문경어르신마을","010201","노인의료복지시설","","1"
"A0360","나자레원","010101","노인주거복지시설","","1"
"A0362","은화의 집","010201","노인의료복지시설","","1"
"A0363","세실리아요양원","010201","노인의료복지시설","","1"
"A0364","구세군과천양로원","010101","노인주거복지시설","","1"
"A0365","구세군과천요양원","010201","노인의료복지시설","","1"
"A0366","창원성심요양원","010201","노인의료복지시설","","1"
"A0368","구립서초노인요양센터","010201","노인의료복지시설","","1"
"A0369","구세군 안성 평화의 마을","010201","노인의료복지시설","","1"
"A0370","건양부여요양원","010201","노인의료복지시설","","1"
"A0371","철원군노인전문요양원","010201","노인의료복지시설","","1"
"A0376","남양양로원","010101","노인주거복지시설","","1"
"A0377","초정노인요양원","010201","노인의료복지시설","","1"
"A0378","호산노인건강센터","010201","노인의료복지시설","","1"
"A0381","효사랑","010201","노인의료복지시설","","1"
"A0382","은혜의집","010201","노인의료복지시설","","1"
"A0383","혜민노인요양원","010201","노인의료복지시설","","1"
"A0384","부산광역시 노인건강센터","010201","노인의료복지시설","","1"
"A0386","예천연꽃마을","010201","노인의료복지시설","","1"
"A0387","파라밀 요양원","010201","노인의료복지시설","","1"
"A0389","공경의집","010201","노인의료복지시설","","1"
"A0390","횡성군노인전문요양원","010201","노인의료복지시설","","1"
"A0391","천안노인전문요양원 평안의집","010201","노인의료복지시설","","1"
"A0392","포항원광보은의집","010201","노인의료복지시설","","1"
"A0393","구세군남동평강의마을","010201","노인의료복지시설","","1"
"A0394","서전주요양원","010201","노인의료복지시설","","1"
"A0396","원광진양효도의집","010201","노인의료복지시설","","1"
"A0398","명은노인전문요양원","010201","노인의료복지시설","","1"
"A0400","광림노인전문요양원","010201","노인의료복지시설","","1"
"A0402","협성양로원","010101","노인주거복지시설","","1"
"A0403","협성요양원","010201","노인의료복지시설","","1"
"A0404","장수노인전문요양원","010201","노인의료복지시설","","1"
"A0406","정애원","010201","노인의료복지시설","","1"
"A0407","효도의집","010201","노인의료복지시설","","1"
"A0408","충청남도 도립요양원","010201","노인의료복지시설","","1"
"A0409","나주시노인요양원","010201","노인의료복지시설","","1"
"A0411","덕화노인요양원","010201","노인의료복지시설","","1"
"A0412","반야노인요양원","010201","노인의료복지시설","","1"
"A0415","고금요양원","010201","노인의료복지시설","","1"
"A0416","천우전문요양원","010201","노인의료복지시설","","1"
"A0417","무아의 집","010101","노인주거복지시설","","1"
"A0418","미리내실버타운","010101","노인주거복지시설","","1"
"A0419","거창노인전문요양원","010201","노인의료복지시설","","1"
"A0422","도솔천노인요양원","010201","노인의료복지시설","","1"
"A0423","사랑드림","010201","노인의료복지시설","","1"
"A0424","온누리요양센터","010201","노인의료복지시설","","1"
"A0427","성모양로원","010101","노인주거복지시설","","1"
"A0430","양구노인전문요양원","010201","노인의료복지시설","","1"
"A0432","동광노인전문요양원","010201","노인의료복지시설","","1"
"A0433","경천전문요양원","010201","노인의료복지시설","","1"
"A0434","정향 효 마을","010201","노인의료복지시설","","1"
"A0435","청주소망의집","010201","노인의료복지시설","","1"
"A0436","울산노인요양원","010201","노인의료복지시설","","1"
"A0438","보령실버홈","010201","노인의료복지시설","","1"
"A0439","고성시니어스","010201","노인의료복지시설","","1"
"A0440","믿음의동산","010201","노인의료복지시설","","1"
"A0441","태양의집 양로원","010102","노인주거복지시설","","1"
"A0443","보령노인종합복지관","010301","노인여가복지시설","","1"
"A0444","충청북도노인종합복지관","010301","노인여가복지시설","","1"
"A0446","은광노인복지센터","010401","재가노인복지시설","","1"
"A0447","노량실버타운","010201","노인의료복지시설","","1"
"A0450","송원노인전문요양원","010201","노인의료복지시설","","1"
"A0452","계룡시노인복지관","010301","노인여가복지시설","","1"
"A0453","인천은혜요양원","010201","노인의료복지시설","","1"
"A0455","제일요양원","010201","노인의료복지시설","","1"
"A0457","양주대진요양원","010201","노인의료복지시설","","1"
"A0461","인천사할린동포복지회관","010201","노인의료복지시설","","1"
"A0464","수영재가노인지원서비스센터","010401","재가노인복지시설","","1"
"A0465","효성인지재활센터","010603","복합노인복지시설","","1"
"A0467","평강원","010201","노인의료복지시설","","1"
"A0468","소망의집","010201","노인의료복지시설","","1"
"A0469","성덕노인전문요양원","010201","노인의료복지시설","","1"
"A0470","에덴의집","010201","노인의료복지시설","","1"
"A0473","도산노인복지관","010301","노인여가복지시설","","1"
"A0476","은빛마을노인복지센터(재가시설)","010401","재가노인복지시설","","1"
"A0478","광주남구시니어클럽","010701","노인일자리지원기관","","1"
"A0479","금성노인요양원","010201","노인의료복지시설","","1"
"A0480","성신양로원","010101","노인주거복지시설","","1"
"A0481","나눔과 사랑의집","010202","노인의료복지시설","","1"
"A0482","느티나무건강센터","010303","노인여가복지시설","","1"
"A0483","희망의집","010201","노인의료복지시설","","1"
"A0485","동진 노인복지센터","010201","노인의료복지시설","","1"
"A0486","정읍원광요양원","010201","노인의료복지시설","","1"
"A0488","반야노인복지센터","010401","재가노인복지시설","","1"
"A0489","경북동부노인보호전문기관","010501","노인보호전문기관","","1"
"A0491","군산노인종합복지관","010301","노인여가복지시설","","1"
"A0493","동산노인복지센터","010401","재가노인복지시설","","1"
"A0495","성북구립 상월곡실버복지센터","010301","노인여가복지시설","","1"
"A0496","영광노인전문요양원","010201","노인의료복지시설","","1"
"A0497","SOS프란치스카의집","010201","노인의료복지시설","","1"
"A0500","고성소망노인요양원","010201","노인의료복지시설","","1"
"A0501","정읍시립요양원","010201","노인의료복지시설","","1"
"A0506","하늘내노인복지센터","010401","재가노인복지시설","","1"
"A0509","우리노인전문요양원","010201","노인의료복지시설","","1"
"A0513","제물포노인복지관","010301","노인여가복지시설","","1"
"A0515","엘림복지원","010202","노인의료복지시설","","1"
"A0521","나눔의샘양로원","010101","노인주거복지시설","","1"
"A0522","나눔의샘전문요양원","010201","노인의료복지시설","","1"
"A0523","예빛마을","010202","노인의료복지시설","","1"
"A0524","재단법인 광주광역시 사회서비스원 광주광역시 노인보호전문기관","010501","노인보호전문기관","","1"
"A0526","대전광역시노인보호전문기관","010501","노인보호전문기관","","1"
"A0527","가은원","010102","노인주거복지시설","","1"
"A0528","낙산노인복지센터","010401","재가노인복지시설","","1"
"A0529","따뜻한 집","010202","노인의료복지시설","","1"
"A0531","성민노인복지센터","010401","재가노인복지시설","","1"
"A0532","성민재가노인복지센터","010401","재가노인복지시설","","1"
"A0533","서울특별시남부노인보호전문기관","010501","노인보호전문기관","","1"
"A0534","소망의집","010202","노인의료복지시설","","1"
"A0535","다정마을","010202","노인의료복지시설","","1"
"A0536","천사의집","010201","노인의료복지시설","","1"
"A0537","가남반석노인주간보호센터","010401","재가노인복지시설","","1"
"A0541","안계노인복지관","010301","노인여가복지시설","","1"
"A0542","은총의 집","010201","노인의료복지시설","","1"
"A0543","마야실비노인요양원","010201","노인의료복지시설","","1"
"A0547","음성꽃동네부활의집노인요양원","010201","노인의료복지시설","","1"
"A0548","성문노인주야간보호센터","010401","재가노인복지시설","","1"
"A0553","구이노인요양원","010201","노인의료복지시설","","1"
"A0555","거창노인통합지원센터","010401","재가노인복지시설","","1"
"A0557","성모전문요양원","010201","노인의료복지시설","","1"
"A0558","순창군노인전문요양원","010201","노인의료복지시설","","1"
"A0561","더불어사는집","010201","노인의료복지시설","","1"
"A0566","평택노인복지센터","010401","재가노인복지시설","","1"
"A0570","강남노인복지센터","010401","재가노인복지시설","","1"
"A0571","통도사자비원전문요양시설","010201","노인의료복지시설","","1"
"A0572","남서울너싱홈","010201","노인의료복지시설","","1"
"A0574","온누리 복지센터","010401","재가노인복지시설","","1"
"A0575","동제주노인복지센터","010401","재가노인복지시설","","1"
"A0579","온양노인복지센터","010401","재가노인복지시설","","1"
"A0580","평화요양원","010201","노인의료복지시설","","1"
"A0581","따뜻한 사랑의 집","010201","노인의료복지시설","","1"
"A0582","사랑의집","010202","노인의료복지시설","","1"
"A0583","베다니마을","010201","노인의료복지시설","","1"
"A0587","고성노인통합지원센터","010401","재가노인복지시설","","1"
"A0588","정우가정봉사원파견시설","010401","재가노인복지시설","","1"
"A0589","정우주간보호시설","010401","재가노인복지시설","","1"
"A0590","정우재가노인복지센터","010401","재가노인복지시설","","1"
"A0593","금정노인요양원","010201","노인의료복지시설","","1"
"A0595","소망의 집","010101","노인주거복지시설","","1"
"A0597","경산시재가노인통합지원센터","010401","재가노인복지시설","","1"
"A0598","은빛마을","010102","노인주거복지시설","","1"
"A0599","오렌지카운티노인요양원","010201","노인의료복지시설","","1"
"A0601","동구노인종합복지관","010301","노인여가복지시설","","1"
"A0602","베데스다 양로원","010102","노인주거복지시설","","1"
"A0603","호서노인전문요양원","010201","노인의료복지시설","","1"
"A0604","흥덕실비노인요양원","010201","노인의료복지시설","","1"
"A0606","영동군 노인복지관","010301","노인여가복지시설","","1"
"A0607","청운노인복지센터","010201","노인의료복지시설","","1"
"A0608","효능원노인전문요양원","010201","노인의료복지시설","","1"
"A0609","계양노인전문요양원","010201","노인의료복지시설","","1"
"A0611","백둔리상신노인전문요양원","010201","노인의료복지시설","","1"
"A0612","사랑노인복지센터","010401","재가노인복지시설","","1"
"A0615","동해시노인종합복지관","010301","노인여가복지시설","","1"
"A0616","동해시노인종합복지관복지센터","010401","재가노인복지시설","","1"
"A0617","동해시노인종합복지관주간복지센터","010401","재가노인복지시설","","1"
"A0618","안젤로재가노인지원서비스센터","010401","재가노인복지시설","","1"
"A0622","은빛사랑채 양평 안식관 주간보호센타","010401","재가노인복지시설","","1"
"A0624","거제노인통합지원센터","010401","재가노인복지시설","","1"
"A0625","서포항재가노인통합지원센터","010401","재가노인복지시설","","1"
"A0627","YMCA노인복지센터","010401","재가노인복지시설","","1"
"A0628","마산대학교노인전문요양원","010201","노인의료복지시설","","1"
"A0631","엘림교회복지원","010101","노인주거복지시설","","1"
"A0632","평강의집","010201","노인의료복지시설","","1"
"A0634","가람재가노인통합지원센터","010401","재가노인복지시설","","1"
"A0636","용인재가노인지원서비스센터 효담채","010401","재가노인복지시설","","1"
"A0638","동대문실버데이케어센터","010401","재가노인복지시설","","1"
"A0639","위례원마을노인복지센터","010401","재가노인복지시설","","1"
"A0644","서울실버케어스","010201","노인의료복지시설","","1"
"A0645","정선군노인요양원","010201","노인의료복지시설","","1"
"A0646","울산광역시 노인보호전문기관","010501","노인보호전문기관","","1"
"A0652","대구시지 재가노인돌봄센터","010401","재가노인복지시설","","1"
"A0653","대구시지 재가노인돌봄센터(주간보호, 방문요양)","010401","재가노인복지시설","","1"
"A0655","미추홀노인복지관","010301","노인여가복지시설","","1"
"A0658","경주재가노인통합지원센터","010401","재가노인복지시설","","1"
"A0659","보은의집","010201","노인의료복지시설","","1"
"A0661","심광노인복지센터","010401","재가노인복지시설","","1"
"A0665","부모섬김재가복지센터","010401","재가노인복지시설","","1"
"A0666","강진노인복지센터","010401","재가노인복지시설","","1"
"A0667","부산광역시 노인종합복지관","010301","노인여가복지시설","","1"
"A0668","문경시재가노인통합지원센터","010401","재가노인복지시설","","1"
"A0670","수경재가노인돌봄센터","010401","재가노인복지시설","","1"
"A0672","효성재가노인돌봄센터","010401","재가노인복지시설","","1"
"A0673","순천향림실버빌","010201","노인의료복지시설","","1"
"A0674","우리너싱홈","010201","노인의료복지시설","","1"
"A0676","한울타리노인돌봄지원플랫폼","010401","재가노인복지시설","","1"
"A0681","한국시니어협회노인복지센터","010401","재가노인복지시설","","1"
"A0682","사랑요양원","010201","노인의료복지시설","","1"
"A0684","사랑의마을","010201","노인의료복지시설","","1"
"A0685","군포사랑의손길 노인복지센터","010401","재가노인복지시설","","1"
"A0686","사랑의 집","010101","노인주거복지시설","","1"
"A0691","부산시 노인복지관 재가노인지원서비스센터","010401","재가노인복지시설","","1"
"A0692","산청인애노인통합지원센터","010401","재가노인복지시설","","1"
"A0694","감천장기요양센터","010401","재가노인복지시설","","1"
"A0696","삼산재가노인지원서비스센터","010401","재가노인복지시설","","1"
"A0697","전라북도노인보호전문기관","010501","노인보호전문기관","","1"
"A0698","엘림복지타운 노인요양원","010201","노인의료복지시설","","1"
"A0699","평안의집","010201","노인의료복지시설","","1"
"A0700","효경원","010101","노인주거복지시설","","1"
"A0701","밝은집","010201","노인의료복지시설","","1"
"A0703","진천원광은혜의 집","010201","노인의료복지시설","","1"
"A0705","나주까리따스노인복지센터","010401","재가노인복지시설","","1"
"A0707","목동종합사회복지관병설목동데이케어센터","010401","재가노인복지시설","","1"
"A0708","진도카리타스노인복지센타","010401","재가노인복지시설","","1"
"A0709","참사랑재가노인통합지원센터","010401","재가노인복지시설","","1"
"A0710","서귀원광노인복지센터","010401","재가노인복지시설","","1"
"A0711","군위재가노인돌봄센터","010401","재가노인복지시설","","1"
"A0714","가나안재가노인돌봄센터","010401","재가노인복지시설","","1"
"A0720","신망애치매전문요양원","010201","노인의료복지시설","","1"
"A0721","기장군노인복지관","010301","노인여가복지시설","","1"
"A0723","서원노인주간보호센터","010401","재가노인복지시설","","1"
"A0724","서초구립양재노인종합복지관","010301","노인여가복지시설","","1"
"A0725","군포시노인복지관","010301","노인여가복지시설","","1"
"A0726","김해시니어클럽","010701","노인일자리지원기관","","1"
"A0730","문수실버복지관","010301","노인여가복지시설","","1"
"A0733","성바오로 안나의집","010101","노인주거복지시설","","1"
"A0735","성결재가노인지원서비스센터","010401","재가노인복지시설","","1"
"A0736","선한이웃재가노인돌봄센터","010401","재가노인복지시설","","1"
"A0737","굿패밀리주간보호센터 2호점","010401","재가노인복지시설","","1"
"A0738","서울시 서대문구 재가노인복지기관","010401","재가노인복지시설","","1"
"A0741","성모노인복지센터","010401","재가노인복지시설","","1"
"A0747","믿음의 집","010201","노인의료복지시설","","1"
"A0748","포항시니어클럽","010701","노인일자리지원기관","","1"
"A0752","파주시 은빛사랑채","010401","재가노인복지시설","","1"
"A0755","성심의 집","010102","노인주거복지시설","","1"
"A0756","이레소망의집","010201","노인의료복지시설","","1"
"A0757","성예노인복지센터","010401","재가노인복지시설","","1"
"A0759","인창실버예술대학","010303","노인여가복지시설","","1"
"A0761","새샘실버타운","010102","노인주거복지시설","","1"
