"facility_code","facility_name","facility_type_code","facility_type_name","certification_flag","facility_status_code"
"C1833","마라제2공동생활가정","030108","장애인거주시설","","1"
"C1834","천사의 집","030108","장애인거주시설","","1"
"C1835","로뎀나무","030105","장애인거주시설","","1"
"C1836","은혜의 집","030108","장애인거주시설","","1"
"C1837","영천시중증장애인자립지원센터","030203","장애인지역사회재활시설","","1"
"C1839","포항장애인공동생활가정","030108","장애인거주시설","","1"
"C1840","포항장애인단기보호시설","030107","장애인거주시설","","1"
"C1841","포항장애인주간보호시설","030203","장애인지역사회재활시설","","1"
"C1842","창원시마산수어통역센터","030209","장애인지역사회재활시설","","1"
"C1845","경상남도농아인지원센터(경상남도수어통역센터지원본부)","030209","장애인지역사회재활시설","","1"
"C1846","나눔일터","030306","장애인직업재활시설","","1"
"C1848","경남점자정보도서관","030210","장애인지역사회재활시설","","1"
"C1849","부안군장애인생활이동지원센터","030208","장애인지역사회재활시설","","1"
"C1850","꾸미네집공동생활가정","030108","장애인거주시설","","1"
"C1853","자연치유 복지센터","030108","장애인거주시설","","1"
"C1854","세종특별자치시청각·언어장애인지원센터(수어통역센터)","030209","장애인지역사회재활시설","","1"
"C1855","충현보호작업장","030306","장애인직업재활시설","","1"
"C1856","쉴만한물가","030108","장애인거주시설","","1"
"C1858","우리집 공동생활가정","030108","장애인거주시설","","1"
"C1859","예랑의 집","030108","장애인거주시설","","1"
"C1860","나눔의 집","030108","장애인거주시설","","1"
"C1863","THE 채움","030203","장애인지역사회재활시설","","1"
"C1864","포항시중증장애인자립지원센터","030203","장애인지역사회재활시설","","1"
"C1866","라파엘의 집","030105","장애인거주시설","","1"
"C1868","행복을 만드는 집","030306","장애인직업재활시설","","1"
"C1869","무궁화 전자","030305","장애인직업재활시설","","1"
"C1870","라파엘직업재활센터","030306","장애인직업재활시설","","1"
"C1871","베데스다의집","030108","장애인거주시설","","1"
"C1873","효정비전타운","030105","장애인거주시설","","1"
"C1875","헬렌켈러의집","030108","장애인거주시설","","1"
"C1876","음성군장애인복지관 주간보호센터","030203","장애인지역사회재활시설","","1"
"C1877","경북점자도서관","030210","장애인지역사회재활시설","","1"
"C1878","강남구수어통역센터","030209","장애인지역사회재활시설","","1"
"C1879","이화보호작업장","030306","장애인직업재활시설","","1"
"C1880","논현공동생활가정","030108","장애인거주시설","","1"
"C1882","하상주간보호센터","030203","장애인지역사회재활시설","","1"
"C1883","영암자립센터","030306","장애인직업재활시설","","1"
"C1884","장애인주간보호센터 해뜨락","030203","장애인지역사회재활시설","","1"
"C1885","부산광역시시각장애인복지관","030201","장애인지역사회재활시설","","1"
"C1886","라온 홈","030108","장애인거주시설","","1"
"C1887","태규네집","030108","장애인거주시설","","1"
"C1888","한벗장애인주간보호시설","030203","장애인지역사회재활시설","","1"
"C1889","여수시시각장애인플러스지원센터","030208","장애인지역사회재활시설","","1"
"C1890","여수시 수어통역센터","030209","장애인지역사회재활시설","","1"
"C1891","행복이가득한집","030108","장애인거주시설","","1"
"C1892","임마누엘목동공동체","030108","장애인거주시설","","1"
"C1894","실로암배움울타리","030108","장애인거주시설","","1"
"C1895","오산남부장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C1897","사랑쉼터의집","030109","장애인거주시설","","1"
"C1899","강북장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C1901","경상북도장애인종합복지관봉화분관","030201","장애인지역사회재활시설","","1"
"C1903","예그리나 공동생활가정 2호","030108","장애인거주시설","","1"
"C1904","진안군장애인생활이동지원센터","030208","장애인지역사회재활시설","","1"
"C1905","진안군 수어통역센터","030209","장애인지역사회재활시설","","1"
"C1907","더숨99지원센터","030109","장애인거주시설","","1"
"C1908","여수시장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C1909","하선이네","030108","장애인거주시설","","1"
"C1911","꽃동산","030109","장애인거주시설","","1"
"C1915","중증장애인요양시설 예닮","030105","장애인거주시설","","1"
"C1916","영보직업재활센터(경남장작)","030306","장애인직업재활시설","","1"
"C1917","베다니주간보호센터","030203","장애인지역사회재활시설","","1"
"C1919","부산시각장애인복지관 부설 공동생활가정(다솜의집)","030108","장애인거주시설","","1"
"C1920","부산시각장애인복지관 부설 주간보호센터","030203","장애인지역사회재활시설","","1"
"C1921","가브리엘의집","030105","장애인거주시설","","1"
"C1922","꿈자리보금자리","030203","장애인지역사회재활시설","","1"
"C1924","해오름2호","030108","장애인거주시설","","1"
"C1925","작은자의집","030105","장애인거주시설","","1"
"C1927","성가정의 집","030105","장애인거주시설","","1"
"C1930","동천일리하우스","030105","장애인거주시설","","1"
"C1932","의왕그룹홈비(B)","030108","장애인거주시설","","1"
"C1937","사회복지법인 색동원(색동원)","030105","장애인거주시설","","1"
"C1939","늘푸른","030203","장애인지역사회재활시설","","1"
"C1945","함안군시각장애인등생활지원센터","030208","장애인지역사회재활시설","","1"
"C1946","구산원","030105","장애인거주시설","","1"
"C1947","군산시각장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C1948","예지원","030109","장애인거주시설","","1"
"C1949","경상북도장애인종합복지관의성분관","030201","장애인지역사회재활시설","","1"
"C1950","인제재활병원","030401","장애인의료재활시설","","1"
"C1951","울릉군시각장애인등생활지원센터","030208","장애인지역사회재활시설","","1"
"C1955","나눔빌","030109","장애인거주시설","","1"
"C1957","합천군 시각장애인등 생활지원센터","030208","장애인지역사회재활시설","","1"
"C1959","작은나눔의집","030108","장애인거주시설","","1"
"C1962","사랑의 집","030109","장애인거주시설","","1"
"C1963","화평의집","030109","장애인거주시설","","1"
"C1964","수성구수어통역센터","030209","장애인지역사회재활시설","","1"
"C1966","길벗 그룹홈","030108","장애인거주시설","","1"
"C1967","논산시수어통역센터","030209","장애인지역사회재활시설","","1"
"C1968","빛돌의 집","030105","장애인거주시설","","1"
"C1969","무지개주간보호센터","030203","장애인지역사회재활시설","","1"
"C1970","그루터기장애인주간보호시설","030203","장애인지역사회재활시설","","1"
"C1972","소망원","030108","장애인거주시설","","1"
"C1973","월평빌라","030105","장애인거주시설","","1"
"C1976","늘푸른마을","030105","장애인거주시설","","1"
"C1977","화순사랑의집","030109","장애인거주시설","","1"
"C1978","청목아카데미","030105","장애인거주시설","","1"
"C1979","호산나제2그룹홈","030108","장애인거주시설","","1"
"C1980","강원복지회(태백장애인근로사업장)","030305","장애인직업재활시설","","1"
"C1981","사천시장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C1985","해피빌","030108","장애인거주시설","","1"
"C1986","여수시장애인보호작업장","030306","장애인직업재활시설","","1"
"C1987","직업재활시설 어울림터","030306","장애인직업재활시설","","1"
"C1988","경상북도장애인생산품판매시설","030501","장애인생산품판매시설","","1"
"C1989","경주시 시각장애인 등 생활지원센터","030208","장애인지역사회재활시설","","1"
"C1990","창녕군시각장애인등생활지원센터","030208","장애인지역사회재활시설","","1"
"C1991","희망의 둥지","030107","장애인거주시설","","1"
"C1993","우리집","030107","장애인거주시설","","1"
"C1996","도래샘단기보호소","030107","장애인거주시설","","1"
"C1998","엠마우스금호공동생활가정","030108","장애인거주시설","","1"
"C1999","시메온의 집","030108","장애인거주시설","","1"
"C2001","무지개1호 그룹홈","030108","장애인거주시설","","1"
"C2002","앞산베네스트","030306","장애인직업재활시설","","1"
"C2003","세종빌","030109","장애인거주시설","","1"
"C2004","늘해랑","030108","장애인거주시설","","1"
"C2005","삼우보호작업장","030306","장애인직업재활시설","","1"
"C2012","미추클린센터","030306","장애인직업재활시설","","1"
"C2014","우리사랑","030105","장애인거주시설","","1"
"C2015","태백시장애인생활이동지원센터","030208","장애인지역사회재활시설","","1"
"C2016","포도밭","030108","장애인거주시설","","1"
"C2017","순례자의 집","030109","장애인거주시설","","1"
"C2018","아름드리그룹홈","030108","장애인거주시설","","1"
"C2021","예은의 집","030108","장애인거주시설","","1"
"C2022","샤론의집","030109","장애인거주시설","","1"
"C2024","해남군수어통역센터","030209","장애인지역사회재활시설","","1"
"C2027","평화마을사랑의집","030105","장애인거주시설","","1"
"C2028","느루","030306","장애인직업재활시설","","1"
"C2030","(사)한국농아인협회 충남협회 부설 충청남도수어통역센터지원본부","030209","장애인지역사회재활시설","","1"
"C2031","순천시장애인주간이용센터","030203","장애인지역사회재활시설","","1"
"C2033","나눔공동체","030108","장애인거주시설","","1"
"C2034","선린원","030107","장애인거주시설","","1"
"C2036","거창군삶의쉼터장애인복지관","030201","장애인지역사회재활시설","","1"
"C2039","해밀도서관","030210","장애인지역사회재활시설","","1"
"C2041","송암점자도서관","030210","장애인지역사회재활시설","","1"
"C2042","잔디네집","030108","장애인거주시설","","1"
"C2043","푸른터","030108","장애인거주시설","","1"
"C2044","푸른터2호","030108","장애인거주시설","","1"
"C2045","푸른터3호","030108","장애인거주시설","","1"
"C2046","대덕구장애인종합복지관 주간이용센터","030203","장애인지역사회재활시설","","1"
"C2047","강서뇌성마비복지관","030201","장애인지역사회재활시설","","1"
"C2048","희망나눔주간보호센터","030203","장애인지역사회재활시설","","1"
"C2049","부천시수어통역센터","030209","장애인지역사회재활시설","","1"
"C2050","그라나다보호작업센터","030306","장애인직업재활시설","","1"
"C2052","섬돌","030108","장애인거주시설","","1"
"C2054","성주군시각장애인등생활지원센터","030208","장애인지역사회재활시설","","1"
"C2055","금산군시각장애인 등 생활지원센터","030208","장애인지역사회재활시설","","1"
"C2057","강서희망의집","030107","장애인거주시설","","1"
"C2058","주간보호센터 햇볕교실","030203","장애인지역사회재활시설","","1"
"C2059","기쁜우리보호작업장","030306","장애인직업재활시설","","1"
"C2063","밀알베이커리","030306","장애인직업재활시설","","1"
"C2065","해피타운","030105","장애인거주시설","","1"
"C2066","강서구휴먼희망일터","030306","장애인직업재활시설","","1"
"C2068","다복스위트홈","030108","장애인거주시설","","1"
"C2069","마라4공동생활가정","030108","장애인거주시설","","1"
"C2070","와로","030107","장애인거주시설","","1"
"C2071","밝은누리터(장애인주간보호센터)","030203","장애인지역사회재활시설","","1"
"C2072","양지골장애인주간보호시설","030203","장애인지역사회재활시설","","1"
"C2073","리드릭","030306","장애인직업재활시설","","1"
"C2074","마포구립장애인직업재활센터(수아밀)","030306","장애인직업재활시설","","1"
"C2076","우리마을 공동생활가정 1호","030108","장애인거주시설","","1"
"C2078","강남세움주간보호센터","030203","장애인지역사회재활시설","","1"
"C2079","마산시각장애인 등 생활지원센터","030208","장애인지역사회재활시설","","1"
"C2080","안성시 장애아재활치료교육센터","030213","장애인지역사회재활시설","","1"
"C2081","꿈마을 보호작업장","030306","장애인직업재활시설","","1"
"C2082","대덕구수어통역센터","030209","장애인지역사회재활시설","","1"
"C2087","화곡성모공동생활가정","030108","장애인거주시설","","1"
"C2088","모퉁이보호작업장","030306","장애인직업재활시설","","1"
"C2089","선주원","030108","장애인거주시설","","1"
"C2091","아라네 공동생활가정","030108","장애인거주시설","","1"
"C2092","강남장애인복지관","030201","장애인지역사회재활시설","","1"
"C2093","부산광역시 서구 수어통역센터","030209","장애인지역사회재활시설","","1"
"C2094","동두천시장애인자립생활지원센터","030212","장애인지역사회재활시설","","1"
"C2095","옥수","030108","장애인거주시설","","1"
"C2096","헬렌의집 장애인단기보호시설","030107","장애인거주시설","","1"
"C2097","단양군수어통역센터","030209","장애인지역사회재활시설","","1"
"C2098","로사리아 공동생활가정","030108","장애인거주시설","","1"
"C2099","한결이네집","030108","장애인거주시설","","1"
"C2100","요셉의 집","030108","장애인거주시설","","1"
"C2101","우리집 주간보호","030203","장애인지역사회재활시설","","1"
"C2102","꿈손단기거주시설","030107","장애인거주시설","","1"
"C2103","동래구장애인복지관","030201","장애인지역사회재활시설","","1"
"C2104","참샘동산","030109","장애인거주시설","","1"
"C2105","금천구수어통역센터","030209","장애인지역사회재활시설","","1"
"C2106","가람","030105","장애인거주시설","","1"
"C2107","메아리주간보호시설","030203","장애인지역사회재활시설","","1"
"C2108","메아리보람의터","030306","장애인직업재활시설","","1"
"C2109","봉화군수어통역센터","030209","장애인지역사회재활시설","","1"
"C2110","사랑의집 에덴","030109","장애인거주시설","","1"
"C2111","시각장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C2112","동대문구수어통역센터","030209","장애인지역사회재활시설","","1"
"C2113","불이원","030105","장애인거주시설","","1"
"C2115","신장장애인주간활동센터","030203","장애인지역사회재활시설","","1"
"C2117","완주군수어통역센터","030209","장애인지역사회재활시설","","1"
"C2119","서천군 시각장애인 등 생활지원센터","030208","장애인지역사회재활시설","","1"
"C2120","아회장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C2121","체리동산공동생활가정2호","030108","장애인거주시설","","1"
"C2122","온정그룹홈","030108","장애인거주시설","","1"
"C2123","(사)제주특별자치도지적발달장애인복지협회 서귀포시지부 부설 서귀포주간보호센터","030203","장애인지역사회재활시설","","1"
"C2124","덕암","030105","장애인거주시설","","1"
"C2127","손수레 공동생활가정","030108","장애인거주시설","","1"
"C2128","주사랑 쉼터","030108","장애인거주시설","","1"
"C2129","꿈의 동산","030109","장애인거주시설","","1"
"C2130","남양주장애인자립생활센터","030212","장애인지역사회재활시설","","1"
"C2131","동해시장애요양원","030105","장애인거주시설","","1"
"C2132","행복한 남촌마을","030105","장애인거주시설","","1"
"C2133","에벤에셀의집","030108","장애인거주시설","","1"
"C2135","샬롬의 집","030109","장애인거주시설","","1"
"C2136","논산시장애인주간보호시설","030203","장애인지역사회재활시설","","1"
"C2137","새터공동체","030108","장애인거주시설","","1"
"C2138","전북특별자치도점자도서관","030210","장애인지역사회재활시설","","1"
"C2141","하동군 시각장애인 등 생활지원센터","030208","장애인지역사회재활시설","","1"
"C2142","대전광역시립체육재활원","030206","장애인지역사회재활시설","","1"
"C2144","천사의집","030109","장애인거주시설","","1"
"C2145","청각언어장애인주간이용시설","030203","장애인지역사회재활시설","","1"
"C2146","정림발달장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C2147","임실군장애인생활이동지원센터","030208","장애인지역사회재활시설","","1"
"C2148","한사랑","030108","장애인거주시설","","1"
"C2149","충남서부장애인종합복지관 공동생활가정","030108","장애인거주시설","","1"
"C2150","충남서부장애인종합복지관 주간보호시설","030203","장애인지역사회재활시설","","1"
"C2151","충청남도 장애인생산품 판매시설","030501","장애인생산품판매시설","","1"
"C2153","군산장애인종합복지관주간보호센터","030203","장애인지역사회재활시설","","1"
"C2154","막달레나의 집","030108","장애인거주시설","","1"
"C2156","지구촌마을","030109","장애인거주시설","","1"
"C2157","해랑루리&amp;푸른나래교실","030203","장애인지역사회재활시설","","1"
"C2161","동악포장재사업소","030305","장애인직업재활시설","","1"
"C2165","유일사랑의집","030109","장애인거주시설","","1"
"C2166","낮은자의집","030108","장애인거주시설","","1"
"C2167","헬렌의 집","030107","장애인거주시설","","1"
"C2170","희망의집주간보호센터","030203","장애인지역사회재활시설","","1"
"C2171","파랑새장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C2172","경상남도장애인생산품판매시설","030501","장애인생산품판매시설","","1"
"C2173","팽성장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C2174","마창밀알 공동생활가정","030108","장애인거주시설","","1"
"C2176","아카펠라주간보호센터","030203","장애인지역사회재활시설","","1"
"C2180","가톨릭사회복지회 나눔터","030108","장애인거주시설","","1"
"C2181","서귀포시각장애인 주간보호시설","030203","장애인지역사회재활시설","","1"
"C2182","북구장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C2183","디딤돌공동생활가정","030108","장애인거주시설","","1"
"C2184","맑은동산단기보호센터","030107","장애인거주시설","","1"
"C2185","초록반디의집","030108","장애인거주시설","","1"
"C2186","동산그룹홈","030108","장애인거주시설","","1"
"C2187","푸른동산보호작업장","030306","장애인직업재활시설","","1"
"C2188","이천시장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C2189","하늘채","030105","장애인거주시설","","1"
"C2190","다애공동체","030109","장애인거주시설","","1"
"C2192","나사함발달장애인복지관","030201","장애인지역사회재활시설","","1"
"C2193","보배로운집","030109","장애인거주시설","","1"
"C2194","역삼주간보호센터","030203","장애인지역사회재활시설","","1"
"C2195","해피스쿨","030105","장애인거주시설","","1"
"C2196","만덕장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C2199","똘레랑스","030306","장애인직업재활시설","","1"
"C2200","혜인주간보호센터","030203","장애인지역사회재활시설","","1"
"C2201","마로니에공동생활가정","030108","장애인거주시설","","1"
"C2202","참샘마루","030107","장애인거주시설","","1"
"C2203","마르따의집","030108","장애인거주시설","","1"
"C2204","영락주간보호센터","030203","장애인지역사회재활시설","","1"
"C2206","북구장애인종합복지관 주간보호센터","030203","장애인지역사회재활시설","","1"
"C2207","성모주간보호센터","030203","장애인지역사회재활시설","","1"
"C2208","혜림공동생활가정5호","030108","장애인거주시설","","1"
"C2210","애호의 집","030108","장애인거주시설","","1"
"C2211","릴리공동생활가정4호","030108","장애인거주시설","","1"
"C2212","우리마을 공동생활가정 4호","030108","장애인거주시설","","1"
"C2213","마리아 장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C2214","성진그룹홈","030108","장애인거주시설","","1"
"C2215","해든솔직업지원센터","030306","장애인직업재활시설","","1"
"C2216","영동군장애인복지관","030201","장애인지역사회재활시설","","1"
"C2217","프란치스코의집","030108","장애인거주시설","","1"
"C2220","진도군시각장애인플러스지원센터","030208","장애인지역사회재활시설","","1"
"C2221","대명","030306","장애인직업재활시설","","1"
"C2222","해오름의집","030109","장애인거주시설","","1"
"C2223","지앤지주간보호센터","030203","장애인지역사회재활시설","","1"
"C2224","늘 푸른 집","030108","장애인거주시설","","1"
"C2225","동대문시각특화장애인복지관","030201","장애인지역사회재활시설","","1"
"C2226","성민 그룹홈","030108","장애인거주시설","","1"
"C2227","파란마음주간보호센터","030203","장애인지역사회재활시설","","1"
"C2231","나포길벗공동체","030109","장애인거주시설","","1"
"C2232","월곡홀더공동생활가정","030108","장애인거주시설","","1"
"C2233","로뎀직업재활센터","030306","장애인직업재활시설","","1"
"C2234","차오름주간보호센터","030203","장애인지역사회재활시설","","1"
"C2235","서천군수어통역센터","030209","장애인지역사회재활시설","","1"
"C2236","구립용산장애인복지관","030201","장애인지역사회재활시설","","1"
"C2239","서초구립 한우리정보문화센터","030201","장애인지역사회재활시설","","1"
"C2240","포항바이오파크","030305","장애인직업재활시설","","1"
"C2241","다니엘의집4호","030108","장애인거주시설","","1"
"C2242","완주군희망발전소 1호점","030306","장애인직업재활시설","","1"
"C2244","남양그룹홈 B","030108","장애인거주시설","","1"
"C2245","남양그룹홈 C","030108","장애인거주시설","","1"
"C2246","하은의 집","030109","장애인거주시설","","1"
"C2247","광주광역시시각장애인복지관","030201","장애인지역사회재활시설","","1"
"C2248","사랑모아주간보호센터","030203","장애인지역사회재활시설","","1"
"C2249","자오쉼터A","030108","장애인거주시설","","1"
"C2250","상상공동생활가정","030108","장애인거주시설","","1"
"C2251","자광원","030105","장애인거주시설","","1"
"C2252","함평군장애인보호작업장","030306","장애인직업재활시설","","1"
"C2253","신곡동산","030109","장애인거주시설","","1"
"C2254","반디누리작업장","030306","장애인직업재활시설","","1"
"C2256","하나원","030107","장애인거주시설","","1"
"C2257","광양주간이용시설","030203","장애인지역사회재활시설","","1"
"C2259","창녕군수어통역센터","030209","장애인지역사회재활시설","","1"
"C2260","사랑누리 공동생활가정","030108","장애인거주시설","","1"
"C2263","세하단기보호센터","030107","장애인거주시설","","1"
"C2264","정선군수어통역센터","030209","장애인지역사회재활시설","","1"
"C2266","사회복지법인해와달재단 미소단기보호센터","030107","장애인거주시설","","1"
"C2267","에셀그룹홈","030108","장애인거주시설","","1"
"C2268","백향그룹홈","030108","장애인거주시설","","1"
"C2269","함께사는사람들장애인보호작업장","030306","장애인직업재활시설","","1"
"C2274","행복한 집","030108","장애인거주시설","","1"
"C2277","창원시 재활교재대출센터","030213","장애인지역사회재활시설","","1"
"C2279","새날","030306","장애인직업재활시설","","1"
"C2280","성민복지관","030201","장애인지역사회재활시설","","1"
"C2281","대구시희망드리보호작업장(희망DRI)","030306","장애인직업재활시설","","1"
"C2282","반여장애인주간보호시설","030203","장애인지역사회재활시설","","1"
"C2283","사천시장애인보호작업장","030306","장애인직업재활시설","","1"
"C2284","서부장애인복지관","030201","장애인지역사회재활시설","","1"
"C2286","연천군 시각장애인 등 생활지원센터","030208","장애인지역사회재활시설","","1"
"C2287","충북재활원 기쁨의집","030108","장애인거주시설","","1"
"C2288","희망자리 1호","030108","장애인거주시설","","1"
"C2289","사랑이가득한집","030203","장애인지역사회재활시설","","1"
"C2293","햇살자리","030109","장애인거주시설","","1"
"C2294","참일터","030306","장애인직업재활시설","","1"
"C5036","기쁜우리복지관","030201","장애인지역사회재활시설","","1"
"C5044","강북장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5102","삼성소리샘복지관","030201","장애인지역사회재활시설","","1"
"C5106","서울시립뇌성마비복지관","030201","장애인지역사회재활시설","","1"
"C5107","서울시립상이군경복지관","030201","장애인지역사회재활시설","","1"
"C5161","서울장애인종합복지관보호작업장","030306","장애인직업재활시설","","1"
"C5162","성동장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5163","성북시각장애인복지관","030201","장애인지역사회재활시설","","1"
"C5164","실로암행복누리","030203","장애인지역사회재활시설","","1"
"C5165","에덴장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5236","정립회관","030201","장애인지역사회재활시설","","1"
"C5240","한국시각장애인복지관","030201","장애인지역사회재활시설","","1"
"C5324","부산뇌병변복지관","030201","장애인지역사회재활시설","","1"
"C5327","대구청각·언어장애인복지관","030201","장애인지역사회재활시설","","1"
"C5346","광양시 광양장애인복지관","030201","장애인지역사회재활시설","","1"
"C5393","울산광역시장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5394","광명장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5397","성남시장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5398","안양시관악장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5399","에바다장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5457","성분도복지관","030201","장애인지역사회재활시설","","1"
"C5458","늘해랑보호작업장","030306","장애인직업재활시설","","1"
"C5462","안산시장애인복지관","030201","장애인지역사회재활시설","","1"
"C5464","서산시장애인복지관","030201","장애인지역사회재활시설","","1"
"C5466","예산군장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5467","충남서부장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5474","순천시장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5544","제주시각장애인복지관","030201","장애인지역사회재활시설","","1"
"C5545","양천해누리복지관","030201","장애인지역사회재활시설","","1"
"C5546","사상구장애인복지관","030201","장애인지역사회재활시설","","1"
"C5548","유성구장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5549","시흥장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C5551","음성군장애인복지관","030201","장애인지역사회재활시설","","1"
"C5553","진해장애인복지관","030201","장애인지역사회재활시설","","1"
"C6052","실로암시각장애인복지관","030201","장애인지역사회재활시설","","1"
"C6101","의정부시장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C6310","대전광역시립장애인복지관주간보호","030203","장애인지역사회재활시설","","1"
"C6311","춘천시장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C6314","서부장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C6400","정읍시장애인복지관","030201","장애인지역사회재활시설","","1"
"C6409","익산시장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C6423","도담도담","030203","장애인지역사회재활시설","","1"
"C6425","동구장애인주간이용시설","030203","장애인지역사회재활시설","","1"
"C6444","민들레집","030203","장애인지역사회재활시설","","1"
"C6460","사랑울타리","030203","장애인지역사회재활시설","","1"
"C6461","사랑의 동산","030203","장애인지역사회재활시설","","1"
"C6469","상리장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C6473","샘터 주간활동센터","030203","장애인지역사회재활시설","","1"
"C6474","서구장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C6475","서구장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C6476","서대문장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C6481","대전장애인생산품판매시설","030501","장애인생산품판매시설","","1"
"C6546","성남시장애인복합사업장","030305","장애인직업재활시설","","1"
"C6554","서문장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C6555","성요셉장애인주간보호센타","030203","장애인지역사회재활시설","","1"
"C6557","해나무일터","030306","장애인직업재활시설","","1"
"C6562","시흥장애인종합복지관 부설 장애인주간이용시설","030203","장애인지역사회재활시설","","1"
"C6565","아띠 장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C6578","연꽃아이들장애인주간보호시설","030203","장애인지역사회재활시설","","1"
"C6586","요한의 집","030203","장애인지역사회재활시설","","1"
"C6592","의왕시장애인주간보호시설","030203","장애인지역사회재활시설","","1"
"C6638","연수허브 주간보호센터","030203","장애인지역사회재활시설","","1"
"C6653","정읍시장애인주간이용센터","030203","장애인지역사회재활시설","","1"
"C6654","수원시정자동장애인주간이용시설","030203","장애인지역사회재활시설","","1"
"C6658","중구장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C6662","참사랑장애인주간보호센타","030203","장애인지역사회재활시설","","1"
"C6667","장애인주간보호센터청락원","030203","장애인지역사회재활시설","","1"
"C6669","충청북도 장애인종합복지관","030201","장애인지역사회재활시설","","1"
"C6670","큰빛장애인주간이용시설","030203","장애인지역사회재활시설","","1"
"C6671","탐라장애인 주간보호시설","030203","장애인지역사회재활시설","","1"
"C6674","파랑새장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C6677","합정장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C6682","노아","030107","장애인거주시설","","1"
"C6683","하남시장애인주간보호시설","030203","장애인지역사회재활시설","","1"
"C6684","하늘동산","030203","장애인지역사회재활시설","","1"
"C6685","하상장애인복지관","030201","장애인지역사회재활시설","","1"
"C6705","해냄장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C6708","혜원장애인종합복지관장애인주간보호시설","030203","장애인지역사회재활시설","","1"
"C6711","화니장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C6712","황금장애인주간보호센터","030203","장애인지역사회재활시설","","1"
"C6713","이천시장애인주간보호시설 효양동산","030203","장애인지역사회재활시설","","1"
"C6714","희망의학교","030203","장애인지역사회재활시설","","1"
"C6719","우림누리","030107","장애인거주시설","","1"
"C6720","광주시장애인단기보호시설(북부권)","030107","장애인거주시설","","1"
"C6727","라파엘의 집","030107","장애인거주시설","","1"
"C6729","반딧불단기보호센터","030107","장애인거주시설","","1"
"C6734","사랑의쉼터","030107","장애인거주시설","","1"
"C6746","마리아의집","030107","장애인거주시설","","1"
"C6753","연수허브 단기보호센터","030107","장애인거주시설","","1"
"C6755","진주소담마을","030107","장애인거주시설","","1"
"C6756","창인직업재활시설","030306","장애인직업재활시설","","1"
"C6782","가온의집","030108","장애인거주시설","","1"
"C6805","구리시공동생활가정(여)","030108","장애인거주시설","","1"
"C6818","나무와 새","030108","장애인거주시설","","1"
"C6821","더불어남구장애인공동생활가정","030108","장애인거주시설","","1"
"C6822","기분좋은그룹홈2","030108","장애인거주시설","","1"
"C6851","다운인의 집","030108","장애인거주시설","","1"
"C6852","다움장애인공동생활가정","030108","장애인거주시설","","1"
"C6853","장애인공동생활가정 다움이네집","030108","장애인거주시설","","1"
"C6866","들마꽃","030108","장애인거주시설","","1"
"C6869","마가렛홈","030108","장애인거주시설","","1"
"C6872","메아리공동생활가정","030108","장애인거주시설","","1"
"C6873","명도복지관 단기보호센터","030107","장애인거주시설","","1"
"C6875","무지개홈","030108","장애인거주시설","","1"
"C6878","민들레집","030108","장애인거주시설","","1"
"C6879","민들레집","030108","장애인거주시설","","1"
