법정동코드,기준연월,시도명,시군구명,읍면동명,리명,전체세대수,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인이상세대
1111010100,2026-06-30,서울특별시,종로구,청운동,,831,185,215,188,180,42,15,4,1,1,0
1111010200,2026-06-30,서울특별시,종로구,신교동,,580,238,135,104,76,21,6,0,0,0,0
1111010300,2026-06-30,서울특별시,종로구,궁정동,,109,68,11,17,8,4,1,0,0,0,0
1111010400,2026-06-30,서울특별시,종로구,효자동,,225,88,51,45,30,5,6,0,0,0,0
1111010500,2026-06-30,서울특별시,종로구,창성동,,189,96,43,27,19,3,1,0,0,0,0
1111010600,2026-06-30,서울특별시,종로구,통의동,,176,123,20,17,10,1,1,3,0,0,1
1111010700,2026-06-30,서울특별시,종로구,적선동,,12,5,4,2,1,0,0,0,0,0,0
1111010800,2026-06-30,서울특별시,종로구,통인동,,328,167,78,44,30,5,4,0,0,0,0
1111010900,2026-06-30,서울특별시,종로구,누상동,,1333,495,331,280,170,46,5,3,2,1,0
1111011000,2026-06-30,서울특별시,종로구,누하동,,345,158,92,53,22,17,3,0,0,0,0
1111011100,2026-06-30,서울특별시,종로구,옥인동,,900,387,254,160,74,17,5,2,0,1,0
1111011200,2026-06-30,서울특별시,종로구,체부동,,387,230,80,42,27,7,0,0,0,0,1
1111011300,2026-06-30,서울특별시,종로구,필운동,,482,262,90,65,49,13,2,1,0,0,0
1111011400,2026-06-30,서울특별시,종로구,내자동,,50,34,11,4,1,0,0,0,0,0,0
1111011500,2026-06-30,서울특별시,종로구,사직동,,1389,548,315,276,187,46,11,4,1,0,1
1111011700,2026-06-30,서울특별시,종로구,당주동,,133,49,35,32,13,3,0,1,0,0,0
1111011800,2026-06-30,서울특별시,종로구,내수동,,1534,896,280,195,121,32,6,2,2,0,0
1111012000,2026-06-30,서울특별시,종로구,신문로1가,,36,17,10,5,3,0,1,0,0,0,0
1111012100,2026-06-30,서울특별시,종로구,신문로2가,,376,212,83,36,39,4,1,0,0,0,1
1111012200,2026-06-30,서울특별시,종로구,청진동,,57,54,2,1,0,0,0,0,0,0,0
1111012300,2026-06-30,서울특별시,종로구,서린동,,2,2,0,0,0,0,0,0,0,0,0
1111012400,2026-06-30,서울특별시,종로구,수송동,,186,130,41,10,3,1,1,0,0,0,0
1111012500,2026-06-30,서울특별시,종로구,중학동,,3,2,1,0,0,0,0,0,0,0,0
1111012600,2026-06-30,서울특별시,종로구,종로1가,,72,50,16,3,3,0,0,0,0,0,0
1111012700,2026-06-30,서울특별시,종로구,공평동,,1,1,0,0,0,0,0,0,0,0,0
1111012800,2026-06-30,서울특별시,종로구,관훈동,,61,50,8,1,2,0,0,0,0,0,0
1111012900,2026-06-30,서울특별시,종로구,견지동,,127,78,11,17,11,5,3,2,0,0,0
1111013000,2026-06-30,서울특별시,종로구,와룡동,,58,42,9,4,3,0,0,0,0,0,0
1111013100,2026-06-30,서울특별시,종로구,권농동,,57,34,13,5,5,0,0,0,0,0,0
1111013200,2026-06-30,서울특별시,종로구,운니동,,100,77,9,8,4,2,0,0,0,0,0
1111013300,2026-06-30,서울특별시,종로구,익선동,,730,575,85,38,24,6,2,0,0,0,0
1111013400,2026-06-30,서울특별시,종로구,경운동,,197,160,27,6,4,0,0,0,0,0,0
1111013500,2026-06-30,서울특별시,종로구,관철동,,297,285,7,3,1,0,1,0,0,0,0
1111013600,2026-06-30,서울특별시,종로구,인사동,,56,46,6,4,0,0,0,0,0,0,0
1111013700,2026-06-30,서울특별시,종로구,낙원동,,604,479,68,36,16,4,0,0,0,0,1
1111013800,2026-06-30,서울특별시,종로구,종로2가,,65,65,0,0,0,0,0,0,0,0,0
1111013900,2026-06-30,서울특별시,종로구,팔판동,,120,49,29,23,14,2,1,2,0,0,0
1111014000,2026-06-30,서울특별시,종로구,삼청동,,603,321,130,74,55,19,4,0,0,0,0
1111014100,2026-06-30,서울특별시,종로구,안국동,,123,66,27,11,12,5,1,1,0,0,0
1111014200,2026-06-30,서울특별시,종로구,소격동,,49,16,12,10,8,2,1,0,0,0,0
1111014300,2026-06-30,서울특별시,종로구,화동,,86,34,28,14,8,2,0,0,0,0,0
1111014400,2026-06-30,서울특별시,종로구,사간동,,68,40,16,8,3,1,0,0,0,0,0
1111014600,2026-06-30,서울특별시,종로구,가회동,,461,237,101,65,46,9,3,0,0,0,0
1111014700,2026-06-30,서울특별시,종로구,재동,,44,25,11,6,0,2,0,0,0,0,0
1111014800,2026-06-30,서울특별시,종로구,계동,,444,221,89,70,47,8,5,2,1,0,1
1111014900,2026-06-30,서울특별시,종로구,원서동,,851,416,186,151,68,21,8,0,1,0,0
1111015100,2026-06-30,서울특별시,종로구,묘동,,20,18,2,0,0,0,0,0,0,0,0
1111015200,2026-06-30,서울특별시,종로구,봉익동,,37,26,7,3,0,0,1,0,0,0,0
1111015300,2026-06-30,서울특별시,종로구,돈의동,,730,706,15,5,3,1,0,0,0,0,0
1111015400,2026-06-30,서울특별시,종로구,장사동,,60,51,6,1,1,1,0,0,0,0,0
1111015500,2026-06-30,서울특별시,종로구,관수동,,334,318,11,1,3,1,0,0,0,0,0
1111015600,2026-06-30,서울특별시,종로구,종로3가,,120,117,3,0,0,0,0,0,0,0,0
1111015700,2026-06-30,서울특별시,종로구,인의동,,529,250,93,105,58,16,4,2,1,0,0
1111015800,2026-06-30,서울특별시,종로구,예지동,,20,16,1,3,0,0,0,0,0,0,0
1111015900,2026-06-30,서울특별시,종로구,원남동,,372,301,44,19,6,1,0,0,1,0,0
1111016000,2026-06-30,서울특별시,종로구,연지동,,909,837,45,14,8,4,1,0,0,0,0
1111016100,2026-06-30,서울특별시,종로구,종로4가,,13,10,2,0,1,0,0,0,0,0,0
1111016200,2026-06-30,서울특별시,종로구,효제동,,707,598,78,21,7,3,0,0,0,0,0
1111016300,2026-06-30,서울특별시,종로구,종로5가,,205,184,17,3,1,0,0,0,0,0,0
1111016400,2026-06-30,서울특별시,종로구,종로6가,,272,165,57,30,18,1,0,1,0,0,0
1111016500,2026-06-30,서울특별시,종로구,이화동,,998,625,190,111,51,16,2,3,0,0,0
1111016600,2026-06-30,서울특별시,종로구,연건동,,1338,1054,164,65,41,12,1,1,0,0,0
1111016700,2026-06-30,서울특별시,종로구,충신동,,1631,957,345,184,114,26,3,2,0,0,0
1111016800,2026-06-30,서울특별시,종로구,동숭동,,2148,1331,410,238,136,20,11,0,1,1,0
1111016900,2026-06-30,서울특별시,종로구,혜화동,,1731,994,316,210,154,41,11,3,1,0,1
1111017000,2026-06-30,서울특별시,종로구,명륜1가,,2297,1333,406,277,220,45,11,4,1,0,0
1111017100,2026-06-30,서울특별시,종로구,명륜2가,,1648,967,265,216,151,35,12,0,2,0,0
1111017200,2026-06-30,서울특별시,종로구,명륜4가,,513,369,70,49,19,2,2,0,0,0,2
1111017300,2026-06-30,서울특별시,종로구,명륜3가,,3115,2294,457,196,115,37,15,0,0,0,1
1111017400,2026-06-30,서울특별시,종로구,창신동,,9252,4649,2273,1329,757,189,47,3,5,0,0
1111017500,2026-06-30,서울특별시,종로구,숭인동,,10074,6682,1792,926,531,114,24,4,1,0,0
1111017600,2026-06-30,서울특별시,종로구,교남동,,181,24,41,56,49,10,1,0,0,0,0
1111017700,2026-06-30,서울특별시,종로구,평동,,557,88,141,190,117,16,3,1,1,0,0
1111017800,2026-06-30,서울특별시,종로구,송월동,,314,46,91,92,60,19,2,3,0,1,0
1111017900,2026-06-30,서울특별시,종로구,홍파동,,602,137,164,148,129,20,4,0,0,0,0
1111018000,2026-06-30,서울특별시,종로구,교북동,,484,228,119,74,53,7,3,0,0,0,0
1111018100,2026-06-30,서울특별시,종로구,행촌동,,2199,1140,547,285,187,34,6,0,0,0,0
1111018200,2026-06-30,서울특별시,종로구,구기동,,2239,628,616,463,376,118,26,8,3,1,0
1111018300,2026-06-30,서울특별시,종로구,평창동,,4848,1615,1303,981,673,198,57,12,8,0,1
1111018400,2026-06-30,서울특별시,종로구,부암동,,1914,843,494,299,195,58,21,3,1,0,0
1111018500,2026-06-30,서울특별시,종로구,홍지동,,787,362,208,124,60,24,6,3,0,0,0
1111018600,2026-06-30,서울특별시,종로구,신영동,,1401,469,341,303,216,51,12,4,3,1,1
1111018700,2026-06-30,서울특별시,종로구,무악동,,2967,701,772,740,583,143,20,6,0,1,1
1114010100,2026-06-30,서울특별시,중구,무교동,,6,5,1,0,0,0,0,0,0,0,0
1114010200,2026-06-30,서울특별시,중구,다동,,33,29,3,0,1,0,0,0,0,0,0
1114010300,2026-06-30,서울특별시,중구,태평로1가,,3,2,1,0,0,0,0,0,0,0,0
1114010500,2026-06-30,서울특별시,중구,을지로2가,,43,39,2,0,2,0,0,0,0,0,0
1114010700,2026-06-30,서울특별시,중구,삼각동,,3,1,2,0,0,0,0,0,0,0,0
1114010900,2026-06-30,서울특별시,중구,장교동,,2,2,0,0,0,0,0,0,0,0,0
1114011100,2026-06-30,서울특별시,중구,소공동,,1,1,0,0,0,0,0,0,0,0,0
1114011200,2026-06-30,서울특별시,중구,남창동,,227,148,39,26,11,3,0,0,0,0,0
1114011300,2026-06-30,서울특별시,중구,북창동,,120,107,11,1,0,1,0,0,0,0,0
1114011400,2026-06-30,서울특별시,중구,태평로2가,,50,48,1,1,0,0,0,0,0,0,0
1114011500,2026-06-30,서울특별시,중구,남대문로2가,,1,1,0,0,0,0,0,0,0,0,0
1114011600,2026-06-30,서울특별시,중구,남대문로3가,,8,8,0,0,0,0,0,0,0,0,0
1114011700,2026-06-30,서울특별시,중구,남대문로4가,,3,2,1,0,0,0,0,0,0,0,0
1114011800,2026-06-30,서울특별시,중구,남대문로5가,,412,319,36,40,13,3,0,1,0,0,0
1114011900,2026-06-30,서울특별시,중구,봉래동1가,,8,7,0,1,0,0,0,0,0,0,0
1114012100,2026-06-30,서울특별시,중구,회현동1가,,1632,862,359,231,129,33,10,6,2,0,0
1114012200,2026-06-30,서울특별시,중구,회현동2가,,395,160,110,75,39,7,3,0,0,1,0
1114012300,2026-06-30,서울특별시,중구,회현동3가,,31,28,2,0,1,0,0,0,0,0,0
1114012400,2026-06-30,서울특별시,중구,충무로1가,,7,5,1,1,0,0,0,0,0,0,0
1114012500,2026-06-30,서울특별시,중구,충무로2가,,228,208,13,4,2,0,0,1,0,0,0
1114012600,2026-06-30,서울특별시,중구,명동1가,,4,4,0,0,0,0,0,0,0,0,0
1114012700,2026-06-30,서울특별시,중구,명동2가,,50,44,2,2,0,0,0,1,0,0,1
1114012800,2026-06-30,서울특별시,중구,남산동1가,,93,71,12,4,6,0,0,0,0,0,0
1114012900,2026-06-30,서울특별시,중구,남산동2가,,328,236,50,24,14,2,2,0,0,0,0
1114013000,2026-06-30,서울특별시,중구,남산동3가,,24,18,5,0,1,0,0,0,0,0,0
1114013100,2026-06-30,서울특별시,중구,저동1가,,4,4,0,0,0,0,0,0,0,0,0
1114013200,2026-06-30,서울특별시,중구,충무로4가,,678,274,164,131,79,21,7,1,1,0,0
1114013300,2026-06-30,서울특별시,중구,충무로5가,,530,462,57,7,4,0,0,0,0,0,0
1114013400,2026-06-30,서울특별시,중구,인현동2가,,847,668,119,38,14,4,3,1,0,0,0
1114013500,2026-06-30,서울특별시,중구,예관동,,16,15,1,0,0,0,0,0,0,0,0
1114013600,2026-06-30,서울특별시,중구,묵정동,,856,608,151,70,20,4,2,0,1,0,0
1114013700,2026-06-30,서울특별시,중구,필동1가,,129,96,22,6,5,0,0,0,0,0,0
1114013800,2026-06-30,서울특별시,중구,필동2가,,500,313,90,60,30,4,3,0,0,0,0
1114013900,2026-06-30,서울특별시,중구,필동3가,,641,460,103,38,31,5,3,1,0,0,0
1114014000,2026-06-30,서울특별시,중구,남학동,,22,16,3,3,0,0,0,0,0,0,0
1114014100,2026-06-30,서울특별시,중구,주자동,,21,20,1,0,0,0,0,0,0,0,0
1114014200,2026-06-30,서울특별시,중구,예장동,,412,242,85,41,30,13,0,0,0,0,1
1114014300,2026-06-30,서울특별시,중구,장충동1가,,915,512,188,112,72,22,6,0,1,1,1
1114014400,2026-06-30,서울특별시,중구,장충동2가,,1976,1460,278,118,94,19,7,0,0,0,0
1114014500,2026-06-30,서울특별시,중구,광희동1가,,307,270,28,5,4,0,0,0,0,0,0
1114014600,2026-06-30,서울특별시,중구,광희동2가,,526,359,94,43,21,8,0,0,1,0,0
1114014700,2026-06-30,서울특별시,중구,쌍림동,,417,324,57,21,10,3,2,0,0,0,0
1114014800,2026-06-30,서울특별시,중구,을지로6가,,149,121,21,4,2,1,0,0,0,0,0
1114014900,2026-06-30,서울특별시,중구,을지로7가,,31,24,5,2,0,0,0,0,0,0,0
1114015000,2026-06-30,서울특별시,중구,을지로4가,,107,97,8,2,0,0,0,0,0,0,0
1114015100,2026-06-30,서울특별시,중구,을지로5가,,251,161,53,17,12,7,1,0,0,0,0
1114015200,2026-06-30,서울특별시,중구,주교동,,203,180,16,6,0,0,1,0,0,0,0
1114015300,2026-06-30,서울특별시,중구,방산동,,29,26,2,0,0,1,0,0,0,0,0
1114015400,2026-06-30,서울특별시,중구,오장동,,614,549,51,10,3,0,0,0,1,0,0
1114015500,2026-06-30,서울특별시,중구,을지로3가,,174,163,9,2,0,0,0,0,0,0,0
1114015600,2026-06-30,서울특별시,중구,입정동,,924,510,250,116,42,5,1,0,0,0,0
1114015700,2026-06-30,서울특별시,중구,산림동,,87,54,23,8,2,0,0,0,0,0,0
1114015800,2026-06-30,서울특별시,중구,충무로3가,,229,216,8,3,1,1,0,0,0,0,0
1114015900,2026-06-30,서울특별시,중구,초동,,44,37,4,2,1,0,0,0,0,0,0
1114016000,2026-06-30,서울특별시,중구,인현동1가,,59,51,6,2,0,0,0,0,0,0,0
1114016100,2026-06-30,서울특별시,중구,저동2가,,195,167,13,5,5,5,0,0,0,0,0
1114016200,2026-06-30,서울특별시,중구,신당동,,31717,14393,8293,5004,3072,701,180,49,16,5,4
1114016300,2026-06-30,서울특별시,중구,흥인동,,1593,1147,234,111,64,25,10,2,0,0,0
1114016400,2026-06-30,서울특별시,중구,무학동,,145,112,19,10,4,0,0,0,0,0,0
1114016500,2026-06-30,서울특별시,중구,황학동,,7881,4680,1813,830,429,98,26,2,2,0,1
1114016600,2026-06-30,서울특별시,중구,서소문동,,49,39,5,4,1,0,0,0,0,0,0
1114016700,2026-06-30,서울특별시,중구,정동,,262,157,51,32,15,3,1,2,0,0,1
1114016800,2026-06-30,서울특별시,중구,순화동,,629,314,140,105,64,3,2,1,0,0,0
1114016900,2026-06-30,서울특별시,중구,의주로1가,,131,73,17,24,14,3,0,0,0,0,0
1114017100,2026-06-30,서울특별시,중구,중림동,,3457,2003,717,429,223,63,18,2,2,0,0
1114017200,2026-06-30,서울특별시,중구,의주로2가,,5,3,1,1,0,0,0,0,0,0,0
1114017300,2026-06-30,서울특별시,중구,만리동1가,,582,218,156,109,78,18,2,0,1,0,0
1114017400,2026-06-30,서울특별시,중구,만리동2가,,1826,444,512,502,302,55,8,1,0,2,0
1117010100,2026-06-30,서울특별시,용산구,후암동,,8308,4399,1864,1128,690,173,30,15,4,0,5
1117010200,2026-06-30,서울특별시,용산구,용산동2가,,4949,2882,1163,540,278,60,20,5,1,0,0
1117010300,2026-06-30,서울특별시,용산구,용산동4가,,2,2,0,0,0,0,0,0,0,0,0
1117010400,2026-06-30,서울특별시,용산구,갈월동,,1982,1337,394,155,66,24,5,1,0,0,0
1117010500,2026-06-30,서울특별시,용산구,남영동,,455,387,35,21,11,1,0,0,0,0,0
1117010700,2026-06-30,서울특별시,용산구,동자동,,2579,2090,256,131,71,23,6,1,0,0,1
1117010800,2026-06-30,서울특별시,용산구,서계동,,3127,2113,558,265,139,40,9,2,0,0,1
1117010900,2026-06-30,서울특별시,용산구,청파동1가,,3830,2092,869,478,287,83,12,5,4,0,0
1117011000,2026-06-30,서울특별시,용산구,청파동2가,,1938,1367,303,144,92,17,12,1,0,0,2
1117011100,2026-06-30,서울특별시,용산구,청파동3가,,2635,2003,367,146,87,22,10,0,0,0,0
1117011200,2026-06-30,서울특별시,용산구,원효로1가,,4196,2685,795,407,241,54,9,1,2,1,1
1117011300,2026-06-30,서울특별시,용산구,원효로2가,,1226,845,244,82,42,9,3,1,0,0,0
1117011400,2026-06-30,서울특별시,용산구,신창동,,1088,529,234,166,118,32,6,1,0,0,2
1117011500,2026-06-30,서울특별시,용산구,산천동,,1936,535,509,505,304,64,13,3,2,1,0
1117011600,2026-06-30,서울특별시,용산구,청암동,,226,48,64,47,39,14,9,2,2,1,0
1117011700,2026-06-30,서울특별시,용산구,원효로3가,,1440,1019,232,111,64,9,5,0,0,0,0
1117011800,2026-06-30,서울특별시,용산구,원효로4가,,1629,596,435,347,183,49,13,2,2,2,0
1117011900,2026-06-30,서울특별시,용산구,효창동,,4703,1762,1249,919,584,137,38,8,1,4,1
1117012000,2026-06-30,서울특별시,용산구,도원동,,2170,624,617,528,316,69,10,2,3,0,1
1117012100,2026-06-30,서울특별시,용산구,용문동,,3164,1645,767,425,252,57,13,3,1,0,1
1117012200,2026-06-30,서울특별시,용산구,문배동,,2845,1356,558,516,343,59,9,3,1,0,0
1117012300,2026-06-30,서울특별시,용산구,신계동,,1106,360,282,243,170,36,13,1,0,0,1
1117012400,2026-06-30,서울특별시,용산구,한강로1가,,1842,1128,347,199,133,23,7,2,3,0,0
1117012500,2026-06-30,서울특별시,용산구,한강로2가,,4668,3088,776,507,234,46,11,3,3,0,0
1117012600,2026-06-30,서울특별시,용산구,용산동3가,,172,126,28,12,5,1,0,0,0,0,0
1117012700,2026-06-30,서울특별시,용산구,용산동5가,,866,180,251,225,160,39,7,3,1,0,0
1117012800,2026-06-30,서울특별시,용산구,한강로3가,,3634,1442,952,697,428,80,26,7,2,0,0
1117012900,2026-06-30,서울특별시,용산구,이촌동,,12688,3061,3356,3202,2366,524,133,24,12,7,3
1117013000,2026-06-30,서울특별시,용산구,이태원동,,7765,4332,1838,908,500,140,34,9,2,1,1
1117013100,2026-06-30,서울특별시,용산구,한남동,,6947,3384,1642,1034,629,186,46,16,4,4,2
1117013200,2026-06-30,서울특별시,용산구,동빙고동,,2350,794,543,386,454,147,17,6,3,0,0
1117013300,2026-06-30,서울특별시,용산구,서빙고동,,2295,720,565,492,375,103,28,6,4,2,0
1117013400,2026-06-30,서울특별시,용산구,주성동,,413,192,114,59,33,11,3,1,0,0,0
1117013600,2026-06-30,서울특별시,용산구,보광동,,2808,1540,643,361,207,43,10,1,3,0,0
1120010100,2026-06-30,서울특별시,성동구,상왕십리동,,1583,594,329,343,261,47,5,2,1,1,0
1120010200,2026-06-30,서울특별시,성동구,하왕십리동,,12785,4349,3250,2779,1889,376,107,27,3,4,1
1120010300,2026-06-30,서울특별시,성동구,홍익동,,2015,1191,446,233,121,21,2,0,1,0,0
1120010400,2026-06-30,서울특별시,성동구,도선동,,2963,2017,503,279,126,25,10,3,0,0,0
1120010500,2026-06-30,서울특별시,성동구,마장동,,11117,5640,2546,1535,1076,232,64,19,0,1,4
1120010600,2026-06-30,서울특별시,성동구,사근동,,4430,3212,608,314,219,59,13,4,1,0,0
1120010700,2026-06-30,서울특별시,성동구,행당동,,20540,8719,4766,3790,2671,460,99,25,8,2,0
1120010800,2026-06-30,서울특별시,성동구,응봉동,,5829,1603,1524,1418,1027,211,35,5,4,2,0
1120010900,2026-06-30,서울특별시,성동구,금호동1가,,6328,2187,1717,1367,844,163,39,9,1,1,0
1120011000,2026-06-30,서울특별시,성동구,금호동2가,,4007,1330,1089,955,522,86,17,6,2,0,0
1120011100,2026-06-30,서울특별시,성동구,금호동3가,,5358,2022,1505,1036,643,121,23,6,2,0,0
1120011200,2026-06-30,서울특별시,성동구,금호동4가,,6289,2273,1733,1354,757,130,32,8,2,0,0
1120011300,2026-06-30,서울특별시,성동구,옥수동,,10723,3107,3141,2624,1465,298,70,12,4,1,1
1120011400,2026-06-30,서울특별시,성동구,성수동1가,,14341,6312,3695,2469,1511,264,66,12,10,2,0
1120011500,2026-06-30,서울특별시,성동구,성수동2가,,11983,6190,2736,1681,1059,239,60,13,4,0,1
1120011800,2026-06-30,서울특별시,성동구,송정동,,5225,3023,1115,593,398,77,15,2,2,0,0
1120012200,2026-06-30,서울특별시,성동구,용답동,,8255,5401,1595,741,399,95,18,5,0,1,0
1121510100,2026-06-30,서울특별시,광진구,중곡동,,40738,20600,10128,5726,3320,744,158,47,7,5,3
1121510200,2026-06-30,서울특별시,광진구,능동,,6348,3909,1296,632,388,82,36,4,0,0,1
1121510300,2026-06-30,서울특별시,광진구,구의동,,37172,17230,8522,6089,4182,885,200,42,11,5,6
1121510400,2026-06-30,서울특별시,광진구,광장동,,11722,2358,2197,3386,3157,490,99,27,7,1,0
1121510500,2026-06-30,서울특별시,광진구,자양동,,46683,21559,11039,7593,5164,1016,220,61,26,3,2
1121510700,2026-06-30,서울특별시,광진구,화양동,,18240,15201,1913,668,364,63,24,6,0,0,1
1121510900,2026-06-30,서울특별시,광진구,군자동,,11262,7159,2097,1164,656,134,35,12,3,2,0
1123010100,2026-06-30,서울특별시,동대문구,신설동,,3208,2633,384,116,61,11,3,0,0,0,0
1123010200,2026-06-30,서울특별시,동대문구,용두동,,19233,10659,3933,2580,1666,309,67,14,4,1,0
1123010300,2026-06-30,서울특별시,동대문구,제기동,,12875,7721,2556,1441,870,216,52,10,5,2,2
1123010400,2026-06-30,서울특별시,동대문구,전농동,,23866,10346,5785,4160,2839,565,140,20,9,2,0
1123010500,2026-06-30,서울특별시,동대문구,답십리동,,25666,10295,6577,4938,3067,623,126,27,10,2,1
1123010600,2026-06-30,서울특별시,동대문구,장안동,,33741,14854,7975,5900,3904,850,196,46,10,3,3
1123010700,2026-06-30,서울특별시,동대문구,청량리동,,9900,5214,2396,1303,754,181,35,12,3,1,1
1123010800,2026-06-30,서울특별시,동대문구,회기동,,6770,4829,946,522,372,82,13,3,1,1,1
1123010900,2026-06-30,서울특별시,동대문구,휘경동,,21741,11928,4318,2928,2037,407,90,22,6,4,1
1123011000,2026-06-30,서울특별시,동대문구,이문동,,23852,11133,5178,4075,2790,534,110,27,3,1,1
1126010100,2026-06-30,서울특별시,중랑구,면목동,,68101,33365,17296,10167,5811,1161,231,52,12,3,3
1126010200,2026-06-30,서울특별시,중랑구,상봉동,,24354,13012,5549,3273,2049,376,69,21,3,2,0
1126010300,2026-06-30,서울특별시,중랑구,중화동,,23131,11477,5981,3369,1827,375,76,22,3,0,1
1126010400,2026-06-30,서울특별시,중랑구,묵동,,24053,10170,6150,4082,2814,667,123,38,8,0,1
1126010500,2026-06-30,서울특별시,중랑구,망우동,,27138,13056,6501,4279,2596,562,111,23,7,2,1
1126010600,2026-06-30,서울특별시,중랑구,신내동,,23571,7408,6617,4915,3511,883,186,38,7,5,1
1129010100,2026-06-30,서울특별시,성북구,성북동,,4916,2239,1279,765,475,116,28,6,5,0,3
1129010200,2026-06-30,서울특별시,성북구,성북동1가,,1082,734,160,99,53,25,6,1,2,0,2
1129010300,2026-06-30,서울특별시,성북구,돈암동,,14809,4045,3855,3506,2664,582,108,33,10,3,3
1129010400,2026-06-30,서울특별시,성북구,동소문동1가,,542,350,79,63,39,7,3,1,0,0,0
1129010500,2026-06-30,서울특별시,성북구,동소문동2가,,275,167,60,31,14,2,1,0,0,0,0
1129010600,2026-06-30,서울특별시,성북구,동소문동3가,,108,90,13,1,4,0,0,0,0,0,0
1129010700,2026-06-30,서울특별시,성북구,동소문동4가,,1500,783,307,222,132,43,9,3,1,0,0
1129010800,2026-06-30,서울특별시,성북구,동소문동5가,,616,351,113,86,49,13,3,1,0,0,0
1129010900,2026-06-30,서울특별시,성북구,동소문동6가,,1462,1127,206,72,40,11,3,2,1,0,0
1129011000,2026-06-30,서울특별시,성북구,동소문동7가,,952,316,224,224,152,29,6,1,0,0,0
1129011100,2026-06-30,서울특별시,성북구,삼선동1가,,2337,1377,516,249,143,33,14,3,1,0,1
1129011200,2026-06-30,서울특별시,성북구,삼선동2가,,2298,780,543,459,409,81,21,4,1,0,0
1129011300,2026-06-30,서울특별시,성북구,삼선동3가,,1652,669,384,300,236,54,6,2,1,0,0
1129011400,2026-06-30,서울특별시,성북구,삼선동4가,,1967,1281,347,181,132,17,6,3,0,0,0
1129011500,2026-06-30,서울특별시,성북구,삼선동5가,,2228,1450,399,215,120,36,3,5,0,0,0
1129011600,2026-06-30,서울특별시,성북구,동선동1가,,916,775,76,35,25,5,0,0,0,0,0
1129011700,2026-06-30,서울특별시,성북구,동선동2가,,1625,1269,229,79,37,8,2,0,0,0,1
1129011800,2026-06-30,서울특별시,성북구,동선동3가,,2101,1581,312,119,72,12,4,0,1,0,0
1129011900,2026-06-30,서울특별시,성북구,동선동4가,,1431,1110,195,77,37,9,3,0,0,0,0
1129012000,2026-06-30,서울특별시,성북구,동선동5가,,1152,681,236,131,85,13,4,2,0,0,0
1129012100,2026-06-30,서울특별시,성북구,안암동1가,,2217,1338,431,243,163,33,7,1,1,0,0
1129012200,2026-06-30,서울특별시,성북구,안암동2가,,1776,1417,208,90,50,7,2,1,1,0,0
1129012300,2026-06-30,서울특별시,성북구,안암동3가,,2272,1284,437,303,190,44,13,1,0,0,0
1129012400,2026-06-30,서울특별시,성북구,안암동4가,,652,442,123,51,28,8,0,0,0,0,0
1129012500,2026-06-30,서울특별시,성북구,안암동5가,,3629,3246,212,92,51,19,4,2,1,1,1
1129012600,2026-06-30,서울특별시,성북구,보문동4가,,486,244,105,69,48,17,3,0,0,0,0
1129012700,2026-06-30,서울특별시,성북구,보문동5가,,1007,593,230,111,59,11,2,1,0,0,0
1129012800,2026-06-30,서울특별시,성북구,보문동6가,,2806,1096,797,537,302,56,14,4,0,0,0
1129012900,2026-06-30,서울특별시,성북구,보문동7가,,695,492,117,51,28,5,1,1,0,0,0
1129013000,2026-06-30,서울특별시,성북구,보문동1가,,719,251,181,161,105,18,2,1,0,0,0
1129013100,2026-06-30,서울특별시,성북구,보문동2가,,1347,954,240,82,58,12,0,0,1,0,0
1129013200,2026-06-30,서울특별시,성북구,보문동3가,,1008,266,266,257,170,39,6,3,0,0,1
1129013300,2026-06-30,서울특별시,성북구,정릉동,,35173,14695,8769,6296,4189,920,221,60,14,2,7
1129013400,2026-06-30,서울특별시,성북구,길음동,,20311,4480,4634,5400,4767,846,137,26,13,4,4
1129013500,2026-06-30,서울특별시,성북구,종암동,,17221,7271,3992,3107,2271,465,88,22,5,0,0
1129013600,2026-06-30,서울특별시,성북구,하월곡동,,17276,6998,4145,3161,2351,486,107,23,4,1,0
1129013700,2026-06-30,서울특별시,성북구,상월곡동,,4537,2162,1103,707,417,121,18,6,2,1,0
1129013800,2026-06-30,서울특별시,성북구,장위동,,26048,10013,6695,5017,3457,705,123,32,4,2,0
1129013900,2026-06-30,서울특별시,성북구,석관동,,16658,7729,4268,2707,1533,346,57,14,4,0,0
1130510100,2026-06-30,서울특별시,강북구,미아동,,60724,27201,14896,10148,6731,1353,294,69,23,4,5
1130510200,2026-06-30,서울특별시,강북구,번동,,24583,12477,6378,3364,1850,417,74,17,3,0,3
1130510300,2026-06-30,서울특별시,강북구,수유동,,52173,26259,13056,7418,4149,975,239,52,14,4,7
1130510400,2026-06-30,서울특별시,강북구,우이동,,5335,2444,1458,817,472,107,28,8,1,0,0
1132010500,2026-06-30,서울특별시,도봉구,쌍문동,,33509,13336,8981,6235,3908,832,160,45,6,3,3
1132010600,2026-06-30,서울특별시,도봉구,방학동,,32213,12239,8714,5935,4094,954,210,49,10,8,0
1132010700,2026-06-30,서울특별시,도봉구,창동,,51307,19337,13884,9889,6503,1324,285,56,18,8,3
