법정동코드,기준연월,시도명,시군구명,읍면동명,리명,전체세대수,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인이상세대
2671025627,2026-06-30,부산광역시,기장군,정관읍,모전리,11245,3508,2401,2393,2365,494,60,15,8,0,1
2671025628,2026-06-30,부산광역시,기장군,정관읍,용수리,8729,1634,2208,2135,2098,551,82,16,4,1,0
2671025629,2026-06-30,부산광역시,기장군,정관읍,두명리,76,30,31,8,5,1,1,0,0,0,0
2671025630,2026-06-30,부산광역시,기장군,정관읍,예림리,264,161,67,24,10,1,1,0,0,0,0
2671025921,2026-06-30,부산광역시,기장군,일광읍,삼성리,9925,3200,2455,2146,1721,344,48,7,4,0,0
2671025922,2026-06-30,부산광역시,기장군,일광읍,이천리,2362,886,744,419,251,43,14,3,1,0,1
2671025923,2026-06-30,부산광역시,기장군,일광읍,학리,215,102,74,22,13,3,1,0,0,0,0
2671025924,2026-06-30,부산광역시,기장군,일광읍,동백리,211,108,58,25,14,4,1,1,0,0,0
2671025925,2026-06-30,부산광역시,기장군,일광읍,문중리,149,77,40,13,14,4,1,0,0,0,0
2671025926,2026-06-30,부산광역시,기장군,일광읍,신평리,166,101,34,26,4,0,1,0,0,0,0
2671025927,2026-06-30,부산광역시,기장군,일광읍,칠암리,266,155,64,32,6,7,1,0,0,1,0
2671025928,2026-06-30,부산광역시,기장군,일광읍,문동리,143,57,54,22,9,1,0,0,0,0,0
2671025929,2026-06-30,부산광역시,기장군,일광읍,청광리,44,22,14,5,3,0,0,0,0,0,0
2671025930,2026-06-30,부산광역시,기장군,일광읍,원리,262,133,78,28,12,9,1,1,0,0,0
2671025931,2026-06-30,부산광역시,기장군,일광읍,화전리,180,94,56,12,11,6,0,0,0,0,1
2671025932,2026-06-30,부산광역시,기장군,일광읍,횡계리,62,30,21,6,2,1,1,1,0,0,0
2671025933,2026-06-30,부산광역시,기장군,일광읍,용천리,178,98,54,19,5,2,0,0,0,0,0
2671033021,2026-06-30,부산광역시,기장군,철마면,와여리,142,77,38,12,8,5,2,0,0,0,0
2671033022,2026-06-30,부산광역시,기장군,철마면,장전리,169,82,53,18,10,5,1,0,0,0,0
2671033023,2026-06-30,부산광역시,기장군,철마면,백길리,51,31,11,6,0,3,0,0,0,0,0
2671033024,2026-06-30,부산광역시,기장군,철마면,송정리,309,166,96,31,13,3,0,0,0,0,0
2671033025,2026-06-30,부산광역시,기장군,철마면,웅천리,241,124,80,25,5,4,1,2,0,0,0
2671033026,2026-06-30,부산광역시,기장군,철마면,연구리,138,78,36,14,8,1,1,0,0,0,0
2671033027,2026-06-30,부산광역시,기장군,철마면,구칠리,166,83,54,18,8,3,0,0,0,0,0
2671033028,2026-06-30,부산광역시,기장군,철마면,이곡리,90,55,21,10,1,3,0,0,0,0,0
2671033029,2026-06-30,부산광역시,기장군,철마면,고촌리,2019,756,707,338,170,38,8,2,0,0,0
2671033030,2026-06-30,부산광역시,기장군,철마면,안평리,165,98,42,16,4,4,1,0,0,0,0
2671033031,2026-06-30,부산광역시,기장군,철마면,임기리,271,159,74,22,12,4,0,0,0,0,0
2711010100,2026-06-30,대구광역시,중구,동인동1가,,1960,741,510,413,247,44,5,0,0,0,0
2711010200,2026-06-30,대구광역시,중구,동인동2가,,1008,921,71,8,6,0,2,0,0,0,0
2711010300,2026-06-30,대구광역시,중구,동인동3가,,1879,1050,462,235,107,18,5,2,0,0,0
2711010400,2026-06-30,대구광역시,중구,동인동4가,,1451,904,302,137,85,14,7,2,0,0,0
2711010500,2026-06-30,대구광역시,중구,삼덕동1가,,46,35,7,3,1,0,0,0,0,0,0
2711010600,2026-06-30,대구광역시,중구,삼덕동2가,,2382,1703,304,207,135,27,3,3,0,0,0
2711010700,2026-06-30,대구광역시,중구,삼덕동3가,,2181,1318,411,251,152,39,7,2,0,1,0
2711010800,2026-06-30,대구광역시,중구,봉산동,,1350,889,234,134,77,15,0,1,0,0,0
2711010900,2026-06-30,대구광역시,중구,장관동,,132,103,17,7,4,1,0,0,0,0,0
2711011000,2026-06-30,대구광역시,중구,상서동,,110,106,4,0,0,0,0,0,0,0,0
2711011100,2026-06-30,대구광역시,중구,수동,,124,83,29,9,3,0,0,0,0,0,0
2711011200,2026-06-30,대구광역시,중구,덕산동,,4,3,1,0,0,0,0,0,0,0,0
2711011300,2026-06-30,대구광역시,중구,종로1가,,71,61,4,6,0,0,0,0,0,0,0
2711011400,2026-06-30,대구광역시,중구,종로2가,,46,35,6,5,0,0,0,0,0,0,0
2711011500,2026-06-30,대구광역시,중구,사일동,,2,0,2,0,0,0,0,0,0,0,0
2711011600,2026-06-30,대구광역시,중구,동일동,,3,3,0,0,0,0,0,0,0,0,0
2711011700,2026-06-30,대구광역시,중구,남일동,,254,220,30,4,0,0,0,0,0,0,0
2711011800,2026-06-30,대구광역시,중구,전동,,34,30,2,0,2,0,0,0,0,0,0
2711011900,2026-06-30,대구광역시,중구,동성로3가,,26,18,8,0,0,0,0,0,0,0,0
2711012000,2026-06-30,대구광역시,중구,동문동,,514,471,37,3,0,2,1,0,0,0,0
2711012100,2026-06-30,대구광역시,중구,문화동,,276,252,23,0,1,0,0,0,0,0,0
2711012200,2026-06-30,대구광역시,중구,공평동,,294,164,66,37,23,3,1,0,0,0,0
2711012300,2026-06-30,대구광역시,중구,동성로2가,,14,10,2,0,1,1,0,0,0,0,0
2711012400,2026-06-30,대구광역시,중구,태평로1가,,437,248,111,55,19,4,0,0,0,0,0
2711012500,2026-06-30,대구광역시,중구,교동,,728,683,37,6,1,0,1,0,0,0,0
2711012600,2026-06-30,대구광역시,중구,용덕동,,33,25,7,0,1,0,0,0,0,0,0
2711012700,2026-06-30,대구광역시,중구,상덕동,,5,3,2,0,0,0,0,0,0,0,0
2711012800,2026-06-30,대구광역시,중구,완전동,,276,255,15,4,2,0,0,0,0,0,0
2711012900,2026-06-30,대구광역시,중구,도원동,,1114,237,222,326,278,47,4,0,0,0,0
2711013000,2026-06-30,대구광역시,중구,수창동,,2194,796,469,526,343,52,7,1,0,0,0
2711013100,2026-06-30,대구광역시,중구,태평로3가,,947,346,255,191,128,24,3,0,0,0,0
2711013200,2026-06-30,대구광역시,중구,인교동,,216,142,40,25,6,3,0,0,0,0,0
2711013300,2026-06-30,대구광역시,중구,서야동,,107,77,17,9,2,2,0,0,0,0,0
2711013400,2026-06-30,대구광역시,중구,서성로1가,,430,166,104,73,74,13,0,0,0,0,0
2711013500,2026-06-30,대구광역시,중구,시장북로,,84,43,21,13,5,1,0,1,0,0,0
2711013600,2026-06-30,대구광역시,중구,하서동,,539,456,67,12,3,1,0,0,0,0,0
2711013700,2026-06-30,대구광역시,중구,남성로,,57,39,13,3,1,0,0,1,0,0,0
2711013800,2026-06-30,대구광역시,중구,계산동1가,,54,48,3,3,0,0,0,0,0,0,0
2711013900,2026-06-30,대구광역시,중구,계산동2가,,270,77,94,56,34,4,4,0,1,0,0
2711014000,2026-06-30,대구광역시,중구,동산동,,620,253,158,116,79,12,2,0,0,0,0
2711014100,2026-06-30,대구광역시,중구,서문로2가,,59,34,18,5,2,0,0,0,0,0,0
2711014200,2026-06-30,대구광역시,중구,서성로2가,,5,4,1,0,0,0,0,0,0,0,0
2711014300,2026-06-30,대구광역시,중구,포정동,,255,219,33,2,1,0,0,0,0,0,0
2711014400,2026-06-30,대구광역시,중구,서문로1가,,62,45,9,4,3,0,0,0,1,0,0
2711014500,2026-06-30,대구광역시,중구,서내동,,55,43,7,4,1,0,0,0,0,0,0
2711014600,2026-06-30,대구광역시,중구,북성로2가,,25,16,4,2,2,1,0,0,0,0,0
2711014700,2026-06-30,대구광역시,중구,대안동,,67,51,7,6,1,1,1,0,0,0,0
2711014800,2026-06-30,대구광역시,중구,동성로1가,,3,2,0,1,0,0,0,0,0,0,0
2711014900,2026-06-30,대구광역시,중구,태평로2가,,1086,396,226,256,181,25,2,0,0,0,0
2711015000,2026-06-30,대구광역시,중구,북성로1가,,96,90,3,1,1,1,0,0,0,0,0
2711015100,2026-06-30,대구광역시,중구,화전동,,26,22,4,0,0,0,0,0,0,0,0
2711015200,2026-06-30,대구광역시,중구,향촌동,,178,143,24,5,4,2,0,0,0,0,0
2711015300,2026-06-30,대구광역시,중구,북내동,,72,51,17,2,2,0,0,0,0,0,0
2711015400,2026-06-30,대구광역시,중구,대신동,,3236,1051,1022,663,407,72,17,3,1,0,0
2711015500,2026-06-30,대구광역시,중구,달성동,,1756,617,477,387,226,42,6,1,0,0,0
2711015600,2026-06-30,대구광역시,중구,남산동,,15820,6193,4267,2962,1935,388,61,9,2,1,2
2711015700,2026-06-30,대구광역시,중구,대봉동,,6131,2187,1678,1238,819,166,33,5,3,2,0
2714010100,2026-06-30,대구광역시,동구,신암동,,26762,11386,7310,4772,2718,500,59,12,4,0,1
2714010200,2026-06-30,대구광역시,동구,신천동,,21737,9527,5991,3605,2153,369,81,8,1,2,0
2714010300,2026-06-30,대구광역시,동구,효목동,,13593,6482,3850,1944,1035,223,51,8,0,0,0
2714010400,2026-06-30,대구광역시,동구,평광동,,174,94,60,12,5,2,1,0,0,0,0
2714010500,2026-06-30,대구광역시,동구,봉무동,,5615,1379,1549,1298,1130,219,26,8,3,3,0
2714010600,2026-06-30,대구광역시,동구,불로동,,4793,2264,1400,679,361,68,12,5,2,1,1
2714010700,2026-06-30,대구광역시,동구,도동,,1375,678,413,165,88,26,5,0,0,0,0
2714010800,2026-06-30,대구광역시,동구,지저동,,4577,2223,1396,586,295,62,13,1,1,0,0
2714010900,2026-06-30,대구광역시,동구,입석동,,3147,1732,795,356,200,54,8,1,1,0,0
2714011000,2026-06-30,대구광역시,동구,검사동,,4853,2453,1278,675,324,94,20,5,1,0,3
2714011100,2026-06-30,대구광역시,동구,방촌동,,12920,5343,4028,2094,1118,266,55,11,3,1,1
2714011200,2026-06-30,대구광역시,동구,둔산동,,513,163,178,97,56,15,2,2,0,0,0
2714011300,2026-06-30,대구광역시,동구,부동,,179,81,59,25,12,1,1,0,0,0,0
2714011400,2026-06-30,대구광역시,동구,신평동,,1197,554,349,195,74,21,3,0,0,0,1
2714011500,2026-06-30,대구광역시,동구,서호동,,1461,847,315,165,101,27,5,1,0,0,0
2714011600,2026-06-30,대구광역시,동구,동호동,,2296,1116,575,319,225,49,11,1,0,0,0
2714011700,2026-06-30,대구광역시,동구,신기동,,4756,2781,1192,472,237,58,13,1,1,0,1
2714011800,2026-06-30,대구광역시,동구,율하동,,14480,6387,3851,2260,1556,360,56,9,1,0,0
2714011900,2026-06-30,대구광역시,동구,용계동,,5588,1859,1849,1170,569,115,23,3,0,0,0
2714012000,2026-06-30,대구광역시,동구,율암동,,2109,758,541,415,330,60,3,2,0,0,0
2714012100,2026-06-30,대구광역시,동구,상매동,,42,26,11,2,2,1,0,0,0,0,0
2714012200,2026-06-30,대구광역시,동구,매여동,,61,33,18,6,2,2,0,0,0,0,0
2714012300,2026-06-30,대구광역시,동구,각산동,,7567,2682,1854,1486,1235,243,51,11,2,0,3
2714012400,2026-06-30,대구광역시,동구,신서동,,10873,3691,2982,2090,1714,325,59,9,1,0,2
2714012500,2026-06-30,대구광역시,동구,동내동,,118,116,1,0,1,0,0,0,0,0,0
2714012600,2026-06-30,대구광역시,동구,괴전동,,2373,736,597,513,424,89,11,2,0,1,0
2714012700,2026-06-30,대구광역시,동구,금강동,,114,56,40,11,6,0,0,0,0,0,1
2714012800,2026-06-30,대구광역시,동구,대림동,,1104,403,318,218,137,24,4,0,0,0,0
2714012900,2026-06-30,대구광역시,동구,사복동,,1815,1053,273,262,180,38,9,0,0,0,0
2714013000,2026-06-30,대구광역시,동구,숙천동,,795,414,169,102,86,18,4,2,0,0,0
2714013100,2026-06-30,대구광역시,동구,내곡동,,43,18,17,7,1,0,0,0,0,0,0
2714013200,2026-06-30,대구광역시,동구,능성동,,101,54,34,8,4,1,0,0,0,0,0
2714013300,2026-06-30,대구광역시,동구,진인동,,274,169,82,12,3,3,1,3,0,0,1
2714013400,2026-06-30,대구광역시,동구,도학동,,160,104,34,12,8,1,1,0,0,0,0
2714013500,2026-06-30,대구광역시,동구,백안동,,365,173,119,45,16,9,3,0,0,0,0
2714013600,2026-06-30,대구광역시,동구,미곡동,,147,71,41,21,12,1,0,0,0,0,1
2714013700,2026-06-30,대구광역시,동구,용수동,,131,68,43,12,4,3,1,0,0,0,0
2714013800,2026-06-30,대구광역시,동구,신무동,,140,90,36,11,2,0,0,1,0,0,0
2714013900,2026-06-30,대구광역시,동구,미대동,,179,81,65,22,8,0,1,2,0,0,0
2714014000,2026-06-30,대구광역시,동구,내동,,91,49,32,8,2,0,0,0,0,0,0
2714014100,2026-06-30,대구광역시,동구,신용동,,113,55,35,16,5,1,1,0,0,0,0
2714014200,2026-06-30,대구광역시,동구,중대동,,436,222,140,46,17,8,1,1,0,0,1
2714014300,2026-06-30,대구광역시,동구,송정동,,172,91,53,20,6,1,1,0,0,0,0
2714014400,2026-06-30,대구광역시,동구,덕곡동,,164,95,46,10,10,2,0,0,0,0,1
2714014500,2026-06-30,대구광역시,동구,지묘동,,7085,2609,2223,1271,750,179,37,13,2,1,0
2717010100,2026-06-30,대구광역시,서구,내당동,,19072,8750,5371,2918,1645,300,80,8,0,0,0
2717010200,2026-06-30,대구광역시,서구,비산동,,25057,13488,6730,3089,1360,326,51,9,2,2,0
2717010300,2026-06-30,대구광역시,서구,평리동,,27996,12168,7763,4702,2690,561,90,19,1,0,2
2717010400,2026-06-30,대구광역시,서구,상리동,,693,393,171,91,27,6,2,2,0,0,1
2717010500,2026-06-30,대구광역시,서구,중리동,,7327,2919,2140,1258,783,176,41,9,1,0,0
2717010600,2026-06-30,대구광역시,서구,이현동,,223,151,43,21,7,0,0,1,0,0,0
2717010700,2026-06-30,대구광역시,서구,원대동1가,,895,465,252,125,42,9,2,0,0,0,0
2717010800,2026-06-30,대구광역시,서구,원대동2가,,509,223,141,90,43,9,2,1,0,0,0
2717010900,2026-06-30,대구광역시,서구,원대동3가,,3862,1788,1070,624,323,46,11,0,0,0,0
2720010100,2026-06-30,대구광역시,남구,이천동,,6878,2814,1926,1220,749,135,27,5,1,0,1
2720010200,2026-06-30,대구광역시,남구,봉덕동,,18143,8690,4980,2575,1476,334,64,15,3,3,3
2720010300,2026-06-30,대구광역시,남구,대명동,,53877,30659,13047,6159,3159,698,115,26,8,2,4
2723010100,2026-06-30,대구광역시,북구,칠성동1가,,494,332,119,29,8,4,1,0,1,0,0
2723010200,2026-06-30,대구광역시,북구,칠성동2가,,10416,4084,2605,1959,1436,276,47,6,3,0,0
2723010300,2026-06-30,대구광역시,북구,고성동1가,,3656,897,864,1001,752,134,7,1,0,0,0
2723010400,2026-06-30,대구광역시,북구,고성동2가,,810,461,220,82,40,7,0,0,0,0,0
2723010500,2026-06-30,대구광역시,북구,고성동3가,,1649,498,456,394,244,46,9,1,1,0,0
2723010600,2026-06-30,대구광역시,북구,침산동,,16450,4879,4693,3525,2691,557,85,18,2,0,0
2723010700,2026-06-30,대구광역시,북구,노원동1가,,1502,598,426,278,174,21,4,1,0,0,0
2723010800,2026-06-30,대구광역시,북구,노원동2가,,1828,837,577,266,113,27,6,2,0,0,0
2723010900,2026-06-30,대구광역시,북구,노원동3가,,2347,1123,621,382,192,26,2,1,0,0,0
2723011000,2026-06-30,대구광역시,북구,대현동,,8860,4957,2016,1095,622,136,28,4,2,0,0
2723011100,2026-06-30,대구광역시,북구,산격동,,19323,11507,4539,1965,997,246,55,10,1,1,2
2723011200,2026-06-30,대구광역시,북구,복현동,,18100,8732,4060,2882,1948,386,74,14,2,0,2
2723011300,2026-06-30,대구광역시,북구,검단동,,3023,1511,913,379,168,42,7,1,1,1,0
2723011400,2026-06-30,대구광역시,북구,동변동,,4670,1886,1231,854,552,125,15,6,1,0,0
2723011500,2026-06-30,대구광역시,북구,서변동,,5795,2318,1524,997,757,168,26,5,0,0,0
2723011600,2026-06-30,대구광역시,북구,조야동,,575,265,192,78,30,9,0,1,0,0,0
2723011700,2026-06-30,대구광역시,북구,노곡동,,389,218,116,38,9,7,1,0,0,0,0
2723011800,2026-06-30,대구광역시,북구,읍내동,,11660,4633,3200,2096,1394,294,36,7,0,0,0
2723011900,2026-06-30,대구광역시,북구,동호동,,90,41,36,4,7,1,1,0,0,0,0
2723012000,2026-06-30,대구광역시,북구,학정동,,3846,1724,801,651,554,100,12,3,0,1,0
2723012100,2026-06-30,대구광역시,북구,도남동,,1173,836,252,53,27,5,0,0,0,0,0
2723012200,2026-06-30,대구광역시,북구,국우동,,8521,3032,2121,1764,1345,231,20,5,3,0,0
2723012300,2026-06-30,대구광역시,북구,구암동,,13034,4116,3633,2779,2034,414,43,10,4,1,0
2723012400,2026-06-30,대구광역시,북구,동천동,,10329,3076,2745,2316,1863,285,32,8,3,0,1
2723012500,2026-06-30,대구광역시,북구,관음동,,6903,3009,1989,1124,618,140,18,5,0,0,0
2723012600,2026-06-30,대구광역시,북구,태전동,,21582,9552,5998,3518,1997,424,74,13,4,2,0
2723012700,2026-06-30,대구광역시,북구,매천동,,4694,1082,1401,1134,869,178,23,6,0,1,0
2723012800,2026-06-30,대구광역시,북구,팔달동,,1811,559,630,341,218,51,9,3,0,0,0
2723012900,2026-06-30,대구광역시,북구,금호동,,367,169,91,62,36,7,1,1,0,0,0
2723013000,2026-06-30,대구광역시,북구,사수동,,6661,2681,1562,1197,985,203,25,4,1,0,3
2723013100,2026-06-30,대구광역시,북구,연경동,,3759,1044,989,893,689,126,13,3,1,0,1
2726010100,2026-06-30,대구광역시,수성구,범어동,,28863,8057,6316,6889,6285,1107,162,37,5,2,3
2726010200,2026-06-30,대구광역시,수성구,만촌동,,21924,6303,5595,4870,4135,880,118,16,6,0,1
2726010300,2026-06-30,대구광역시,수성구,수성동1가,,7258,2295,2036,1454,1184,235,42,12,0,0,0
2726010400,2026-06-30,대구광역시,수성구,수성동2가,,1479,738,407,188,114,26,4,2,0,0,0
2726010500,2026-06-30,대구광역시,수성구,수성동3가,,2684,592,568,637,685,169,26,6,0,1,0
2726010600,2026-06-30,대구광역시,수성구,수성동4가,,5633,1776,1761,1197,717,134,34,10,2,1,1
2726010700,2026-06-30,대구광역시,수성구,황금동,,13871,4648,3367,2874,2403,471,84,20,2,0,2
2726010800,2026-06-30,대구광역시,수성구,중동,,7084,3160,1732,1202,828,124,30,5,2,0,1
2726010900,2026-06-30,대구광역시,수성구,상동,,7339,3559,1980,1029,561,165,32,11,0,2,0
2726011000,2026-06-30,대구광역시,수성구,파동,,7952,2744,2579,1580,864,154,22,6,1,1,1
2726011100,2026-06-30,대구광역시,수성구,두산동,,7629,3753,1713,1236,748,146,26,4,2,0,1
2726011200,2026-06-30,대구광역시,수성구,지산동,,18508,8020,5375,3008,1637,385,63,10,6,2,2
2726011300,2026-06-30,대구광역시,수성구,범물동,,12212,4984,3492,2136,1270,254,58,14,4,0,0
2726011400,2026-06-30,대구광역시,수성구,시지동,,7387,1982,2257,1675,1220,211,31,9,2,0,0
2726011500,2026-06-30,대구광역시,수성구,매호동,,6779,2500,1937,1312,870,131,23,4,1,1,0
2726011600,2026-06-30,대구광역시,수성구,성동,,98,47,27,16,6,2,0,0,0,0,0
2726011700,2026-06-30,대구광역시,수성구,사월동,,4152,726,1268,1117,853,153,22,8,2,0,3
2726011800,2026-06-30,대구광역시,수성구,신매동,,11677,3074,3341,2709,2096,386,58,10,1,0,2
2726011900,2026-06-30,대구광역시,수성구,욱수동,,2009,261,471,604,569,89,11,3,0,1,0
2726012000,2026-06-30,대구광역시,수성구,노변동,,2278,533,558,577,505,95,9,1,0,0,0
2726012200,2026-06-30,대구광역시,수성구,삼덕동,,250,136,76,26,8,3,1,0,0,0,0
2726012300,2026-06-30,대구광역시,수성구,연호동,,261,189,42,14,10,4,1,1,0,0,0
2726012400,2026-06-30,대구광역시,수성구,이천동,,225,97,62,28,24,13,1,0,0,0,0
2726012500,2026-06-30,대구광역시,수성구,고모동,,125,73,31,15,5,1,0,0,0,0,0
2726012600,2026-06-30,대구광역시,수성구,가천동,,120,59,32,21,4,2,0,0,1,1,0
2726012700,2026-06-30,대구광역시,수성구,대흥동,,94,50,20,18,4,0,2,0,0,0,0
2729010100,2026-06-30,대구광역시,달서구,성당동,,10054,4514,2789,1469,1029,199,41,11,1,1,0
2729010200,2026-06-30,대구광역시,달서구,두류동,,13741,7321,3526,1764,884,203,34,7,1,0,1
2729010400,2026-06-30,대구광역시,달서구,파호동,,2401,605,729,593,384,75,12,2,1,0,0
2729010500,2026-06-30,대구광역시,달서구,호림동,,52,44,4,3,1,0,0,0,0,0,0
2729010600,2026-06-30,대구광역시,달서구,갈산동,,135,117,10,5,3,0,0,0,0,0,0
2729010700,2026-06-30,대구광역시,달서구,신당동,,10432,7593,1734,721,322,51,10,1,0,0,0
2729010800,2026-06-30,대구광역시,달서구,이곡동,,15731,5693,4732,3149,1806,288,54,6,2,1,0
2729010900,2026-06-30,대구광역시,달서구,장동,,78,53,17,5,2,1,0,0,0,0,0
2729011000,2026-06-30,대구광역시,달서구,장기동,,7519,2931,2102,1398,883,166,34,2,1,1,1
2729011100,2026-06-30,대구광역시,달서구,용산동,,23199,7704,6935,4810,3129,510,89,13,8,1,0
2729011200,2026-06-30,대구광역시,달서구,죽전동,,5047,2242,1346,873,478,88,14,5,1,0,0
2729011300,2026-06-30,대구광역시,달서구,감삼동,,16417,6348,4378,3037,2180,383,72,14,5,0,0
2729011400,2026-06-30,대구광역시,달서구,본리동,,9835,2980,2812,2197,1522,274,40,10,0,0,0
2729011500,2026-06-30,대구광역시,달서구,상인동,,27465,10586,8015,4901,3178,654,93,29,5,3,1
2729011600,2026-06-30,대구광역시,달서구,도원동,,13655,4057,4621,2788,1799,327,49,12,2,0,0
2729011700,2026-06-30,대구광역시,달서구,진천동,,13271,4554,3660,2664,1888,409,73,17,2,1,3
2729011800,2026-06-30,대구광역시,달서구,유천동,,7816,1048,1766,2411,2220,332,35,3,1,0,0
2729011900,2026-06-30,대구광역시,달서구,대천동,,3442,385,571,995,1281,188,18,4,0,0,0
2729012000,2026-06-30,대구광역시,달서구,월성동,,20879,6011,4799,4694,4430,817,108,14,1,4,1
2729012100,2026-06-30,대구광역시,달서구,월암동,,170,136,23,5,5,1,0,0,0,0,0
2729012200,2026-06-30,대구광역시,달서구,송현동,,18943,10083,4978,2382,1166,271,54,5,4,0,0
2729012300,2026-06-30,대구광역시,달서구,대곡동,,8317,2460,2642,1760,1184,222,38,9,1,1,0
2729012400,2026-06-30,대구광역시,달서구,본동,,6898,3318,1831,1048,556,128,15,1,1,0,0
2729012500,2026-06-30,대구광역시,달서구,호산동,,4464,2965,699,450,280,55,13,2,0,0,0
2771025021,2026-06-30,대구광역시,달성군,화원읍,천내리,6123,2352,1834,1056,690,148,35,6,0,1,1
2771025022,2026-06-30,대구광역시,달성군,화원읍,구라리,3151,813,1012,668,534,94,22,6,1,1,0
2771025023,2026-06-30,대구광역시,달성군,화원읍,성산리,1741,513,655,339,193,32,8,0,1,0,0
2771025024,2026-06-30,대구광역시,달성군,화원읍,설화리,1560,577,487,309,135,42,6,4,0,0,0
2771025025,2026-06-30,대구광역시,달성군,화원읍,명곡리,5241,1684,1609,1069,724,138,14,3,0,0,0
2771025026,2026-06-30,대구광역시,달성군,화원읍,본리리,2515,887,805,462,288,60,10,0,0,0,3
2771025321,2026-06-30,대구광역시,달성군,논공읍,노이리,248,151,68,20,6,2,1,0,0,0,0
2771025322,2026-06-30,대구광역시,달성군,논공읍,금포리,1490,678,459,214,105,25,7,1,1,0,0
2771025323,2026-06-30,대구광역시,달성군,논공읍,삼리리,209,104,77,14,9,4,0,1,0,0,0
2771025324,2026-06-30,대구광역시,달성군,논공읍,위천리,109,53,39,10,4,3,0,0,0,0,0
2771025325,2026-06-30,대구광역시,달성군,논공읍,상리,132,90,35,3,4,0,0,0,0,0,0
2771025326,2026-06-30,대구광역시,달성군,논공읍,하리,100,59,28,10,1,2,0,0,0,0,0
2771025327,2026-06-30,대구광역시,달성군,논공읍,남리,2594,1345,649,364,181,52,3,0,0,0,0
2771025328,2026-06-30,대구광역시,달성군,논공읍,북리,3190,1631,836,431,227,57,6,2,0,0,0
2771025329,2026-06-30,대구광역시,달성군,논공읍,본리리,79,71,8,0,0,0,0,0,0,0,0
2771025621,2026-06-30,대구광역시,달성군,다사읍,이천리,71,37,20,6,6,2,0,0,0,0,0
2771025622,2026-06-30,대구광역시,달성군,다사읍,달천리,72,34,28,5,5,0,0,0,0,0,0
2771025623,2026-06-30,대구광역시,달성군,다사읍,박곡리,87,44,29,11,2,1,0,0,0,0,0
2771025624,2026-06-30,대구광역시,달성군,다사읍,방천리,4,2,2,0,0,0,0,0,0,0,0
2771025625,2026-06-30,대구광역시,달성군,다사읍,서재리,9661,2623,2579,2194,1844,364,42,10,4,0,1
2771025626,2026-06-30,대구광역시,달성군,다사읍,세천리,5584,1768,1215,1324,1095,160,19,3,0,0,0
2771025627,2026-06-30,대구광역시,달성군,다사읍,죽곡리,7511,1990,1888,1698,1588,298,44,4,0,1,0
2771025628,2026-06-30,대구광역시,달성군,다사읍,매곡리,12828,3528,3601,2964,2202,440,76,12,1,2,2
2771025629,2026-06-30,대구광역시,달성군,다사읍,부곡리,116,64,32,16,2,1,1,0,0,0,0
2771025630,2026-06-30,대구광역시,달성군,다사읍,문양리,183,91,49,31,9,3,0,0,0,0,0
2771025631,2026-06-30,대구광역시,달성군,다사읍,문산리,110,44,46,17,2,1,0,0,0,0,0
2771025921,2026-06-30,대구광역시,달성군,유가읍,음리,92,44,31,13,2,2,0,0,0,0,0
2771025922,2026-06-30,대구광역시,달성군,유가읍,양리,81,37,29,8,3,3,0,1,0,0,0
2771025923,2026-06-30,대구광역시,달성군,유가읍,용리,83,56,15,10,2,0,0,0,0,0,0
2771025924,2026-06-30,대구광역시,달성군,유가읍,봉리,10126,2572,2295,2465,2290,453,45,5,1,0,0
2771025925,2026-06-30,대구광역시,달성군,유가읍,쌍계리,1029,288,190,212,265,64,10,0,0,0,0
2771025926,2026-06-30,대구광역시,달성군,유가읍,초곡리,85,36,24,13,11,1,0,0,0,0,0
2771025927,2026-06-30,대구광역시,달성군,유가읍,상리,98,36,18,21,12,7,4,0,0,0,0
2771025928,2026-06-30,대구광역시,달성군,유가읍,금리,216,178,23,6,6,2,1,0,0,0,0
2771025929,2026-06-30,대구광역시,달성군,유가읍,유곡리,202,118,59,17,5,0,3,0,0,0,0
2771025930,2026-06-30,대구광역시,달성군,유가읍,도의리,126,78,36,9,2,1,0,0,0,0,0
2771025931,2026-06-30,대구광역시,달성군,유가읍,가태리,98,58,22,12,4,1,1,0,0,0,0
2771025932,2026-06-30,대구광역시,달성군,유가읍,한정리,154,79,55,14,4,2,0,0,0,0,0
2771025933,2026-06-30,대구광역시,달성군,유가읍,본말리,76,50,15,9,1,1,0,0,0,0,0
2771026221,2026-06-30,대구광역시,달성군,옥포읍,신당리,196,100,60,23,8,4,1,0,0,0,0
2771026222,2026-06-30,대구광역시,달성군,옥포읍,교항리,3696,930,1095,839,652,161,15,4,0,0,0
2771026223,2026-06-30,대구광역시,달성군,옥포읍,강림리,3141,1632,846,383,219,48,9,3,1,0,0
2771026224,2026-06-30,대구광역시,달성군,옥포읍,송촌리,47,34,7,4,1,1,0,0,0,0,0
2771026225,2026-06-30,대구광역시,달성군,옥포읍,간경리,271,141,82,32,13,2,1,0,0,0,0
2771026226,2026-06-30,대구광역시,달성군,옥포읍,기세리,181,92,47,23,11,5,2,1,0,0,0
2771026227,2026-06-30,대구광역시,달성군,옥포읍,반송리,234,135,66,21,9,3,0,0,0,0,0
