year,province,sigungu,kosis_region_code,unique_benefit_users_total,home_service_user_sum,home_service_days,home_provider_count_sum,facility_service_user_sum,facility_service_days,facility_provider_count_sum,facility_user_share_proxy_pct,home_user_share_proxy_pct
2013,부산,연제구,15350AC400B113,1164.0,1578.0,161393.0,465.0,376.0,74302.0,142.0,32.302405498281786,135.56701030927834
2013,부산,영도구,15350AC400B104,1084.0,1443.0,148876.0,338.0,370.0,71039.0,101.0,34.132841328413285,133.1180811808118
2013,부산,중구,15350AC400B101,316.0,424.0,45336.0,185.0,88.0,19851.0,44.0,27.848101265822784,134.17721518987344
2013,부산,해운대구,15350AC400B109,2299.0,3278.0,335435.0,698.0,645.0,135176.0,233.0,28.055676381035234,142.58373205741626
2013,서울,강남구,15350AC400A123,3013.0,3844.0,386435.0,1299.0,1191.0,233768.0,731.0,39.528708927978755,127.58048456687688
2013,서울,강동구,15350AC400A125,2830.0,3517.0,323200.0,994.0,1457.0,271122.0,645.0,51.484098939929325,124.27561837455829
2013,서울,강북구,15350AC400A109,2260.0,2901.0,259224.0,868.0,1141.0,196854.0,455.0,50.48672566371681,128.36283185840708
2013,서울,강서구,15350AC400A116,4277.0,5773.0,535278.0,1330.0,1656.0,328340.0,761.0,38.71872808043021,134.97778816927752
2013,서울,관악구,15350AC400A121,2984.0,3992.0,391907.0,953.0,1257.0,235796.0,631.0,42.124664879356565,133.78016085790884
2013,서울,광진구,15350AC400A105,1913.0,2196.0,212440.0,804.0,1035.0,198420.0,486.0,54.103502352326196,114.79351803450078
2013,서울,구로구,15350AC400A117,2795.0,3906.0,381197.0,1029.0,1107.0,214239.0,609.0,39.60644007155635,139.74955277280858
2013,서울,금천구,15350AC400A118,1489.0,1771.0,172376.0,616.0,848.0,143512.0,319.0,56.950973807924775,118.93888515782405
2013,서울,노원구,15350AC400A111,4418.0,5542.0,559400.0,1316.0,2347.0,423006.0,805.0,53.12358533272974,125.4413761883205
2013,서울,도봉구,15350AC400A110,2770.0,3566.0,350098.0,1012.0,1407.0,238472.0,532.0,50.7942238267148,128.73646209386283
2013,서울,동대문구,15350AC400A106,2486.0,3115.0,307546.0,972.0,1035.0,192298.0,520.0,41.6331456154465,125.3016894609815
2013,서울,동작구,15350AC400A120,2800.0,3722.0,357675.0,1018.0,1173.0,217957.0,670.0,41.892857142857146,132.92857142857142
2013,서울,마포구,15350AC400A114,2488.0,3185.0,317395.0,965.0,1163.0,208049.0,596.0,46.744372990353696,128.0144694533762
2013,서울,서대문구,15350AC400A113,2265.0,2767.0,271443.0,944.0,1065.0,199532.0,514.0,47.019867549668874,122.16335540838853
2013,서울,서초구,15350AC400A122,2405.0,2657.0,253937.0,1032.0,1150.0,244169.0,658.0,47.81704781704782,110.47817047817048
2013,서울,성동구,15350AC400A104,1934.0,2387.0,241855.0,811.0,903.0,166913.0,496.0,46.690796277145814,123.42295760082732
2013,서울,성북구,15350AC400A108,3356.0,4297.0,435997.0,1198.0,1414.0,284421.0,689.0,42.13349225268176,128.03933253873657
2013,서울,송파구,15350AC400A124,3655.0,4168.0,399794.0,1282.0,1811.0,365917.0,787.0,49.54856361149111,114.03556771545828
2013,서울,양천구,15350AC400A115,3091.0,3847.0,391422.0,1094.0,1390.0,271479.0,688.0,44.969265609835006,124.45810417340665
2013,서울,영등포구,15350AC400A119,2341.0,3021.0,301812.0,971.0,871.0,177108.0,534.0,37.20632208457924,129.0474156343443
2013,서울,용산구,15350AC400A103,1707.0,2108.0,211076.0,740.0,741.0,133661.0,431.0,43.40949033391915,123.49150556531927
2013,서울,은평구,15350AC400A112,3730.0,4681.0,478005.0,1163.0,1716.0,321710.0,659.0,46.00536193029491,125.49597855227883
2013,서울,종로구,15350AC400A101,1093.0,1234.0,118820.0,603.0,513.0,103880.0,297.0,46.93504117108875,112.90027447392497
2013,서울,중구,15350AC400A102,850.0,975.0,92443.0,490.0,403.0,84701.0,275.0,47.411764705882355,114.70588235294117
2013,서울,중랑구,15350AC400A107,3012.0,3437.0,317593.0,990.0,1868.0,319583.0,540.0,62.01859229747676,114.11022576361222
2013,울산,남구,15350AC400G102,1161.0,1416.0,135246.0,387.0,523.0,93515.0,162.0,45.0473729543497,121.9638242894057
2013,울산,동구,15350AC400G103,666.0,964.0,87531.0,316.0,278.0,49349.0,114.0,41.74174174174174,144.74474474474474
2013,울산,북구,15350AC400G104,755.0,866.0,89597.0,308.0,367.0,76676.0,123.0,48.60927152317881,114.70198675496688
2013,울산,울주군,15350AC400G105,1412.0,1453.0,139754.0,370.0,893.0,162341.0,134.0,63.243626062322946,102.90368271954675
2013,울산,중구,15350AC400G101,1018.0,1355.0,135311.0,288.0,419.0,71525.0,120.0,41.15913555992142,133.10412573673872
2013,인천,강화군,15350AC400D109,1179.0,1054.0,90130.0,360.0,805.0,166097.0,164.0,68.27820186598814,89.39779474130619
2013,인천,계양구,15350AC400D107,2262.0,3085.0,287909.0,710.0,1017.0,201942.0,382.0,44.96021220159151,136.3837312113174
2013,인천,남동구,15350AC400D105,3954.0,5470.0,498637.0,1088.0,1715.0,385639.0,573.0,43.37379868487608,138.34092058674761
2013,인천,동구,15350AC400D102,855.0,1162.0,110164.0,389.0,336.0,72345.0,176.0,39.29824561403509,135.906432748538
2013,인천,미추홀구,15350AC400D103,3767.0,5344.0,465184.0,981.0,1674.0,357463.0,431.0,44.43854526148128,141.86355189806213
2013,인천,부평구,15350AC400D106,4516.0,6175.0,583827.0,1149.0,2129.0,429213.0,643.0,47.14348981399469,136.7360496014172
