법정동코드,기준연월,시도명,시군구명,읍면동명,리명,65세이상남자1인세대,65세이상여자1인세대,65세이상1인세대
1111010100,2026-06-30,서울특별시,종로구,청운동,,22,58,80
1111010200,2026-06-30,서울특별시,종로구,신교동,,15,42,57
1111010300,2026-06-30,서울특별시,종로구,궁정동,,4,7,11
1111010400,2026-06-30,서울특별시,종로구,효자동,,6,16,22
1111010500,2026-06-30,서울특별시,종로구,창성동,,7,24,31
1111010600,2026-06-30,서울특별시,종로구,통의동,,8,15,23
1111010700,2026-06-30,서울특별시,종로구,적선동,,1,0,1
1111010800,2026-06-30,서울특별시,종로구,통인동,,21,33,54
1111010900,2026-06-30,서울특별시,종로구,누상동,,35,105,140
1111011000,2026-06-30,서울특별시,종로구,누하동,,8,33,41
1111011100,2026-06-30,서울특별시,종로구,옥인동,,31,87,118
1111011200,2026-06-30,서울특별시,종로구,체부동,,23,40,63
1111011300,2026-06-30,서울특별시,종로구,필운동,,23,47,70
1111011400,2026-06-30,서울특별시,종로구,내자동,,5,15,20
1111011500,2026-06-30,서울특별시,종로구,사직동,,51,117,168
1111011700,2026-06-30,서울특별시,종로구,당주동,,5,17,22
1111011800,2026-06-30,서울특별시,종로구,내수동,,43,84,127
1111012000,2026-06-30,서울특별시,종로구,신문로1가,,3,4,7
1111012100,2026-06-30,서울특별시,종로구,신문로2가,,17,30,47
1111012200,2026-06-30,서울특별시,종로구,청진동,,8,7,15
1111012300,2026-06-30,서울특별시,종로구,서린동,,0,0,0
1111012400,2026-06-30,서울특별시,종로구,수송동,,13,17,30
1111012500,2026-06-30,서울특별시,종로구,중학동,,1,1,2
1111012600,2026-06-30,서울특별시,종로구,종로1가,,8,4,12
1111012700,2026-06-30,서울특별시,종로구,공평동,,1,0,1
1111012800,2026-06-30,서울특별시,종로구,관훈동,,11,10,21
1111012900,2026-06-30,서울특별시,종로구,견지동,,7,12,19
1111013000,2026-06-30,서울특별시,종로구,와룡동,,11,6,17
1111013100,2026-06-30,서울특별시,종로구,권농동,,10,7,17
1111013200,2026-06-30,서울특별시,종로구,운니동,,14,9,23
1111013300,2026-06-30,서울특별시,종로구,익선동,,68,60,128
1111013400,2026-06-30,서울특별시,종로구,경운동,,16,19,35
1111013500,2026-06-30,서울특별시,종로구,관철동,,27,2,29
1111013600,2026-06-30,서울특별시,종로구,인사동,,14,11,25
1111013700,2026-06-30,서울특별시,종로구,낙원동,,150,57,207
1111013800,2026-06-30,서울특별시,종로구,종로2가,,5,6,11
1111013900,2026-06-30,서울특별시,종로구,팔판동,,8,12,20
1111014000,2026-06-30,서울특별시,종로구,삼청동,,25,69,94
1111014100,2026-06-30,서울특별시,종로구,안국동,,12,23,35
1111014200,2026-06-30,서울특별시,종로구,소격동,,2,5,7
1111014300,2026-06-30,서울특별시,종로구,화동,,1,8,9
1111014400,2026-06-30,서울특별시,종로구,사간동,,5,6,11
1111014600,2026-06-30,서울특별시,종로구,가회동,,24,45,69
1111014700,2026-06-30,서울특별시,종로구,재동,,3,7,10
1111014800,2026-06-30,서울특별시,종로구,계동,,26,53,79
1111014900,2026-06-30,서울특별시,종로구,원서동,,33,76,109
1111015100,2026-06-30,서울특별시,종로구,묘동,,6,2,8
1111015200,2026-06-30,서울특별시,종로구,봉익동,,8,1,9
1111015300,2026-06-30,서울특별시,종로구,돈의동,,342,60,402
1111015400,2026-06-30,서울특별시,종로구,장사동,,17,6,23
1111015500,2026-06-30,서울특별시,종로구,관수동,,52,8,60
1111015600,2026-06-30,서울특별시,종로구,종로3가,,22,7,29
1111015700,2026-06-30,서울특별시,종로구,인의동,,22,21,43
1111015800,2026-06-30,서울특별시,종로구,예지동,,4,5,9
1111015900,2026-06-30,서울특별시,종로구,원남동,,13,14,27
1111016000,2026-06-30,서울특별시,종로구,연지동,,30,21,51
1111016100,2026-06-30,서울특별시,종로구,종로4가,,3,1,4
1111016200,2026-06-30,서울특별시,종로구,효제동,,53,26,79
1111016300,2026-06-30,서울특별시,종로구,종로5가,,32,23,55
1111016400,2026-06-30,서울특별시,종로구,종로6가,,35,29,64
1111016500,2026-06-30,서울특별시,종로구,이화동,,57,88,145
1111016600,2026-06-30,서울특별시,종로구,연건동,,29,55,84
1111016700,2026-06-30,서울특별시,종로구,충신동,,115,135,250
1111016800,2026-06-30,서울특별시,종로구,동숭동,,91,171,262
1111016900,2026-06-30,서울특별시,종로구,혜화동,,57,108,165
1111017000,2026-06-30,서울특별시,종로구,명륜1가,,46,120,166
1111017100,2026-06-30,서울특별시,종로구,명륜2가,,37,78,115
1111017200,2026-06-30,서울특별시,종로구,명륜4가,,14,34,48
1111017300,2026-06-30,서울특별시,종로구,명륜3가,,100,193,293
1111017400,2026-06-30,서울특별시,종로구,창신동,,777,1037,1814
1111017500,2026-06-30,서울특별시,종로구,숭인동,,606,684,1290
1111017600,2026-06-30,서울특별시,종로구,교남동,,2,5,7
1111017700,2026-06-30,서울특별시,종로구,평동,,2,21,23
1111017800,2026-06-30,서울특별시,종로구,송월동,,5,8,13
1111017900,2026-06-30,서울특별시,종로구,홍파동,,13,38,51
1111018000,2026-06-30,서울특별시,종로구,교북동,,5,23,28
1111018100,2026-06-30,서울특별시,종로구,행촌동,,100,257,357
1111018200,2026-06-30,서울특별시,종로구,구기동,,75,175,250
1111018300,2026-06-30,서울특별시,종로구,평창동,,158,451,609
1111018400,2026-06-30,서울특별시,종로구,부암동,,69,137,206
1111018500,2026-06-30,서울특별시,종로구,홍지동,,34,67,101
1111018600,2026-06-30,서울특별시,종로구,신영동,,45,111,156
1111018700,2026-06-30,서울특별시,종로구,무악동,,93,260,353
1114010100,2026-06-30,서울특별시,중구,무교동,,2,0,2
1114010200,2026-06-30,서울특별시,중구,다동,,6,5,11
1114010300,2026-06-30,서울특별시,중구,태평로1가,,0,1,1
1114010500,2026-06-30,서울특별시,중구,을지로2가,,7,1,8
1114010700,2026-06-30,서울특별시,중구,삼각동,,0,0,0
1114010900,2026-06-30,서울특별시,중구,장교동,,0,1,1
1114011100,2026-06-30,서울특별시,중구,소공동,,1,0,1
1114011200,2026-06-30,서울특별시,중구,남창동,,38,39,77
1114011300,2026-06-30,서울특별시,중구,북창동,,10,11,21
1114011400,2026-06-30,서울특별시,중구,태평로2가,,9,2,11
1114011500,2026-06-30,서울특별시,중구,남대문로2가,,1,0,1
1114011600,2026-06-30,서울특별시,중구,남대문로3가,,3,4,7
1114011700,2026-06-30,서울특별시,중구,남대문로4가,,0,0,0
1114011800,2026-06-30,서울특별시,중구,남대문로5가,,143,36,179
1114011900,2026-06-30,서울특별시,중구,봉래동1가,,1,0,1
1114012100,2026-06-30,서울특별시,중구,회현동1가,,132,163,295
1114012200,2026-06-30,서울특별시,중구,회현동2가,,23,29,52
1114012300,2026-06-30,서울특별시,중구,회현동3가,,1,2,3
1114012400,2026-06-30,서울특별시,중구,충무로1가,,1,0,1
1114012500,2026-06-30,서울특별시,중구,충무로2가,,4,3,7
1114012600,2026-06-30,서울특별시,중구,명동1가,,1,0,1
1114012700,2026-06-30,서울특별시,중구,명동2가,,11,2,13
1114012800,2026-06-30,서울특별시,중구,남산동1가,,11,11,22
1114012900,2026-06-30,서울특별시,중구,남산동2가,,22,30,52
1114013000,2026-06-30,서울특별시,중구,남산동3가,,3,2,5
1114013100,2026-06-30,서울특별시,중구,저동1가,,1,0,1
1114013200,2026-06-30,서울특별시,중구,충무로4가,,51,66,117
1114013300,2026-06-30,서울특별시,중구,충무로5가,,25,13,38
1114013400,2026-06-30,서울특별시,중구,인현동2가,,33,49,82
1114013500,2026-06-30,서울특별시,중구,예관동,,1,4,5
1114013600,2026-06-30,서울특별시,중구,묵정동,,17,32,49
1114013700,2026-06-30,서울특별시,중구,필동1가,,9,7,16
1114013800,2026-06-30,서울특별시,중구,필동2가,,33,46,79
1114013900,2026-06-30,서울특별시,중구,필동3가,,36,41,77
1114014000,2026-06-30,서울특별시,중구,남학동,,5,6,11
1114014100,2026-06-30,서울특별시,중구,주자동,,6,0,6
1114014200,2026-06-30,서울특별시,중구,예장동,,23,30,53
1114014300,2026-06-30,서울특별시,중구,장충동1가,,50,68,118
1114014400,2026-06-30,서울특별시,중구,장충동2가,,105,139,244
1114014500,2026-06-30,서울특별시,중구,광희동1가,,29,27,56
1114014600,2026-06-30,서울특별시,중구,광희동2가,,42,59,101
1114014700,2026-06-30,서울특별시,중구,쌍림동,,31,51,82
1114014800,2026-06-30,서울특별시,중구,을지로6가,,12,5,17
1114014900,2026-06-30,서울특별시,중구,을지로7가,,10,3,13
1114015000,2026-06-30,서울특별시,중구,을지로4가,,16,8,24
1114015100,2026-06-30,서울특별시,중구,을지로5가,,12,19,31
1114015200,2026-06-30,서울특별시,중구,주교동,,78,12,90
1114015300,2026-06-30,서울특별시,중구,방산동,,10,4,14
1114015400,2026-06-30,서울특별시,중구,오장동,,29,18,47
1114015500,2026-06-30,서울특별시,중구,을지로3가,,39,8,47
1114015600,2026-06-30,서울특별시,중구,입정동,,10,13,23
1114015700,2026-06-30,서울특별시,중구,산림동,,21,13,34
1114015800,2026-06-30,서울특별시,중구,충무로3가,,34,3,37
1114015900,2026-06-30,서울특별시,중구,초동,,6,2,8
1114016000,2026-06-30,서울특별시,중구,인현동1가,,11,17,28
1114016100,2026-06-30,서울특별시,중구,저동2가,,7,4,11
1114016200,2026-06-30,서울특별시,중구,신당동,,1712,3109,4821
1114016300,2026-06-30,서울특별시,중구,흥인동,,30,40,70
1114016400,2026-06-30,서울특별시,중구,무학동,,15,12,27
1114016500,2026-06-30,서울특별시,중구,황학동,,354,495,849
1114016600,2026-06-30,서울특별시,중구,서소문동,,7,3,10
1114016700,2026-06-30,서울특별시,중구,정동,,4,7,11
1114016800,2026-06-30,서울특별시,중구,순화동,,8,21,29
1114016900,2026-06-30,서울특별시,중구,의주로1가,,2,3,5
1114017100,2026-06-30,서울특별시,중구,중림동,,276,284,560
1114017200,2026-06-30,서울특별시,중구,의주로2가,,2,0,2
1114017300,2026-06-30,서울특별시,중구,만리동1가,,12,30,42
1114017400,2026-06-30,서울특별시,중구,만리동2가,,31,64,95
1117010100,2026-06-30,서울특별시,용산구,후암동,,364,689,1053
1117010200,2026-06-30,서울특별시,용산구,용산동2가,,213,451,664
1117010300,2026-06-30,서울특별시,용산구,용산동4가,,0,0,0
1117010400,2026-06-30,서울특별시,용산구,갈월동,,166,102,268
1117010500,2026-06-30,서울특별시,용산구,남영동,,73,32,105
1117010700,2026-06-30,서울특별시,용산구,동자동,,517,165,682
1117010800,2026-06-30,서울특별시,용산구,서계동,,204,288,492
1117010900,2026-06-30,서울특별시,용산구,청파동1가,,161,226,387
1117011000,2026-06-30,서울특별시,용산구,청파동2가,,51,91,142
1117011100,2026-06-30,서울특별시,용산구,청파동3가,,91,100,191
1117011200,2026-06-30,서울특별시,용산구,원효로1가,,84,170,254
1117011300,2026-06-30,서울특별시,용산구,원효로2가,,44,61,105
1117011400,2026-06-30,서울특별시,용산구,신창동,,39,87,126
1117011500,2026-06-30,서울특별시,용산구,산천동,,61,151,212
1117011600,2026-06-30,서울특별시,용산구,청암동,,6,11,17
1117011700,2026-06-30,서울특별시,용산구,원효로3가,,52,83,135
1117011800,2026-06-30,서울특별시,용산구,원효로4가,,35,95,130
1117011900,2026-06-30,서울특별시,용산구,효창동,,93,246,339
1117012000,2026-06-30,서울특별시,용산구,도원동,,70,214,284
1117012100,2026-06-30,서울특별시,용산구,용문동,,106,239,345
1117012200,2026-06-30,서울특별시,용산구,문배동,,34,57,91
1117012300,2026-06-30,서울특별시,용산구,신계동,,37,77,114
1117012400,2026-06-30,서울특별시,용산구,한강로1가,,47,85,132
1117012500,2026-06-30,서울특별시,용산구,한강로2가,,100,138,238
1117012600,2026-06-30,서울특별시,용산구,용산동3가,,12,18,30
1117012700,2026-06-30,서울특별시,용산구,용산동5가,,22,42,64
1117012800,2026-06-30,서울특별시,용산구,한강로3가,,138,226,364
1117012900,2026-06-30,서울특별시,용산구,이촌동,,282,892,1174
1117013000,2026-06-30,서울특별시,용산구,이태원동,,261,609,870
1117013100,2026-06-30,서울특별시,용산구,한남동,,226,450,676
1117013200,2026-06-30,서울특별시,용산구,동빙고동,,88,182,270
1117013300,2026-06-30,서울특별시,용산구,서빙고동,,65,164,229
1117013400,2026-06-30,서울특별시,용산구,주성동,,27,28,55
1117013600,2026-06-30,서울특별시,용산구,보광동,,132,282,414
1120010100,2026-06-30,서울특별시,성동구,상왕십리동,,28,67,95
1120010200,2026-06-30,서울특별시,성동구,하왕십리동,,372,812,1184
1120010300,2026-06-30,서울특별시,성동구,홍익동,,173,276,449
1120010400,2026-06-30,서울특별시,성동구,도선동,,98,124,222
1120010500,2026-06-30,서울특별시,성동구,마장동,,428,735,1163
1120010600,2026-06-30,서울특별시,성동구,사근동,,88,213,301
1120010700,2026-06-30,서울특별시,성동구,행당동,,547,1205,1752
1120010800,2026-06-30,서울특별시,성동구,응봉동,,144,401,545
1120010900,2026-06-30,서울특별시,성동구,금호동1가,,236,594,830
1120011000,2026-06-30,서울특별시,성동구,금호동2가,,111,244,355
1120011100,2026-06-30,서울특별시,성동구,금호동3가,,193,470,663
1120011200,2026-06-30,서울특별시,성동구,금호동4가,,207,555,762
1120011300,2026-06-30,서울특별시,성동구,옥수동,,248,705,953
1120011400,2026-06-30,서울특별시,성동구,성수동1가,,479,741,1220
1120011500,2026-06-30,서울특별시,성동구,성수동2가,,636,772,1408
1120011800,2026-06-30,서울특별시,성동구,송정동,,337,351,688
1120012200,2026-06-30,서울특별시,성동구,용답동,,438,495,933
1121510100,2026-06-30,서울특별시,광진구,중곡동,,1843,3144,4987
1121510200,2026-06-30,서울특별시,광진구,능동,,170,308,478
1121510300,2026-06-30,서울특별시,광진구,구의동,,1149,2244,3393
1121510400,2026-06-30,서울특별시,광진구,광장동,,237,528,765
1121510500,2026-06-30,서울특별시,광진구,자양동,,1629,3080,4709
1121510700,2026-06-30,서울특별시,광진구,화양동,,348,463,811
1121510900,2026-06-30,서울특별시,광진구,군자동,,424,661,1085
1123010100,2026-06-30,서울특별시,동대문구,신설동,,243,131,374
1123010200,2026-06-30,서울특별시,동대문구,용두동,,937,1265,2202
1123010300,2026-06-30,서울특별시,동대문구,제기동,,881,1187,2068
1123010400,2026-06-30,서울특별시,동대문구,전농동,,1170,2000,3170
1123010500,2026-06-30,서울특별시,동대문구,답십리동,,1002,1912,2914
1123010600,2026-06-30,서울특별시,동대문구,장안동,,1402,2203,3605
1123010700,2026-06-30,서울특별시,동대문구,청량리동,,873,1372,2245
1123010800,2026-06-30,서울특별시,동대문구,회기동,,148,342,490
1123010900,2026-06-30,서울특별시,동대문구,휘경동,,527,1159,1686
1123011000,2026-06-30,서울특별시,동대문구,이문동,,635,1419,2054
1126010100,2026-06-30,서울특별시,중랑구,면목동,,3835,6284,10119
1126010200,2026-06-30,서울특별시,중랑구,상봉동,,985,1664,2649
1126010300,2026-06-30,서울특별시,중랑구,중화동,,1551,2020,3571
1126010400,2026-06-30,서울특별시,중랑구,묵동,,962,1788,2750
1126010500,2026-06-30,서울특별시,중랑구,망우동,,1871,2482,4353
1126010600,2026-06-30,서울특별시,중랑구,신내동,,1012,2288,3300
1129010100,2026-06-30,서울특별시,성북구,성북동,,220,417,637
1129010200,2026-06-30,서울특별시,성북구,성북동1가,,30,65,95
1129010300,2026-06-30,서울특별시,성북구,돈암동,,436,1240,1676
1129010400,2026-06-30,서울특별시,성북구,동소문동1가,,18,30,48
1129010500,2026-06-30,서울특별시,성북구,동소문동2가,,16,41,57
1129010600,2026-06-30,서울특별시,성북구,동소문동3가,,17,7,24
1129010700,2026-06-30,서울특별시,성북구,동소문동4가,,24,93,117
1129010800,2026-06-30,서울특별시,성북구,동소문동5가,,26,44,70
1129010900,2026-06-30,서울특별시,성북구,동소문동6가,,36,71,107
1129011000,2026-06-30,서울특별시,성북구,동소문동7가,,26,56,82
1129011100,2026-06-30,서울특별시,성북구,삼선동1가,,149,216,365
1129011200,2026-06-30,서울특별시,성북구,삼선동2가,,46,114,160
1129011300,2026-06-30,서울특별시,성북구,삼선동3가,,50,148,198
1129011400,2026-06-30,서울특별시,성북구,삼선동4가,,73,137,210
1129011500,2026-06-30,서울특별시,성북구,삼선동5가,,74,173,247
1129011600,2026-06-30,서울특별시,성북구,동선동1가,,28,33,61
1129011700,2026-06-30,서울특별시,성북구,동선동2가,,31,58,89
1129011800,2026-06-30,서울특별시,성북구,동선동3가,,45,76,121
1129011900,2026-06-30,서울특별시,성북구,동선동4가,,36,72,108
1129012000,2026-06-30,서울특별시,성북구,동선동5가,,23,74,97
1129012100,2026-06-30,서울특별시,성북구,안암동1가,,58,111,169
1129012200,2026-06-30,서울특별시,성북구,안암동2가,,32,100,132
1129012300,2026-06-30,서울특별시,성북구,안암동3가,,73,162,235
1129012400,2026-06-30,서울특별시,성북구,안암동4가,,31,35,66
1129012500,2026-06-30,서울특별시,성북구,안암동5가,,27,81,108
1129012600,2026-06-30,서울특별시,성북구,보문동4가,,23,36,59
1129012700,2026-06-30,서울특별시,성북구,보문동5가,,51,86,137
1129012800,2026-06-30,서울특별시,성북구,보문동6가,,100,196,296
1129012900,2026-06-30,서울특별시,성북구,보문동7가,,38,73,111
1129013000,2026-06-30,서울특별시,성북구,보문동1가,,20,30,50
1129013100,2026-06-30,서울특별시,성북구,보문동2가,,23,87,110
1129013200,2026-06-30,서울특별시,성북구,보문동3가,,20,72,92
1129013300,2026-06-30,서울특별시,성북구,정릉동,,1336,3023,4359
1129013400,2026-06-30,서울특별시,성북구,길음동,,476,1289,1765
1129013500,2026-06-30,서울특별시,성북구,종암동,,679,1417,2096
1129013600,2026-06-30,서울특별시,성북구,하월곡동,,707,1338,2045
1129013700,2026-06-30,서울특별시,성북구,상월곡동,,187,379,566
1129013800,2026-06-30,서울특별시,성북구,장위동,,1072,2159,3231
1129013900,2026-06-30,서울특별시,성북구,석관동,,852,1525,2377
1130510100,2026-06-30,서울특별시,강북구,미아동,,3547,6206,9753
1130510200,2026-06-30,서울특별시,강북구,번동,,1525,3191,4716
1130510300,2026-06-30,서울특별시,강북구,수유동,,2986,5448,8434
1130510400,2026-06-30,서울특별시,강북구,우이동,,331,667,998
1132010500,2026-06-30,서울특별시,도봉구,쌍문동,,1581,3310,4891
1132010600,2026-06-30,서울특별시,도봉구,방학동,,1905,3267,5172
1132010700,2026-06-30,서울특별시,도봉구,창동,,2058,4394,6452
1132010800,2026-06-30,서울특별시,도봉구,도봉동,,1630,2658,4288
1135010200,2026-06-30,서울특별시,노원구,월계동,,1771,3790,5561
1135010300,2026-06-30,서울특별시,노원구,공릉동,,1341,2631,3972
1135010400,2026-06-30,서울특별시,노원구,하계동,,706,2057,2763
1135010500,2026-06-30,서울특별시,노원구,상계동,,3629,8166,11795
1135010600,2026-06-30,서울특별시,노원구,중계동,,1556,4323,5879
1138010100,2026-06-30,서울특별시,은평구,수색동,,240,583,823
1138010200,2026-06-30,서울특별시,은평구,녹번동,,859,1766,2625
1138010300,2026-06-30,서울특별시,은평구,불광동,,1625,3164,4789
1138010400,2026-06-30,서울특별시,은평구,갈현동,,878,1731,2609
1138010500,2026-06-30,서울특별시,은평구,구산동,,544,1195,1739
1138010600,2026-06-30,서울특별시,은평구,대조동,,711,1285,1996
1138010700,2026-06-30,서울특별시,은평구,응암동,,1559,3378,4937
1138010800,2026-06-30,서울특별시,은평구,역촌동,,913,1886,2799
1138010900,2026-06-30,서울특별시,은평구,신사동,,902,1742,2644
1138011000,2026-06-30,서울특별시,은평구,증산동,,247,462,709
1138011400,2026-06-30,서울특별시,은평구,진관동,,476,1257,1733
1141010100,2026-06-30,서울특별시,서대문구,충정로2가,,31,54,85
1141010200,2026-06-30,서울특별시,서대문구,충정로3가,,116,182,298
1141010300,2026-06-30,서울특별시,서대문구,합동,,6,15,21
1141010400,2026-06-30,서울특별시,서대문구,미근동,,15,27,42
1141010500,2026-06-30,서울특별시,서대문구,냉천동,,90,93,183
1141010600,2026-06-30,서울특별시,서대문구,천연동,,72,188,260
1141010700,2026-06-30,서울특별시,서대문구,옥천동,,36,88,124
1141010800,2026-06-30,서울특별시,서대문구,영천동,,31,97,128
1141010900,2026-06-30,서울특별시,서대문구,현저동,,140,296,436
1141011000,2026-06-30,서울특별시,서대문구,북아현동,,502,902,1404
1141011100,2026-06-30,서울특별시,서대문구,홍제동,,1002,2317,3319
1141011200,2026-06-30,서울특별시,서대문구,대현동,,39,100,139
1141011300,2026-06-30,서울특별시,서대문구,대신동,,26,36,62
1141011400,2026-06-30,서울특별시,서대문구,신촌동,,11,16,27
1141011500,2026-06-30,서울특별시,서대문구,봉원동,,14,22,36
1141011600,2026-06-30,서울특별시,서대문구,창천동,,162,285,447
1141011700,2026-06-30,서울특별시,서대문구,연희동,,512,1211,1723
1141011800,2026-06-30,서울특별시,서대문구,홍은동,,850,1924,2774
1141011900,2026-06-30,서울특별시,서대문구,북가좌동,,855,1821,2676
1141012000,2026-06-30,서울특별시,서대문구,남가좌동,,668,1397,2065
1144010100,2026-06-30,서울특별시,마포구,아현동,,407,846,1253
1144010200,2026-06-30,서울특별시,마포구,공덕동,,372,793,1165
1144010300,2026-06-30,서울특별시,마포구,신공덕동,,149,358,507
1144010400,2026-06-30,서울특별시,마포구,도화동,,309,704,1013
1144010500,2026-06-30,서울특별시,마포구,용강동,,78,160,238
1144010600,2026-06-30,서울특별시,마포구,토정동,,7,26,33
1144010700,2026-06-30,서울특별시,마포구,마포동,,39,66,105
1144010800,2026-06-30,서울특별시,마포구,대흥동,,269,545,814
1144010900,2026-06-30,서울특별시,마포구,염리동,,213,470,683
1144011000,2026-06-30,서울특별시,마포구,노고산동,,148,230,378
1144011100,2026-06-30,서울특별시,마포구,신수동,,192,440,632
1144011200,2026-06-30,서울특별시,마포구,현석동,,33,98,131
1144011300,2026-06-30,서울특별시,마포구,구수동,,9,35,44
1144011400,2026-06-30,서울특별시,마포구,창전동,,152,376,528
1144011500,2026-06-30,서울특별시,마포구,상수동,,73,180,253
1144011600,2026-06-30,서울특별시,마포구,하중동,,13,18,31
1144011700,2026-06-30,서울특별시,마포구,신정동,,4,39,43
1144011800,2026-06-30,서울특별시,마포구,당인동,,15,40,55
1144012000,2026-06-30,서울특별시,마포구,서교동,,221,496,717
1144012100,2026-06-30,서울특별시,마포구,동교동,,60,141,201
1144012200,2026-06-30,서울특별시,마포구,합정동,,220,522,742
1144012300,2026-06-30,서울특별시,마포구,망원동,,475,1279,1754
1144012400,2026-06-30,서울특별시,마포구,연남동,,190,442,632
1144012500,2026-06-30,서울특별시,마포구,성산동,,722,1908,2630
1144012600,2026-06-30,서울특별시,마포구,중동,,87,211,298
1144012700,2026-06-30,서울특별시,마포구,상암동,,253,699,952
1147010100,2026-06-30,서울특별시,양천구,신정동,,2517,5509,8026
1147010200,2026-06-30,서울특별시,양천구,목동,,1407,3197,4604
1147010300,2026-06-30,서울특별시,양천구,신월동,,3052,5232,8284
1150010100,2026-06-30,서울특별시,강서구,염창동,,225,574,799
1150010200,2026-06-30,서울특별시,강서구,등촌동,,1810,3459,5269
1150010300,2026-06-30,서울특별시,강서구,화곡동,,3988,7485,11473
1150010400,2026-06-30,서울특별시,강서구,가양동,,1636,2807,4443
1150010500,2026-06-30,서울특별시,강서구,마곡동,,357,804,1161
1150010600,2026-06-30,서울특별시,강서구,내발산동,,403,1282,1685
1150010700,2026-06-30,서울특별시,강서구,외발산동,,28,40,68
1150010800,2026-06-30,서울특별시,강서구,공항동,,525,703,1228
1150010900,2026-06-30,서울특별시,강서구,방화동,,1823,3352,5175
1150011000,2026-06-30,서울특별시,강서구,개화동,,70,70,140
1150011200,2026-06-30,서울특별시,강서구,오곡동,,2,0,2
1150011300,2026-06-30,서울특별시,강서구,오쇠동,,3,2,5
1153010100,2026-06-30,서울특별시,구로구,신도림동,,261,546,807
1153010200,2026-06-30,서울특별시,구로구,구로동,,2538,4487,7025
1153010300,2026-06-30,서울특별시,구로구,가리봉동,,535,538,1073
1153010600,2026-06-30,서울특별시,구로구,고척동,,1076,1828,2904
1153010700,2026-06-30,서울특별시,구로구,개봉동,,1684,3212,4896
1153010800,2026-06-30,서울특별시,구로구,오류동,,906,1753,2659
1153010900,2026-06-30,서울특별시,구로구,궁동,,359,625,984
1153011000,2026-06-30,서울특별시,구로구,온수동,,170,312,482
1153011100,2026-06-30,서울특별시,구로구,천왕동,,152,544,696
1153011200,2026-06-30,서울특별시,구로구,항동,,131,305,436
1154510100,2026-06-30,서울특별시,금천구,가산동,,582,565,1147
1154510200,2026-06-30,서울특별시,금천구,독산동,,2624,3826,6450
1154510300,2026-06-30,서울특별시,금천구,시흥동,,2748,4850,7598
1156010100,2026-06-30,서울특별시,영등포구,영등포동,,517,448,965
1156010200,2026-06-30,서울특별시,영등포구,영등포동1가,,51,19,70
1156010300,2026-06-30,서울특별시,영등포구,영등포동2가,,127,61,188
1156010400,2026-06-30,서울특별시,영등포구,영등포동3가,,98,39,137
1156010500,2026-06-30,서울특별시,영등포구,영등포동4가,,67,32,99
1156010600,2026-06-30,서울특별시,영등포구,영등포동5가,,209,112,321
1156010700,2026-06-30,서울특별시,영등포구,영등포동6가,,126,62,188
1156010800,2026-06-30,서울특별시,영등포구,영등포동7가,,141,202,343
1156010900,2026-06-30,서울특별시,영등포구,영등포동8가,,61,97,158
1156011000,2026-06-30,서울특별시,영등포구,여의도동,,293,782,1075
1156011100,2026-06-30,서울특별시,영등포구,당산동1가,,186,244,430
1156011200,2026-06-30,서울특별시,영등포구,당산동2가,,55,139,194
1156011300,2026-06-30,서울특별시,영등포구,당산동3가,,148,247,395
1156011400,2026-06-30,서울특별시,영등포구,당산동4가,,73,189,262
1156011500,2026-06-30,서울특별시,영등포구,당산동5가,,61,194,255
1156011600,2026-06-30,서울특별시,영등포구,당산동6가,,90,95,185
1156011700,2026-06-30,서울특별시,영등포구,당산동,,65,111,176
1156011800,2026-06-30,서울특별시,영등포구,도림동,,520,716,1236
1156011900,2026-06-30,서울특별시,영등포구,문래동1가,,40,22,62
1156012000,2026-06-30,서울특별시,영등포구,문래동2가,,27,54,81
1156012100,2026-06-30,서울특별시,영등포구,문래동3가,,129,296,425
1156012200,2026-06-30,서울특별시,영등포구,문래동4가,,39,46,85
1156012300,2026-06-30,서울특별시,영등포구,문래동5가,,35,78,113
1156012400,2026-06-30,서울특별시,영등포구,문래동6가,,33,152,185
1156012500,2026-06-30,서울특별시,영등포구,양평동1가,,91,199,290
1156012600,2026-06-30,서울특별시,영등포구,양평동2가,,103,169,272
1156012700,2026-06-30,서울특별시,영등포구,양평동3가,,67,190,257
1156012800,2026-06-30,서울특별시,영등포구,양평동4가,,110,174,284
1156012900,2026-06-30,서울특별시,영등포구,양평동5가,,44,92,136
1156013000,2026-06-30,서울특별시,영등포구,양평동6가,,41,58,99
1156013200,2026-06-30,서울특별시,영등포구,신길동,,2278,4010,6288
1156013300,2026-06-30,서울특별시,영등포구,대림동,,1223,2278,3501
1159010100,2026-06-30,서울특별시,동작구,노량진동,,687,1179,1866
1159010200,2026-06-30,서울특별시,동작구,상도동,,1663,3960,5623
1159010300,2026-06-30,서울특별시,동작구,상도1동,,115,251,366
1159010400,2026-06-30,서울특별시,동작구,본동,,165,432,597
1159010500,2026-06-30,서울특별시,동작구,흑석동,,301,851,1152
1159010600,2026-06-30,서울특별시,동작구,동작동,,46,130,176
1159010700,2026-06-30,서울특별시,동작구,사당동,,1518,3335,4853
1159010800,2026-06-30,서울특별시,동작구,대방동,,403,1088,1491
1159010900,2026-06-30,서울특별시,동작구,신대방동,,698,1371,2069
1162010100,2026-06-30,서울특별시,관악구,봉천동,,3901,7629,11530
1162010200,2026-06-30,서울특별시,관악구,신림동,,5483,8821,14304
