법정동코드,기준연월,시도명,시군구명,읍면동명,리명,65세이상남자1인세대,65세이상여자1인세대,65세이상1인세대
4148036028,2026-06-30,경기도,파주시,파평면,눌노리,38,46,84
4148037021,2026-06-30,경기도,파주시,적성면,어유지리,33,30,63
4148037022,2026-06-30,경기도,파주시,적성면,장좌리,0,0,0
4148037023,2026-06-30,경기도,파주시,적성면,장현리,27,18,45
4148037024,2026-06-30,경기도,파주시,적성면,구읍리,65,88,153
4148037025,2026-06-30,경기도,파주시,적성면,객현리,25,29,54
4148037026,2026-06-30,경기도,파주시,적성면,가월리,27,31,58
4148037027,2026-06-30,경기도,파주시,적성면,무건리,2,1,3
4148037028,2026-06-30,경기도,파주시,적성면,율포리,5,25,30
4148037029,2026-06-30,경기도,파주시,적성면,답곡리,7,2,9
4148037030,2026-06-30,경기도,파주시,적성면,식현리,27,47,74
4148037031,2026-06-30,경기도,파주시,적성면,주월리,6,17,23
4148037032,2026-06-30,경기도,파주시,적성면,설마리,7,6,13
4148037033,2026-06-30,경기도,파주시,적성면,적암리,9,8,17
4148037034,2026-06-30,경기도,파주시,적성면,두지리,3,3,6
4148037035,2026-06-30,경기도,파주시,적성면,마지리,69,101,170
4148037036,2026-06-30,경기도,파주시,적성면,자장리,15,16,31
4148038021,2026-06-30,경기도,파주시,군내면,백연리,14,21,35
4148038023,2026-06-30,경기도,파주시,군내면,조산리,2,1,3
4148038024,2026-06-30,경기도,파주시,군내면,읍내리,0,0,0
4148040021,2026-06-30,경기도,파주시,진동면,동파리,12,7,19
4150010100,2026-06-30,경기도,이천시,창전동,,397,786,1183
4150010200,2026-06-30,경기도,이천시,관고동,,183,277,460
4150010300,2026-06-30,경기도,이천시,중리동,,273,379,652
4150010400,2026-06-30,경기도,이천시,증일동,,22,32,54
4150010500,2026-06-30,경기도,이천시,율현동,,14,20,34
4150010600,2026-06-30,경기도,이천시,진리동,,25,25,50
4150010700,2026-06-30,경기도,이천시,안흥동,,79,152,231
4150010800,2026-06-30,경기도,이천시,갈산동,,125,238,363
4150010900,2026-06-30,경기도,이천시,증포동,,106,297,403
4150011000,2026-06-30,경기도,이천시,송정동,,64,173,237
4150011100,2026-06-30,경기도,이천시,사음동,,103,126,229
4150011200,2026-06-30,경기도,이천시,단월동,,32,49,81
4150011300,2026-06-30,경기도,이천시,대포동,,6,14,20
4150011400,2026-06-30,경기도,이천시,고담동,,18,28,46
4150011500,2026-06-30,경기도,이천시,장록동,,31,27,58
4150025021,2026-06-30,경기도,이천시,장호원읍,장호원리,94,182,276
4150025022,2026-06-30,경기도,이천시,장호원읍,오남리,36,67,103
4150025023,2026-06-30,경기도,이천시,장호원읍,진암리,105,192,297
4150025024,2026-06-30,경기도,이천시,장호원읍,어석리,23,21,44
4150025025,2026-06-30,경기도,이천시,장호원읍,대서리,21,20,41
4150025026,2026-06-30,경기도,이천시,장호원읍,송산리,28,33,61
4150025027,2026-06-30,경기도,이천시,장호원읍,방추리,12,20,32
4150025028,2026-06-30,경기도,이천시,장호원읍,선읍리,36,30,66
4150025029,2026-06-30,경기도,이천시,장호원읍,이황리,36,43,79
4150025030,2026-06-30,경기도,이천시,장호원읍,나래리,13,22,35
4150025031,2026-06-30,경기도,이천시,장호원읍,와현리,12,23,35
4150025032,2026-06-30,경기도,이천시,장호원읍,풍계리,29,40,69
4150025033,2026-06-30,경기도,이천시,장호원읍,노탑리,72,108,180
4150025321,2026-06-30,경기도,이천시,부발읍,무촌리,181,206,387
4150025322,2026-06-30,경기도,이천시,부발읍,죽당리,41,40,81
4150025323,2026-06-30,경기도,이천시,부발읍,신원리,53,93,146
4150025324,2026-06-30,경기도,이천시,부발읍,고백리,19,27,46
4150025325,2026-06-30,경기도,이천시,부발읍,대관리,14,8,22
4150025326,2026-06-30,경기도,이천시,부발읍,마암리,22,25,47
4150025327,2026-06-30,경기도,이천시,부발읍,산촌리,10,12,22
4150025328,2026-06-30,경기도,이천시,부발읍,신하리,108,185,293
4150025329,2026-06-30,경기도,이천시,부발읍,가좌리,39,39,78
4150025330,2026-06-30,경기도,이천시,부발읍,아미리,52,86,138
4150025331,2026-06-30,경기도,이천시,부발읍,수정리,9,11,20
4150025332,2026-06-30,경기도,이천시,부발읍,송온리,9,6,15
4150025333,2026-06-30,경기도,이천시,부발읍,가산리,18,30,48
4150025334,2026-06-30,경기도,이천시,부발읍,응암리,67,113,180
4150031021,2026-06-30,경기도,이천시,신둔면,수광리,88,108,196
4150031022,2026-06-30,경기도,이천시,신둔면,남정리,37,50,87
4150031023,2026-06-30,경기도,이천시,신둔면,지석리,31,28,59
4150031024,2026-06-30,경기도,이천시,신둔면,장동리,22,32,54
4150031025,2026-06-30,경기도,이천시,신둔면,도봉리,28,30,58
4150031026,2026-06-30,경기도,이천시,신둔면,도암리,44,46,90
4150031027,2026-06-30,경기도,이천시,신둔면,수하리,35,44,79
4150031028,2026-06-30,경기도,이천시,신둔면,수남리,26,19,45
4150031029,2026-06-30,경기도,이천시,신둔면,고척리,30,38,68
4150031030,2026-06-30,경기도,이천시,신둔면,용면리,39,31,70
4150031031,2026-06-30,경기도,이천시,신둔면,인후리,26,28,54
4150031032,2026-06-30,경기도,이천시,신둔면,마교리,14,18,32
4150031033,2026-06-30,경기도,이천시,신둔면,소정리,14,11,25
4150032021,2026-06-30,경기도,이천시,백사면,현방리,36,75,111
4150032022,2026-06-30,경기도,이천시,백사면,경사리,27,29,56
4150032023,2026-06-30,경기도,이천시,백사면,도립리,27,39,66
4150032024,2026-06-30,경기도,이천시,백사면,송말리,22,36,58
4150032025,2026-06-30,경기도,이천시,백사면,신대리,11,22,33
4150032026,2026-06-30,경기도,이천시,백사면,모전리,73,141,214
4150032027,2026-06-30,경기도,이천시,백사면,도지리,22,22,44
4150032028,2026-06-30,경기도,이천시,백사면,조읍리,45,52,97
4150032029,2026-06-30,경기도,이천시,백사면,우곡리,11,12,23
4150032030,2026-06-30,경기도,이천시,백사면,내촌리,14,16,30
4150032031,2026-06-30,경기도,이천시,백사면,상용리,14,17,31
4150032032,2026-06-30,경기도,이천시,백사면,백우리,10,11,21
4150033021,2026-06-30,경기도,이천시,호법면,유산리,38,47,85
4150033022,2026-06-30,경기도,이천시,호법면,안평리,38,42,80
4150033023,2026-06-30,경기도,이천시,호법면,후안리,34,39,73
4150033024,2026-06-30,경기도,이천시,호법면,단천리,11,19,30
4150033025,2026-06-30,경기도,이천시,호법면,매곡리,39,49,88
4150033026,2026-06-30,경기도,이천시,호법면,동산리,14,22,36
4150033027,2026-06-30,경기도,이천시,호법면,주박리,13,11,24
4150033028,2026-06-30,경기도,이천시,호법면,주미리,6,12,18
4150033029,2026-06-30,경기도,이천시,호법면,송갈리,16,27,43
4150034021,2026-06-30,경기도,이천시,마장면,오천리,50,101,151
4150034022,2026-06-30,경기도,이천시,마장면,양촌리,30,34,64
4150034023,2026-06-30,경기도,이천시,마장면,관리,32,41,73
4150034024,2026-06-30,경기도,이천시,마장면,회억리,14,12,26
4150034025,2026-06-30,경기도,이천시,마장면,장암리,29,21,50
4150034026,2026-06-30,경기도,이천시,마장면,목리,20,11,31
4150034027,2026-06-30,경기도,이천시,마장면,표교리,27,29,56
4150034028,2026-06-30,경기도,이천시,마장면,이치리,32,29,61
4150034029,2026-06-30,경기도,이천시,마장면,각평리,13,12,25
4150034030,2026-06-30,경기도,이천시,마장면,덕평리,31,39,70
4150034031,2026-06-30,경기도,이천시,마장면,이평리,20,30,50
4150034032,2026-06-30,경기도,이천시,마장면,해월리,21,21,42
4150034033,2026-06-30,경기도,이천시,마장면,작촌리,14,22,36
4150035025,2026-06-30,경기도,이천시,대월면,초지리,57,125,182
4150035026,2026-06-30,경기도,이천시,대월면,사동리,113,176,289
4150035027,2026-06-30,경기도,이천시,대월면,대대리,32,57,89
4150035028,2026-06-30,경기도,이천시,대월면,대흥리,18,21,39
4150035029,2026-06-30,경기도,이천시,대월면,도리리,13,11,24
4150035030,2026-06-30,경기도,이천시,대월면,구시리,18,11,29
4150035031,2026-06-30,경기도,이천시,대월면,군량리,28,27,55
4150035032,2026-06-30,경기도,이천시,대월면,송라리,14,15,29
4150035033,2026-06-30,경기도,이천시,대월면,장평리,16,17,33
4150035034,2026-06-30,경기도,이천시,대월면,부필리,9,12,21
4150036021,2026-06-30,경기도,이천시,모가면,진가리,30,55,85
4150036022,2026-06-30,경기도,이천시,모가면,서경리,19,24,43
4150036023,2026-06-30,경기도,이천시,모가면,산내리,14,14,28
4150036024,2026-06-30,경기도,이천시,모가면,송곡리,24,30,54
4150036025,2026-06-30,경기도,이천시,모가면,소사리,16,16,32
4150036026,2026-06-30,경기도,이천시,모가면,양평리,10,10,20
4150036027,2026-06-30,경기도,이천시,모가면,원두리,18,24,42
4150036028,2026-06-30,경기도,이천시,모가면,소고리,30,38,68
4150036029,2026-06-30,경기도,이천시,모가면,신갈리,8,20,28
4150036030,2026-06-30,경기도,이천시,모가면,어농리,21,19,40
4150036031,2026-06-30,경기도,이천시,모가면,두미리,14,13,27
4150037021,2026-06-30,경기도,이천시,설성면,금당리,38,47,85
4150037022,2026-06-30,경기도,이천시,설성면,장능리,25,35,60
4150037023,2026-06-30,경기도,이천시,설성면,행죽리,10,26,36
4150037024,2026-06-30,경기도,이천시,설성면,제요리,36,49,85
4150037025,2026-06-30,경기도,이천시,설성면,신필리,17,25,42
4150037026,2026-06-30,경기도,이천시,설성면,장천리,29,34,63
4150037027,2026-06-30,경기도,이천시,설성면,자석리,13,16,29
4150037028,2026-06-30,경기도,이천시,설성면,암산리,37,45,82
4150037029,2026-06-30,경기도,이천시,설성면,송계리,14,11,25
4150037030,2026-06-30,경기도,이천시,설성면,상봉리,20,26,46
4150037031,2026-06-30,경기도,이천시,설성면,수산리,18,14,32
4150037032,2026-06-30,경기도,이천시,설성면,대죽리,28,17,45
4150038021,2026-06-30,경기도,이천시,율면,고당리,34,60,94
4150038022,2026-06-30,경기도,이천시,율면,신추리,15,35,50
4150038023,2026-06-30,경기도,이천시,율면,본죽리,15,23,38
4150038024,2026-06-30,경기도,이천시,율면,북두리,19,20,39
4150038025,2026-06-30,경기도,이천시,율면,산양리,8,25,33
4150038026,2026-06-30,경기도,이천시,율면,석산리,14,18,32
4150038027,2026-06-30,경기도,이천시,율면,산성리,5,9,14
4150038028,2026-06-30,경기도,이천시,율면,오성리,27,30,57
4150038029,2026-06-30,경기도,이천시,율면,월포리,33,21,54
4150038030,2026-06-30,경기도,이천시,율면,총곡리,15,13,28
4155010100,2026-06-30,경기도,안성시,봉산동,,50,95,145
4155010200,2026-06-30,경기도,안성시,숭인동,,34,63,97
4155010300,2026-06-30,경기도,안성시,영동,,20,21,41
4155010400,2026-06-30,경기도,안성시,봉남동,,22,37,59
4155010500,2026-06-30,경기도,안성시,구포동,,20,23,43
4155010600,2026-06-30,경기도,안성시,동본동,,8,15,23
4155010700,2026-06-30,경기도,안성시,명륜동,,23,47,70
4155010800,2026-06-30,경기도,안성시,옥천동,,13,32,45
4155010900,2026-06-30,경기도,안성시,낙원동,,28,69,97
4155011000,2026-06-30,경기도,안성시,창전동,,19,43,62
4155011100,2026-06-30,경기도,안성시,성남동,,32,47,79
4155011200,2026-06-30,경기도,안성시,신흥동,,21,39,60
4155011300,2026-06-30,경기도,안성시,인지동,,46,54,100
4155011400,2026-06-30,경기도,안성시,금산동,,94,221,315
4155011500,2026-06-30,경기도,안성시,연지동,,15,37,52
4155011600,2026-06-30,경기도,안성시,대천동,,19,24,43
4155011700,2026-06-30,경기도,안성시,서인동,,16,31,47
4155011800,2026-06-30,경기도,안성시,석정동,,39,76,115
4155011900,2026-06-30,경기도,안성시,아양동,,254,500,754
4155012000,2026-06-30,경기도,안성시,금석동,,24,65,89
4155012100,2026-06-30,경기도,안성시,계동,,23,19,42
4155012200,2026-06-30,경기도,안성시,옥산동,,39,74,113
4155012300,2026-06-30,경기도,안성시,사곡동,,14,26,40
4155012400,2026-06-30,경기도,안성시,도기동,,54,53,107
4155012500,2026-06-30,경기도,안성시,당왕동,,125,423,548
4155012600,2026-06-30,경기도,안성시,가사동,,33,54,87
4155012700,2026-06-30,경기도,안성시,가현동,,19,23,42
4155012800,2026-06-30,경기도,안성시,신건지동,,37,44,81
4155012900,2026-06-30,경기도,안성시,신소현동,,29,44,73
4155013000,2026-06-30,경기도,안성시,신모산동,,4,8,12
4155013100,2026-06-30,경기도,안성시,현수동,,14,29,43
4155013200,2026-06-30,경기도,안성시,발화동,,11,31,42
4155013300,2026-06-30,경기도,안성시,중리동,,50,88,138
4155025021,2026-06-30,경기도,안성시,공도읍,양기리,42,141,183
4155025022,2026-06-30,경기도,안성시,공도읍,웅교리,12,31,43
4155025023,2026-06-30,경기도,안성시,공도읍,신두리,16,27,43
4155025024,2026-06-30,경기도,안성시,공도읍,중복리,14,20,34
4155025025,2026-06-30,경기도,안성시,공도읍,용두리,194,415,609
4155025026,2026-06-30,경기도,안성시,공도읍,승두리,90,172,262
4155025027,2026-06-30,경기도,안성시,공도읍,건천리,10,24,34
4155025028,2026-06-30,경기도,안성시,공도읍,불당리,16,18,34
4155025029,2026-06-30,경기도,안성시,공도읍,만정리,235,527,762
4155025030,2026-06-30,경기도,안성시,공도읍,마정리,187,255,442
4155025031,2026-06-30,경기도,안성시,공도읍,진사리,178,475,653
4155031021,2026-06-30,경기도,안성시,보개면,적가리,5,13,18
4155031022,2026-06-30,경기도,안성시,보개면,기좌리,25,36,61
4155031023,2026-06-30,경기도,안성시,보개면,북좌리,7,11,18
4155031024,2026-06-30,경기도,안성시,보개면,상삼리,18,24,42
4155031025,2026-06-30,경기도,안성시,보개면,신장리,10,10,20
4155031026,2026-06-30,경기도,안성시,보개면,양복리,7,15,22
4155031027,2026-06-30,경기도,안성시,보개면,오두리,15,11,26
4155031028,2026-06-30,경기도,안성시,보개면,이전리,4,9,13
4155031029,2026-06-30,경기도,안성시,보개면,불현리,7,17,24
4155031030,2026-06-30,경기도,안성시,보개면,내방리,12,15,27
4155031031,2026-06-30,경기도,안성시,보개면,동신리,20,26,46
4155031032,2026-06-30,경기도,안성시,보개면,곡천리,8,10,18
4155031033,2026-06-30,경기도,안성시,보개면,복평리,8,8,16
4155031034,2026-06-30,경기도,안성시,보개면,구사리,14,17,31
4155031035,2026-06-30,경기도,안성시,보개면,가율리,16,20,36
4155031036,2026-06-30,경기도,안성시,보개면,신안리,14,18,32
4155031037,2026-06-30,경기도,안성시,보개면,동평리,17,21,38
4155031038,2026-06-30,경기도,안성시,보개면,남풍리,18,33,51
4155031039,2026-06-30,경기도,안성시,보개면,북가현리,14,25,39
4155032021,2026-06-30,경기도,안성시,금광면,내우리,13,27,40
4155032022,2026-06-30,경기도,안성시,금광면,개산리,10,12,22
4155032023,2026-06-30,경기도,안성시,금광면,장죽리,7,5,12
4155032024,2026-06-30,경기도,안성시,금광면,상중리,10,16,26
4155032025,2026-06-30,경기도,안성시,금광면,금광리,7,8,15
4155032026,2026-06-30,경기도,안성시,금광면,현곡리,14,8,22
4155032027,2026-06-30,경기도,안성시,금광면,삼흥리,26,27,53
4155032028,2026-06-30,경기도,안성시,금광면,사흥리,21,30,51
4155032029,2026-06-30,경기도,안성시,금광면,오흥리,12,15,27
4155032030,2026-06-30,경기도,안성시,금광면,한운리,15,19,34
4155032031,2026-06-30,경기도,안성시,금광면,오산리,29,54,83
4155032032,2026-06-30,경기도,안성시,금광면,옥정리,17,45,62
4155032033,2026-06-30,경기도,안성시,금광면,석하리,9,10,19
4155032034,2026-06-30,경기도,안성시,금광면,신양복리,101,235,336
4155033021,2026-06-30,경기도,안성시,서운면,인리,17,23,40
4155033022,2026-06-30,경기도,안성시,서운면,청용리,15,14,29
4155033023,2026-06-30,경기도,안성시,서운면,송정리,10,15,25
4155033024,2026-06-30,경기도,안성시,서운면,신촌리,19,30,49
4155033025,2026-06-30,경기도,안성시,서운면,산평리,9,11,20
4155033026,2026-06-30,경기도,안성시,서운면,현매리,16,19,35
4155033027,2026-06-30,경기도,안성시,서운면,동촌리,8,7,15
4155033028,2026-06-30,경기도,안성시,서운면,신흥리,4,17,21
4155033029,2026-06-30,경기도,안성시,서운면,신능리,5,10,15
4155033030,2026-06-30,경기도,안성시,서운면,신기리,9,22,31
4155033031,2026-06-30,경기도,안성시,서운면,송산리,7,11,18
4155033032,2026-06-30,경기도,안성시,서운면,오촌리,7,13,20
4155033033,2026-06-30,경기도,안성시,서운면,양촌리,10,29,39
4155033034,2026-06-30,경기도,안성시,서운면,북산리,11,20,31
4155034021,2026-06-30,경기도,안성시,미양면,구례리,6,3,9
4155034022,2026-06-30,경기도,안성시,미양면,계륵리,9,13,22
4155034023,2026-06-30,경기도,안성시,미양면,개정리,22,41,63
4155034024,2026-06-30,경기도,안성시,미양면,신계리,4,8,12
4155034025,2026-06-30,경기도,안성시,미양면,법전리,8,11,19
4155034026,2026-06-30,경기도,안성시,미양면,용두리,6,14,20
4155034027,2026-06-30,경기도,안성시,미양면,고지리,16,23,39
4155034028,2026-06-30,경기도,안성시,미양면,정동리,3,9,12
4155034029,2026-06-30,경기도,안성시,미양면,구수리,17,11,28
4155034030,2026-06-30,경기도,안성시,미양면,진촌리,16,16,32
4155034031,2026-06-30,경기도,안성시,미양면,갈전리,13,6,19
4155034032,2026-06-30,경기도,안성시,미양면,양지리,19,12,31
4155034033,2026-06-30,경기도,안성시,미양면,보체리,35,37,72
4155034034,2026-06-30,경기도,안성시,미양면,신기리,7,8,15
4155034035,2026-06-30,경기도,안성시,미양면,강덕리,8,15,23
4155034036,2026-06-30,경기도,안성시,미양면,후평리,0,7,7
4155034037,2026-06-30,경기도,안성시,미양면,마산리,16,22,38
4155034038,2026-06-30,경기도,안성시,미양면,양변리,63,37,100
4155035021,2026-06-30,경기도,안성시,대덕면,소현리,10,12,22
4155035022,2026-06-30,경기도,안성시,대덕면,토현리,4,1,5
4155035023,2026-06-30,경기도,안성시,대덕면,모산리,17,22,39
4155035024,2026-06-30,경기도,안성시,대덕면,보동리,13,12,25
4155035025,2026-06-30,경기도,안성시,대덕면,명당리,9,8,17
4155035026,2026-06-30,경기도,안성시,대덕면,진현리,23,38,61
4155035027,2026-06-30,경기도,안성시,대덕면,건지리,43,38,81
4155035028,2026-06-30,경기도,안성시,대덕면,내리,159,94,253
4155035029,2026-06-30,경기도,안성시,대덕면,대농리,11,19,30
4155035030,2026-06-30,경기도,안성시,대덕면,죽리,71,39,110
4155035031,2026-06-30,경기도,안성시,대덕면,신령리,47,98,145
4155035032,2026-06-30,경기도,안성시,대덕면,무능리,7,6,13
4155035033,2026-06-30,경기도,안성시,대덕면,소내리,20,13,33
4155035034,2026-06-30,경기도,안성시,대덕면,삼한리,17,19,36
4155036021,2026-06-30,경기도,안성시,양성면,동항리,52,51,103
4155036022,2026-06-30,경기도,안성시,양성면,구장리,12,9,21
4155036023,2026-06-30,경기도,안성시,양성면,석화리,8,4,12
4155036024,2026-06-30,경기도,안성시,양성면,추곡리,6,1,7
4155036025,2026-06-30,경기도,안성시,양성면,조일리,3,8,11
4155036026,2026-06-30,경기도,안성시,양성면,도곡리,8,11,19
4155036027,2026-06-30,경기도,안성시,양성면,산정리,8,10,18
4155036028,2026-06-30,경기도,안성시,양성면,이현리,9,15,24
4155036029,2026-06-30,경기도,안성시,양성면,장서리,13,8,21
4155036030,2026-06-30,경기도,안성시,양성면,난실리,14,10,24
4155036031,2026-06-30,경기도,안성시,양성면,노곡리,31,42,73
4155036032,2026-06-30,경기도,안성시,양성면,미산리,54,136,190
4155036033,2026-06-30,경기도,안성시,양성면,방축리,11,5,16
4155036034,2026-06-30,경기도,안성시,양성면,필산리,4,6,10
4155036035,2026-06-30,경기도,안성시,양성면,덕봉리,11,18,29
4155036036,2026-06-30,경기도,안성시,양성면,명목리,11,24,35
4155036037,2026-06-30,경기도,안성시,양성면,삼암리,19,27,46
4155036038,2026-06-30,경기도,안성시,양성면,방신리,19,17,36
4155038021,2026-06-30,경기도,안성시,원곡면,성은리,28,23,51
4155038022,2026-06-30,경기도,안성시,원곡면,칠곡리,47,39,86
4155038023,2026-06-30,경기도,안성시,원곡면,지문리,27,25,52
4155038024,2026-06-30,경기도,안성시,원곡면,산하리,15,13,28
4155038025,2026-06-30,경기도,안성시,원곡면,내가천리,16,14,30
4155038026,2026-06-30,경기도,안성시,원곡면,외가천리,60,60,120
4155038027,2026-06-30,경기도,안성시,원곡면,반제리,32,49,81
4155038028,2026-06-30,경기도,안성시,원곡면,성주리,18,7,25
4155039021,2026-06-30,경기도,안성시,일죽면,월정리,26,33,59
4155039022,2026-06-30,경기도,안성시,일죽면,주천리,29,46,75
4155039023,2026-06-30,경기도,안성시,일죽면,죽림리,13,19,32
4155039024,2026-06-30,경기도,안성시,일죽면,가리,13,21,34
4155039025,2026-06-30,경기도,안성시,일죽면,산북리,20,20,40
4155039026,2026-06-30,경기도,안성시,일죽면,당촌리,14,32,46
4155039027,2026-06-30,경기도,안성시,일죽면,방초리,29,34,63
4155039028,2026-06-30,경기도,안성시,일죽면,송천리,75,133,208
4155039029,2026-06-30,경기도,안성시,일죽면,고은리,21,23,44
4155039030,2026-06-30,경기도,안성시,일죽면,화곡리,23,30,53
4155039031,2026-06-30,경기도,안성시,일죽면,능국리,19,39,58
4155039032,2026-06-30,경기도,안성시,일죽면,신흥리,31,35,66
4155039033,2026-06-30,경기도,안성시,일죽면,금산리,24,33,57
4155039034,2026-06-30,경기도,안성시,일죽면,장암리,17,10,27
4155039035,2026-06-30,경기도,안성시,일죽면,화봉리,46,52,98
4155040021,2026-06-30,경기도,안성시,죽산면,죽산리,111,146,257
4155040022,2026-06-30,경기도,안성시,죽산면,매산리,43,76,119
4155040023,2026-06-30,경기도,안성시,죽산면,장원리,78,68,146
4155040024,2026-06-30,경기도,안성시,죽산면,두현리,26,27,53
4155040025,2026-06-30,경기도,안성시,죽산면,장능리,25,35,60
4155040026,2026-06-30,경기도,안성시,죽산면,장계리,17,22,39
4155040027,2026-06-30,경기도,안성시,죽산면,용설리,30,53,83
4155040028,2026-06-30,경기도,안성시,죽산면,칠장리,19,33,52
4155040029,2026-06-30,경기도,안성시,죽산면,당목리,17,30,47
4155040030,2026-06-30,경기도,안성시,죽산면,두교리,23,17,40
4155041021,2026-06-30,경기도,안성시,삼죽면,내장리,18,27,45
4155041022,2026-06-30,경기도,안성시,삼죽면,율곡리,35,46,81
4155041023,2026-06-30,경기도,안성시,삼죽면,용월리,21,25,46
4155041024,2026-06-30,경기도,안성시,삼죽면,덕산리,23,39,62
4155041025,2026-06-30,경기도,안성시,삼죽면,배태리,13,11,24
4155041026,2026-06-30,경기도,안성시,삼죽면,내강리,20,25,45
4155041027,2026-06-30,경기도,안성시,삼죽면,진촌리,26,33,59
4155041028,2026-06-30,경기도,안성시,삼죽면,미장리,17,15,32
4155041029,2026-06-30,경기도,안성시,삼죽면,마전리,9,15,24
4155041030,2026-06-30,경기도,안성시,삼죽면,기솔리,19,13,32
4155042021,2026-06-30,경기도,안성시,고삼면,쌍지리,22,24,46
4155042022,2026-06-30,경기도,안성시,고삼면,신창리,12,22,34
4155042023,2026-06-30,경기도,안성시,고삼면,대갈리,10,8,18
4155042024,2026-06-30,경기도,안성시,고삼면,가유리,32,37,69
4155042025,2026-06-30,경기도,안성시,고삼면,삼은리,4,1,5
4155042026,2026-06-30,경기도,안성시,고삼면,봉산리,13,11,24
4155042027,2026-06-30,경기도,안성시,고삼면,월향리,18,17,35
4157010100,2026-06-30,경기도,김포시,북변동,,324,671,995
4157010200,2026-06-30,경기도,김포시,걸포동,,98,211,309
4157010300,2026-06-30,경기도,김포시,운양동,,312,806,1118
4157010400,2026-06-30,경기도,김포시,장기동,,575,1481,2056
4157010500,2026-06-30,경기도,김포시,감정동,,228,561,789
4157010600,2026-06-30,경기도,김포시,사우동,,428,848,1276
4157010700,2026-06-30,경기도,김포시,풍무동,,462,1101,1563
4157010800,2026-06-30,경기도,김포시,마산동,,494,1101,1595
4157010900,2026-06-30,경기도,김포시,구래동,,424,846,1270
4157025021,2026-06-30,경기도,김포시,통진읍,도사리,145,202,347
4157025022,2026-06-30,경기도,김포시,통진읍,마송리,751,989,1740
4157025023,2026-06-30,경기도,김포시,통진읍,서암리,252,405,657
4157025024,2026-06-30,경기도,김포시,통진읍,수참리,21,28,49
4157025025,2026-06-30,경기도,김포시,통진읍,가현리,97,112,209
4157025026,2026-06-30,경기도,김포시,통진읍,동을산리,22,33,55
4157025027,2026-06-30,경기도,김포시,통진읍,귀전리,48,34,82
4157025028,2026-06-30,경기도,김포시,통진읍,고정리,40,26,66
4157025029,2026-06-30,경기도,김포시,통진읍,옹정리,54,36,90
4157025321,2026-06-30,경기도,김포시,고촌읍,향산리,51,89,140
4157025322,2026-06-30,경기도,김포시,고촌읍,풍곡리,39,33,72
4157025323,2026-06-30,경기도,김포시,고촌읍,태리,38,57,95
4157025324,2026-06-30,경기도,김포시,고촌읍,신곡리,336,646,982
4157025325,2026-06-30,경기도,김포시,고촌읍,전호리,25,13,38
4157025621,2026-06-30,경기도,김포시,양촌읍,양곡리,728,1045,1773
4157025622,2026-06-30,경기도,김포시,양촌읍,누산리,80,71,151
4157025623,2026-06-30,경기도,김포시,양촌읍,석모리,67,111,178
4157025624,2026-06-30,경기도,김포시,양촌읍,구래리,66,68,134
4157025625,2026-06-30,경기도,김포시,양촌읍,대포리,13,7,20
4157025626,2026-06-30,경기도,김포시,양촌읍,학운리,208,135,343
4157025627,2026-06-30,경기도,김포시,양촌읍,유현리,26,20,46
4157025628,2026-06-30,경기도,김포시,양촌읍,흥신리,20,19,39
4157034021,2026-06-30,경기도,김포시,대곶면,대능리,55,37,92
4157034022,2026-06-30,경기도,김포시,대곶면,대벽리,54,45,99
4157034023,2026-06-30,경기도,김포시,대곶면,약암리,36,42,78
4157034024,2026-06-30,경기도,김포시,대곶면,상마리,29,12,41
4157034025,2026-06-30,경기도,김포시,대곶면,율생리,152,136,288
4157034026,2026-06-30,경기도,김포시,대곶면,초원지리,61,33,94
4157034027,2026-06-30,경기도,김포시,대곶면,거물대리,33,13,46
4157034028,2026-06-30,경기도,김포시,대곶면,오니산리,25,11,36
4157034029,2026-06-30,경기도,김포시,대곶면,송마리,75,46,121
4157034030,2026-06-30,경기도,김포시,대곶면,석정리,44,17,61
4157034031,2026-06-30,경기도,김포시,대곶면,쇄암리,25,23,48
4157034032,2026-06-30,경기도,김포시,대곶면,신안리,14,18,32
4157034033,2026-06-30,경기도,김포시,대곶면,대명리,50,36,86
4157035021,2026-06-30,경기도,김포시,월곶면,군하리,76,53,129
4157035022,2026-06-30,경기도,김포시,월곶면,고막리,38,70,108
4157035023,2026-06-30,경기도,김포시,월곶면,갈산리,100,61,161
4157035024,2026-06-30,경기도,김포시,월곶면,고양리,42,23,65
4157035025,2026-06-30,경기도,김포시,월곶면,포내리,94,91,185
4157035026,2026-06-30,경기도,김포시,월곶면,성동리,17,15,32
4157035027,2026-06-30,경기도,김포시,월곶면,보구곶리,11,11,22
4157035028,2026-06-30,경기도,김포시,월곶면,용강리,8,15,23
4157035029,2026-06-30,경기도,김포시,월곶면,조강리,6,13,19
4157035030,2026-06-30,경기도,김포시,월곶면,개곡리,46,31,77
4157036021,2026-06-30,경기도,김포시,하성면,마곡리,130,161,291
4157036022,2026-06-30,경기도,김포시,하성면,석탄리,53,67,120
4157036023,2026-06-30,경기도,김포시,하성면,후평리,34,53,87
4157036024,2026-06-30,경기도,김포시,하성면,시암리,11,19,30
4157036025,2026-06-30,경기도,김포시,하성면,마조리,19,28,47
4157036026,2026-06-30,경기도,김포시,하성면,가금리,7,19,26
4157036027,2026-06-30,경기도,김포시,하성면,양택리,27,22,49
