longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,cyclTm,longTermAdminSym,pgmNm,pgmType,runPlc,tgtNop
12714000465,A04,27,140,율하요양원,00,NORMAL SERVICE.,20,12714000465,안마체험,2,프로그램실,6
22711000002,B01,27,110,삼덕노인복지센터,00,NORMAL SERVICE.,1,22711000002,생신잔치,3,생활실1,30
22711000005,B01,27,110,어르신마을 노인복지센터,00,NORMAL SERVICE.,1,22711000005,"맞춤형 프로그램(전래,회상)",1,생활실,40
22711000044,B01,27,110,성심노인복지센터,00,NORMAL SERVICE.,,,,,,
22711000167,B01,27,110,비지팅엔젤스 대구중구방문요양지점,00,NORMAL SERVICE.,,,,,,
22711000168,B01,27,110,우리재가복지센터,00,NORMAL SERVICE.,,,,,,
22711000170,B01,27,110,9988어르신돌봄센터,00,NORMAL SERVICE.,,,,,,
22711000002,B02,27,110,삼덕노인복지센터,00,NORMAL SERVICE.,1,22711000002,생신잔치,3,생활실1,30
22711000044,B02,27,110,성심노인복지센터,00,NORMAL SERVICE.,,,,,,
22711000167,B02,27,110,비지팅엔젤스 대구중구방문요양지점,00,NORMAL SERVICE.,,,,,,
22711000168,B02,27,110,우리재가복지센터,00,NORMAL SERVICE.,,,,,,
22711000170,B02,27,110,9988어르신돌봄센터,00,NORMAL SERVICE.,,,,,,
22711000172,B02,27,110,K베스트재가복지센터,00,NORMAL SERVICE.,,,,,,
22711000002,B03,27,110,삼덕노인복지센터,00,NORMAL SERVICE.,1,22711000002,생신잔치,3,생활실1,30
22711000005,B03,27,110,어르신마을 노인복지센터,00,NORMAL SERVICE.,1,22711000005,"맞춤형 프로그램(전래,회상)",1,생활실,40
22711000159,B03,27,110,청춘재활주간보호센터,00,NORMAL SERVICE.,1,22711000159,(신체프로그램) 캐치볼 게임,2,청춘재활주간보호센터 내,58
22711000190,B03,27,110,청춘주간보호센터,00,NORMAL SERVICE.,1,22711000190,청춘뉴스,1,청춘주간보호센터 3층,141
22714000012,B03,27,140,진명해안노인복지센터,00,NORMAL SERVICE.,1,22714000012,차문화교실,1,주야간프로그램실,36
22714000014,B03,27,140,진명재가노인복지센터,00,NORMAL SERVICE.,1,22714000014,생신잔치 및 공연관람,3,진명재가노인복지센터 프로그램실,38
22729000563,B04,27,290,더편한주간보호센터,00,NORMAL SERVICE.,1,22729000563,도안에 맞추어 색칠하기,1,프로그램실,2
22729000617,B04,27,290,대구 신세계재가노인복지센터,00,NORMAL SERVICE.,1,22729000617,사회활동,1,생활실,30
24772000033,B04,27,720,군위군재가노인지원센터,00,NORMAL SERVICE.,1,24772000033,장보고 맛보고(시장체험),3,주간생활실,30
22714000605,B05,27,140,손주간호사 재가노인복지센터,00,NORMAL SERVICE.,,,,,,
22714000620,B05,27,140,대구다은재가방문요양간호센터,00,NORMAL SERVICE.,,,,,,
22717000349,B05,27,170,대구미림재가방문요양간호센터,00,NORMAL SERVICE.,,,,,,
22717000474,B05,27,170,이로운재가복지센터,00,NORMAL SERVICE.,,,,,,
22720000304,B05,27,200,가가호호재가복지센터,00,NORMAL SERVICE.,,,,,,
22720000311,B05,27,200,'(A)비지팅엔젤스 대구남구방문요양지점,00,NORMAL SERVICE.,,,,,,
22714000604,B06,27,140,신광메디칼,00,NORMAL SERVICE.,,,,,,
22714000626,B06,27,140,가호메디칼,00,NORMAL SERVICE.,,,,,,
22714000631,B06,27,140,대경메디칼,00,NORMAL SERVICE.,,,,,,
22714000647,B06,27,140,삼성의료복지용구,00,NORMAL SERVICE.,,,,,,
22714000652,B06,27,140,해와달365복지센터,00,NORMAL SERVICE.,,,,,,
22714000654,B06,27,140,안테나메디컬,00,NORMAL SERVICE.,,,,,,
32711000016,C01,27,110,"나눔 충,효,예 복지라이프 요양보호사 파견센타",00,NORMAL SERVICE.,,,,,,
32711000019,C01,27,110,경북베델 재가장기요양기관,00,NORMAL SERVICE.,,,,,,
32711000046,C01,27,110,동산홈케어,00,NORMAL SERVICE.,,,,,,
32711000078,C01,27,110,우리장기요양센터,00,NORMAL SERVICE.,2,32711000078,뮤지컬 공연 ( 온사랑 복지회 ),3,우리장기요양센터 생활실,12
32711000087,C01,27,110,감나무 장기요양센터,00,NORMAL SERVICE.,,,,,,
32711000097,C01,27,110,(주)진명해피케어 중구지점,00,NORMAL SERVICE.,,,,,,
32711000016,C02,27,110,"나눔 충,효,예 복지라이프 요양보호사 파견센타",00,NORMAL SERVICE.,,,,,,
32711000046,C02,27,110,동산홈케어,00,NORMAL SERVICE.,,,,,,
32711000078,C02,27,110,우리장기요양센터,00,NORMAL SERVICE.,2,32711000078,뮤지컬 공연 ( 온사랑 복지회 ),3,우리장기요양센터 생활실,12
32711000087,C02,27,110,감나무 장기요양센터,00,NORMAL SERVICE.,,,,,,
32711000105,C02,27,110,동인재가복지센터,00,NORMAL SERVICE.,,,,,,
32711000112,C02,27,110,닥터김노인요양센터,00,NORMAL SERVICE.,1,32711000112,신문이 있는 아침,1,닥터김노인요양센터 1층 주간보호센터,46
32711000078,C03,27,110,우리장기요양센터,00,NORMAL SERVICE.,2,32711000078,뮤지컬 공연 ( 온사랑 복지회 ),3,우리장기요양센터 생활실,12
32711000112,C03,27,110,닥터김노인요양센터,00,NORMAL SERVICE.,1,32711000112,신문이 있는 아침,1,닥터김노인요양센터 1층 주간보호센터,46
32711000130,C03,27,110,문성주간보호센터,00,NORMAL SERVICE.,1,32711000130,지필활동,1,생활실,14
32711000133,C03,27,110,보람노인복지센터,00,NORMAL SERVICE.,2,32711000133,바둑교실,1,프로그램실,3
32711000142,C03,27,110,화목한재활주야간보호센터,00,NORMAL SERVICE.,1,32711000142,종이컵죽방울놀이,2,생활실,65
32711000148,C03,27,110,현대복지센터,00,NORMAL SERVICE.,1,32711000148,신체활동(힐링체조),2,생활실(프로그램실),21
32723000554,C04,27,230,한마음주간보호센터,00,NORMAL SERVICE.,1,32723000554,뇌건강체조,2,메인홀,56
32726000058,C04,27,260,엘레오스노인요양센터,00,NORMAL SERVICE.,1,32726000058,일상생활서비스,3,목욕실,15
32729000217,C04,27,290,감동노인복지센터,00,NORMAL SERVICE.,,,,,,
32714000263,C05,27,140,율하실버케어,00,NORMAL SERVICE.,,,,,,
32714000311,C05,27,140,정다운실버센터,00,NORMAL SERVICE.,,,,,,
32714000390,C05,27,140,행운이365노인복지센터,00,NORMAL SERVICE.,,,,,,
32723000391,C05,27,230,호산재가방문간호센터,00,NORMAL SERVICE.,,,,,,
32723000419,C05,27,230,엘림노인복지센터,00,NORMAL SERVICE.,8,32723000419,엘림 드림리스트,3,,36
32723000475,C05,27,230,예다함재가요양센터,00,NORMAL SERVICE.,,,,,,
32711000024,C06,27,110,신진의료기,00,NORMAL SERVICE.,,,,,,
32711000028,C06,27,110,이원건강의료기,00,NORMAL SERVICE.,,,,,,
32711000051,C06,27,110,영남메디칼,00,NORMAL SERVICE.,,,,,,
32711000094,C06,27,110,해피데이 헬스케어,00,NORMAL SERVICE.,,,,,,
32711000095,C06,27,110,장수메디칼,00,NORMAL SERVICE.,,,,,,
32711000119,C06,27,110,대구보조기상사,00,NORMAL SERVICE.,,,,,,
12723000107,G31,27,230,효성실버타운,00,NORMAL SERVICE.,1,12723000107,기능훈련(신체활동),5,프로그램실,16
12729000252,G31,27,290,상록수 실버타운,00,NORMAL SERVICE.,1,12729000252,생신잔치,3,4층 강당,150
12729000621,G31,27,290,대곡가톨릭요양원,00,NORMAL SERVICE.,1,12729000621,신체기능프로그램,5,5층 치매전담 프로그램실 및 개인 침실,16
12771000086,G31,27,710,대구보훈요양원,00,NORMAL SERVICE.,60,12771000086,아로마테라피,1,각 층 요양실,50
12771000214,G31,27,710,죽곡골든라이프케어,00,NORMAL SERVICE.,1,12771000214,아침체조,4,,16
12723000107,G32,27,230,효성실버타운,00,NORMAL SERVICE.,1,12723000107,기능훈련(신체활동),5,프로그램실,16
12729000252,G32,27,290,상록수 실버타운,00,NORMAL SERVICE.,1,12729000252,생신잔치,3,4층 강당,150
12771000086,G32,27,710,대구보훈요양원,00,NORMAL SERVICE.,60,12771000086,아로마테라피,1,각 층 요양실,50
12723000107,G33,27,230,효성실버타운,00,NORMAL SERVICE.,1,12723000107,기능훈련(신체활동),5,프로그램실,16
12729000252,G33,27,290,상록수 실버타운,00,NORMAL SERVICE.,1,12729000252,생신잔치,3,4층 강당,150
22714000367,H31,27,140,동구노인장기요양센터,00,NORMAL SERVICE.,1,22714000367,생신 잔치,3,프로그램실,24
22714000615,H31,27,140,동구공립재가노인복지센터,00,NORMAL SERVICE.,1,22714000615,"행사(어버이날, 생신잔치 등)",6,프로그램실,20
22714000720,H31,27,140,대구재활주간보호센터,00,NORMAL SERVICE.,1,22714000720,인지 워크북,1,,21
22714000722,H31,27,140,수성재활주간보호센터,00,NORMAL SERVICE.,16,22714000722,"지남력훈련, 정서 행동 안전 프로그램 등",4,생활실 및 프로그램실,24
22717000415,H31,27,170,(주)케어링 주간보호센터 대구 서구점,00,NORMAL SERVICE.,1,22717000415,운동요법,2,,77
22720000148,H31,27,200,효원주간보호센터A,00,NORMAL SERVICE.,1,22720000148,"손,발마사지",1,프로그램실,22
32714000310,I31,27,140,선정노인복지센터,00,NORMAL SERVICE.,1,32714000310,신체활동,2,생활실,85
32729000350,I31,27,290,늘푸른노인복지센터,00,NORMAL SERVICE.,1,32729000350,인지워크북,1,,24
32729000399,I31,27,290,온사랑데이케어센터,00,NORMAL SERVICE.,1,32729000399,가요교실,8,생활실,9
12726000275,S41,27,260,드림실버요양복지센터 2관,00,NORMAL SERVICE.,1,12726000275,여가활동,7,프로그램실,9
12771000221,S41,27,710,가족사랑요양원+,00,NORMAL SERVICE.,30,12771000221,건강체조,2,,9
12811000009,A03,28,125,다정노인요양원,00,NORMAL SERVICE.,0,12811000009,"손,발맛사지",2,생활실,15
12811000029,A03,28,125,예지요양원,00,NORMAL SERVICE.,1,12811000029,다양한 체험활동,1,각 침실,6
12811000060,A03,28,125,가족같은효성요양원,00,NORMAL SERVICE.,20,12811000060,신체기능운동B,2,각 층 생활실(거실) 또는 침실,15
12811000076,A03,28,125,예봄요양원,00,NORMAL SERVICE.,1,12811000076,아트별,1,각 생활실,18
12811000082,A03,28,125,수 요양원,00,NORMAL SERVICE.,1,12811000082,퍼즐맞추기,1,각층 생활실,15
12811000083,A03,28,155,한우리요양원,00,NORMAL SERVICE.,1,12811000083,놀이치료,3,한우리요양원 프로그램실,26
12811000052,A04,28,125,섭리노인요양공동생활가정,00,NORMAL SERVICE.,3,12811000052,"미술, 언어, 회상,전래, 교구,블록",1,프로그램실,9
12811000081,A04,28,125,늘단비요양원,00,NORMAL SERVICE.,0,12811000081,신체기능회복운동,2,늘단비요양원 내/외,5
12814000081,A04,28,125,미래간호요양원,00,NORMAL SERVICE.,30,12814000081,걷기및소근육운동(신체활동프로그램),2,프로그램실 및 생활실,9
12814000082,A04,28,125,미래간호요양원 2호점,00,NORMAL SERVICE.,1,12814000082,생신잔치,3,프로그램실,9
12817000229,A04,28,177,노인요양원 행복의집,00,NORMAL SERVICE.,1,12817000229,치매예방 프로그램,1,거실 또는 개별 침실,9
12817000267,A04,28,177,행복드림요양원,00,NORMAL SERVICE.,1,12817000267,"음악, 신체",1,프로그램실,9
22811000144,B01,28,125,조이노인복지센터,00,NORMAL SERVICE.,,,,,,
22811000145,B01,28,125,편안한노인복지센터,00,NORMAL SERVICE.,,,,,,
22811000160,B01,28,125,행복한노인요양센터,00,NORMAL SERVICE.,,,,,,
22811000168,B01,28,125,효당노인복지센터,00,NORMAL SERVICE.,,,,,,
22811000169,B01,28,125,동행재가노인복지센터,00,NORMAL SERVICE.,,,,,,
22811000172,B01,28,125,365효재가복지센터2호점,00,NORMAL SERVICE.,,,,,,
22811000144,B02,28,125,조이노인복지센터,00,NORMAL SERVICE.,,,,,,
22811000145,B02,28,125,편안한노인복지센터,00,NORMAL SERVICE.,,,,,,
22811000160,B02,28,125,행복한노인요양센터,00,NORMAL SERVICE.,,,,,,
22811000168,B02,28,125,효당노인복지센터,00,NORMAL SERVICE.,,,,,,
22811000169,B02,28,125,동행재가노인복지센터,00,NORMAL SERVICE.,,,,,,
22811000172,B02,28,125,365효재가복지센터2호점,00,NORMAL SERVICE.,,,,,,
22811000136,B03,28,125,인천중구구립치매전담형주간보호센터(건강마실터),00,NORMAL SERVICE.,1,22811000136,달력만들기,1,프로그램실,24
22811000147,B03,28,125,수노인복지센터,00,NORMAL SERVICE.,1,22811000147,회상활동,1,센터내 프로그램실,38
22811000150,B03,28,155,희망나무노인주야간보호센터,00,NORMAL SERVICE.,1,22811000150,노인건강체조,2,생활실,38
22811000153,B03,28,125,중부노인주야간보호센터,00,NORMAL SERVICE.,1,22811000153,만들기,1,생활실,26
22811000166,B03,28,155,큰사랑주간보호센터,00,NORMAL SERVICE.,1,22811000166,노인건강체조,3,큰사랑 주간보호센터 생활실,85
22811000178,B03,28,155,영종스마일주간보호센터(방문요양),00,NORMAL SERVICE.,60,22811000178,인지활동프로그램,1,프로그램,50
22820000930,B04,28,200,만수글라라의집단기보호,00,NORMAL SERVICE.,1,22820000930,실버건강체조,2,프로그램실,9
22820001032,B04,28,200,서창단기보호,00,NORMAL SERVICE.,1,22820001032,미술*언어,1,,4
22824500511,B04,28,245,계양다사랑단기보호센터,00,NORMAL SERVICE.,1,22824500511,치매인지,1,프로그램실,5
22824500594,B04,28,245,계양다사랑단기보호센터,00,NORMAL SERVICE.,2,22824500594,인지프로그램,1,프로그램실,1
22826000817,B04,28,290,그레이스힐단기보호센터,00,NORMAL SERVICE.,1,22826000817,"색칠공부, 달력만들기, 종이접기, 붓글씨",2,,12
22811000231,B05,28,125,마음다은 방문간호센터,00,NORMAL SERVICE.,,,,,,
22817700493,B05,28,177,인천통합복지 사회적협동조합,00,NORMAL SERVICE.,,,,,,
22817700505,B05,28,177,예사랑재가노인복지센터,00,NORMAL SERVICE.,,,,,,
22817700510,B05,28,177,부모사랑요양센터,00,NORMAL SERVICE.,,,,,,
22817700560,B05,28,177,조은재가복지센터,00,NORMAL SERVICE.,,,,,,
22817700610,B05,28,177,이음실버케어센터,00,NORMAL SERVICE.,1,22817700610,"맞춤 교구, 뇌운동",2,생활실,29
22811000160,B06,28,125,행복한노인요양센터,00,NORMAL SERVICE.,,,,,,
22811000173,B06,28,155,장수메디케어,00,NORMAL SERVICE.,,,,,,
22811000208,B06,28,125,편안한복지용구,00,NORMAL SERVICE.,,,,,,
22817700561,B06,28,177,신기의료기(인천점),00,NORMAL SERVICE.,,,,,,
22817700570,B06,28,177,희망재가센터,00,NORMAL SERVICE.,,,,,,
22817700613,B06,28,177,보훈복지용구,00,NORMAL SERVICE.,,,,,,
32811000001,C01,28,155,중앙재가장기요양기관,00,NORMAL SERVICE.,,,,,,
32811000006,C01,28,125,다온재활복지요양센터,00,NORMAL SERVICE.,,,,,,
32811000010,C01,28,125,동인천방문요양센터,00,NORMAL SERVICE.,,,,,,
32811000011,C01,28,125,해피실버케어,00,NORMAL SERVICE.,,,,,,
32811000025,C01,28,125,하늘사랑 노인복지센터,00,NORMAL SERVICE.,,,,,,
32811000041,C01,28,125,굿모닝재가노인복지센터,00,NORMAL SERVICE.,,,,,,
32811000001,C02,28,155,중앙재가장기요양기관,00,NORMAL SERVICE.,,,,,,
32811000010,C02,28,125,동인천방문요양센터,00,NORMAL SERVICE.,,,,,,
32811000011,C02,28,125,해피실버케어,00,NORMAL SERVICE.,,,,,,
32811000041,C02,28,125,굿모닝재가노인복지센터,00,NORMAL SERVICE.,,,,,,
32811000050,C02,28,155,큰사랑 재가장기요양센터,00,NORMAL SERVICE.,,,,,,
32811000065,C02,28,125,송월동노인복지센터,00,NORMAL SERVICE.,,,,,,
32811000104,C03,28,125,제물포구 주간보호센터,00,NORMAL SERVICE.,1,32811000104,나 어릴 적,3,,36
32811000133,C03,28,125,중부주야간보호센터,00,NORMAL SERVICE.,1,32811000133,맨손체조(스트레칭 및 치매예방 체조),2,"중부주야간보호센터,생활실",50
32811000137,C03,28,155,영종장수노인주야간보호센터,00,NORMAL SERVICE.,1,32811000137,시니어레크레이션,1,생활실 및 프로그램실,9
32814000085,C03,28,125,(주)솔숲노인복지센터,00,NORMAL SERVICE.,1,32814000085,볼링놀이,1,생활실,33
32814000097,C03,28,125,주식회사동구종합재가센터,00,NORMAL SERVICE.,1,32814000097,"음악, 회상",1,프로그램실,40
32817000276,C03,28,177,인천남부노인복지센터,00,NORMAL SERVICE.,1,32817000276,레크레이션(2가지 영역),2,센터내,72
32823700285,C04,28,237,늘사랑전문요양원 부설 단기보호,00,NORMAL SERVICE.,,,,,,
32811000011,C05,28,125,해피실버케어,00,NORMAL SERVICE.,,,,,,
32811000142,C05,28,125,효노인복지센터,00,NORMAL SERVICE.,,,,,,
32814000085,C05,28,125,(주)솔숲노인복지센터,00,NORMAL SERVICE.,1,32814000085,볼링놀이,1,생활실,33
32814000094,C05,28,125,실로암통합재가센터,00,NORMAL SERVICE.,,,,,,
32817000205,C05,28,177,행복나눔방문요양센터,00,NORMAL SERVICE.,,,,,,
32814000008,C06,28,125,인천재가노인복지센터,00,NORMAL SERVICE.,,,,,,
32814000086,C06,28,125,주식회사 솔숲,00,NORMAL SERVICE.,,,,,,
32817000045,C06,28,177,웰러스코리아,00,NORMAL SERVICE.,,,,,,
32817000112,C06,28,177,하이케어,00,NORMAL SERVICE.,,,,,,
32817000204,C06,28,177,100세시대,00,NORMAL SERVICE.,,,,,,
12820000018,G31,28,200,만수요양원,00,NORMAL SERVICE.,1,12820000018,족욕서비스,3,각층 생활실,4
12820000411,G31,28,200,글라라의집,00,NORMAL SERVICE.,1,12820000411,건강체조,2,프로그램실,13
12820000925,G31,28,200,인천광역시립요양원,00,NORMAL SERVICE.,1,12820000925,신체/음악테라피,5,프로그램실,12
12823700532,G31,28,237,사랑의요양원3호점,00,NORMAL SERVICE.,1,12823700532,고리던지기,5,치매전담실,16
12823700684,G31,28,237,사랑의 요양원,00,NORMAL SERVICE.,1,12823700684,인지기능프로그램,7,,16
12820000018,G32,28,200,만수요양원,00,NORMAL SERVICE.,1,12820000018,족욕서비스,3,각층 생활실,4
12820000925,G32,28,200,인천광역시립요양원,00,NORMAL SERVICE.,1,12820000925,신체/음악테라피,5,프로그램실,12
12823700532,G32,28,237,사랑의요양원3호점,00,NORMAL SERVICE.,1,12823700532,고리던지기,5,치매전담실,16
12826000565,G32,28,275,두드림요양원,00,NORMAL SERVICE.,1,12826000565,생신잔지행사,6,프로그램실,15
12826000668,G32,28,275,시온휴요양원,00,NORMAL SERVICE.,1,12826000668,인지향상학습지,7,치매전담 프로그램실,4
12826000668,G33,28,275,시온휴요양원,00,NORMAL SERVICE.,1,12826000668,인지향상학습지,7,치매전담 프로그램실,4
12826000668,G34,28,275,시온휴요양원,00,NORMAL SERVICE.,1,12826000668,인지향상학습지,7,치매전담 프로그램실,4
22811000136,H31,28,125,인천중구구립치매전담형주간보호센터(건강마실터),00,NORMAL SERVICE.,1,22811000136,달력만들기,1,프로그램실,24
22814000104,H31,28,125,동구구립치매전담형주간보호센터,00,NORMAL SERVICE.,1,22814000104,물리요법,5,물리치료실,24
22817700573,H31,28,177,미추홀구 구립 치매전담형 주간보호센터 미추홀돌봄의집,00,NORMAL SERVICE.,1,22817700573,구연동화,1,"1,2,3전담실(각 전담실)",45
22817700654,H31,28,177,건강재활주간보호센터,00,NORMAL SERVICE.,1,22817700654,훈민정음,2,프로그램실,26
22818500214,H31,28,185,연수구립 치매전담형 주간보호센터-은빛사랑방,00,NORMAL SERVICE.,1,22818500214,미술치료,1,프로그램실,20
22817700573,H32,28,177,미추홀구 구립 치매전담형 주간보호센터 미추홀돌봄의집,00,NORMAL SERVICE.,1,22817700573,구연동화,1,"1,2,3전담실(각 전담실)",45
22823700653,H32,28,237,부평구 구립 치매전담형 주간보호센터 행복의집,00,NORMAL SERVICE.,1,22823700653,음악치료,7,생활실,20
22826000366,H32,28,290,기억너머주야간보호센터,00,NORMAL SERVICE.,1,22826000366,사회적응훈련,4,프로그램실,19
22826000510,H32,28,275,인천참사랑병원 부설 햇살데이케어센터,00,NORMAL SERVICE.,1,22826000510,미술치료,7,,0
22817700573,H33,28,177,미추홀구 구립 치매전담형 주간보호센터 미추홀돌봄의집,00,NORMAL SERVICE.,1,22817700573,구연동화,1,"1,2,3전담실(각 전담실)",45
32818500140,I31,28,185,엄마손실버케어 치매전담센터,00,NORMAL SERVICE.,1,32818500140,산수놀이,7,,22
12820000581,S41,28,200,천사의집2호,00,NORMAL SERVICE.,2,12820000581,"세라밴드, 음악/국악,풍금소리,소고, 추억의명가수",8,생활실,8
13011000004,A03,30,110,금성노인요양원,00,NORMAL SERVICE.,1,13011000004,어버이날,3,요양원 전체,75
13011000009,A03,30,110,임마누엘실버홈,00,NORMAL SERVICE.,1,13011000009,실버 뷰티(여가활동),9,1층 치매전담실 프로그램실,12
13011000015,A03,30,110,대전노인요양원,00,NORMAL SERVICE.,1,13011000015,미술치료,1,3층 프로그램실,10
13011000048,A03,30,110,온누리노인요양원,00,NORMAL SERVICE.,1,13011000048,특화프로그램(먹고놀자 요리프로그램),3,각층 생활실,30
13011000150,A03,30,110,산내노인종합센터,00,NORMAL SERVICE.,1,13011000150,"여가프로그램(영화,다큐감상)",3,"1,2F프로그램실",14
13011000184,A03,30,110,해드림실버요양원,00,NORMAL SERVICE.,1,13011000184,인지활동프로그램,1,해드림실버요양원 프로그램실,21
13011000195,A03,30,110,플래티늄,00,NORMAL SERVICE.,1,13011000195,지역사회 교류 행사,3,행사장 또는 프로그램실,60
13011000120,A04,30,110,예스시니어,00,NORMAL SERVICE.,1,13011000120,인지향상프로그램,1,프로그램실,9
13011000145,A04,30,110,새빛사랑의집,00,NORMAL SERVICE.,1,13011000145,아트별,1,프로그램실,9
13011000283,A04,30,110,예명요양원,00,NORMAL SERVICE.,1,13011000283,인지교구놀이,1,예명요양원 내 생활실,9
13011000284,A04,30,110,하나요양원,00,NORMAL SERVICE.,2,13011000284,빙빙놀이,2,프로그램실,9
13011000294,A04,30,110,한울노인요양원,00,NORMAL SERVICE.,1,13011000294,"미술활동(만들기,색칠하기), 회상활동",1,프로그램실,9
13011000306,A04,30,110,대전실버빌,00,NORMAL SERVICE.,1,13011000306,그땐 그랬지,1,프로그램실,8
13011000346,A04,30,110,가은실버홈,00,NORMAL SERVICE.,1,13011000346,신체프로그램,2,프로그램실,9
23011000007,B01,30,110,금성노인복지센터,00,NORMAL SERVICE.,1,23011000007,퍼즐맞추기,1,생활실,35
23011000008,B01,30,110,선우노인복지센터,00,NORMAL SERVICE.,1,23011000008,실버뷰티,3,4층 주간보호실,49
23011000151,B01,30,110,산내노인종합센터,00,NORMAL SERVICE.,3,23011000151,치매예방프로그램,1,1F 프로그램실,6
23011000185,B01,30,110,해드림노인복지센터,00,NORMAL SERVICE.,1,23011000185,인지활동형 프로그램,1,해드림주야간프로그램실,17
23011000233,B01,30,110,예명 주야간보호센터,00,NORMAL SERVICE.,1,23011000233,전례문화,1,생활실1,10
23011000295,B01,30,110,한울재가노인복지센터,00,NORMAL SERVICE.,3,23011000295,"인지활동, 미술",1,,4
23011000335,B01,30,110,새봄실버주간보호센터,00,NORMAL SERVICE.,60,23011000335,댄스스포츠,2,생활실,28
23011000007,B02,30,110,금성노인복지센터,00,NORMAL SERVICE.,1,23011000007,퍼즐맞추기,1,생활실,35
23011000151,B02,30,110,산내노인종합센터,00,NORMAL SERVICE.,3,23011000151,치매예방프로그램,1,1F 프로그램실,6
23011000185,B02,30,110,해드림노인복지센터,00,NORMAL SERVICE.,1,23011000185,인지활동형 프로그램,1,해드림주야간프로그램실,17
23011000233,B02,30,110,예명 주야간보호센터,00,NORMAL SERVICE.,1,23011000233,전례문화,1,생활실1,10
23011000353,B02,30,110,원동주야간보호센터,00,NORMAL SERVICE.,1,23011000353,생신잔치,3,원동주야간보호센터,75
23011000354,B02,30,110,수재가노인복지센터,00,NORMAL SERVICE.,,,,,,
23011000359,B02,30,110,행복나눔재가복지센터,00,NORMAL SERVICE.,,,,,,
23011000007,B03,30,110,금성노인복지센터,00,NORMAL SERVICE.,1,23011000007,퍼즐맞추기,1,생활실,35
23011000008,B03,30,110,선우노인복지센터,00,NORMAL SERVICE.,1,23011000008,실버뷰티,3,4층 주간보호실,49
23011000151,B03,30,110,산내노인종합센터,00,NORMAL SERVICE.,3,23011000151,치매예방프로그램,1,1F 프로그램실,6
23011000185,B03,30,110,해드림노인복지센터,00,NORMAL SERVICE.,1,23011000185,인지활동형 프로그램,1,해드림주야간프로그램실,17
23011000233,B03,30,110,예명 주야간보호센터,00,NORMAL SERVICE.,1,23011000233,전례문화,1,생활실1,10
23011000335,B03,30,110,새봄실버주간보호센터,00,NORMAL SERVICE.,60,23011000335,댄스스포츠,2,생활실,28
23011000351,B03,30,110,동부실버케어센터,00,NORMAL SERVICE.,2,23011000351,예술공연,2,프로그램실,38
23011000425,B05,30,110,하진재가복지센터,00,NORMAL SERVICE.,,,,,,
23011000450,B05,30,110,사랑가득한재가복지센터,00,NORMAL SERVICE.,,,,,,
23011000463,B05,30,110,엄마손통합재가센터,00,NORMAL SERVICE.,,,,,,
23014000642,B05,30,140,보라재가복지센터,00,NORMAL SERVICE.,,,,,,
23017000329,B05,30,170,유앤아이주간보호센터,00,NORMAL SERVICE.,1,23017000329,치매예방체조,2,주간보호프로그램실,30
23017000500,B05,30,170,더편한실버센터,00,NORMAL SERVICE.,,,,,,
23017000507,B05,30,170,대전간호요양센터,00,NORMAL SERVICE.,,,,,,
23011000374,B06,30,110,섬김복지용구지원센터,00,NORMAL SERVICE.,,,,,,
23011000391,B06,30,110,대전연합복지용구,00,NORMAL SERVICE.,,,,,,
23011000412,B06,30,110,늘사랑복지용구,00,NORMAL SERVICE.,,,,,,
23011000428,B06,30,110,예스복지용구,00,NORMAL SERVICE.,,,,,,
23011000454,B06,30,110,효자복지용구,00,NORMAL SERVICE.,,,,,,
23011000460,B06,30,110,(주)사랑과존경복지용구,00,NORMAL SERVICE.,,,,,,
23014000527,B06,30,140,하나엠케어복지용구사업소,00,NORMAL SERVICE.,,,,,,
33011000037,C01,30,110,노을빛재가복지센터,00,NORMAL SERVICE.,,,,,,
33011000044,C01,30,110,마리아노인복지센터,00,NORMAL SERVICE.,,,,,,
33011000056,C01,30,110,아가페재가노인복지센터,00,NORMAL SERVICE.,,,,,,
33011000063,C01,30,110,대전보람노인복지센터,00,NORMAL SERVICE.,,,,,,
33011000064,C01,30,110,한솔노인복지센터,00,NORMAL SERVICE.,,,,,,
33011000070,C01,30,110,백합노인복지센터,00,NORMAL SERVICE.,,,,,,
33011000080,C01,30,110,새빛재가요양보호센터,00,NORMAL SERVICE.,,,,,,
33011000023,C02,30,110,우리노인복지센터,00,NORMAL SERVICE.,,,,,,
33011000037,C02,30,110,노을빛재가복지센터,00,NORMAL SERVICE.,,,,,,
33011000056,C02,30,110,아가페재가노인복지센터,00,NORMAL SERVICE.,,,,,,
33011000063,C02,30,110,대전보람노인복지센터,00,NORMAL SERVICE.,,,,,,
33011000064,C02,30,110,한솔노인복지센터,00,NORMAL SERVICE.,,,,,,
33011000070,C02,30,110,백합노인복지센터,00,NORMAL SERVICE.,,,,,,
33011000080,C02,30,110,새빛재가요양보호센터,00,NORMAL SERVICE.,,,,,,
33011000251,C03,30,110,행복한실버케어센터,00,NORMAL SERVICE.,1,33011000251,레크레이션,3,,35
33011000258,C03,30,110,동행노인주야간보호센터,00,NORMAL SERVICE.,1,33011000258,동행노래방,1,동행노인주간보호센터 생활실,27
33011000285,C03,30,110,하나주야간보호,00,NORMAL SERVICE.,2,33011000285,풍선놀이,2,프로그램실,11
