run_id,strategy,unallocated_resource
20260727T070227Z_visit_nursing_institution_demand_proportional,demand_proportional,0
20260727T070227Z_visit_nursing_institution_shortage_priority,shortage_priority,0
20260727T070227Z_visit_nursing_institution_zero_provider_priority,zero_provider_priority,0
20260727T070227Z_visit_nursing_institution_vulnerability_priority,vulnerability_priority,0
